BOR;AN;FI;RS;FI_EJ;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2024;080005960;USLD SITE CENTRE DE SANTE;080011174;65;22080;18;18;;;1;;;;;13;;;;;4;;;;;;;;
USLD;2024;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;20;5994;19;13;0;0;4;0;0;0;12;0;1;0;0;0;2;0;0;0;0;0;3;0;0
USLD;2024;100000140;CH DE PROXIMITE CHRISTIAN BRAUN;100000058;30;10432;26;20;;;1;;;;2;;;;;;23;;;;;;15;;
USLD;2024;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;30;9008;23;24;0;;18;;3;;0;;0;;0;;2;;;;;;1;;
USLD;2024;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;70;24297;85;85;;;51;1;;;31;1;;;;;1;0;0;1;4;0;3;4;
USLD;2024;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;30;10477;27;24;;;1;;;;2;;;;;24;;;;;;;;;
USLD;2024;110000247;CH LEZIGNAN CORBIERES;110780772;30;10980;19;15;;;;;;;1;;;;;;18;0;0;6;0;0;2;0;0
USLD;2024;110006137;USLD LES RIVES D'ODE CH CARCASSONNE;110780061;30;8367;11;13;;;3;;;;;1;;;;;7;;;2;3;;1;;
USLD;2024;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;90;32514;49;40;;;12;2;;;10;5;;;;;20;0;0;0;0;0;6;0;0
USLD;2024;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;30;10276;9;7;;;;1;;;8;;;;;;;;;;;;;2;
USLD;2024;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;27;8892;25;13;;;6;3;;;8;;;;;;15;;;;;;10;1;
USLD;2024;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;30;6981;19;15;;;4;1;;;7;3;;1;2;1;;;;;;;1;1;
USLD;2024;120000153;CH MAURICE FENAILLE SEVERAC LE CHATEAU;120780291;40;14047;35;9;0;0;0;1;0;0;9;0;0;1;0;0;24;0;0;0;0;0;26;0;0
USLD;2024;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;40;13755;25;22;;;1;;3;;15;2;;1;;;3;;;;;;1;;
USLD;2024;120782263;USLD CH VILLEFRANCHE SITE RULHE;120780069;60;18122;106;85;;;42;4;;;17;;;;;;5;;;;;;3;8;
USLD;2024;120783097;USLD CH MILLAU;120004528;50;17511;32;34;;;3;;;;17;6;;1;;;5;26;;;;;1;;
USLD;2024;120786959;USLD OLEMPS CH RODEZ;120780044;30;6940;20;16;;;7;1;;;8;4;;;;;;;;;;;;;
USLD;2024;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;56;19469;46;31;;;27;1;;;4;2;;;;;12;0;0;46;24;0;;;
USLD;2024;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;30;9390;25;24;0;0;2;1;1;0;15;5;0;0;0;0;1;0;0;3;2;0;0;0;0
USLD;2024;130001225;HOPITAL DU PAYS SALONAIS;130782634;25;9150;16;11;0;0;4;0;0;0;3;2;0;0;0;0;4;0;0;6;6;0;1;1;0
USLD;2024;130001258;HOPITAUX PORTES DE CAMARGUE TARASCON;130028228;30;8825;36;26;;;;14;;1;12;;;;;;9;0;0;0;14;0;0;0;0
USLD;2024;130032758;CLINIQUE DE LA POINTE ROUGE USLD;130001514;80;27447;68;53;0;;15;;;;17;;;;;;37;0;0;0;0;0;0;0;0
USLD;2024;130047350;HOPITAL SAINT JOSEPH MONTVAL USLD;130014228;60;7033;49;15;4;;7;6;;;8;14;;;;;10;;;;;;1;;
USLD;2024;130782097;CENTRE DE SIBOURG;130000938;19;6189;19;13;;;;1;;1;12;3;;;;;2;;;;;;1;;
USLD;2024;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;30;4392;5;5;;;;;;;;;;;;;;;;;;;;;
USLD;2024;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;24;7554;18;19;;;6;;;;8;;;;;;5;;;;;;;;
USLD;2024;130798358;USLD DUQUESNE SITE AIX;130041916;70;24495;19;21;;;6;2;;;3;1;;;;;7;;;;;;;;2
USLD;2024;130808843;USLD MARCEL PAGNOL;920030152;30;10734;21;15;;;5;;10;;;;;;;;6;7;8;1;24;;;;3
USLD;2024;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;150;51760;66;55;;;1;;7;;12;30;;;;;16;;;;;;1;;
USLD;2024;130811102;LA MAISON;130007487;5;850;39;6;;;;;;;;;;;;;;;;;;;;;
USLD;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;40;11472;39;37;;;;;;;;;;;;;;;;;;;;;
USLD;2024;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;30;9629;36;18;;;;;;;;;;;;;;;;;;;;;
USLD;2024;140000373;CENTRE HOSPITALIER DE VIRE;140000159;30;9485;42;38;;;;25;;;6;2;;;;;9;;;;;;;;
USLD;2024;140012196;UNITE SOINS LONGUE DUREE - CHU CAEN;140000100;100;28906;61;65;;;25;1;1;1;1;;1;;;;19;;;;;;1;;
USLD;2024;140013830;UNITE SOINS LONGUE DUREE - CH FALAISE;140000118;60;19756;34;32;;;9;3;11;;8;;;;;;3;91;;;15;;1;;
USLD;2024;140017401;UNITE SOINS LONGUE DUREE - CH BAYEUX;140000092;30;10729;15;18;;;2;;;;3;;;;;;10;;;;6;;1;;
USLD;2024;150000032;CH DE SAINT-FLOUR;150780088;37;9968;17;10;;;2;1;4;;;7;1;;;;2;0;0;0;1;0;5;2;0
USLD;2024;150000040;CH HENRI MONDOR;150780096;44;16044;38;29;;;18;;;;15;;1;;;;4;;39;2;22;;1;;
USLD;2024;150000164;CH DE MAURIAC;150780468;27;9534;25;11;;;;;;;;;;;;;;;;;;;;;
USLD;2024;150000180;CH DE MURAT;150780500;30;8911;29;23;0;;10;;;;19;;;;;;;;;;;;;;
USLD;2024;160000188;CH DE LA ROCHEFOUCAULD;160000121;53;16520;57;37;;;;;;;;;;;;;;;;;;;12;2;
USLD;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;30;10671;26;20;0;0;4;1;9;0;2;2;0;0;0;0;3;;;;6;;4;2;
USLD;2024;160000261;CHI DU PAYS DE COGNAC - SSR;160014411;37;10931;29;30;;;;11;1;3;;;;;;;11;29;1;0;3;0;;;
USLD;2024;160000303;CH HOPITAUX SUD-CHARENTE;160006037;80;28677;25;24;;;2;;;;12;6;;;;;5;;;;;;1;;
USLD;2024;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;30;10042;38;25;;;4;3;;;22;4;;;;;5;;;;;;;;
USLD;2024;160000360;CH DE CHATEAUNEUF;160014411;51;16713;38;30;;;7;11;;;1;8;;;;;5;92;0;3;1;0;;;
USLD;2024;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;50;16462;22;19;;;4;1;;;11;2;;;;;4;;;;;;2;;
USLD;2024;170784110;SSR CH LA ROCHELLE;170024194;92;33257;23;19;;;;;;;;;;;;;;;;;;;;;
USLD;2024;170792220;CH SAINTONGE - SSR;170780175;45;14357;22;19;;;;;;;;;;;;;;;;;;;;;
USLD;2024;170802789;USLD - CH ROYAN;170780191;50;18133;17;17;;;;;1;;8;;;;;;8;;;;;;;;
USLD;2024;180000176;CH GEORGE SAND BOURGES;180001158;40;14172;11;13;;;;2;;;;4;3;;;;2;;;31;5;;1;;
USLD;2024;180000200;CH DE VIERZON;180000051;46;16790;19;12;;;;;;;;;;;;;;;;;;;;;
USLD;2024;180000333;CH SANCERRE;180000093;30;4980;23;6;;;;;;;;;;;;;;;;;;;8;0;
USLD;2024;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;60;20199;68;42;;;25;;;;30;;;;;;11;;;;;;;;11
USLD;2024;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;0;12217;37;26;;;7;11;7;;5;4;;;;;12;;;;1;;7;;
USLD;2024;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR;180001158;60;20003;19;13;;;;3;;;;6;4;1;;;5;;;37;5;;2;;
USLD;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;22;7774;32;12;0;0;2;0;4;0;23;1;0;0;0;0;1;0;20;0;0;0;3;0;0
USLD;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;30;9491;14;11;;;3;2;;;4;2;;;;;3;;;;;;;;
USLD;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;30;11403;9;5;;;2;;;;6;;;;;;1;;;;;;;;
USLD;2024;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;53;17031;34;10;0;0;10;0;5;0;10;1;0;0;0;0;1;0;0;0;3;0;7;0;0
USLD;2024;190005140;USLD UZERCHE;190002485;30;10995;15;11;0;0;0;8;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0
USLD;2024;190005165;USLD CORNIL;190002519;71;23699;71;34;;;;;;;;;;;;;;;;;;;;;
USLD;2024;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;38;12807;19;19;;;3;2;;;9;;;;;;5;;;;;;1;;
USLD;2024;210987574;CH ARNAY LE DUC;210012175;30;7694;14;10;1;;7;1;;;1;;;;;;4;;;;;;2;;
USLD;2024;210987673;CH HCO SITE DE MONTBARD;210012142;30;9798;15;14;;;;1;;;6;1;;;;;7;;;;2;;;2;
USLD;2024;210987939;USLD CH LA CHARTREUSE DIJON;210780607;42;15351;2;1;;;;;;;;;;;;;;;;;;;;;
USLD;2024;220000095;GHRE- SITE DINAN RENE PLEVEN;350000022;60;16086;63;42;;;26;3;8;;17;;;;;;4;;;;;;5;;
USLD;2024;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;30;9489;25;20;;;10;5;;;2;2;;;;;6;;;;3;;2;;
USLD;2024;220000368;CENTRE HOSPITALIER LANNION;220000103;30;10068;18;15;;;8;;;;4;;;;;;6;;;;;;2;;
USLD;2024;220000566;CHPP SITE LAMBALLE;220021968;30;10470;39;30;;0;10;13;0;1;2;5;0;0;4;4;;0;0;3;1;0;10;0;0
USLD;2024;220001259;CENTRE HOSPITALIER TREGUIER;220000020;60;18487;64;54;;;;4;29;;16;;;;;;15;;;;;;4;;
USLD;2024;220014138;RESIDENCE KERAMOUR USLD ROSTRENEN;220017974;30;9866;18;8;;;;4;;;;3;;;11;;;;;;;;;1;
USLD;2024;230000259;USLD - CH GUERET;230780041;50;17660;36;28;1;;12;;1;;8;;;;;;14;0;0;7;4;0;;;
USLD;2024;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;30;9840;19;14;0;0;5;2;;;5;4;0;;0;;3;;;;;0;2;;0
USLD;2024;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;30;7335;25;16;;;4;10;;;8;;;;;;3;;;;;;8;2;
USLD;2024;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;30;8408;19;11;;;;10;;;9;;;;;;;;;;;;1;4;
USLD;2024;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;30;10475;17;15;;;;;;;14;3;;;;;;;;;;;;;
USLD;2024;240000372;C.H DE BERGERAC;240000059;49;16199;40;23;0;;27;32;0;;0;1;0;;0;;4;0;0;0;12;0;;16;
USLD;2024;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;30;10833;19;16;;;2;;;3;7;5;;;;;2;;;4;;;2;;
USLD;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;60;16141;57;42;;;42;;;;6;0;2;0;;;7;;;;;;15;;
USLD;2024;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;40;13683;33;34;;;12;;;;6;9;;;;;6;;;;;;1;;
USLD;2024;240000687;CENTRE HOSPITALIER SARLAT;240000448;40;14325;21;14;2;;1;;3;;7;;0;;0;;8;;;;;;;;
USLD;2024;250000627;CH PAUL NAPPEZ MORTEAU;250000221;30;10308;44;30;0;;11;;5;;14;;1;;;;13;;;;;;1;;
USLD;2024;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;20;7122;8;7;;;2;;;;2;2;;;;;2;;;;;;2;;
USLD;2024;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;30;10373;22;18;;19;;;;;2;;;;;;1;;;;;;2;;
USLD;2024;250001237;USLD BELLEVAUX;250007598;60;21186;44;42;;;;8;7;;;16;;1;;;12;;;;;;;;
USLD;2024;250001252;USLD JACQUES WEINMAN AVANNE;250007788;91;32815;30;30;0;0;0;4;0;3;0;18;0;0;0;0;5;0;0;5;3;0;0;0;0
USLD;2024;250004009;LE MITTAN ANNEXE DU HNFC;900000365;30;10768;15;17;0;;0;;0;;14;;0;;0;;1;0;0;1;3;0;3;0;0
USLD;2024;250007234;USLD PONTARLIER;250000452;30;10745;14;13;;;;;;8;;;;;;;6;;;;;;1;;
USLD;2024;260000013;CH DE VALENCE;260000021;72;23686;73;66;;;45;5;;;14;1;;;;4;8;;6;;2;;;;
USLD;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;40;13887;30;28;;;2;3;2;;12;1;;;2;;8;0;0;6;10;0;1;;
USLD;2024;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;57;19131;30;26;;;3;8;;;4;5;;;;;10;0;0;0;0;0;2;0;0
USLD;2024;260000823;CH DROME-VIVARAIS;260003264;33;11120;11;2;;;;;;;;;11;;;;;;;;2;;9;;
USLD;2024;270000367;CH GISORS;270000086;55;18148;42;37;;;4;;;;13;;1;;;;78;;;;;42;3;;1
USLD;2024;270000425;CH PONT-AUDEMER;270000102;37;12830;26;18;;;;4;;;1;9;;;;;3;;;;4;;2;;
USLD;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;50;15314;47;42;;;9;4;;;12;1;;;1;;20;;;;;;13;;
USLD;2024;270000516;HL LE NEUBOURG;270000177;30;10881;15;13;;;;2;;;5;5;;;;;3;;;;;;;;
USLD;2024;270026107;USLD CH EURE SEINE;270023724;30;9725;36;14;;;;;;;;;;;;;;;;;;;;;
USLD;2024;280000050;CH BONNEVAL;280000142;50;18222;4;4;;;;;;;;;4;;;;;;;;;;;;
USLD;2024;280000084;CH DREUX;280000183;92;30510;43;16;;;17;;;;6;;;;19;;;;;;;39;;;1
USLD;2024;280000100;CH DE LA LOUPE;280000225;31;3121;9;2;0;0;0;2;0;0;0;0;0;0;0;0;2;;;;;;5;0;0
USLD;2024;280000662;CH CHATEAUDUN;280500075;40;14084;38;24;5;0;1;0;3;0;13;0;0;0;;;16;;;;;;8;4;
USLD;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;34;12238;13;12;1;;4;;;;;4;;1;;;3;;;3;;;;;
USLD;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;34;9460;34;25;0;0;13;1;9;0;3;0;0;0;0;0;8;0;0;0;0;0;7;4;0
USLD;2024;290000553;CH MORLAIX SITE DE PLOUGONVEN;290021542;100;36600;27;19;;;;;13;;9;;4;;;;5;123;0;54;5;0;9;2;
USLD;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;48;16625;28;29;0;0;3;1;1;0;8;0;0;0;0;0;4;0;0;2;3;1;0;0;0
USLD;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;30;9821;21;13;;;5;1;;;7;;;;;;8;;;;;;1;;
USLD;2024;290014687;GHBS USLD BOIS JOLY;560005746;30;10581;21;13;;;;;;;;;;;;;;;;;;;;;
USLD;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;118;43819;72;58;0;0;28;6;2;0;20;12;11;0;0;0;22;;;21;15;44;5;0;
USLD;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;56;19937;11;8;;;;;;;;;10;;1;;;;;65;3;;1;;
USLD;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;30;10790;19;13;;;5;;6;;;1;;;;;7;;;;4;;1;1;1
USLD;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;30;10130;17;17;;;8;;1;;;3;;;;;5;;;4;8;;1;1;
USLD;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;30;9769;27;17;1;;1;11;;;1;1;;;;;12;;;;;;5;1;
USLD;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;30;9882;25;7;;;;;;;;;;;;;;;;;;;;;
USLD;2024;2A0023271;USLD D' AJACCIO;2A0000014;70;21227;66;51;7;;25;;17;;7;;0;;;;9;;;;;;;;
USLD;2024;2B0000038;CH CORTE;2B0004246;10;1107;1;2;;;;;;;;;;;;;;;;;;;;;
USLD;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;30;8901;13;14;0;;1;;3;;2;3;1;;0;;2;13;0;7;0;0;2;3;
USLD;2024;2B0005359;CH CALVI;2B0005342;20;6883;19;19;;;13;3;;;;;;;;;3;;;;;;1;;
USLD;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;30;10685;10;8;;;3;1;;;;1;;;;;5;0;0;0;0;0;2;1;0
USLD;2024;300000064;CH UZES;300780087;30;9129;22;16;;;9;2;;;3;;;;;;8;;;;;;;;
USLD;2024;300000072;CH LE VIGAN;300780095;30;10910;16;19;;;2;;;1;5;;;;;;1;;;;2;;1;1;
USLD;2024;300012481;USLD LES CIGALES CH ALES;300780046;27;9707;8;1;;;;;;;;;;;;;;;;;;;;;
USLD;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;63;22607;49;4;;;;;;;;;;;;;;;;;;;;;
USLD;2024;300021383;USLD CH PONT ST ESPRIT;300780079;15;3406;25;12;;;;;3;;1;;;;21;;;;;;;;;;
USLD;2024;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;190;48130;197;;;;;;;;;;;;;;;;;;;;;;
USLD;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;30;9680;35;30;;;;;;;;;;;;;;;;;;;;;
USLD;2024;310000336;CH REVEL;310780713;61;16506;22;8;;;2;;;;14;;;;;;6;;;;;;;;
USLD;2024;310013628;CH MURET;310786256;53;17178;24;24;;;3;3;;;5;6;;;;;7;;;;;;1;1;
USLD;2024;310021571;CL DES MINIMES TOULOUSE;310021563;58;20609;28;22;;;;;2;;12;2;;;;;;3;;4;;;;;
USLD;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;60;20430;39;40;1;;;1;11;;15;4;;;;;7;;7;12;;;7;;
USLD;2024;310786702;SSR DOMAINE DE LA CADENE TOULOUSE;750043713;76;24582;25;31;;;;;;;;;;;;;;;;;;;;;
USLD;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;80;22523;27;4;;;;7;;;;1;18;1;;;;;;;;;;;
USLD;2024;320000086;CH AUCH EN GASCOGNE;320780117;54;17150;38;26;0;0;14;0;12;0;3;2;0;0;0;0;2;0;0;0;0;0;3;0;0
USLD;2024;320000102;CH CONDOM;320780133;34;10065;30;20;0;0;9;5;0;0;8;3;0;0;0;0;5;;;;;;;;
USLD;2024;320000128;CH GIMONT;320780158;30;10174;14;13;0;0;0;0;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2024;320000144;CHI LOMBEZ SAMATAN;320780174;30;9993;26;22;0;0;7;1;0;2;11;1;0;2;0;0;2;0;0;2;0;0;4;0;0
USLD;2024;320000177;CH NOGARO;320780208;30;10416;17;11;;;5;3;;;6;;;;;;3;;;;14;;2;;
USLD;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;20;7241;15;16;0;0;4;2;0;;3;;0;;;;6;;;;;;;;
USLD;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;60;21488;34;23;0;0;3;3;0;0;10;3;0;6;0;0;9;0;0;0;0;0;7;2;0
USLD;2024;330005182;USLD DE L'ESPASS DE PODENSAC;330792862;50;23040;48;33;;1;;7;;2;;7;;1;;0;15;;;3;4;;;;
USLD;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;120;24539;25;14;;;6;6;;1;3;3;;;;;6;;;;;;5;3;
USLD;2024;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;80;27792;25;24;0;0;0;5;0;6;0;3;0;2;0;0;9;0;0;3;1;0;0;0;0
USLD;2024;340000033;CH BEZIERS;340780055;143;43891;48;35;;;15;;8;;22;;;;;;11;;;42;28;;;;
USLD;2024;340000215;CH LODEVE;340780519;30;9494;32;13;;;12;3;;;7;1;;;;;32;;;;;;15;6;
USLD;2024;340000231;CH POLE DE SANTE DE LUNEL;340780535;49;10531;32;30;;;9;3;;;;2;;;17;;;;;2;;;1;;
USLD;2024;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;28;9441;39;20;;;4;;7;;15;3;;;;;10;;;6;15;;11;;
USLD;2024;340024512;SSR JARDINS DE SOPHIA CASTELNAU LE LEZ;340001825;80;27874;29;18;0;;2;;1;;3;;0;;0;;14;;;;;;7;0;5
USLD;2024;340780436;HOPITAL ST LOUP AGDE HBT;340011295;16;5557;24;17;;;20;;;;;;;;;;4;;;4;12;;5;2;
USLD;2024;340780444;CH BEDARIEUX;340009893;30;10317;16;14;0;0;5;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
USLD;2024;340782481;CENTRE BELLEVUE CHU MONTPELLIER;340780477;72;25378;68;38;;;9;1;9;;22;8;;;;;19;;;2;2;;14;;
USLD;2024;340796051;USLD LES PERGOLINES SETE HBT;340011295;55;19150;36;27;0;;30;;0;;1;;0;;0;;5;0;0;4;10;0;1;5;
USLD;2024;350000154;C.H FOUGERES;350000030;49;14047;46;45;0;;22;;9;;12;;0;;0;;3;0;0;0;;0;3;;
USLD;2024;350000162;CHIRC SITE REDON;350000048;30;10950;10;8;;;1;1;;;3;;;;;;5;0;0;0;0;0;2;;
USLD;2024;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;30;8374;28;26;;;4;9;;;5;;;;;;8;;;;1;;1;;
USLD;2024;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;30;10808;24;20;;;;14;;;5;;;;;;5;0;0;3;3;0;3;1;0
