BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A37;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_F8;PHARMA_G8;PHARMA_E8;PHARMA_H8;PHARMA_F9;PHARMA_G9;PHARMA_H9;PHARMA_E9;PHARMA_A20;PHARMA_A11;PHARMA_B14;PHARMA_C14;PHARMA_A16;PHARMA_A38;PHARMA_A17;PHARMA_A18;PHARMA_A39;PHARMA_A40;PHARMA_A41;PHARMA_A42;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A43;PHARMA_A44;PHARMA_A45;PHARMA_A46;PHARMA_A47;PHARMA_A25;PHARMA_A26;PHARMA_A48;PHARMA_A49;PHARMA_A50;PHARMA_F29;PHARMA_F30;PHARMA_F31;PHARMA_F32;PHARMA_F33;PHARMA_F34;PHARMA_F35;PHARMA_G29;PHARMA_G30;PHARMA_G31;PHARMA_G32;PHARMA_G33;PHARMA_G34;PHARMA_G35;PHARMA_D29;PHARMA_E29
PHARMA;2024;050001064;CENTRE MEDICAL LA DURANCE;050000561;0;;;;0;1;0;;;90;;66;0;;;;;;;;;1;1;90;66;0;0;0;0;1;0;7688;194;0;0;;;;0;0;0;0;0;0;;;;0.9;;;;0.6;;;;;;;;;;0;0
PHARMA;2024;050008630;HJ L'ESCALE BRIANCON;050000116;1;1;1;;1;1;1;88;14;90;45;45;0;;;;;;;;;1;1;133;0;1;1;0;0;1;1;;;1;1;5;0;0;0;0;1;1;1;1;2;0;3;4.5;0.5;0.6;;7.9;5;1;0;0;0;0;0;0;0;0;1
PHARMA;2024;060000163;CH SAINT MAUR SAINT ETIENNE TINEE;060780327;0;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0
PHARMA;2024;060000296;LA MAISON DU MINEUR;060780640;0;;;;;;;;;;;;0;;;;;;;;;1;1;80;;0;0;0;0;1;1;819;819;0;0;;;;0;0;0;0;0;0;;;;0.69;;;;1.24;;;;;;;;;;0;0
PHARMA;2024;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;1;3;0;;0;0;0;5;0;10;0;65;0;;;;;;;;;1;1;15;115;0;0;0;0;1;0;130;30;0;0;;;;0;0;0;0;0;0;;;;0.5;0;0;0;2.85;0;0;0;;;;;;;0;1
PHARMA;2024;060000411;CH DU PAYS DE LA ROUDOULE PUGET;060780780;1;4;0;;;;;6;0;15;0;164;0;;;;;;;;;1;1;21;164;0;0;0;0;1;0;11010;263;0;0;;;;0;0;0;0;0;0;;;;1;0;;;2.8;;;0;0;;;;;;0;0
PHARMA;2024;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;1;3;0;;1;0;0;279;33;30;30;120;1;1;1;0;1;1;1;0;1;1;1;432;120;1;1;0;1;1;1;212566;4752;1;1;20;0;400;0;1;1;0;0;0;;;3;6.53;0.2;1;0.3;12.86;6.4;2.99;0;0;0;0;0;0;0;0;1
PHARMA;2024;060000486;CH SAINT ELOI DE SOSPEL;060780905;1;3;0;;;;;12;0;13;0;185;0;;;;;;;;;1;1;25;185;0;0;0;0;0;0;10353;150;0;0;;;;0;0;0;0;0;0;;;;0.5;0;0;0;2.8;0;0;;;;;;;;0;1
PHARMA;2024;060000494;CH SAINT LAZARE DE TENDE;060780921;0;;;;;;;5;;;;50;1;1;1;0;0;0;0;0;0;1;1;5;50;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2024;060000510;CH D'ANTIBES JUAN LES PINS;060780954;1;4;0;;1;0;1;347;67;19;0;182;1;0;0;0;0;0;0;1;0;1;1;385;182;1;1;0;1;1;1;247000;6271;1;0;;;;0;0;0;0;1;1;3;0;3;7.46;0.25;2;0.8;12.33;16.7;2.08;;;;;;;;0;1
PHARMA;2024;060000528;CENTRE ANTOINE LACASSAGNE;060780962;1;1;1;1;1;0;;118;;;;;1;0;1;0;1;0;1;0;0;1;1;118;;1;0;0;1;1;1;116617;2482;1;0;;;;0;0;0;0;0;0;;;;4.38;;1.03;0.95;23.13;0.04;1;;;;;;;;0;1
PHARMA;2024;060000544;CH DE CANNES SIMONE VEIL;060780988;1;4;0;9;1;1;0;346;66;20;54;150;1;0;1;0;0;0;0;0;0;1;1;449;150;1;1;0;0;1;1;217000;20100;1;1;25;;;0;0;0;1;0;0;;;;9.2;;0.85;1;14.36;;2.39;;;;;;;;0;1
PHARMA;2024;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;0;;;;1;1;0;;;;61;205;0;;;;;;;;;1;1;61;205;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2024;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;0;;;;1;0;0;8;;19;;;0;;;;;;;;;1;1;27;;0;0;0;0;0;1;10793;1024;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;0.43;;;;;;;;;;0;0
PHARMA;2024;060002102;CH LA PALMOSA DE MENTON;060791761;0;;;;;;;95;0;82;30;0;0;;;;;;;;;1;1;;;0;1;1;0;1;1;;;1;0;;;;0;0;0;0;1;1;;;;3.6;1;;0.5;6.56;2.83;;;;;;;;;0;0
PHARMA;2024;060005469;L'OLIVERAIE DES CAYRONS;920030269;0;;;;0;0;;;;117;;;0;;;;;;;;;1;1;117;;0;0;0;0;1;1;33656;1780;0;0;;;;0;0;1;0;0;0;;;;1.17;;;;1.07;;;;;;;;;;0;0
PHARMA;2024;060021094;CLINIQUE VILLA ROMAINE;060024619;1;1;0;1;0;0;0;;49;46;;;0;;;;;;;;;1;1;95;;0;0;0;0;1;1;;;0;0;;;;0;0;0;0;0;0;;;;0.24;;;0.99;;;;;;;;;;;0;0
PHARMA;2024;060021201;CENTRE DE CONVALESCENCE ATLANTIS;060000155;0;;;;0;0;0;;;50;;;0;;;;;;;;;0;1;50;;0;0;0;0;1;0;10579;102;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;;;;;;;;;;;0;0
PHARMA;2024;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;0;;;;0;0;0;106;;;;;1;0;0;0;0;1;0;0;1;1;1;106;;0;0;0;0;0;0;55788;890;0;0;;;;0;0;0;0;0;1;0;0;0;1.46;0;0;0;6;1;1;0;0;0;0;0;0;0;0;1
PHARMA;2024;060025285;UAD VALLEE DE LA VESUBIE;750060402;0;;;;;;;8;;;;;0;;;;;;;;;1;1;8;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;;;;;;;;;;;0;0
PHARMA;2024;060780145;CLINIQUE SAINT DOMINIQUE;060000049;0;;;;;;;;;101;;;0;;;;;;;;;1;1;101;;0;0;0;0;1;0;15952;14709;0;0;;;;0;0;0;0;0;0;;;;1.32;;;;2.31;;;;;;;;;;0;0
PHARMA;2024;060780277;CLINIQUE SAINTE BRIGITTE;920030269;0;;;;0;0;;;;121;;;0;;;;;;;;;1;1;121;;0;0;0;0;1;1;40361;1508;0;0;;;;0;0;1;0;0;0;;;;1.03;;;;0.93;;;;;;;;;;0;0
PHARMA;2024;060780343;E3S SAINT JEAN;060000171;1;1;1;;1;1;0;;;57;;;0;;;;;;;;;1;1;57;;1;0;0;0;1;1;14508;121;1;0;;;;0;0;0;0;1;1;3721;230;6935;3;0.3;0.5;;13;10;2;;;;;;;;0;0
PHARMA;2024;060780392;POLE ANTIBES SAINT JEAN;060000205;0;;;;1;;0;;;94;;;0;;;;;;;;;1;1;94;;0;0;0;0;0;0;19930;334;0;0;;;;0;0;0;0;0;0;;;;0.6;;;;0.6;;;;;;;;;;0;0
PHARMA;2024;060780442;CLINIQUE SAINT FRANCOIS;060000213;0;;;;;;;30;61;;;;0;;;;;;;;;1;1;61;;0;0;0;0;1;1;2745;258;0;0;;;;0;0;0;0;1;1;2;;1;1;0.5;;;3;;;;;;;;;;0;0
PHARMA;2024;060780459;CLINIQUE ORSAC MONTFLEURI;010783009;0;;;;;;;;;85;;;0;;;;;;;;;1;1;85;;0;0;0;0;1;1;6258;155;0;0;;;;0;0;0;0;0;0;;;;0.9;;;;1.09;;;;;;;;;;0;0
