BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB
SSR_P;2024;010000099;CH DE MEXIMIEUX;010780120;N2710;0.1;
SSR_P;2024;010000099;CH DE MEXIMIEUX;010780120;N310H;3;
SSR_P;2024;010000099;CH DE MEXIMIEUX;010780120;N3120;0.5;
SSR_P;2024;010000099;CH DE MEXIMIEUX;010780120;NAUT;0.5;
SSR_P;2024;010000099;CH DE MEXIMIEUX;010780120;NCINF;8;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;M1320;1.6;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;MAUT;0.08;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;N241P;0.57;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;N2450;0.11;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;N2460;0.07;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;N2500;6.21;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;N2710;0.29;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;N3120;0.22;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;NAUT;3.49;
SSR_P;2024;010000107;CH DE PONT DE VAUX;010780138;NCINF;4.24;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;M1320;1;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;MAUT;0.02;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N241P;0.45;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2460;0.08;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2470;0.2;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2500;2.33;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2710;0.23;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N310H;0.57;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N3120;0.25;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;NAUT;0.99;
SSR_P;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;NCINF;2.55;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;M1010;0.04;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;M1320;1;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;MAUT;0.02;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N241P;0.98;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2460;0.2;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2500;6.5;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2710;0.16;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N310H;0.14;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;NAUT;2.92;
SSR_P;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;NCINF;8.22;
SSR_P;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;M1010;1.6;0
SSR_P;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N241P;0.2;0
SSR_P;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2500;3.99;0
SSR_P;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2710;2.5;0
SSR_P;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N310H;1.36;0
SSR_P;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;NCINF;3.85;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;M1180;0.31;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;N241P;7;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;N2460;0.2;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;N2500;9.05;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;N2710;0.3;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;N310H;6.25;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;N3120;0.25;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;NAUT;0.84;0
SSR_P;2024;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;NCINF;8.68;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;M1010;2.29;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;M1320;2.29;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N241P;14.05;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N2430;0.2;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N2450;2.95;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N2460;3.25;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N2500;58.7;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N2710;4.07;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N310H;7.59;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;N3120;2.5;0
SSR_P;2024;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;NCINF;48.17;0
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;M1010;1.56;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;M1120;0.14;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;M1180;1.55;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;M1190;0.87;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;M1320;1.17;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;MAUT;1.15;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;N241P;6.97;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;N2430;0.8;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;N2450;0.29;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;N2460;3.66;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;N2500;23.29;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;N2710;1.58;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;N3120;1.02;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;NAUT;34.41;
SSR_P;2024;010002129;CLINIQUE LES ARBELLES;310025010;NCINF;22.09;
SSR_P;2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;M1010;1.12;0
SSR_P;2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;M1320;1.12;0
SSR_P;2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N241P;2.16;0
SSR_P;2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N2460;0.19;0
SSR_P;2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N2500;13.62;0
SSR_P;2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;NAUT;0.49;0
SSR_P;2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;NCINF;3.32;0
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;M1010;4.39;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;M1180;1.08;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;MAUT;0.69;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N241P;10.41;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N2430;2.8;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N2450;1.04;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N2460;6.53;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N2470;2.23;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N2500;14.07;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N2710;3.24;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N310H;3.17;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;N3120;1.9;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;NAUT;37.72;
SSR_P;2024;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;NCINF;17.5;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;M1150;2.92;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;N241P;1.8;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;N2450;0.95;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;N2500;6.91;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;N2710;1.2;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;N310H;7.25;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;N3120;0.71;
SSR_P;2024;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;NCINF;15.27;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;M1010;5.03;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;M1180;1.42;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;MAUT;0.96;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N241P;9.47;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2430;1.59;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2450;2;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2460;6.42;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2470;2;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2500;19.19;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2710;3.88;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N310H;6.67;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N3120;2;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;NAUT;77.2;
SSR_P;2024;010780278;CENTRE DE REEDUCATION MANGINI;010783009;NCINF;21.91;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M1010;0.26;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M1140;1.64;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M3020;2.87;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N241P;1.2;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2450;1.5;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2470;2.29;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2500;16.53;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2710;3.62;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N310H;17.31;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N3120;1.65;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;NAUT;3.36;
SSR_P;2024;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;NCINF;17.44;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;M1140;0.6;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;M1180;6.59;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;M3020;0.2;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N241P;14.54;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N2430;3.94;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N2460;7.59;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N2470;2.79;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N2500;45.91;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N2710;3.4;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N310H;14.62;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;N3120;1.1;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;NAUT;45.21;
SSR_P;2024;010780492;CRF ROMANS-FERRARI;360000707;NCINF;18.11;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;M1010;1;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;M1180;0.15;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N241P;1;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N2450;0.4;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N2460;0.85;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N2500;5.5;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;NAUT;3.5;
SSR_P;2024;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;NCINF;4.04;
SSR_P;2024;020000089;CH GUISE;020000022;M1010;0.8;0
SSR_P;2024;020000089;CH GUISE;020000022;M1320;0.6;0
SSR_P;2024;020000089;CH GUISE;020000022;N241P;0;5
SSR_P;2024;020000089;CH GUISE;020000022;N2430;0;1
SSR_P;2024;020000089;CH GUISE;020000022;N2450;1;0
SSR_P;2024;020000089;CH GUISE;020000022;N2460;1;0
SSR_P;2024;020000089;CH GUISE;020000022;N2500;29.8;0
SSR_P;2024;020000089;CH GUISE;020000022;N2710;1;0
SSR_P;2024;020000089;CH GUISE;020000022;N310H;1;0
SSR_P;2024;020000089;CH GUISE;020000022;N3120;2;0
SSR_P;2024;020000089;CH GUISE;020000022;NCINF;12.7;0
SSR_P;2024;020000097;CH LA FÈRE;020000048;M1010;0.9;
SSR_P;2024;020000097;CH LA FÈRE;020000048;N241P;0.44;
SSR_P;2024;020000097;CH LA FÈRE;020000048;N2460;0.35;
SSR_P;2024;020000097;CH LA FÈRE;020000048;N2500;15.38;
SSR_P;2024;020000097;CH LA FÈRE;020000048;N2710;0.4;
SSR_P;2024;020000097;CH LA FÈRE;020000048;N310H;0.88;
SSR_P;2024;020000097;CH LA FÈRE;020000048;N3120;0.44;
SSR_P;2024;020000097;CH LA FÈRE;020000048;NAUT;4.84;
SSR_P;2024;020000097;CH LA FÈRE;020000048;NCINF;10.12;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1010;0.51;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N241P;;3
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2450;0.34;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2460;0.3;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2500;5.4;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2710;0.12;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N310H;0.17;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N3120;0.16;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;NAUT;3.33;
SSR_P;2024;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;NCINF;2.72;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;M1180;2.4;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;M1320;1.65;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;N241P;7.08;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;N2430;0.24;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;N2460;2.5;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;N2470;2.66;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;N2500;26.36;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;N2710;4.03;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;N310H;0.02;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;NAUT;19.36;
SSR_P;2024;020000162;CH SAINT-QUENTIN;020000063;NCINF;24.26;
SSR_P;2024;020000246;CH VERVINS;020000071;M1010;0.92;
SSR_P;2024;020000246;CH VERVINS;020000071;N241P;0.1;
SSR_P;2024;020000246;CH VERVINS;020000071;N2450;0.45;
SSR_P;2024;020000246;CH VERVINS;020000071;N2460;0.4;
SSR_P;2024;020000246;CH VERVINS;020000071;N2470;;1
SSR_P;2024;020000246;CH VERVINS;020000071;N2500;13.19;
SSR_P;2024;020000246;CH VERVINS;020000071;N2710;0.25;
SSR_P;2024;020000246;CH VERVINS;020000071;N3120;0.5;
SSR_P;2024;020000246;CH VERVINS;020000071;NAUT;5.3;
SSR_P;2024;020000246;CH VERVINS;020000071;NCINF;9.15;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1010;3.65;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1070;1.7;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1150;0.73;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1180;3.99;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1190;1.03;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1320;2.92;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;MAUT;1.16;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N241P;19.78;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2430;2.08;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2450;4.46;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2460;5.84;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2470;2.1;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2500;115.58;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2710;5.71;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N3120;2.61;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;NAUT;68.1;
SSR_P;2024;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;NCINF;110.79;
SSR_P;2024;020000394;CH LAON;020000253;M1010;0.4;
SSR_P;2024;020000394;CH LAON;020000253;N2450;0.25;
SSR_P;2024;020000394;CH LAON;020000253;N310H;1;
SSR_P;2024;020000394;CH LAON;020000253;NAUT;1;
SSR_P;2024;020000394;CH LAON;020000253;NCINF;1.95;
SSR_P;2024;020000519;CH SOISSONS;020000261;M1010;1.58;
SSR_P;2024;020000519;CH SOISSONS;020000261;M1320;2.47;
SSR_P;2024;020000519;CH SOISSONS;020000261;N241P;0.2;
SSR_P;2024;020000519;CH SOISSONS;020000261;N2500;25.67;
SSR_P;2024;020000519;CH SOISSONS;020000261;N2710;0.1;
SSR_P;2024;020000519;CH SOISSONS;020000261;N3120;0.35;
SSR_P;2024;020000519;CH SOISSONS;020000261;NAUT;15.12;
SSR_P;2024;020000519;CH SOISSONS;020000261;NCINF;19.79;
SSR_P;2024;020000535;CH CHAUNY;020000287;M1010;1.51;
SSR_P;2024;020000535;CH CHAUNY;020000287;N2460;0.5;
SSR_P;2024;020000535;CH CHAUNY;020000287;N2500;14.05;
SSR_P;2024;020000535;CH CHAUNY;020000287;N2710;0.05;
SSR_P;2024;020000535;CH CHAUNY;020000287;N310H;1;
SSR_P;2024;020000535;CH CHAUNY;020000287;NAUT;4.14;
SSR_P;2024;020000535;CH CHAUNY;020000287;NCINF;9.05;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1010;4.72;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1180;2;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1190;1;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N241P;13.15;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2430;1.34;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2450;2.36;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2460;13.02;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2470;1;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2500;78;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2710;0.78;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N310H;2.86;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N3120;1;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;NAUT;83.58;
SSR_P;2024;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;NCINF;45.64;
SSR_P;2024;020001087;CH HIRSON;020004495;M1320;1.25;
SSR_P;2024;020001087;CH HIRSON;020004495;N241P;0.83;
SSR_P;2024;020001087;CH HIRSON;020004495;N2460;1;
SSR_P;2024;020001087;CH HIRSON;020004495;N2500;14.5;
SSR_P;2024;020001087;CH HIRSON;020004495;N310H;0.5;
