BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_D19;CANCERO_D20;CANCERO_D21;CANCERO_D22;CANCERO_D23;CANCERO_E19;CANCERO_E20;CANCERO_E21;CANCERO_E22;CANCERO_E23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_D28;CANCERO_D29;CANCERO_D30;CANCERO_D31;CANCERO_D32;CANCERO_D33;CANCERO_D34;CANCERO_E24;CANCERO_E26;CANCERO_E28;CANCERO_E29;CANCERO_E30;CANCERO_E31;CANCERO_E32;CANCERO_E33;CANCERO_E34
CANCERO;2024;020000535;CH CHAUNY;020000287;1;0;1;1456;0;1394;293;0;1;;;;1440;0;0;1382;;;;;;;;;;;;;;;;;;;;9;;;0;1440;0;0;0;0;0;0;0;0;1;0.6;2.2;0.86;0;0;1.17;0;0;;;;;;;
CANCERO;2024;020001061;CH CHÂTEAU-THIERRY;020004404;1;0;1;689;0;603;572;0;0;020000261;;;573;0;0;568;;;;;;;;;;;;;;;;;;;;2;;;0;542;0;0;0;0;0;0;0;0;;0.1;1.3;1;;;0.1;0;0;;;;;;;
CANCERO;2024;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;1;0;1;2774;0;2565;1346;0;1;;;;2536;0;0;2497;;;;;;;;;;;;;;;;;;;;16;;;0;2989;0;0;0;0;0;0;0;0;0.25;;2.7;;0.1;0.1;;0;0;1;;;;;;
CANCERO;2024;030000061;CH DE MOULINS;030780092;1;0;1;3163;3;2835;4613;7;1;;;;2990;3;54;2813;;;;;;;;;;;;;;;;;;;;8;;;0;2959;0;0;0;0;0;0;0;0;2.34;;9.98;3.47;0.5;;2.69;0;0;;;;;;;
CANCERO;2024;030000079;CH DE MONTLUCON;030780100;1;0;1;3869;6;3519;4307;258;1;;;;3544;6;21;3405;;;;;;;;;;;;;;;;;;;11;9;0;0;384;3961;0;0;0;0;0;0;4703;0;1.69;3.47;9.94;5.28;1;0;8.08;0;0;;;;;;;
CANCERO;2024;030000087;CH JACQUES LACARIN VICHY;030780118;1;0;1;7130;;6816;3030;;1;;;;6765;;12;6674;;;;;;;;;;;;;;;;;;;0;32;0;0;0;9096;0;0;0;7;0;0;0;0;3.19;1.8;13.53;7.52;0.45;0.7;6.14;0;0;;;;;;;
CANCERO;2024;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;0;1;0;13671;;13050;0;;;;;;;;;;2;0;0;621;13050;1405;0;0;;3;6.2;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;0;1;0;10424;;9854;;;;;;;;;;;2;;;570;9854;;0;;2;2.16;9.5;0;4;2;2;6;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;030780548;POLYCLINIQUE LA PERGOLA;030000194;1;0;1;2930;0;2667;1303;0;1;;;;2650;0;5;2640;;;;;;;;;;;;;;;;;;;;12;;;0;2588;0;0;0;0;0;0;0;0;;;2.42;;;;1.5;0;0;1;2;;;;;
CANCERO;2024;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;1;1;1;7283;0;6693;5403;0;1;;;;6413;0;50;6261;0;1;;0;0;16;0;0;;;;;;3;;;;;;21;;;0;6276;0;0;0;0;0;0;0;0;;;4.06;1;0.6;0.5;1.1;0;0;4;;;;;;
CANCERO;2024;030785430;POLYCLINIQUE SAINT-ODILON;030009088;1;0;1;1019;0;504;2362;0;1;;;;834;0;413;400;;;;;;;;;;;;;;;;;;;;17;;;0;1109;0;0;0;7;0;0;0;0;;;3;1;0.2;0.2;1;0;0;1;2;;;;;
CANCERO;2024;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;1;0;1;4384;0;4208;2286;0;0;040788887;;;4248;0;4;4190;;;;;;;;;;;;;;;;;;;;10;;;0;5756;0;0;0;11;0;0;0;0;1;1.18;6.42;0.12;0.5;0;2.8;0;0;0;0;0;0;0;0;0
CANCERO;2024;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;1;0;1;1693;0;1628;924;0;1;;;;1645;0;2;1599;;;;;;;;;;;;;;;;;;;;13;;;0;2166;0;0;0;3;0;0;0;0;0.59;1.9;15.32;12.99;0.5;;5;0;0;;;;;;;
CANCERO;2024;040780470;CLINIQUE TOUTES AURES;040000192;0;0;0;321;0;241;188;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;1;0;0;554;0;329;504;0;0;130001647;;;130;0;0;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;050000231;CH LES ESCARTONS A BRIANCON;050000116;1;0;0;722;0;651;422;0;0;050000348;380000067;;629;0;2;623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;1;1;1;6054;217;5445;4136;995;1;;;;5497;217;36;5334;0;0;0;0;0;0;0;0;0;2;6.17;;4.33;;;;;;0;22;;;3;6612;0;0;0;0;0;0;3;0;0;2.71;8.58;4.85;;;1.05;0;0;;;;;;;
CANCERO;2024;050007533;INSTITUT PAOLI CALMETTES RADIOTH GAP;130784127;0;1;0;9603;0;9199;0;0;;;;;;;;;1;0;0;404;9199;0;0;0;2.14;1.5;5.6;1;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;1;0;1;4899;17;4501;2855;44;1;;;;4437;17;18;4367;;;;;;;;;;;;;;;;;;;;20;;;0;5031;0;0;0;2;0;0;0;0;1.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
CANCERO;2024;060000510;CH D'ANTIBES JUAN LES PINS;060780954;1;0;0;4366;0;3981;4159;0;1;;;;4132;0;106;3911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060000528;CENTRE ANTOINE LACASSAGNE;060780962;1;1;1;51073;0;46629;26928;0;1;;;;19289;0;1227;17514;4;0;3;1669;22600;1135;194;439;4;6;19.62;5;9.35;;;;;;80;51;26;15;4128;21056;2761;1889;0;1;4;3;20570;5060;8.72;11.76;83.31;70.41;1;1.08;17.66;0;8;;;;;;;
CANCERO;2024;060000544;CH DE CANNES SIMONE VEIL;060780988;1;0;1;5511;40;5063;3358;188;1;;;;4636;40;114;4416;;;;;;;;;;;;;;;;;;;;13;;;0;4385;0;0;0;0;0;0;0;0;2.25;0;3.08;0.8;0.2;;3.65;0;0;;;;;;;
CANCERO;2024;060006558;HAD ARNAULT TZANCK;060798865;1;0;0;0;15;0;0;115;0;060800166;;;0;15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060019627;CTRE AZUREEN CANCEROLOGIE SITE TZANCK;060019551;0;1;0;66635;;63133;0;;;;;;;;;;5;1;0;3502;63133;;0;;;4;29;5;;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060021342;CTRE COBALTH TRAIT HTE ENERG SITE CLIN;060003621;0;1;0;18136;;16638;0;;;;;;;;;;3;0;0;1498;16638;0;0;0;0;5;16.65;1;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;0;0;0;460;0;322;655;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060024551;CENTRE ANTOINE LACASSAGNE CYCLOTRON 2;060780962;0;1;0;9948;;8830;0;;;;;;;;;;3;0;0;1118;8830;0;0;0;4.99;6.04;13.47;2.74;7.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060780442;CLINIQUE SAINT FRANCOIS;060000213;0;0;0;555;0;489;71;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060780491;INSTITUT ARNAULT TZANCK;060790797;0;0;0;976;0;269;3243;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060780517;POLYCLINIQUE SAINT JEAN;060000239;1;0;1;12503;0;11739;5851;0;1;;;;11095;0;112;10857;;;;;;;;;;;;;;;;;;;;9;;;0;10856;0;0;0;0;0;0;0;0;1;;3.7;;2.6;1.42;1.18;0;0;;;;;;;
CANCERO;2024;060780590;CLINIQUE DU PALAIS;060000270;0;0;0;310;0;152;590;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060780715;CLINIQUE SAINT GEORGE;060000361;1;0;1;9460;0;8333;5914;0;1;;;;4490;0;33;7438;;;;;;;;;;;;;;;;;;;29;49;;;1196;2495;0;0;0;0;0;0;4117;0;;;3.63;;1.49;0.59;3.71;0;0;3;;;;;;
CANCERO;2024;060780723;CLINIQUE DU PARC IMPERIAL;060004959;1;0;1;4258;0;3883;2493;0;1;;;;3565;0;12;3525;;;;;;;;;;;;;;;;;;;;18;;;0;3524;0;0;0;0;0;0;0;0;;;3.5;;0.74;0.7;1.6;0;0;3;0;;;;;
CANCERO;2024;060780756;POLYCLINIQUE SANTA MARIA;060000403;0;0;0;958;0;629;628;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;0;0;0;50;0;9;391;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;0;0;0;322;0;265;209;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;1;0;0;2998;0;1486;8951;0;0;060789195;;;1405;0;19;1343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;1;0;1;17188;0;15293;19215;0;1;;;;15591;0;717;14007;;;;;;;;;;;;;;;;;;;8;0;0;0;317;1;0;0;0;0;0;0;3500;0;;14.32;55.23;45.07;1.1;;40.03;0;0;;;;;;;
CANCERO;2024;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;1;0;1;12569;0;11390;6655;0;1;;;;10678;0;18;10626;;;;;;;;;;;;;;;;;;;20;20;;;18;10499;0;0;0;0;0;0;74;0;;;19.94;11.49;0.95;0.8;7;0;0;9;;;;;;
CANCERO;2024;070000013;CH DE PRIVAS ARDECHE;070002878;1;0;1;1320;0;1047;1979;0;1;;;;1155;0;78;1019;;;;;;;;;;;;;;;;;;;4;10;;;193;1021;0;0;0;0;0;0;1051;0;1;;4.15;3.33;;;1.34;0;0;;;;;;;
CANCERO;2024;070000070;CH DU CHEYLARD;070780150;1;0;0;137;0;137;137;0;0;260000021;690000880;;137;0;0;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;070000179;CH ARDECHE NORD;070780358;1;0;0;370;0;291;1164;0;0;690783220;;;268;0;7;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;1;0;1;2927;79;2713;2491;597;1;;;;2660;79;31;2565;;;;;;;;;;;;;;;;;;;12;10;;;437;3834;0;0;0;0;0;0;5514;0;1.25;3.41;16.43;14.63;0.69;0.23;5.92;0;0;;;;;;;
CANCERO;2024;070780168;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;070000088;0;0;0;207;0;166;124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;070780424;CLINIQUE PASTEUR;070000245;0;0;0;1069;0;513;2386;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;1;0;1;7950;0;7191;5641;0;1;;;;7214;0;199;6930;;;;;;;;;;;;;;;;;;;9;14;;;197;7241;0;0;0;0;0;0;326;0;2;1.08;7.94;3.31;;;2.37;0;0;;;;;;;
CANCERO;2024;080009392;CENTRE DE RADIOTHERAPIE;510007081;0;1;0;10854;0;10277;0;0;;;;;;;;;1;;0;577;10277;0;0;0;;2;4.8;1;2.8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;1;0;0;4987;150;4530;4221;803;1;;;;4758;150;162;4476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;1;0;0;455;0;443;163;0;0;090000175;;;358;0;0;355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;1;1;1;13478;0;12396;10263;0;1;;;;10107;0;329;9415;2;1;;138;2383;17;0;0;0.29;0.57;2.18;0;2.15;;;;;;12;27;;;360;10975;0;0;0;0;0;0;3889;0;0;4;21.77;7.85;0.05;0.39;5.96;0;0;;;;;;;
CANCERO;2024;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;0;0;0;442;0;54;1637;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;1;0;1;2493;0;2367;1029;0;1;;;;2246;0;28;2177;;;;;;;;;;;;;;;;;;;8;8;;;202;2177;0;0;0;0;0;0;1791;0;;;5;1;;;1;0;0;;2;;;;;
CANCERO;2024;110000023;CH CARCASSONNE;110780061;1;1;1;22591;0;22168;3732;0;1;;;;6642;0;36;6416;2;0;0;843;14687;93;0;20;3.2;2.98;10.23;0.93;3.06;;;;;;10;16;;;594;7129;0;0;0;0;0;0;3943;0;2.21;;18.57;12.08;0.5;0.33;4.2;0;0;;;;;;;
CANCERO;2024;110000056;CH NARBONNE;110780137;1;0;0;876;0;725;1960;0;1;;;;725;0;1;707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;1;0;0;0;21;0;0;754;0;110780228;;;0;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;1;0;0;0;11;0;0;208;0;310783063;;;0;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;1;0;1;9209;0;8328;6587;0;1;;;;7740;0;199;8107;;;;;;;;;;;;;;;;;;;;18;;;0;7240;0;0;0;0;0;0;0;0;;;4.9;1;;0.2;;0;0;2;2;;;;;
CANCERO;2024;110780483;POLYCL MONTREAL CARCASSONNE;110000155;1;0;1;1578;0;1213;2039;0;1;;;;884;0;3;860;;;;;;;;;;;;;;;;;;;23;10;31;24;100;875;1715;1434;0;0;0;0;948;6050;1;;1.33;;0.2;0.05;0.8;0;0;;;;;;;
CANCERO;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;1;1;1;23997;0;23457;3681;0;1;;;;8710;0;82;8576;2;;;665;14236;73;0;0;3.23;4.6;10.89;;2.72;;;;;;12;21;;;724;9110;0;0;0;1;0;0;4251;0;4.68;;18.92;8.34;1;0.4;4.08;0;0;;;;;;;
CANCERO;2024;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;1;0;1;2101;0;1891;1702;0;1;;;;1829;0;2;1808;;;;;;;;;;;;;;;;;;;;10;;;0;1807;0;0;0;0;0;0;0;0;1;;0.1;;;;1.2;0;0;;;;;;;
CANCERO;2024;120004569;CH MILLAU;120004528;1;0;0;1093;0;1006;490;0;0;340780493;;;970;0;1;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;1;0;0;10120;10;9323;7226;248;1;;;;9321;10;79;9042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;1;0;0;840;52;726;1043;305;0;130786049;;;726;52;23;689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130001225;HOPITAL DU PAYS SALONAIS;130782634;1;0;0;2880;0;2755;1617;0;1;;;;2787;0;6;2701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130001647;INSTITUT PAOLI CALMETTES;130784127;1;1;1;81401;1184;73394;53612;3800;1;;;;43021;1184;3351;37884;4;0;2;2184;29962;453;311;609;9.33;7.88;27.96;4.42;12.21;;;;;;200;70;77;20;8521;43738;5327;8433;1;2;0;4;43263;17774;108.2;;323.43;133.59;5;7.75;81.23;2;0;;;;;;;
CANCERO;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;1;0;0;2882;0;2607;2243;0;1;;;;2655;0;96;2472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;1;0;0;4523;0;4006;3227;0;1;;;;4051;0;151;3785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130008253;CLINIQUE DE VITROLLES;130001084;0;0;0;204;0;188;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130009079;CTRE RADIOTHERAPIE BEAUREGARD SITE HP;130008980;0;1;0;25031;;23939;;;;;;;;;;;2;1;;1092;23939;;;;;3.6;11.6;2;4.4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130021819;HAD CLARA SCHUMANN;130021769;1;0;0;0;109;0;0;2117;0;130001647;;;0;109;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130034580;CTRE RADIOTHERAPIE PAYS D'AIX LOCARAD;130034572;0;1;0;37236;;35622;;;;;;;;;;;3;0;;1614;35622;0;;;0;4.35;15.92;3.25;5.71;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130043664;HOPITAL EUROPEEN;130002157;1;0;0;12960;0;11177;13580;0;1;;;;11333;0;279;10728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130044753;CLINIQUE MONTICELLI VELODROME;130810336;0;0;0;49;0;47;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130048176;IRIDIS MARSEILLE SITE HP CLAIRVAL;130037856;0;1;0;35023;;32159;;;;;;;;;;;4;1;;2864;32159;;;;;7;24;4;16.9;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;1;0;0;415;0;292;428;0;0;840000350;;;39;0;0;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130780521;APHM HOPITAL NORD;130786049;1;1;1;28185;0;24935;20261;0;1;;;;11584;0;1375;9937;3;;;1153;13507;191;0;0;1.3;4.86;20.93;;11.36;;;;;;61;11;5;1;3852;8523;358;17;8;0;8;1;16851;1602;2.38;4.54;39.42;21.93;2;;11.6;30;14;;;;;;;
CANCERO;2024;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;1;0;1;4384;0;4017;3346;0;1;;;;4838;0;2;4838;;;;;;;;;;;;;;;;;;;;14;;;0;4456;0;0;0;0;0;0;0;0;;;4.42;0;;0.5;1;0;0;5;13;;;1;;
CANCERO;2024;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;0;0;0;358;0;140;1640;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;1;0;0;243;0;200;96;0;0;130002835;;;354;0;0;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130782675;CLINIQUE VIGNOLI;130001233;1;0;0;389;0;255;475;0;0;130001225;;;29;0;0;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;1;1;0;9168;104;7338;13016;867;1;;;;7594;104;263;7110;0;;;0;0;25;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130783293;APHM HOPITAL LA TIMONE;130786049;1;1;1;37432;0;34007;22817;0;1;;;;15944;0;1294;12075;3;;9;958;18506;1091;18;896;4.63;4.85;18.38;;12.17;;;;;;48;30;;;2676;11446;0;0;3;5;0;0;12844;0;5.1;9.49;65.84;34.22;4.27;;14.36;15;0;;;;;;;
CANCERO;2024;130783327;CLINIQUE BOUCHARD;130001415;0;0;0;376;0;182;823;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2024;130783665;CLINIQUE DE BONNEVEINE;130043722;1;0;1;392;0;376;170;0;0;130043664;130784713;;253;0;0;250;;;;;;;;;;;;;;;;;;;;5;;;0;250;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;;;;;;;
CANCERO;2024;130783723;CLINIQUE JUGE;130001456;0;0;0;319;0;300;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
