BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;IVG1516;CONV;IMG;AMP;PAT_AMP
PERINAT;2024;020001061;CH CHÂTEAU-THIERRY;020004404;TYPE2;;0;15;6;;;3;1125;394;168;12;0;0;0;0;443;3;2788;650;0;0;1525;530;2271;117;594;0;522;8;7;;542;3685;2625;476;10;0;1;278;297;160;4;1;1;1;0;0
PERINAT;2024;020001087;CH HIRSON;020004495;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;818;1352;57;;;0;;0;;;;;;0;
PERINAT;2024;030000061;CH DE MOULINS;030780092;TYPE2;;0;20;6;;;4;1237;187;148;9;0;0;0;0;744;1;4486;1075;0;0;2824;856;4057;227;1339;0;842;14;7;;874;7034;6894;291;24;0;1;259;220;198;9;1;1;1;0;0
PERINAT;2024;030000079;CH DE MONTLUCON;030780100;TYPE2;;1;24;6;2;0;3;1324;219;135;13;31;3;0;0;810;0;4497;946;107;0;2844;916;3966;169;886;0;904;12;11;;932;108;1861;;16;0;1;285;292;215;10;7;;2;0;0
PERINAT;2024;030000087;CH JACQUES LACARIN VICHY;030780118;TYPE2;;0;18;6;;;3;1152;70;110;10;;;;;846;2;4248;1001;;;3014;921;3886;183;995;0;915;6;9;;933;11538;3312;316;21;0;1;94;87;42;11;0;4;5;0;0
PERINAT;2024;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;;;;0;;;;;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;0;1;0;0;0;;0;0;0
PERINAT;2024;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;TYPE1;;0;19;0;0;0;2;849;94;0;0;0;0;0;0;595;2;3225;0;0;0;2261;593;2788;138;812;0;590;3;2;;599;13166;2880;;35;0;1;186;;161;0;1;;1;0;0
PERINAT;2024;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;TYPE1;;0;11;;;;2;584;165;0;0;0;0;0;0;294;7;1590;0;0;0;1116;295;1305;67;412;0;293;2;3;;297;1740;2545;63;15;0;1;84;;58;2;0;;6;0;0
PERINAT;2024;050000231;CH LES ESCARTONS A BRIANCON;050000116;TYPE1;;;9;;;;2;392;75;0;0;0;0;0;0;271;4;1228;0;0;0;979;270;1154;67;341;0;267;3;3;;276;;;;10;0;1;130;;99;1;1;10;2;0;0
PERINAT;2024;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;320;434;;0;0;0;0;;0;0;0;;0;0;0
PERINAT;2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;TYPE2;;0;16;4;;;4;1248;89;209;13;0;0;0;0;766;1;4181;989;0;0;2428;906;3669;204;1023;0;899;7;10;;918;8998;5664;;70;0;1;146;;32;21;4;12;10;0;0
PERINAT;2024;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;TYPE2;;0;32;9;3;;6;2245;182;180;7;103;15;0;0;1645;0;8637;1190;631;0;6013;1772;7729;283;1707;21;1744;28;9;;1802;11596;5935;638;121;0;1;300;;221;20;1;;23;0;0
PERINAT;2024;060000510;CH D'ANTIBES JUAN LES PINS;060780954;TYPE2;;1;16;6;0;0;3;1410;219;159;17;0;0;0;0;841;8;4671;1287;0;0;2571;955;4079;214;1190;0;946;9;1;0;961;15675;6479;449;86;0;1;369;;275;25;1;4;6;0;0
PERINAT;2024;060000544;CH DE CANNES SIMONE VEIL;060780988;TYPE2;;0;20;6;;;4;1601;147;136;17;0;0;0;0;1104;2;5847;1393;0;0;3887;1206;5189;239;1276;2;1192;14;6;0;1230;5373;3207;204;53;0;1;315;;196;37;18;15;16;0;0
PERINAT;2024;060002102;CH LA PALMOSA DE MENTON;060791761;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2404;1365;5;0;0;1;87;;80;0;0;;3;0;0
PERINAT;2024;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1;;0;0;0;0;0;0;0
PERINAT;2024;060780517;POLYCLINIQUE SAINT JEAN;060000239;TYPE1;;;28;;;;6;830;105;0;0;0;0;0;0;649;5;2850;0;0;0;2375;627;2655;156;783;0;625;2;5;;650;;;;26;0;1;216;;194;0;1;;0;0;0
PERINAT;2024;060780590;CLINIQUE DU PALAIS;060000270;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;31;;0;31;0;;0;0;0
PERINAT;2024;060780715;CLINIQUE SAINT GEORGE;060000361;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;;;;;;1;831
PERINAT;2024;060780756;POLYCLINIQUE SANTA MARIA;060000403;TYPE2;;;57;6;;;8;3119;261;330;7;0;0;0;0;2310;12;12130;1607;0;0;7814;2605;11322;819;4319;1;2571;34;13;;2645;;;;155;0;1;64;;0;1;0;;2;0;0
PERINAT;2024;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;;;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;5;;0;2;0;;0;0;0
PERINAT;2024;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;TYPE3;;0;59;18;9;10;9;4409;455;323;2;213;10;320;20;2879;20;18362;5477;2377;3308;10015;3210;15211;723;4898;34;3136;74;4;2;3319;6289;20291;1781;260;0;1;809;;343;151;72;15;81;0;0
PERINAT;2024;070000013;CH DE PRIVAS ARDECHE;070002878;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;697;4020;60;0;0;1;63;55;54;0;0;;0;0;0
PERINAT;2024;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2864;53;;;0;;0;;;;;;0;
PERINAT;2024;070000179;CH ARDECHE NORD;070780358;TYPE2;;;17;6;;;3;898;86;544;99;0;0;0;0;573;1;3328;1891;0;0;1996;646;2991;122;726;0;640;6;6;;655;5731;6261;;20;0;1;114;177;100;1;0;;2;0;0
PERINAT;2024;070000195;CH DE TOURNON SUR RHONE;070780374;CPPR;;;0;;;;0;488;3;0;0;0;0;0;0;335;1;1825;0;0;0;1273;0;0;0;0;0;0;0;0;;0;290;3695;35;0;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2024;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;TYPE2;;1;15;6;;;3;869;127;68;10;0;0;0;0;533;9;2853;512;0;0;1823;584;2541;152;913;1;581;3;6;;588;;;;37;0;1;297;288;215;8;3;;5;0;0
PERINAT;2024;070780424;CLINIQUE PASTEUR;070000245;;;;0;;;;;28;25;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;0;;0;1;307
PERINAT;2024;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;CPPR;;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;239;543;102;0;0;1;61;30;61;1;0;;0;0;0
PERINAT;2024;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;CPPR;;0;0;;;;;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1413;2831;125;0;0;1;58;70;58;0;0;;0;0;0
PERINAT;2024;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;353;707;31;;;0;;0;;;;;;0;
PERINAT;2024;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;TYPE2;;1;26;6;6;;8;2537;435;236;58;150;18;0;0;1455;2;8411;976;1213;0;4829;1687;7282;317;1656;0;1660;27;8;;1723;14755;1959;338;64;0;1;281;251;189;22;13;;10;1;95
PERINAT;2024;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;TYPE2;;;23;4;;;2;1137;93;147;28;0;0;0;0;722;2;4585;918;0;0;2603;822;4065;201;1194;1;812;10;8;;843;4149;2165;276;17;0;1;326;369;213;17;8;;8;0;0
PERINAT;2024;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;TYPE1;;0;4;0;0;0;2;240;68;0;0;0;0;0;0;146;1;691;0;0;0;592;145;644;28;162;0;145;0;1;;147;4319;1195;109;9;0;1;74;96;53;4;0;;0;0;0
PERINAT;2024;090001629;CHIVA SITE LAVELANET;090781774;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308;493;17;;;0;;0;;;;;;0;
PERINAT;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;TYPE3;;1;44;6;6;6;6;2998;524;909;8;210;2;115;3;1257;0;10110;3878;2829;1020;3720;2011;8559;428;2529;17;1971;40;2;;2065;3677;7119;;198;0;1;704;726;508;36;20;;13;0;0
PERINAT;2024;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;TYPE1;;;15;;;;3;583;60;0;0;0;0;0;0;387;11;1859;0;0;0;1248;379;1498;77;350;0;374;5;11;;386;2224;2923;2146;13;0;1;104;121;71;4;1;;1;0;0
PERINAT;2024;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;;;;0;;;;0;9;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1;6;1;0;0;;1;0;0
PERINAT;2024;110000023;CH CARCASSONNE;110780061;TYPE2;;0;30;6;;;5;2110;366;364;17;0;0;0;0;1123;11;7573;2571;0;0;3704;1431;6749;255;1589;0;1410;21;8;;1465;11499;6237;211;50;0;1;434;460;273;42;10;8;2;0;0
PERINAT;2024;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;475;642;15;0;0;1;18;32;18;0;0;;0;0;0
PERINAT;2024;110000056;CH NARBONNE;110780137;TYPE2;;1;18;4;;;4;1431;448;164;16;0;0;0;0;678;6;3739;714;0;0;2164;814;3418;136;778;0;810;4;11;;821;4165;3154;148;79;0;1;446;418;331;16;10;;3;0;0
PERINAT;2024;110780483;POLYCL MONTREAL CARCASSONNE;110000155;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;29;29;22;17;12;0;1;0;0
PERINAT;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TYPE2;;;29;10;2;0;3;2270;891;245;10;51;4;0;0;1005;1;5812;1805;325;0;3431;1160;5141;280;1567;9;1140;20;4;;1196;1475;5518;256;18;2;1;287;320;218;13;1;;1;0;0
PERINAT;2024;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;TYPE1;;;13;;;;3;549;109;0;0;0;0;0;0;307;12;1590;0;0;0;1091;304;1313;45;250;0;303;1;11;;309;3490;3235;30;12;0;1;139;119;97;7;2;;0;0;0
PERINAT;2024;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528;2318;52;0;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2024;120004569;CH MILLAU;120004528;TYPE1;;;12;;;;2;397;68;0;0;0;0;0;0;266;7;1147;0;0;0;870;264;1025;46;233;0;264;0;6;;266;2683;1743;;22;0;1;98;74;88;1;0;;1;0;0
PERINAT;2024;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;TYPE1;;;6;;;;2;204;46;0;0;0;0;0;0;128;1;626;0;0;0;488;128;566;26;132;0;128;0;1;;128;1476;2261;158;4;0;1;39;28;35;0;1;;0;0;0
PERINAT;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;TYPE2;;0;30;6;6;;6;2464;456;394;14;210;19;0;0;1356;2;9056;2583;2119;0;4786;1596;7696;418;2654;17;1571;25;12;0;1626;12592;6164;;40;0;1;719;779;430;32;10;7;16;1;1763
PERINAT;2024;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;TYPE1;;0;19;;;;3;1411;156;0;0;0;0;0;0;981;10;5144;0;0;0;3579;1012;4560;194;998;4;1004;8;14;;1042;8342;2893;;39;2;1;305;334;233;10;3;8;3;0;0
PERINAT;2024;130001225;HOPITAL DU PAYS SALONAIS;130782634;TYPE2;;1;22;6;;;3;1869;422;230;19;0;0;0;0;908;2;6352;996;0;0;3237;1093;5363;217;1261;2;1081;12;10;;1112;;;;49;0;1;352;322;246;20;3;;2;0;0
PERINAT;2024;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;TYPE1;;0;20;;;;3;1141;93;0;0;0;0;0;0;933;16;3924;0;0;0;3139;930;3678;187;909;0;927;3;14;;937;5711;881;;100;0;1;329;348;264;12;1;;5;0;0
PERINAT;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;TYPE1;;;20;;;;3;910;94;0;0;0;0;0;0;656;10;3553;0;0;0;2690;657;3226;124;782;2;655;2;9;;661;;;;17;0;1;161;142;104;5;2;;1;0;0
PERINAT;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;TYPE2;;1;32;7;3;;5;2561;345;165;15;173;10;0;0;1503;2;8939;602;1450;0;5089;1674;7422;414;2469;13;1653;21;9;;1696;10104;5910;337;107;0;1;630;710;447;30;15;5;4;0;0
PERINAT;2024;130008253;CLINIQUE DE VITROLLES;130001084;TYPE1;;;27;;;;5;994;65;0;0;0;0;0;0;811;7;3587;0;0;0;2850;811;3304;154;830;5;808;3;5;;816;;;;35;0;1;45;40;20;;;2;0;0;0
PERINAT;2024;130043664;HOPITAL EUROPEEN;130002157;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;3;;0;0;0;;0;0;0
PERINAT;2024;130780521;APHM HOPITAL NORD;130786049;TYPE3;;;48;5;16;12;5;3553;402;167;5;361;10;342;15;1971;9;15800;1464;5125;3597;6918;2324;12059;614;4365;7;2235;89;9;;2446;;;;209;0;1;752;761;524;63;23;;68;0;0
PERINAT;2024;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;2;8;0;0;0;;0;0;0
PERINAT;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TYPE3;;;51;24;15;15;5;3737;225;583;18;409;18;575;177;1839;21;19794;5470;4757;5854;7102;2566;14849;685;5272;4;2491;75;28;;2677;;;;110;4;1;2074;2282;1159;182;89;;91;0;0
PERINAT;2024;130783327;CLINIQUE BOUCHARD;130001415;TYPE2;;;25;6;;;5;1971;379;599;14;0;0;0;0;818;1;6741;1757;0;0;2772;1404;6270;417;2112;21;1392;12;10;;1418;;;;52;0;1;45;74;25;3;1;;4;1;981
PERINAT;2024;130783665;CLINIQUE DE BONNEVEINE;130043722;;;0;0;;;;;43;43;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;57;102;49;1;0;;1;0;0
PERINAT;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;TYPE2;INT;1;55;12;;;8;3422;1069;832;12;0;0;0;0;1232;0;9294;2644;0;0;3820;2026;8559;434;2372;9;2013;13;10;;2039;;;;68;0;1;71;;57;1;0;;13;0;0
PERINAT;2024;130785652;HOPITAL SAINT JOSEPH;130014228;TYPE2;;1;72;12;6;;10;5637;310;1361;53;673;33;0;0;3249;7;20994;4516;4595;0;10024;4593;18693;908;4867;6;4521;72;7;;4659;6187;19936;;391;0;1;1;0;1;0;0;;82;1;1152
PERINAT;2024;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;TYPE2;;1;36;9;0;0;7;3179;418;392;20;0;0;0;0;2100;0;11791;1857;0;0;7421;2414;10858;579;3221;7;2386;28;14;;2460;;3337;351;64;0;0;0;0;0;0;0;;0;0;0
PERINAT;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;3;;0;0;0;;0;0;0
PERINAT;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;TYPE2;;;25;9;3;;4;1754;376;360;12;89;16;0;0;1005;0;6303;2604;345;0;3524;1182;5709;257;1576;7;1167;15;3;;1240;;;;24;0;1;214;214;123;29;0;;5;0;0
PERINAT;2024;140000076;CH AUNAY-BAYEUX;140000092;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581;1262;51;;;0;;0;;;;;;0;
PERINAT;2024;140000209;CHU CAEN;140000100;TYPE3;INT;1;72;14;10;14;8;4007;187;516;31;215;22;314;30;2739;2;19948;3261;1366;4939;10456;3167;17216;642;5095;5;3102;65;8;;3278;8042;11282;319;105;0;1;996;1058;589;81;48;;72;1;672
PERINAT;2024;140000233;CH FALAISE;140000118;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1991;3597;97;0;0;1;22;20;22;0;0;15;0;0;0
PERINAT;2024;140000373;CENTRE HOSPITALIER DE VIRE;140000159;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2602;68;0;0;1;59;42;59;0;0;0;0;0;0
PERINAT;2024;140016759;POLYCLINIQUE DU PARC;140003146;TYPE2;;1;22;6;;;5;1664;267;192;8;0;0;0;0;1153;0;5857;995;0;0;4122;1318;5647;322;1594;2;1312;6;5;;1330;;;;15;0;1;9;4;0;0;1;;10;0;0
PERINAT;2024;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;TYPE1;;;15;;;;3;472;55;0;0;0;0;0;0;348;4;1748;0;0;0;1381;348;1615;76;423;0;350;0;4;;350;2432;4906;179;5;0;1;94;61;84;2;0;;0;0;0
PERINAT;2024;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1082;3372;169;0;0;1;69;77;69;0;0;;0;0;0
PERINAT;2024;140026709;HOPITAL PRIVE DU PAYS D'AUGE;140000415;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;5;4;0;0;0;;0;0;0
PERINAT;2024;150000032;CH DE SAINT-FLOUR;150780088;TYPE1;;0;15;;;;2;294;39;0;0;0;0;0;0;216;6;1039;0;0;0;846;213;957;44;246;0;210;3;6;0;218;811;846;26;2;0;1;57;57;57;0;0;0;0;0;0
PERINAT;2024;150000040;CH HENRI MONDOR;150780096;TYPE2;;1;18;6;;;2;834;63;198;37;0;0;0;0;560;1;3530;1104;0;0;2079;673;3293;107;679;0;664;9;6;;688;11509;7759;;17;0;1;223;215;175;10;5;1;6;0;0
PERINAT;2024;150000164;CH DE MAURIAC;150780468;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;26;2752;52;0;0;1;16;13;16;0;0;;0;0;0
PERINAT;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;TYPE2;;1;25;7;6;0;5;1735;152;342;23;106;18;0;0;1113;0;6287;1854;752;0;3925;1275;5579;259;1389;2;1254;21;8;0;1308;8409;9895;103;19;0;1;461;494;269;44;17;5;8;0;28
PERINAT;2024;160000303;CH HOPITAUX SUD-CHARENTE;160006037;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2242;26;;;0;;0;;;;;;0;
PERINAT;2024;160013207;CENTRE CLINICAL SA;160001632;TYPE1;;;20;;;;6;1281;284;0;0;0;0;0;0;881;14;3661;0;0;0;2910;873;3390;174;742;0;862;11;12;;888;;;;27;0;1;30;43;2;5;0;;1;0;0
PERINAT;2024;160015368;HOPITAUX DU GRAND COGNAC;160014411;TYPE1;;0;15;;;;3;875;210;0;0;0;0;0;0;591;9;2740;0;0;0;2235;588;2604;103;564;0;588;0;9;0;591;4392;8764;50;18;0;1;45;90;38;0;0;;0;0;0
PERINAT;2024;170000038;CENTRE HOSPITALIER JONZAC;170780050;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;4384;4424;58;0;0;1;97;79;87;0;0;;0;0;0
PERINAT;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;TYPE2;;1;30;8;4;;5;2933;555;262;5;117;25;0;0;1835;1;10218;1871;838;0;6821;2014;9339;474;2546;5;1977;37;14;;2060;13687;7521;62;62;0;1;655;732;411;56;15;7;25;0;
PERINAT;2024;170000095;CENTRE HOSPITALIER ST JEAN D'ANGELY;170780175;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1;1;1;0;0;;0;0;0
PERINAT;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;TYPE2;;;23;11;3;;4;1542;194;274;7;83;18;0;0;969;0;5633;2738;230;0;3358;1176;5326;266;1438;8;1151;25;4;;1213;9843;9718;566;79;0;1;518;521;356;38;16;;13;0;0
PERINAT;2024;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;TYPE2;;0;18;6;;;3;1308;143;347;22;0;0;0;0;765;0;4825;1185;0;0;2716;1013;4540;194;1029;1;999;14;5;0;1035;2639;5845;113;33;0;1;349;295;221;20;0;;6;0;0
PERINAT;2024;170780621;POLYCLINIQUE SAINT GEORGES;170000285;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;14;23;0;0;0;;0;0;0
PERINAT;2024;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;;;;0;;;;;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1;2;0;0;0;;0;1;404
PERINAT;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;TYPE2;;0;26;9;3;;4;1415;150;268;20;110;13;0;0;843;1;5233;1679;552;0;2934;1037;4451;205;1136;7;1005;32;8;;1090;7224;3315;;25;0;1;501;494;346;32;8;;7;0;0
PERINAT;2024;180000200;CH DE VIERZON;180000051;TYPE1;;;15;;;;3;500;49;0;0;0;0;0;0;368;2;1736;0;0;0;1369;363;1575;85;446;0;360;3;2;;372;;;;10;0;1;257;230;186;20;6;;1;0;0
PERINAT;2024;180000283;CH SAINT AMAND-MONTROND;180000069;TYPE1;;0;15;;;;2;315;29;0;0;0;0;0;0;237;4;1303;0;0;0;1087;236;1215;44;293;0;236;0;4;0;239;1109;1690;53;7;0;1;81;56;64;4;0;0;0;0;0
PERINAT;2024;180000358;CLINIQUE DES GRAINETIERES;180000739;;;0;0;;;;;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;20;11;;4;0;;0;0;0
