BOR;AN;FI;RS;FI_EJ;INTMED;DOCJU_MED;INTPHA;DOCJU_PHA;INTODO;DOCJU_ODO;INTGEN;INTURG;DOCJU_URG;INT;DOCJU;FFI;dtSTAG
Q22;2024;130002496;CHS VALVERT MARSEILLE;130786494;10;4;;;;;;;;10;4;3;3
Q22;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;;;1;;;;16;;;17;;16;9
Q22;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;13;3;;;;;;5;;18;3;33;24
Q22;2024;130008048;CLINIQUE SAINT MARTIN SUD MARSEILLE;130043169;1;;;;;;;;;1;;;
Q22;2024;130012768;CH EDMOND GARCIN MOYEN SEJOUR AUBAGNE;130781446;;;;;;;1;;;1;;;
Q22;2024;130042526;CLINIQUE LES TROIS TOURS;310021399;;;;;;;2;;;2;;;
Q22;2024;130043664;HOPITAL EUROPEEN;130002157;7;1;2;1;;;;;;9;2;;
Q22;2024;130048341;HJ ST MARTIN SPORT MARSEILLE;130001852;1;;;;;;;;;1;;;
Q22;2024;130780083;CLINIQUE MADELEINE REMUZAT;920039534;;;;;;;2;;;2;;;
Q22;2024;130780521;APHM HOPITAL NORD;130786049;146;27;16;3;;;31;;;193;30;32;
Q22;2024;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;2;;;;;;;;;2;;;
Q22;2024;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;;;1;;;;1;;;2;;;
Q22;2024;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;;;;;;;1;;;1;;;
Q22;2024;130783152;CLINIQUE SAINTE ELISABETH;130001365;;;;;;;1;;;1;;;
Q22;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;89;15;17;;1;;21;;;128;15;28;
Q22;2024;130783293;APHM HOPITAL LA TIMONE;130786049;205;45;80;6;26;;24;;;335;51;60;
Q22;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;1;1;2;;;;1;;;4;1;;
Q22;2024;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;64;11;6;;;;13;;;83;11;8;
Q22;2024;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;1;1;;;;;;;;1;1;;
Q22;2024;130784697;CLINIQUE DES QUATRE SAISONS;130001902;;1;;;;;;;;;1;;
Q22;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;2;;;;;;;;;2;;;
Q22;2024;130784812;CLINIQUE SAINT BARNABE;130001985;;;;;;;1;;;1;;;
Q22;2024;130785389;CLINIQUE CHANTECLER;130002173;1;;;;;;;;;1;;;
Q22;2024;130785652;HOPITAL SAINT JOSEPH;130014228;21;;;;;;8;;;29;;;1
Q22;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;13;7;2;0;0;0;25;1;0;41;7;0;0
Q22;2024;130786890;HJ LE RELAIS SERENA;130001688;1;;;;;;;;;1;;0;0
Q22;2024;130786924;INST UNIV DE READAP VALMANTE SUD;130037815;1;;;;;;;;;1;;0;
Q22;2024;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;;;;;;;1;;;1;;;
Q22;2024;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;3;;;;;;;;;3;;8;3
Q22;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;71;11;2;;;;13;;;86;11;32;
Q22;2024;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;4;1;;1;;;;;;4;2;3;3
Q22;2024;130811102;LA MAISON;130007487;;;;;;;3;;;3;;;
Q22;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;23;;;;;;24;;;47;;9;
Q22;2024;140000076;CH AUNAY-BAYEUX;140000092;4;;;;;;;;;4;;;
Q22;2024;140000209;CHU CAEN;140000100;180;108;27;8;;;202;5;7;414;123;22;16
Q22;2024;140000233;CH FALAISE;140000118;1;1;1;;;;;;;2;1;2;
Q22;2024;140000340;FONDATION LA MISERICORDE - BETHARRAM;140025800;;;;;;;1;;;1;;;
Q22;2024;140000373;CENTRE HOSPITALIER DE VIRE;140000159;;;;;;;;;;;;1;1
Q22;2024;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;10;2;8;;;;1;;;19;2;3;1
Q22;2024;140000555;CLCC F BACLESSE;140000639;27;8;2;0;0;0;0;1;0;30;8;1;0
Q22;2024;140002452;CLINIQUE DE LA MISERICORDE;140025800;;;;;;;5;;;5;;;
Q22;2024;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;2;;;;;;;;;2;;;
Q22;2024;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;;;;;;;10;;;10;;;
Q22;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;1;;;;;;;;;1;;;
Q22;2024;140017278;IMPR LEBISEY;610787285;1;1;0;;0;;0;0;;1;1;0;0
Q22;2024;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;6;1;1;1;;;6;1;;14;2;1;
Q22;2024;140025362;SSR GÉRIATRIQUE CHAMP FLEURY;140000092;;1;;;;;;;;;1;;
Q22;2024;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;3;2;;;;;2;;;5;2;3;
Q22;2024;150000032;CH DE SAINT-FLOUR;150780088;;;;;;;1;0;;1;;6;5
Q22;2024;150000040;CH HENRI MONDOR;150780096;17;4;1;0;0;0;17;4;1;39;5;9;33
Q22;2024;150000180;CH DE MURAT;150780500;;;;;;;;;;;;2;2
Q22;2024;150780708;SSR MAURICE DELORT - UGECAM;870015336;0;0;0;0;0;0;0;0;0;0;0;1;0
Q22;2024;150780823;CH ANNEXE CUEILHES;150780096;;;;;;;;;;;;;3
Q22;2024;160000188;CH DE LA ROCHEFOUCAULD;160000121;;;;;;;;;;;;6;1
Q22;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;60;8;;;;;;;;60;8;21;
Q22;2024;160000303;CH HOPITAUX SUD-CHARENTE;160006037;;;;;;;5;;;5;;1;
Q22;2024;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;;;;;;;;;;;;4;4
Q22;2024;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;;;;;;;;;;;;5;5
Q22;2024;160000345;CH CAMILLE CLAUDEL;160000501;6;;;;;;;;;6;;1;
Q22;2024;160015368;HOPITAUX DU GRAND COGNAC;160014411;;;1;;;;5;3;;9;;5;3
Q22;2024;160017240;CH CAMILLE CLAUDEL - SITE JEAN DOUCET;160000501;;;;;;;;;;;;1;
Q22;2024;170000038;CENTRE HOSPITALIER JONZAC;170780050;;;;;;;6;;;6;;;
Q22;2024;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;;;;;;;2;;;2;;;
Q22;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;48;19;3;1;;;31;6;2;88;22;6;5
Q22;2024;170000095;CENTRE HOSPITALIER ST JEAN D'ANGELY;170780175;;;;;;;2;;;2;;0;0
Q22;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;18;3;2;;;;23;5;2;48;5;0;0
Q22;2024;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;;;;;;;6;;;6;;1;1
Q22;2024;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;5;1;0;1;;;20;;;25;2;;
Q22;2024;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;3;;;;;;;;;3;;;
Q22;2024;170782981;HOPITAL MARIUS LACROIX;170024194;4;2;;;;;2;;;6;2;1;1
Q22;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;16;3;2;;;;8;1;;27;3;52;34
Q22;2024;180000176;CH GEORGE SAND BOURGES;180001158;;;;;;;;;;;;3;1
Q22;2024;180000200;CH DE VIERZON;180000051;;;;;;;7;;;7;;9;
Q22;2024;180000283;CH SAINT AMAND-MONTROND;180000069;;;2;;;;6;;;8;;;
Q22;2024;180000333;CH SANCERRE;180000093;;;;;;;;;;;;1;
Q22;2024;180003345;CH DE VIERZON SITE LA NOUE;180000051;;;;;;;1;;;1;;3;
Q22;2024;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR;180001158;;;;;;;;;;;;1;1
Q22;2024;180008278;HAD DE VIERZON;310025010;;;;;;;1;;;1;;;
Q22;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;30;12;3;1;;;10;2;3;45;16;3;3
Q22;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;8;5;2;;;;14;5;;29;5;11;10
Q22;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;;;;;;;;;;;;1;1
Q22;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2;;;;;;;;;2;;1;
Q22;2024;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;1;2;0;0;0;0;0;0;0;1;2;0;0
Q22;2024;190005165;USLD CORNIL;190002519;;;;;;;;;;;;1;1
Q22;2024;190011601;SITE SPECIALISE HENRI LABORIT;190000042;;;;;;;;;;;;2;2
Q22;2024;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;0;0;0;0;0;0;0;0;0;0;0;1;1
Q22;2024;210003059;VYV3 BOURGOGNE HAD;210781266;1;;;;;;;;;1;;;
Q22;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;1;;;;15;;;16;;;
Q22;2024;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;2;;;;;;;;;2;;;
Q22;2024;210780144;CRF DIVIO DIJON;750721235;;1;;;;;;;;;1;;
Q22;2024;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;;;;;;;1;;;1;;;
Q22;2024;210780292;CLINIQUE SSR LES ROSIERS;210000105;;1;;;;;;;;;1;;
Q22;2024;210780425;HÔPITAL DE JOUR LES CIGOGNES PEP21;210013041;1;;;;;;;;;1;;;
Q22;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;3;;;;;;;;;3;;;
Q22;2024;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;9;2;0;0;0;0;4;0;0;13;2;0;0
Q22;2024;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;;;;;;;2;;;2;;;
Q22;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;421;121;34;6;3;1;168;14;10;640;138;24;16
Q22;2024;210987632;CH LA CHARTREUSE DIJON;210780607;4;3;1;;;;3;;;8;3;2;
Q22;2024;210987657;HOSPICES CIVILS DE BEAUNE;210012175;4;6;;;;;16;3;;23;6;1;1
Q22;2024;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;1;;;;;;;1;;2;;3;3
Q22;2024;210987673;CH HCO SITE DE MONTBARD;210012142;1;;;;;;;;;1;;;
Q22;2024;210987681;CH HCO SITE DE SAULIEU;210012142;;;;;;;;;;;;2;2
Q22;2024;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;4;;;;;;9;;;13;;4;4
Q22;2024;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;35;10;5;3;0;;3;0;;43;13;5;4
Q22;2024;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;44;15;2;;;;18;2;4;66;19;32;15
Q22;2024;220000095;GHRE- SITE DINAN RENE PLEVEN;350000022;;;;;;;18;;;18;;1;
Q22;2024;220000194;CHCB SITE PLEMET;560014748;;;;;;;;;;;;2;
Q22;2024;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;;;;;;;1;;;1;;;
Q22;2024;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;6;;1;;;;1;5;;13;;5;4
Q22;2024;220000368;CENTRE HOSPITALIER LANNION;220000103;9;1;1;1;;;;;;10;2;10;6
Q22;2024;220000541;CENTRE HOSPITALIER PAIMPOL;220000020;;;;;;;5;;;5;;7;5
Q22;2024;220000566;CHPP SITE LAMBALLE;220021968;;;1;;;;1;;;2;;;
Q22;2024;220001259;CENTRE HOSPITALIER TREGUIER;220000020;;;;;;;1;;;1;;;
Q22;2024;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;2;1;1;;;;;;;3;1;;
Q22;2024;230000820;CENTRE HOSPITALIER GUERET;230780041;5;;;;;;;5;;10;;11;
Q22;2024;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;;;;;;;;;;;;2;2
Q22;2024;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;;;;;;;;;;;;7;7
Q22;2024;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;;;;;;;;;;;;5;5
Q22;2024;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;;;;;;;;;;;;1;1
Q22;2024;230004657;SITE CROIX BLANCHE;230780058;;;;;;;;;;;;2;2
Q22;2024;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;;;;;;;2;;;2;;;
Q22;2024;230782617;CRRF ANDRE LALANDE;920028560;;1;;;;;;;;;1;1;
Q22;2024;240000372;C.H DE BERGERAC;240000059;;;;;;;14;;;14;;4;
Q22;2024;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;1;1;;;;;;;;1;1;3;1
Q22;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;27;10;1;1;0;0;20;6;1;54;12;47;32
Q22;2024;240000687;CENTRE HOSPITALIER SARLAT;240000448;0;0;0;0;0;0;0;0;0;0;0;3;2
Q22;2024;250000023;CHU BESANCON SITE SAINT-JACQUES;250000015;3;1;;;;;2;;;5;1;;
Q22;2024;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;;;2;;;;4;;;6;;;
Q22;2024;250000544;CRRF LES SALINS DE BREGILLE;250002284;;;;;;;2;;;2;;;
Q22;2024;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;;4;;;;;34;;;34;4;;
Q22;2024;250000718;CHS NOVILLARS;250000460;4;3;1;;;;1;;;6;3;1;
Q22;2024;250000759;CENTRE DE SOINS TILLEROYES;250000569;;;;;;;1;;;1;;;
Q22;2024;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;;;;;;;3;;;3;;;
Q22;2024;250004009;LE MITTAN ANNEXE DU HNFC;900000365;1;0;0;0;0;0;0;0;0;1;0;5;5
Q22;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;315;96;31;8;0;0;39;25;4;410;108;21;2
Q22;2024;250014008;CHS ST REMY ET NFC CTRE JEAN MESSAGIER;700004096;1;1;;;;;;;;1;1;;
Q22;2024;260000013;CH DE VALENCE;260000021;52;15;2;0;0;0;23;5;2;82;17;3;33
Q22;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;4;;1;;;;12;;;17;;16;16
Q22;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;7;1;1;;0;;16;1;1;25;2;17;12
Q22;2024;260000146;CH DE CREST;260000054;;;;;;;3;;0;3;0;;
Q22;2024;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;;;;;;;;;;;;3;3
Q22;2024;260000286;CH DU DIOIS;260000104;;;;;;;2;;;2;;;
Q22;2024;260003157;CENTRE MARIE CURIE;070001649;1;;;;;;;;;1;;;
Q22;2024;260017454;DIEULEFIT SANTE;260016761;;;;;;;;;;;;1;1
Q22;2024;260021795;SSR LE SAFRAN LADAPT;930019484;1;;;;;;;;;1;;;
Q22;2024;270000045;CH BERNAY;270000060;;;;;;;0;;;0;;1;
Q22;2024;270000359;CH EURE SEINE EVREUX;270023724;22;4;2;;;;24;;;48;4;18;31
Q22;2024;270000367;CH GISORS;270000086;0;0;0;0;0;0;6;0;0;6;0;0;0
Q22;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;;;;;;;4;;;4;;;
Q22;2024;270000425;CH PONT-AUDEMER;270000102;4;;;;;;;;;4;;2;
Q22;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;;;;;;;;;;;;2;1
Q22;2024;270000458;CH VERNON CH EURE-SEINE;270023724;;;;;;;2;;;2;;4;1
Q22;2024;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;3;1;;;;;;;;3;1;10;10
Q22;2024;270000912;HOPITAL LA MUSSE;750814030;1;;;;;;;;;1;;;
Q22;2024;280000043;CH CHARTRES - HÔTEL DIEU;280000134;;;;;;;;;;;;2;1
Q22;2024;280000050;CH BONNEVAL;280000142;2;;;;;;;;;2;;;
Q22;2024;280000084;CH DREUX;280000183;26;4;0;0;0;0;2;3;0;31;4;59;30
Q22;2024;280000662;CH CHATEAUDUN;280500075;3;;;;;;;;;3;;22;12
Q22;2024;280000696;CH CHARTRES - VAL DE L'EURE;280000134;;;;;;;;;;;;1;1
Q22;2024;280001678;ASSAD HAD D'EURE ET LOIR;370001638;;;;;;;1;;;1;;;
Q22;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;;;;;;;1;3;;4;;1;
Q22;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;16;7;2;;;;19;;;37;7;59;36
Q22;2024;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;;;;;;;1;;;1;;;
Q22;2024;290000025;CHIC QUIMPER;290020700;42;12;3;1;0;0;32;3;;80;13;5;0
Q22;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;9;4;;0;;0;23;0;2;32;6;0;1
Q22;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;60;20;5;1;5;;13;10;;93;21;5;1
Q22;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;1;;;;;;;;;1;;;
Q22;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;2;3;;;;;15;5;;22;3;;
Q22;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;;;;;;;11;;;11;;;
