date,service,admissions,duree_moyenne,cout_total,cas_graves
2024-01-12,Réanimation,38,9.631578947368421,422043.33999999997,10
2024-01-12,Urgences,166,1.4939759036144578,736233.76,44
2024-01-13,Cardiologie,49,6.36734693877551,556660.9,16
2024-01-13,Maladies Infectieuses,35,6.257142857142857,239407.56,7
2024-01-13,Neurologie,24,5.541666666666667,119798.48,4
2024-01-13,Pédiatrie,35,3.2,213789.21,8
2024-01-13,Réanimation,28,9.464285714285714,246872.88999999998,4
2024-01-13,Urgences,140,1.5928571428571427,656748.81,40
2024-01-14,Cardiologie,51,5.96078431372549,404895.28,14
2024-01-14,Maladies Infectieuses,39,5.538461538461538,242766.56,10
2024-01-14,Neurologie,39,8.564102564102564,289234.1,10
2024-01-14,Pédiatrie,29,2.1724137931034484,110136.73,6
2024-01-14,Réanimation,19,10.68421052631579,133979.94,5
2024-01-14,Urgences,140,1.4714285714285715,538253.31,28
2024-01-15,Cardiologie,59,5.779661016949152,465267.58999999997,17
2024-01-15,Maladies Infectieuses,43,6.069767441860465,374990.41,12
2024-01-15,Neurologie,62,7.758064516129032,568538.4,15
2024-01-15,Pédiatrie,34,3.676470588235294,266902.52,9
2024-01-15,Réanimation,34,10.911764705882353,305036.4,9
2024-01-15,Urgences,171,1.3742690058479532,710075.21,40
2024-01-16,Cardiologie,52,4.596153846153846,242262.5,8
2024-01-16,Maladies Infectieuses,38,4.631578947368421,159871.34,7
2024-01-16,Neurologie,59,7.813559322033898,565148.24,17
2024-01-16,Pédiatrie,30,3.3666666666666667,170949.75,9
2024-01-16,Réanimation,32,10.875,477348.60000000003,11
2024-01-16,Urgences,180,1.4277777777777778,856511.5599999999,52
2024-01-17,Cardiologie,84,4.690476190476191,469015.35,15
2024-01-17,Maladies Infectieuses,44,6.409090909090909,338209.33,12
2024-01-17,Neurologie,42,9.047619047619047,531369.57,12
2024-01-17,Pédiatrie,45,3.111111111111111,284980.8,15
2024-01-17,Réanimation,33,10.515151515151516,257444.35,6
2024-01-17,Urgences,197,1.5939086294416243,998215.4400000001,47
2024-01-18,Cardiologie,49,5.530612244897959,307969.58,12
2024-01-18,Maladies Infectieuses,37,7.1891891891891895,347332.21,7
2024-01-18,Neurologie,37,6.54054054054054,220508.83,9
2024-01-18,Pédiatrie,26,3.5,275064.19,9
2024-01-18,Réanimation,25,11.36,206142.98,5
2024-01-18,Urgences,167,1.6287425149700598,879311.4600000001,47
2024-01-19,Cardiologie,72,4.986111111111111,480431.43,17
2024-01-19,Maladies Infectieuses,31,5.774193548387097,147104.17,5
2024-01-19,Neurologie,46,7.913043478260869,456918.73,13
2024-01-19,Pédiatrie,33,2.272727272727273,143413.13,8
2024-01-19,Réanimation,37,8.432432432432432,218864.01,8
2024-01-19,Urgences,192,1.53125,843008.66,47
2024-01-20,Cardiologie,54,4.351851851851852,285547.26,15
2024-01-20,Maladies Infectieuses,33,5.303030303030303,146016.49,5
2024-01-20,Neurologie,30,9.8,471732.71,14
2024-01-20,Pédiatrie,36,3.0277777777777777,243843.71000000002,8
2024-01-20,Réanimation,20,9.7,196140.18,4
2024-01-20,Urgences,156,1.5961538461538463,767393.25,36
2024-01-21,Cardiologie,54,4.5,372204.41,11
2024-01-21,Maladies Infectieuses,30,4.633333333333334,176102.38,6
2024-01-21,Neurologie,43,9.093023255813954,404200.22000000003,10
2024-01-21,Pédiatrie,29,3.2758620689655173,148881.59,8
2024-01-21,Réanimation,36,11.63888888888889,250608.24,8
2024-01-21,Urgences,139,1.4244604316546763,619423.14,37
2024-01-22,Cardiologie,23,4.304347826086956,118563.99,6
2024-01-22,Maladies Infectieuses,68,5.5588235294117645,394940.39,12
2024-01-22,Neurologie,17,8.705882352941176,142955.28,3
2024-01-22,Pédiatrie,66,2.803030303030303,284321.88,14
2024-01-22,Réanimation,40,8.375,290185.38,6
2024-01-22,Urgences,314,1.484076433121019,1414052.6,73
2024-01-23,Cardiologie,21,4.9523809523809526,163629.84,8
2024-01-23,Maladies Infectieuses,62,6.951612903225806,585530.54,17
2024-01-23,Neurologie,21,7.714285714285714,191118.57,3
2024-01-23,Pédiatrie,48,3.2083333333333335,328437.99,14
2024-01-23,Réanimation,49,11.040816326530612,492325.72,9
2024-01-23,Urgences,274,1.5182481751824817,1135571.79,67
2024-01-24,Cardiologie,20,4.05,96524.79000000001,5
2024-01-24,Maladies Infectieuses,69,5.579710144927536,474909.96,16
2024-01-24,Neurologie,20,7.95,114383.39,3
2024-01-24,Pédiatrie,66,2.606060606060606,269499.65,12
2024-01-24,Réanimation,37,10.243243243243244,307257.56,5
2024-01-24,Urgences,277,1.552346570397112,1498969.42,79
2024-01-25,Cardiologie,33,5.303030303030303,222869.56,7
2024-01-25,Maladies Infectieuses,48,6.291666666666667,351824.27,9
2024-01-25,Neurologie,33,7.151515151515151,233164.34,8
2024-01-25,Pédiatrie,55,2.8,277600.62,9
2024-01-25,Réanimation,61,10.901639344262295,673096.1799999999,19
2024-01-25,Urgences,304,1.6414473684210527,1646431.24,79
2024-01-26,Cardiologie,16,4.125,61769.81,2
2024-01-26,Maladies Infectieuses,44,5.4772727272727275,262843.01,9
2024-01-26,Neurologie,17,7.705882352941177,193201.6,5
2024-01-26,Pédiatrie,46,3.347826086956522,295724.67,14
2024-01-26,Réanimation,25,11.52,159698.79,4
2024-01-26,Urgences,224,1.6651785714285714,1186549.99,57
2024-01-27,Cardiologie,15,3.2,41721.71,0
2024-01-27,Maladies Infectieuses,53,6.6415094339622645,454737.56,13
2024-01-27,Neurologie,21,5.428571428571429,103067.28,3
2024-01-27,Pédiatrie,59,2.864406779661017,265279.73,11
2024-01-27,Réanimation,37,11.54054054054054,391189.89,10
2024-01-27,Urgences,247,1.5668016194331984,1214764.9,62
2024-01-28,Cardiologie,25,5.24,196093.92,8
2024-01-28,Maladies Infectieuses,58,8.017241379310345,709882.85,23
2024-01-28,Neurologie,21,6.428571428571429,201646.5,5
2024-01-28,Pédiatrie,65,2.6307692307692307,400192.32,16
2024-01-28,Réanimation,44,10.522727272727273,369006.26,11
2024-01-28,Urgences,275,1.5781818181818181,1392405.11,75
2024-01-29,Cardiologie,26,5.0,147713.21,6
2024-01-29,Maladies Infectieuses,69,5.956521739130435,587977.52,18
2024-01-29,Neurologie,16,10.1875,117951.53,4
2024-01-29,Pédiatrie,67,3.8059701492537314,524112.89999999997,19
2024-01-29,Réanimation,47,10.425531914893616,577155.71,17
2024-01-29,Urgences,279,1.5555555555555556,1243641.78,79
2024-01-30,Cardiologie,22,4.7727272727272725,131149.87,6
2024-01-30,Maladies Infectieuses,63,5.873015873015873,396933.51,13
2024-01-30,Neurologie,22,6.590909090909091,153222.27,6
2024-01-30,Pédiatrie,61,2.3442622950819674,292192.04,13
2024-01-30,Réanimation,45,9.022222222222222,268084.8,4
2024-01-30,Urgences,258,1.5775193798449612,1230483.15,67
2024-01-31,Cardiologie,25,4.56,132419.12,5
2024-01-31,Maladies Infectieuses,70,6.3428571428571425,591236.33,19
2024-01-31,Neurologie,18,10.166666666666666,433204.94,9
2024-01-31,Pédiatrie,55,3.3454545454545452,423866.89,18
2024-01-31,Réanimation,49,10.959183673469388,551988.41,13
2024-01-31,Urgences,287,1.627177700348432,1443529.53,72
2024-02-01,Cardiologie,16,5.6875,121901.47,5
2024-02-01,Maladies Infectieuses,52,6.076923076923077,327999.04,11
2024-02-01,Neurologie,15,7.8,139336.08,3
2024-02-01,Pédiatrie,58,2.6551724137931036,280609.52,13
2024-02-01,Réanimation,52,12.403846153846153,531859.99,17
2024-02-01,Urgences,215,1.4697674418604652,931676.16,53
2024-02-02,Cardiologie,22,5.136363636363637,189470.19,5
2024-02-02,Maladies Infectieuses,78,6.038461538461538,642647.67,16
2024-02-02,Neurologie,18,6.277777777777778,75666.44,2
2024-02-02,Pédiatrie,70,2.6,403377.04,14
2024-02-02,Réanimation,44,8.772727272727273,348328.68,12
2024-02-02,Urgences,313,1.5463258785942493,1305830.08,68
2024-02-03,Cardiologie,21,6.0476190476190474,145500.67,3
2024-02-03,Maladies Infectieuses,35,6.171428571428572,248196.96,7
2024-02-03,Neurologie,22,7.590909090909091,179755.16999999998,6
2024-02-03,Pédiatrie,61,3.377049180327869,310276.43,12
2024-02-03,Réanimation,37,11.162162162162161,347451.54,10
2024-02-03,Urgences,247,1.5303643724696356,1194071.33,58
2024-02-04,Cardiologie,31,5.096774193548387,233730.9,6
2024-02-04,Maladies Infectieuses,67,6.253731343283582,468546.64,17
2024-02-04,Neurologie,18,7.166666666666667,109319.38,2
2024-02-04,Pédiatrie,57,2.508771929824561,328348.44,19
2024-02-04,Réanimation,42,9.095238095238095,281186.89999999997,11
2024-02-04,Urgences,288,1.4618055555555556,1352907.3,76
2024-02-05,Cardiologie,31,4.290322580645161,211894.06,6
2024-02-05,Maladies Infectieuses,72,6.291666666666667,451524.34,16
2024-02-05,Neurologie,30,4.433333333333334,158448.26,5
2024-02-05,Pédiatrie,59,3.559322033898305,343407.49,18
2024-02-05,Réanimation,66,13.272727272727273,1009709.27,24
2024-02-05,Urgences,354,1.5819209039548023,1820989.06,95
2024-02-06,Cardiologie,18,4.666666666666667,78118.43,4
2024-02-06,Maladies Infectieuses,69,6.101449275362318,567553.54,21
2024-02-06,Neurologie,17,9.941176470588236,237416.81,5
2024-02-06,Pédiatrie,69,2.9130434782608696,377616.18,16
2024-02-06,Réanimation,37,9.675675675675675,333010.86,10
2024-02-06,Urgences,283,1.558303886925795,1455691.57,83
2024-02-07,Cardiologie,23,7.956521739130435,164644.09,5
2024-02-07,Maladies Infectieuses,77,5.779220779220779,432299.74,19
2024-02-07,Neurologie,25,7.6,224265.1,6
2024-02-07,Pédiatrie,66,3.3333333333333335,446993.42,17
2024-02-07,Réanimation,58,11.362068965517242,584595.64,19
2024-02-07,Urgences,286,1.4965034965034965,1204639.13,63
2024-02-08,Cardiologie,21,5.714285714285714,186140.62,5
2024-02-08,Maladies Infectieuses,47,6.914893617021277,364483.89999999997,16
2024-02-08,Neurologie,12,9.083333333333334,81816.27,4
2024-02-08,Pédiatrie,34,2.9705882352941178,212520.74,11
2024-02-08,Réanimation,43,11.790697674418604,436508.53,11
2024-02-08,Urgences,245,1.4857142857142858,1072758.05,56
2024-02-09,Cardiologie,28,4.321428571428571,125726.11,6
2024-02-09,Maladies Infectieuses,60,5.616666666666666,399744.2,12
2024-02-09,Neurologie,10,6.2,39575.49,1
2024-02-09,Pédiatrie,59,2.864406779661017,303341.14,16
2024-02-09,Réanimation,33,9.484848484848484,285154.73,5
2024-02-09,Urgences,241,1.5145228215767634,1159973.82,64
2024-02-10,Cardiologie,19,4.7894736842105265,96419.7,3
2024-02-10,Maladies Infectieuses,53,5.188679245283019,350277.07,15
2024-02-10,Neurologie,16,11.125,269585.53,6
2024-02-10,Pédiatrie,63,2.6666666666666665,342521.06,16
2024-02-10,Réanimation,51,11.470588235294118,619607.23,11
2024-02-10,Urgences,264,1.5227272727272727,1271169.14,68
2024-02-11,Cardiologie,12,3.4166666666666665,46676.22,2
2024-02-11,Maladies Infectieuses,45,6.511111111111111,331893.86,9
2024-02-11,Neurologie,17,6.294117647058823,147175.59,9
2024-02-11,Pédiatrie,74,2.7837837837837838,415955.4,18
2024-02-11,Réanimation,42,10.880952380952381,465721.67,9
2024-02-11,Urgences,239,1.5857740585774058,1247097.27,69
2024-02-12,Cardiologie,84,5.345238095238095,736386.66,22
2024-02-12,Maladies Infectieuses,45,5.044444444444444,223835.9,9
2024-02-12,Neurologie,54,8.796296296296296,568821.35,15
2024-02-12,Pédiatrie,42,2.8333333333333335,183875.33,10
2024-02-12,Réanimation,41,12.195121951219512,390098.0,9
2024-02-12,Urgences,208,1.6923076923076923,1147109.48,51
2024-02-13,Cardiologie,54,4.37037037037037,240516.66,9
2024-02-13,Maladies Infectieuses,42,4.976190476190476,250803.28,5
2024-02-13,Neurologie,50,5.58,248518.55,11
2024-02-13,Pédiatrie,50,2.94,258189.22,11
2024-02-13,Réanimation,31,11.96774193548387,467327.0,12
2024-02-13,Urgences,185,1.545945945945946,825874.02,49
2024-02-14,Cardiologie,59,4.423728813559322,246568.31,10
2024-02-14,Maladies Infectieuses,38,6.7368421052631575,404956.89999999997,12
2024-02-14,Neurologie,56,7.75,487373.46,17
2024-02-14,Pédiatrie,32,3.3125,226349.44,8
2024-02-14,Réanimation,35,9.857142857142858,203238.59,5
2024-02-14,Urgences,177,1.4293785310734464,936730.2,46
2024-02-15,Cardiologie,52,5.519230769230769,400564.9,16
2024-02-15,Maladies Infectieuses,27,5.7407407407407405,212293.9,9
2024-02-15,Neurologie,50,8.66,564511.64,16
2024-02-15,Pédiatrie,36,3.638888888888889,255752.48,8
2024-02-15,Réanimation,37,11.08108108108108,339286.78,10
2024-02-15,Urgences,188,1.696808510638298,985585.78,51
2024-02-16,Cardiologie,62,5.983870967741935,679643.05,19
2024-02-16,Maladies Infectieuses,45,7.222222222222222,496224.91,9
2024-02-16,Neurologie,55,7.254545454545455,574266.6,21
2024-02-16,Pédiatrie,30,3.933333333333333,201885.53,13
2024-02-16,Réanimation,30,11.033333333333333,392815.05,10
2024-02-16,Urgences,186,1.543010752688172,842525.08,41
2024-02-17,Cardiologie,64,4.328125,411903.69,15
2024-02-17,Maladies Infectieuses,41,6.439024390243903,335765.06,8
2024-02-17,Neurologie,47,6.9787234042553195,303234.45,10
2024-02-17,Pédiatrie,48,2.625,261748.43,15
2024-02-17,Réanimation,32,8.15625,249790.16,7
2024-02-17,Urgences,219,1.4748858447488584,1077164.95,57
2024-02-18,Cardiologie,52,4.615384615384615,428965.56,15
2024-02-18,Maladies Infectieuses,41,6.7073170731707314,300143.45,11
2024-02-18,Neurologie,41,7.414634146341464,244338.73,6
2024-02-18,Pédiatrie,38,2.526315789473684,178633.01,6
2024-02-18,Réanimation,31,12.387096774193548,522368.11,9
2024-02-18,Urgences,161,1.5031055900621118,657379.09,36
2024-02-19,Cardiologie,62,5.209677419354839,390227.68,17
2024-02-19,Maladies Infectieuses,37,6.837837837837838,299840.15,6
2024-02-19,Neurologie,50,7.56,388070.28,10
2024-02-19,Pédiatrie,34,3.764705882352941,205063.87,12
2024-02-19,Réanimation,32,10.625,289960.05,9
2024-02-19,Urgences,166,1.5120481927710843,843716.86,45
2024-02-20,Cardiologie,55,4.345454545454546,328771.67,14
2024-02-20,Maladies Infectieuses,48,5.625,332761.01,7
2024-02-20,Neurologie,48,7.9375,339486.64,9
2024-02-20,Pédiatrie,42,2.880952380952381,208154.5,9
2024-02-20,Réanimation,29,13.413793103448276,274262.68,10
2024-02-20,Urgences,166,1.6626506024096386,822480.62,43
2024-02-21,Cardiologie,52,4.923076923076923,373892.75,12
2024-02-21,Maladies Infectieuses,25,5.32,131342.22,6
2024-02-21,Neurologie,47,7.404255319148936,353187.68,15
2024-02-21,Pédiatrie,31,2.2903225806451615,149408.19,6
2024-02-21,Réanimation,34,10.794117647058824,386589.51,12
2024-02-21,Urgences,174,1.706896551724138,821608.21,42
2024-02-22,Cardiologie,44,4.818181818181818,290077.73,11
2024-02-22,Maladies Infectieuses,40,7.125,384126.52,11
2024-02-22,Neurologie,46,8.08695652173913,543151.65,16
2024-02-22,Pédiatrie,30,2.8,174950.13999999998,5
2024-02-22,Réanimation,21,11.523809523809524,318173.43,9
2024-02-22,Urgences,145,1.5862068965517242,700732.8,36
2024-02-23,Cardiologie,47,4.872340425531915,320526.87,11
2024-02-23,Maladies Infectieuses,29,5.655172413793103,214505.73,8
2024-02-23,Neurologie,30,4.8,153078.49,4
2024-02-23,Pédiatrie,44,3.0454545454545454,250224.66999999998,10
2024-02-23,Réanimation,25,12.68,362710.1,4
2024-02-23,Urgences,158,1.6012658227848102,709931.05,43
2024-02-24,Cardiologie,48,5.375,339993.95,14
2024-02-24,Maladies Infectieuses,32,5.9375,287531.3,7
2024-02-24,Neurologie,30,7.1,260295.69,5
2024-02-24,Pédiatrie,29,3.793103448275862,303078.0,9
2024-02-24,Réanimation,35,9.628571428571428,303348.54,12
2024-02-24,Urgences,142,1.4366197183098592,612086.87,33
2024-02-25,Cardiologie,63,4.761904761904762,345674.52,17
2024-02-25,Maladies Infectieuses,40,5.925,265788.47,9
2024-02-25,Neurologie,44,7.931818181818182,269445.86,8
2024-02-25,Pédiatrie,44,2.772727272727273,280916.61,13
2024-02-25,Réanimation,24,13.041666666666666,220764.97,4
2024-02-25,Urgences,192,1.4427083333333333,908611.34,42
2024-02-26,Cardiologie,58,5.224137931034483,348347.9,15
2024-02-26,Maladies Infectieuses,39,6.9743589743589745,437767.62,14
2024-02-26,Neurologie,50,7.6,387722.62,10
2024-02-26,Pédiatrie,27,4.37037037037037,243155.91,7
2024-02-26,Réanimation,25,9.48,188770.53,6
2024-02-26,Urgences,191,1.4659685863874345,872746.75,51
2024-02-27,Cardiologie,56,4.357142857142857,344273.99,11
2024-02-27,Maladies Infectieuses,34,7.529411764705882,280778.88,8
2024-02-27,Neurologie,47,8.148936170212766,395378.33,14
2024-02-27,Pédiatrie,38,2.6052631578947367,203590.99,11
2024-02-27,Réanimation,23,13.08695652173913,334041.46,3
2024-02-27,Urgences,162,1.4938271604938271,769720.79,42
2024-02-28,Cardiologie,39,5.102564102564102,375364.02,11
2024-02-28,Maladies Infectieuses,36,6.444444444444445,291809.95,9
2024-02-28,Neurologie,42,8.0,368941.81,9
2024-02-28,Pédiatrie,25,2.48,99012.63,4
2024-02-28,Réanimation,30,11.233333333333333,374851.58,12
2024-02-28,Urgences,142,1.7183098591549295,752474.36,47
2024-02-29,Cardiologie,55,4.963636363636364,430703.26,10
2024-02-29,Maladies Infectieuses,38,6.0,257635.96,12
2024-02-29,Neurologie,55,9.0,530502.12,14
2024-02-29,Pédiatrie,47,3.234042553191489,306103.63,19
2024-02-29,Réanimation,27,11.851851851851851,274701.72,9
2024-02-29,Urgences,171,1.3976608187134503,622965.84,28
2024-03-01,Cardiologie,35,4.628571428571429,245443.41999999998,7
2024-03-01,Maladies Infectieuses,29,6.758620689655173,332725.26,13
2024-03-01,Neurologie,47,6.127659574468085,231293.47,8
2024-03-01,Pédiatrie,28,3.5357142857142856,191606.78,8
2024-03-01,Réanimation,22,13.909090909090908,401413.89999999997,7
2024-03-01,Urgences,166,1.608433734939759,1065309.65,54
2024-03-02,Cardiologie,63,5.365079365079365,476697.61,17
2024-03-02,Maladies Infectieuses,40,5.775,359808.61,12
2024-03-02,Neurologie,43,6.767441860465116,323964.81,15
2024-03-02,Pédiatrie,37,2.891891891891892,161995.19999999998,8
2024-03-02,Réanimation,33,9.545454545454545,267463.01,9
2024-03-02,Urgences,178,1.6685393258426966,959106.36,48
2024-03-03,Cardiologie,43,5.093023255813954,288590.07,10
2024-03-03,Maladies Infectieuses,33,6.606060606060606,267987.35000000003,8
2024-03-03,Neurologie,48,6.895833333333333,372344.56,9
2024-03-03,Pédiatrie,27,3.5925925925925926,200117.08,8
2024-03-03,Réanimation,25,12.6,210277.46,6
2024-03-03,Urgences,147,1.4489795918367347,572739.65,32
2024-03-04,Cardiologie,52,6.096153846153846,451996.82,16
2024-03-04,Maladies Infectieuses,31,5.483870967741935,203662.33,6
2024-03-04,Neurologie,48,8.5625,670921.58,14
2024-03-04,Pédiatrie,48,3.9375,455859.61,18
2024-03-04,Réanimation,26,10.076923076923077,323778.36,7
2024-03-04,Urgences,200,1.455,881420.45,50
2024-03-05,Cardiologie,49,4.244897959183674,267249.36,12
2024-03-05,Maladies Infectieuses,23,6.826086956521739,264413.72,7
2024-03-05,Neurologie,41,8.878048780487806,373235.04000000004,11
2024-03-05,Pédiatrie,35,2.9714285714285715,213478.81,5
2024-03-05,Réanimation,33,9.787878787878787,245403.66999999998,6
2024-03-05,Urgences,166,1.5180722891566265,716698.62,37
2024-03-06,Cardiologie,58,5.103448275862069,404911.49,15
2024-03-06,Maladies Infectieuses,48,6.5625,401911.92,10
2024-03-06,Neurologie,44,6.613636363636363,311004.13,14
2024-03-06,Pédiatrie,28,2.6785714285714284,108915.98,5
2024-03-06,Réanimation,21,11.0,234166.66999999998,7
2024-03-06,Urgences,161,1.6273291925465838,867345.4299999999,49
2024-03-07,Cardiologie,63,5.26984126984127,369687.85,14
2024-03-07,Maladies Infectieuses,42,7.5476190476190474,438042.38,16
2024-03-07,Neurologie,42,8.357142857142858,641518.16,15
2024-03-07,Pédiatrie,48,2.9791666666666665,297433.19,11
2024-03-07,Réanimation,28,9.5,234230.85,10
2024-03-07,Urgences,166,1.4518072289156627,666895.38,33
2024-03-08,Cardiologie,52,4.75,278802.58,8
2024-03-08,Maladies Infectieuses,42,6.357142857142857,254974.18,11
2024-03-08,Neurologie,35,5.8,215799.49,6
2024-03-08,Pédiatrie,40,3.05,178587.24,9
2024-03-08,Réanimation,30,9.766666666666667,324247.86000000004,8
2024-03-08,Urgences,151,1.4304635761589404,617771.24,25
2024-03-09,Cardiologie,39,6.410256410256411,375422.63,14
2024-03-09,Maladies Infectieuses,26,6.269230769230769,192871.94,5
2024-03-09,Neurologie,26,6.769230769230769,143337.16,6
2024-03-09,Pédiatrie,29,2.413793103448276,130450.04000000001,8
2024-03-09,Réanimation,26,11.73076923076923,257157.55,6
2024-03-09,Urgences,126,1.6825396825396826,573011.99,31
2024-03-10,Cardiologie,12,5.583333333333333,69839.75,4
2024-03-10,Maladies Infectieuses,50,5.54,304631.29,10
2024-03-10,Neurologie,13,9.307692307692308,200063.56,3
2024-03-10,Pédiatrie,41,2.5853658536585367,185038.0,9
2024-03-10,Réanimation,6,7.166666666666667,34874.79,1
2024-03-10,Urgences,226,1.6991150442477876,984503.97,60
2024-03-11,Cardiologie,26,4.615384615384615,134641.23,6
2024-03-11,Maladies Infectieuses,79,5.69620253164557,410754.78,14
2024-03-11,Neurologie,24,6.833333333333333,205583.33,5
2024-03-11,Pédiatrie,61,2.7868852459016393,277713.22000000003,11
2024-03-11,Réanimation,14,13.071428571428571,164222.69,7
2024-03-11,Urgences,283,1.5053003533568905,1298418.46,65
2024-03-12,Cardiologie,17,3.588235294117647,72753.19,4
2024-03-12,Maladies Infectieuses,59,6.237288135593221,391228.52,12
2024-03-12,Neurologie,23,7.217391304347826,200423.59,6
2024-03-12,Pédiatrie,57,3.210526315789474,336388.32,16
2024-03-12,Réanimation,15,16.6,355414.35,7
2024-03-12,Urgences,263,1.494296577946768,1252834.21,69
2024-03-13,Cardiologie,17,5.294117647058823,97609.61,5
2024-03-13,Maladies Infectieuses,47,6.0212765957446805,274800.26,10
2024-03-13,Neurologie,15,8.6,120813.63,5
2024-03-13,Pédiatrie,39,2.6923076923076925,190772.1,8
2024-03-13,Réanimation,11,10.363636363636363,44967.26,1
2024-03-13,Urgences,217,1.4930875576036866,912601.76,58
2024-03-14,Cardiologie,23,5.260869565217392,153221.67,3
2024-03-14,Maladies Infectieuses,61,6.442622950819672,491151.88,13
2024-03-14,Neurologie,24,7.75,223758.65,8
2024-03-14,Pédiatrie,68,3.2794117647058822,402262.63,14
2024-03-14,Réanimation,6,9.666666666666666,73915.14,2
2024-03-14,Urgences,280,1.5178571428571428,1220792.41,67
2024-03-15,Cardiologie,11,3.1818181818181817,34482.84,1
2024-03-15,Maladies Infectieuses,49,5.040816326530612,241698.9,10
2024-03-15,Neurologie,16,5.9375,108652.57,4
2024-03-15,Pédiatrie,49,3.326530612244898,233045.98,10
2024-03-15,Réanimation,8,8.625,51301.44,1
2024-03-15,Urgences,234,1.5427350427350428,1115333.1,64
