BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_ETPSAL;SMUR_EFFLIB;SMUR_COMSU;SAMU_ETPSAL;SAMU_EFFLIB
SMURSAMU_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2223;16.44;;;;
SMURSAMU_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;1.25;;;2.21;
SMURSAMU_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N5140;21.39;;;;
SMURSAMU_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N9999;39.71;;;44.46;
SMURSAMU_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NARM;;;;41.75;
SMURSAMU_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1140;0.9;;0;;
SMURSAMU_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M9999;0.9;;0;;
SMURSAMU_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2223;2.8;;;;
SMURSAMU_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N9999;2.8;;;;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;M1140;0;;1;;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;M9999;4.51;;0;0.5;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N2120;;;1;0.57;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N2223;4.29;;1;0.34;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N2500;2.31;;;2.16;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N9999;6.66;;1;18.47;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;NARM;0;;1;13.3;
SMURSAMU_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;NSEC;;;0;0.8;
SMURSAMU_P;2022;070000179;CH ARDECHE NORD;070780358;M9999;2.87;;1;;
SMURSAMU_P;2022;070000179;CH ARDECHE NORD;070780358;N2120;0.1;;1;;
SMURSAMU_P;2022;070000179;CH ARDECHE NORD;070780358;N2223;3.6;;1;;
SMURSAMU_P;2022;070000179;CH ARDECHE NORD;070780358;N5140;0.54;;;;
SMURSAMU_P;2022;070000179;CH ARDECHE NORD;070780358;N9999;4.24;;1;;
SMURSAMU_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;M9999;3.94;;;;
SMURSAMU_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N2223;5.21;;;;
SMURSAMU_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N5140;6;;;;
SMURSAMU_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N9999;11.21;;;;
SMURSAMU_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M9999;2.91;;1;0;
SMURSAMU_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2120;0.5;;1;;
SMURSAMU_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2223;6.27;;1;;
SMURSAMU_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N5140;7.99;;1;;
SMURSAMU_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N9999;14.76;;1;;
SMURSAMU_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;M9999;3.68;;1;;
SMURSAMU_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N2120;0.19;;1;;
SMURSAMU_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N2223;4.76;;1;;
SMURSAMU_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N5140;2.8;;;;
SMURSAMU_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N9999;8.17;;1;;
SMURSAMU_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;NARM;0.42;;1;;
SMURSAMU_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;M9999;0.33;;1;;
SMURSAMU_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N2120;0.19;;1;;
SMURSAMU_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N2223;1.29;;1;;
SMURSAMU_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N5140;4.31;;;;
SMURSAMU_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N9999;6.04;;1;;
SMURSAMU_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;NARM;0.25;;1;;
SMURSAMU_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M9999;4.81;;1;2.19;
SMURSAMU_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;MREG;;;1;2.19;
SMURSAMU_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2223;10.79;;1;;
SMURSAMU_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N5140;12.9;;0;;
SMURSAMU_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N9999;23.69;;;12.64;
SMURSAMU_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NARM;;;0;12.64;
SMURSAMU_P;2022;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;M9999;1.93;;1;;
SMURSAMU_P;2022;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;N2223;6.15;;0;;
SMURSAMU_P;2022;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;N2500;1.97;;;;
SMURSAMU_P;2022;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;N9999;8.16;;0;;
SMURSAMU_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M9999;5.01;;1;4.72;7
SMURSAMU_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2120;0.17;;1;;
SMURSAMU_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2223;6.57;;1;;
SMURSAMU_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2500;7.97;;;;
SMURSAMU_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N9999;14.71;;;8.25;
SMURSAMU_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NARM;;;0;7.92;
SMURSAMU_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NSEC;;;0;0.33;
SMURSAMU_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M9999;4.7;;1;;
SMURSAMU_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2120;0.4;;1;;
SMURSAMU_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2223;0.2;;;;
SMURSAMU_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N5140;5.3;;;;
SMURSAMU_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N9999;6.3;;;;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M9999;5.67;;1;2.83;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;MREG;0;;1;2.83;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2223;13.3;;;0;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2500;0.33;;;0;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N5140;11.57;;;0.39;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N9999;26.2;;;19.46;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NARM;0;;;15.94;
SMURSAMU_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NSEC;1;;;1;
SMURSAMU_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M9999;3;;1;;
SMURSAMU_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2120;0.2;;1;;
SMURSAMU_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2223;6;;1;;
SMURSAMU_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N5140;3;;1;;
SMURSAMU_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N9999;10;;1;;
SMURSAMU_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;NSEC;0.2;;1;;
SMURSAMU_P;2022;100010206;ANTENNE SMUR DE BAR SUR AUBE;100000017;M9999;2.83;;1;;
SMURSAMU_P;2022;100010206;ANTENNE SMUR DE BAR SUR AUBE;100000017;N2223;5;;0;;
SMURSAMU_P;2022;100010206;ANTENNE SMUR DE BAR SUR AUBE;100000017;N9999;5;;0;;
SMURSAMU_P;2022;110000023;CH CARCASSONNE;110780061;M9999;10.71;;1;5.35;
SMURSAMU_P;2022;110000023;CH CARCASSONNE;110780061;N2120;0.35;;0;0.7;
SMURSAMU_P;2022;110000023;CH CARCASSONNE;110780061;N2223;13.21;;0;;
SMURSAMU_P;2022;110000023;CH CARCASSONNE;110780061;N5140;13.92;;0;;
SMURSAMU_P;2022;110000023;CH CARCASSONNE;110780061;N9999;27.89;;0;23.73;
SMURSAMU_P;2022;110000023;CH CARCASSONNE;110780061;NARM;;;0;21.2;
SMURSAMU_P;2022;110000023;CH CARCASSONNE;110780061;NSEC;0.41;;0;1.83;
SMURSAMU_P;2022;110000056;CH NARBONNE;110780137;M9999;5.54;;1;;
SMURSAMU_P;2022;110000056;CH NARBONNE;110780137;N2120;0.2;;1;;
SMURSAMU_P;2022;110000056;CH NARBONNE;110780137;N2223;14.81;;1;;
SMURSAMU_P;2022;110000056;CH NARBONNE;110780137;N2500;1.08;;;;
SMURSAMU_P;2022;110000056;CH NARBONNE;110780137;N9999;16.09;;1;;
SMURSAMU_P;2022;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;M9999;2.7;;1;;
SMURSAMU_P;2022;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N2120;0.3;;;;
SMURSAMU_P;2022;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N2223;3.28;;0;;
SMURSAMU_P;2022;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N5140;2.87;;;;
SMURSAMU_P;2022;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N9999;6.45;;0;;
SMURSAMU_P;2022;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;M9999;4.51;;1;;
SMURSAMU_P;2022;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;N2120;0.15;;0;;
SMURSAMU_P;2022;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;N2223;6.42;;0;;
SMURSAMU_P;2022;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;N5140;0.72;;;;
SMURSAMU_P;2022;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;N9999;7.38;;0;;
SMURSAMU_P;2022;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;NSEC;0.09;;0;;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M9999;2;;1;2;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2120;0.23;;1;0.13;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2223;11.33;;1;;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2500;6.47;;;;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N5140;3.17;;0;;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N9999;21.2;;1;13.98;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NARM;;;0;12.85;
SMURSAMU_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NSEC;;;0;1;
SMURSAMU_P;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M9999;1.37;;1;;
SMURSAMU_P;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N2223;5.6;;1;;
SMURSAMU_P;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N9999;5.6;;1;;
SMURSAMU_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M9999;4.68;;1;;
SMURSAMU_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2223;1.65;;1;;
SMURSAMU_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2500;1.65;;;;
SMURSAMU_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N9999;3.3;;1;;
SMURSAMU_P;2022;120004569;CH MILLAU;120004528;M9999;5.53;;;;
SMURSAMU_P;2022;120004569;CH MILLAU;120004528;N2223;6.95;;;;
SMURSAMU_P;2022;120004569;CH MILLAU;120004528;N2500;0.08;;;;
SMURSAMU_P;2022;120004569;CH MILLAU;120004528;N9999;7.04;;;;
SMURSAMU_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M9999;3.73;;1;;
SMURSAMU_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2120;0.25;;1;;
SMURSAMU_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2223;5.86;;1;;
SMURSAMU_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N9999;6.11;;1;;
SMURSAMU_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M9999;1.63;;1;;
SMURSAMU_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2223;6.1;;1;;
SMURSAMU_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2500;1.86;;;;
SMURSAMU_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N9999;8.71;;1;;
SMURSAMU_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NSEC;0.74;;1;;
SMURSAMU_P;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M9999;4.5;;1;0;
SMURSAMU_P;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2120;0.1;;1;;
