BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACT;ACTINT
IMAGES;2022;020000519;CH SOISSONS;020000261;RADIO;3;3;4075;;;18710;22785;
IMAGES;2022;020000519;CH SOISSONS;020000261;SCAN;3;3;2233;;;18079;20312;1
IMAGES;2022;020000519;CH SOISSONS;020000261;dtIRM2;1;1;309;;;5817;6126;0
IMAGES;2022;020000535;CH CHAUNY;020000287;RADIO;2;2;3823;;;7142;10965;0
IMAGES;2022;020000535;CH CHAUNY;020000287;SCAN;1;1;3047;;;6209;9256;0
IMAGES;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;RADIO;1;1;892;;;;892;1
IMAGES;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;RADIO;1;1;3610;;;;3610;
IMAGES;2022;020001061;CH CHÂTEAU-THIERRY;020004404;IRM;2;2;259;;;2181;2440;0
IMAGES;2022;020001061;CH CHÂTEAU-THIERRY;020004404;RADIO;2;2;7210;;;12350;19560;1
IMAGES;2022;020001061;CH CHÂTEAU-THIERRY;020004404;SCAN;1;1;5141;;;3201;8342;1
IMAGES;2022;020001087;CH HIRSON;020004495;RADIO;2;2;2115;;;;2115;
IMAGES;2022;020001087;CH HIRSON;020004495;SCAN;1;1;6503;;;;6503;
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;CAM;2;0;;;;;;0
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;IRM;2;0;;;;;;0
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;MAMM;1;0;;;;;;
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;RADIO;5;0;;;;;;0
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;SCAN;1;0;;;;;;1
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;TOMO;1;0;;;;;;0
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;dtIRM1;1;0;;;;;;0
IMAGES;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;dtIRM2;1;0;;;;;;0
IMAGES;2022;030000061;CH DE MOULINS;030780092;IRM;1;1;574;0;0;2784;3358;0
IMAGES;2022;030000061;CH DE MOULINS;030780092;LITHO;1;;;;;;;1
IMAGES;2022;030000061;CH DE MOULINS;030780092;MAMM;1;1;;;;893;893;
IMAGES;2022;030000061;CH DE MOULINS;030780092;RADIO;5;5;7979;121;0;28026;36126;0
IMAGES;2022;030000061;CH DE MOULINS;030780092;SCAN;2;2;3709;22;0;13060;16791;1
IMAGES;2022;030000079;CH DE MONTLUCON;030780100;CAM;1;1;342;9;;8106;8457;0
IMAGES;2022;030000079;CH DE MONTLUCON;030780100;IRM;1;1;445;6;;2880;3331;0
IMAGES;2022;030000079;CH DE MONTLUCON;030780100;RADIO;3;3;8928;172;;16468;25568;0
IMAGES;2022;030000079;CH DE MONTLUCON;030780100;SCAN;2;2;7452;62;;5178;12692;1
IMAGES;2022;030000079;CH DE MONTLUCON;030780100;VASC;1;1;891;;;;891;1
IMAGES;2022;030000087;CH JACQUES LACARIN VICHY;030780118;IRM;2;2;748;;4595;5109;10452;0
IMAGES;2022;030000087;CH JACQUES LACARIN VICHY;030780118;MAMM;1;1;;;;2640;2640;
IMAGES;2022;030000087;CH JACQUES LACARIN VICHY;030780118;RADIO;3;3;6666;;;26889;33555;1
IMAGES;2022;030000087;CH JACQUES LACARIN VICHY;030780118;SCAN;2;2;4256;;;21849;26105;1
IMAGES;2022;030000087;CH JACQUES LACARIN VICHY;030780118;VASC;2;2;2794;;;;2794;1
IMAGES;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;LITHO;1;;;;;;;
IMAGES;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;RADIO;1;;;;;;;
IMAGES;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;SCAN;1;;;;;;;
IMAGES;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;VASC;1;;;;;;;
IMAGES;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;LITHO;1;1;277;0;0;0;277;
IMAGES;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;IRM;1;1;588;;;254;842;1
IMAGES;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;LITHO;1;1;12;;;;12;1
IMAGES;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;RADIO;2;2;4206;;;12109;16315;1
IMAGES;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;SCAN;2;2;4120;;;2571;6691;1
IMAGES;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;RADIO;1;1;378;;;8610;8988;
IMAGES;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SCAN;1;1;481;;710;5222;6413;1
IMAGES;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;IRM;1;1;389;0;0;792;1181;0
IMAGES;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;RADIO;2;2;5282;0;0;5793;11075;1
IMAGES;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;SCAN;1;1;4021;0;0;1490;5511;1
IMAGES;2022;040780470;CLINIQUE TOUTES AURES;040000192;LITHO;1;1;114;;;;114;1
IMAGES;2022;040780470;CLINIQUE TOUTES AURES;040000192;RADIO;2;0;;;;;;
IMAGES;2022;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;RADIO;1;1;230;;;;230;0
IMAGES;2022;050000231;CH DES ESCARTONS DE BRIANCON;050000116;IRM;1;1;229;;;1099;1328;
IMAGES;2022;050000231;CH DES ESCARTONS DE BRIANCON;050000116;RADIO;3;3;1;;;11249;11250;
IMAGES;2022;050000231;CH DES ESCARTONS DE BRIANCON;050000116;SCAN;1;1;3538;;;3299;6837;
IMAGES;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;RADIO;2;2;1002;;;7192;8194;
IMAGES;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;CAM;1;0;;;;;;
IMAGES;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;IRM;2;1;746;;;4197;4943;0
IMAGES;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;LITHO;1;1;56;;;;56;
IMAGES;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;MAMM;1;1;;;;546;546;
IMAGES;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;RADIO;4;4;4122;;11;18274;22407;
IMAGES;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SCAN;1;1;2685;;;10610;13295;1
IMAGES;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;TOMO;1;0;;;;;;
IMAGES;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;IRM;1;1;577;;;3389;3966;
IMAGES;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;RADIO;4;4;6499;;;28119;34618;
IMAGES;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;SCAN;2;2;4012;;;8982;12994;
IMAGES;2022;060000486;CH SAINT ELOI DE SOSPEL;060780905;RADIO;1;0;;;;;;
IMAGES;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;IRM;2;2;810;0;;5964;6774;0
IMAGES;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;MAMM;1;1;;;;4796;4796;
IMAGES;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;RADIO;3;3;7415;0;;26297;33712;
IMAGES;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;SCAN;2;2;5098;0;;13072;18170;
IMAGES;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;VASC;1;1;2314;0;;0;2314;1
IMAGES;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;dtIRM1;1;1;266;0;;3820;4086;
IMAGES;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;dtIRM2;1;1;544;0;;2144;2688;
IMAGES;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;CAM;3;3;933;;;5433;6366;
IMAGES;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;IRM;1;1;392;;;4301;4693;
IMAGES;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;MAMM;2;2;;;;12664;12664;
IMAGES;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;RADIO;1;1;3054;;;735;3789;
IMAGES;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;SCAN;1;1;1379;;;7856;9235;
IMAGES;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;TOMO;1;1;253;;;6035;6288;
IMAGES;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;IRM;2;2;1856;;;4556;6412;0
IMAGES;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;RADIO;4;4;11896;43;;19423;31362;0
IMAGES;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;SCAN;2;2;12111;21;;9065;21197;1
IMAGES;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;VASC;2;2;1468;;;;1468;1
IMAGES;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;dtIRM2;1;1;998;;;3892;4890;
IMAGES;2022;060002102;CH LA PALMOSA DE MENTON;060791761;IRM;1;1;158;0;0;4229;4387;0
IMAGES;2022;060002102;CH LA PALMOSA DE MENTON;060791761;MAMM;1;1;;;;319;319;
IMAGES;2022;060002102;CH LA PALMOSA DE MENTON;060791761;RADIO;2;2;3399;0;0;9807;13206;0
IMAGES;2022;060002102;CH LA PALMOSA DE MENTON;060791761;SCAN;1;1;2978;0;0;4242;7220;0
IMAGES;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;RADIO;2;2;792;;;1496;2288;
IMAGES;2022;060780459;CLINIQUE ORSAC MONTFLEURI;010783009;RADIO;1;1;335;335;;;670;1
IMAGES;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;CAM;3;;;;;;;
IMAGES;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;IRM;2;;;;;;;
IMAGES;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;RADIO;1;;;;;;;
IMAGES;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;SCAN;2;;;;;;;
IMAGES;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;VASC;2;;;;;;;
IMAGES;2022;060780715;CLINIQUE SAINT GEORGE;060000361;IRM;2;2;112;;;21718;21830;
IMAGES;2022;060780715;CLINIQUE SAINT GEORGE;060000361;LITHO;1;1;217;;;;217;
IMAGES;2022;060780715;CLINIQUE SAINT GEORGE;060000361;RADIO;2;2;17210;;;10116;27326;
IMAGES;2022;060780715;CLINIQUE SAINT GEORGE;060000361;SCAN;2;2;3588;;;22458;26046;
IMAGES;2022;060780715;CLINIQUE SAINT GEORGE;060000361;VASC;5;5;2092;;;;2092;
IMAGES;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;IRM;1;;;;;;;
IMAGES;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;LITHO;1;;;;;;;
IMAGES;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;RADIO;2;;;;;;;
IMAGES;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;SCAN;1;;;;;;;
IMAGES;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;VASC;1;;;;;;;
IMAGES;2022;060780996;CHS SAINTE MARIE NICE;630786754;RADIO;1;1;562;;;;562;0
IMAGES;2022;060781200;CLINIQUE SAINT ANTOINE;060000635;RADIO;5;5;1531;;;2336;3867;
IMAGES;2022;060781200;CLINIQUE SAINT ANTOINE;060000635;SCAN;1;1;677;;;9354;10031;
IMAGES;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;IRM;3;3;4573;274;8;9364;14219;0
IMAGES;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;LITHO;1;1;101;;;;101;1
IMAGES;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;RADIO;8;8;35932;1365;4;51402;88703;0
IMAGES;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;SCAN;3;3;25056;1457;1;21355;47869;1
IMAGES;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;VASC;2;2;1383;88;11;877;2359;1
IMAGES;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;dtIRM2;1;1;411;113;3;4233;4760;0
IMAGES;2022;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;RADIO;1;1;1124;32;;594;1750;
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;CAM;1;1;173;1767;2;4218;6160;0
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;IRM;1;1;643;35;6;5203;5887;0
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;RADIO;2;2;6457;19;1;1174;7651;0
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;SCAN;2;2;5972;112;3;6882;12969;1
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;TOMO;1;1;138;367;1;3231;3737;0
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;VASC;1;1;2248;25;;292;2565;1
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;dtIRM1;;;;;;;;1
IMAGES;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;dtIRM2;;;;;;;;1
IMAGES;2022;060789674;CENTRE HELIO MARIN;130037815;RADIO;1;1;1775;;;;1775;0
IMAGES;2022;060790177;CHU DE NICE CTRE CONVALESCENCE TENDE;060785011;RADIO;1;1;84;4;;187;275;0
IMAGES;2022;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;RADIO;2;2;2413;0;74;18;2505;
IMAGES;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;CAM;1;;;;;;;
IMAGES;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;IRM;2;;;;;;;
IMAGES;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;SCAN;2;;;;;;;
IMAGES;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;VASC;3;3;7320;24;757;979;9080;1
IMAGES;2022;060800174;FONDATION LENVAL;060800174;IRM;1;1;32;639;;8221;8892;
IMAGES;2022;060800174;FONDATION LENVAL;060800174;SCAN;1;1;5;1135;;8785;9925;
IMAGES;2022;070000013;CH DE PRIVAS ARDECHE;070002878;MAMM;1;1;;;;2332;2332;
IMAGES;2022;070000013;CH DE PRIVAS ARDECHE;070002878;RADIO;2;2;2874;;;9468;12342;1
IMAGES;2022;070000013;CH DE PRIVAS ARDECHE;070002878;SCAN;1;1;3627;;;13614;17241;1
IMAGES;2022;070000070;CH DU CHEYLARD;070780150;RADIO;1;1;337;0;0;3157;3494;0
IMAGES;2022;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;RADIO;1;;;;;;;
IMAGES;2022;070000179;CH ARDECHE NORD;070780358;IRM;1;1;328;;;6039;6367;0
IMAGES;2022;070000179;CH ARDECHE NORD;070780358;MAMM;1;1;;;;1571;1571;
IMAGES;2022;070000179;CH ARDECHE NORD;070780358;RADIO;3;3;3997;;;21273;25270;0
IMAGES;2022;070000179;CH ARDECHE NORD;070780358;SCAN;1;1;873;;;11906;12779;0
IMAGES;2022;070000187;CH DE LAMASTRE;070780366;RADIO;1;1;236;74;0;2501;2811;0
IMAGES;2022;070000195;CH DE TOURNON SUR RHONE;070780374;IRM;1;;;;;;;
IMAGES;2022;070000195;CH DE TOURNON SUR RHONE;070780374;RADIO;1;1;384;45;0;61;490;0
IMAGES;2022;070000195;CH DE TOURNON SUR RHONE;070780374;dtIRM2;1;;;;;;;
IMAGES;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;IRM;1;1;200;;1189;4987;6376;0
IMAGES;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;MAMM;1;1;;;;1097;1097;
IMAGES;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;RADIO;2;2;3005;;;27383;30388;0
IMAGES;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;SCAN;1;1;1731;;1221;8963;11915;0
IMAGES;2022;070780424;CLINIQUE PASTEUR;070000245;IRM;2;;;;;;;
IMAGES;2022;070780424;CLINIQUE PASTEUR;070000245;MAMM;1;;;;;;;
IMAGES;2022;070780424;CLINIQUE PASTEUR;070000245;RADIO;4;;;;;;;
IMAGES;2022;070780424;CLINIQUE PASTEUR;070000245;SCAN;1;;;;;;;
IMAGES;2022;070780424;CLINIQUE PASTEUR;070000245;VASC;1;;;;;;;
IMAGES;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;RADIO;2;2;4366;;;10573;14939;0
IMAGES;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;SCAN;1;1;3130;118;;3242;6490;0
IMAGES;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;MAMM;1;1;;;;250;250;
IMAGES;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;RADIO;3;3;2938;19;;9306;12263;0
IMAGES;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;SCAN;1;1;1674;525;;7651;9850;0
IMAGES;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;RADIO;2;2;1239;;;4329;5568;0
IMAGES;2022;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;MAMM;1;1;;;;764;764;
IMAGES;2022;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;RADIO;2;2;58;23;;2766;2847;0
IMAGES;2022;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;SCAN;1;1;28;;;1198;1226;0
IMAGES;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;CAM;2;2;215;7;;4099;4321;0
IMAGES;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;IRM;2;2;1386;25;;6800;8211;0
IMAGES;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;LITHO;1;1;47;0;0;0;47;1
IMAGES;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;MAMM;1;1;;;;985;985;
IMAGES;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;RADIO;7;7;15396;113;7;30358;45874;0
IMAGES;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;SCAN;2;2;8319;90;;7415;15824;1
IMAGES;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;VASC;1;1;710;;;2161;2871;1
IMAGES;2022;090000019;CH SAINT LOUIS AX LES THERMES;090180019;RADIO;1;1;1149;0;0;0;1149;0
IMAGES;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;IRM;1;1;563;3;0;7136;7702;0
IMAGES;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;MAMM;1;1;;;;548;548;
IMAGES;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;RADIO;4;4;9571;26;0;24754;34351;1
IMAGES;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;SCAN;1;1;9356;23;4;12072;21455;1
IMAGES;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;MAMM;1;1;;;;1784;1784;
IMAGES;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;RADIO;4;4;2319;;;13818;16137;0
IMAGES;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;SCAN;1;1;2385;;;5064;7449;0
IMAGES;2022;090001629;CHIVA SITE LAVELANET;090781774;RADIO;2;2;340;;;2305;2645;0
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;CAM;2;2;239;9;;1013;1261;0
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;IRM;2;2;1506;35;;6116;7657;0
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;MAMM;2;2;;;;3063;3063;
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;RADIO;3;3;12320;685;;34990;47995;1
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;SCAN;2;2;6044;324;;21615;27983;1
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;TOMO;1;1;253;3;;1629;1885;0
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;VASC;1;1;2301;;;7;2308;1
IMAGES;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;dtIRM2;1;1;1190;26;;4279;5495;0
IMAGES;2022;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;IRM;2;;;;;;;
IMAGES;2022;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;SCAN;1;;;;;;;
IMAGES;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;IRM;1;1;191;41;1;2763;2996;0
IMAGES;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;RADIO;2;2;701;125;374;10722;11922;1
IMAGES;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;SCAN;1;1;1076;203;9;6897;8185;0
IMAGES;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;dtIRM1;1;1;191;41;1;2763;2996;0
IMAGES;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;IRM;1;1;46;;63;14402;14511;
IMAGES;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;LITHO;1;1;2;;;;2;
IMAGES;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;RADIO;5;5;377;;59;24125;24561;
IMAGES;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;SCAN;1;1;550;;34;21585;22169;
IMAGES;2022;110000023;CH CARCASSONNE;110780061;CAM;2;2;339;1;;2396;2736;0
IMAGES;2022;110000023;CH CARCASSONNE;110780061;IRM;2;2;2070;10;;5402;7482;0
IMAGES;2022;110000023;CH CARCASSONNE;110780061;MAMM;1;1;;;;816;816;
IMAGES;2022;110000023;CH CARCASSONNE;110780061;RADIO;4;4;11438;7;;17338;28783;0
IMAGES;2022;110000023;CH CARCASSONNE;110780061;SCAN;2;2;9905;82;;7914;17901;0
IMAGES;2022;110000023;CH CARCASSONNE;110780061;TOMO;1;1;116;8;;801;925;0
IMAGES;2022;110000023;CH CARCASSONNE;110780061;VASC;2;2;1888;;;;1888;1
IMAGES;2022;110000049;CH JP CASSABEL;110780087;MAMM;1;1;;;;2330;2330;
IMAGES;2022;110000049;CH JP CASSABEL;110780087;RADIO;2;2;1024;;;16541;17565;
IMAGES;2022;110000049;CH JP CASSABEL;110780087;SCAN;1;1;1330;;;10551;11881;
IMAGES;2022;110000056;CH NARBONNE;110780137;IRM;1;1;1344;15;;7357;8716;
IMAGES;2022;110000056;CH NARBONNE;110780137;MAMM;1;1;;;;964;964;
IMAGES;2022;110000056;CH NARBONNE;110780137;RADIO;3;3;11495;294;;25154;36943;1
IMAGES;2022;110000056;CH NARBONNE;110780137;SCAN;2;2;7474;99;;10260;17833;1
IMAGES;2022;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;IRM;1;;;;;;;
IMAGES;2022;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;RADIO;3;;;;;;;
IMAGES;2022;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;SCAN;1;;;;;;;
IMAGES;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;CAM;1;1;406;0;0;4888;5294;0
