BOR;AN;FI;RS;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;MED;CHIRAMBU;PSY;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;SSR;URG;SMURSAMU;BLOC;IMAG;BIO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR
FILTRE;2022;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;DECLA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;;;;;;;;
FILTRE;2022;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;DECLA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;INIT;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;
FILTRE;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010009702;USLD EMILE PELICAND;010780054;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;010009702;USLD EMILE PELICAND;010780054;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010010171;CLINIQUE DE CHATILLON;010011559;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;010010171;CLINIQUE DE CHATILLON;010011559;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;010011385;UNITE DE DIALYSE AMBERIEU EN BUGEY;210012290;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010780195;CLINIQUE CONVERT;010000156;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0
FILTRE;2022;010780195;CLINIQUE CONVERT;010000156;INIT;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;DECLA;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;INIT;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010780294;NEPHROCARE CH BELLEY;690000278;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;;
FILTRE;2022;010780294;NEPHROCARE CH BELLEY;690000278;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010780492;CRF ROMANS-FERRARI;360000707;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;010780492;CRF ROMANS-FERRARI;360000707;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;010789006;UNITE DE DIALYSE BOURG EN BRESSE;210012290;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010789576;USLD;010780096;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;010789576;USLD;010780096;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;010789717;USLD CH D'OYONNAX;010008407;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;010789717;USLD CH D'OYONNAX;010008407;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020000089;CH GUISE;020000022;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2022;020000089;CH GUISE;020000022;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;020000097;CH LA FÈRE;020000048;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2022;020000097;CH LA FÈRE;020000048;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;020000162;CH SAINT-QUENTIN;020000063;DECLA;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0
FILTRE;2022;020000162;CH SAINT-QUENTIN;020000063;INIT;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2022;020000246;CH VERVINS;020000071;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
FILTRE;2022;020000246;CH VERVINS;020000071;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;1;;;;;;;;
FILTRE;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;DECLA;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;020000386;CLINIQUE DE LA ROSERAIE;020000600;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;020000386;CLINIQUE DE LA ROSERAIE;020000600;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020000394;CH LAON;020000253;DECLA;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0
FILTRE;2022;020000394;CH LAON;020000253;INIT;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2022;020000519;CH SOISSONS;020000261;DECLA;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
FILTRE;2022;020000519;CH SOISSONS;020000261;INIT;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;1;1;1;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2022;020000535;CH CHAUNY;020000287;DECLA;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0
FILTRE;2022;020000535;CH CHAUNY;020000287;INIT;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;;;;;;;;
FILTRE;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020001061;CH CHÂTEAU-THIERRY;020004404;DECLA;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0
FILTRE;2022;020001061;CH CHÂTEAU-THIERRY;020004404;INIT;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2022;020001087;CH HIRSON;020004495;DECLA;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2022;020001087;CH HIRSON;020004495;INIT;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;020001772;UNITE DE DIALYSE DE CHAUNY;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;020001772;UNITE DE DIALYSE DE CHAUNY;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020001913;UNITE DE DIALYSE DE LAON;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;020001913;UNITE DE DIALYSE DE LAON;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020003877;SSR CH LAON;020000253;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;020003877;SSR CH LAON;020000253;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020004297;HAD AMSAM SOISSONS;020005179;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;020004297;HAD AMSAM SOISSONS;020005179;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020004677;USLD CH SOISSONS;020000261;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;020004677;USLD CH SOISSONS;020000261;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020005476;USLD CH LAON;020000253;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;020005476;USLD CH LAON;020000253;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020006441;UNITE DIALYSE DE COURMELLES;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;020006441;UNITE DIALYSE DE COURMELLES;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;INIT;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020010898;HAD CRF CHAUNY;750721334;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;020010898;HAD CRF CHAUNY;750721334;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020012860;UNITE DE DIALYSE DE SAINT-QUENTIN;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;020012860;UNITE DE DIALYSE DE SAINT-QUENTIN;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020016242;UNITE DE DIALYSE DE GUISE;590799995;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;020016242;UNITE DE DIALYSE DE GUISE;590799995;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;020016341;SSR RENAISSANCE SOISSONS;750814030;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
