BOR;AN;FI;RS;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;AUTOBS;AUTSSR;AUTCAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2022;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;1;2;080011265;080011257;;283296;1;1;0;0;1;1;;;1;0;0;0;50;251;0;78;0;11799;0;5182;0;128;0;49;0;29;18;0;7;0;3;0
HAD;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;1;1;090000175;;;130000;0;0;0;0;1;0;1;0;1;0;0;0;45;380;0;90;144;6760;0;2614;1149;216;0;81;36;56;25;8;0;0;0;0
HAD;2022;100007699;HAD GHAM;100006279;0;;;;;;1;0;0;0;1;1;;;1;0;0;0;40;307;0;99;8;7699;0;2718;109;170;0;78;5;67;40;0;46;0;27;0
HAD;2022;100010578;GCS PATCS - HAD - SSR - TROYES;100010347;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;50;553;0;131;0;12105;0;4423;0;318;0;117;0;95;52;0;44;0;24;0
HAD;2022;110000247;CH LEZIGNAN CORBIERES;110780772;0;;;;;39315;1;1;0;0;1;0;0;0;1;0;0;0;10;112;0;63;0;3591;0;1513;0;86;0;46;0;26;20;0;7;0;4;0
HAD;2022;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;0;;;;;123720;1;0;0;1;1;1;;;1;0;0;1;50;438;0;180;85;17678;0;9476;348;305;0;146;26;120;77;0;28;0;7;0
HAD;2022;110005394;HAD KORIAN PAYS DES QUATRE VENTS;750056335;0;;;;;190000;1;1;0;0;1;1;;;1;0;0;0;90;968;0;211;27;23484;0;5573;1289;825;0;186;21;506;93;2;488;0;36;2
HAD;2022;120783618;HAD UDSMA RODEZ;120784616;0;;;;;280000;1;1;0;0;1;1;;;1;1;0;0;64;418;40;52;7;15455;874;529;56;346;35;52;4;109;21;2;57;0;8;1
HAD;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;0;;;;;;;;;;;;;;1;0;0;0;30;304;0;102;25;8489;0;2697;1247;241;0;90;18;101;51;4;43;0;24;0
HAD;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;1;1;130781446;;;179994;1;0;0;0;1;0;1;0;1;1;0;1;20;301;53;10;5;3537;971;58;24;196;42;10;2;104;8;0;84;0;5;0
HAD;2022;130001647;INSTITUT PAOLI CALMETTES;130784127;0;;;;;;1;1;0;0;1;1;;;1;0;0;1;20;411;0;173;89;9274;0;5477;1941;167;0;95;40;36;23;2;0;0;0;0
HAD;2022;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;0;;;;;52000;1;0;0;0;1;0;1;0;1;0;0;0;20;175;0;30;0;3002;0;652;0;140;0;29;0;49;20;0;15;0;6;0
HAD;2022;130021488;HAD BOUCHES DU RHONE EST;130021439;0;;;;;334000;1;0;0;0;1;0;1;0;1;0;0;0;40;454;0;51;1;13704;0;601;3;323;0;49;1;199;30;1;181;0;23;1
HAD;2022;130021819;HAD CLARA SCHUMANN;130021769;0;;;;;710000;1;0;0;0;1;1;;;1;0;0;0;75;938;0;335;20;27721;0;8905;408;695;0;283;15;344;176;3;239;0;111;1
HAD;2022;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;0;;;;;106833;0;0;0;0;1;0;0;0;1;0;0;0;75;157;0;35;3;11628;0;1403;372;123;0;33;3;65;15;1;37;0;4;0
HAD;2022;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;0;0;;;;44973;0;0;0;0;1;1;;;1;0;0;0;25;465;0;32;1;3635;0;624;7;284;0;31;1;110;14;0;64;0;10;0
HAD;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;0;;;;;1500000;1;0;;;1;0;0;0;1;1;0;1;100;2379;192;37;133;23185;3791;531;1465;1312;165;12;30;326;4;13;61;0;1;0
HAD;2022;130785652;HOPITAL SAINT JOSEPH;130014228;0;;;;;584729;1;1;0;0;1;;0;0;1;0;0;0;70;1099;0;79;73;18656;0;3201;259;719;0;61;10;264;48;5;143;0;28;0
HAD;2022;130802143;HAD SOINS ASSISTANCE;130804396;0;;;;;866644;1;0;0;0;1;1;;;1;0;0;0;110;1193;0;313;452;27339;0;8448;1699;623;0;266;68;298;171;17;157;0;85;0
HAD;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;0;;;;;;1;0;0;0;1;1;;;1;0;0;0;45;396;0;126;0;14873;0;3723;0;325;0;122;0;243;99;0;306;0;109;0
HAD;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;0;;;;;;0;0;0;0;1;0;1;0;1;1;1;1;25;522;0;188;23;8060;0;2385;171;348;0;178;8;184;118;1;126;0;93;2
HAD;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;0;;;;;55500;1;0;0;0;1;1;;;1;0;0;0;12;93;0;55;1;2839;0;1383;5;84;0;52;1;37;29;0;21;0;15;0
HAD;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;0;;;;;;0;0;0;0;1;1;;;0;1;0;0;5;124;0;0;0;1417;0;0;0;105;0;0;0;0;0;0;0;0;0;0
HAD;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;0;;;;;;1;1;0;0;1;1;;;1;0;0;0;20;209;0;128;4;4792;0;2503;77;164;0;100;2;78;59;0;47;0;42;0
HAD;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;1;4;500021274;500021282;610007312;;1;1;0;0;1;0;1;0;1;0;0;0;20;201;0;47;8;5325;0;1208;304;157;0;45;5;66;19;2;31;0;4;0
HAD;2022;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;0;;;;;300000;0;0;0;0;0;0;0;1;1;0;0;1;80;750;0;361;76;23655;0;12293;222;552;0;325;15;248;175;0;148;0;96;0
HAD;2022;140016155;HAD DE BAYEUX;140000092;0;;;;;90000;0;0;0;0;1;1;;;1;0;0;0;40;270;0;106;11;9338;0;2594;640;193;0;84;7;77;46;1;24;0;14;0
HAD;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;0;;;;;69638;;;;;;;;;1;0;0;0;30;510;0;244;13;9885;0;3388;153;355;0;211;5;194;146;0;130;0;107;0
HAD;2022;150000040;CH HENRI MONDOR;150780096;1;3;150000040;;;143300;1;1;1;0;1;0;1;1;1;0;0;1;15;672;0;30;400;5246;0;559;854;222;0;27;72;43;10;17;9;0;4;0
HAD;2022;160002036;HAD MUTUALISTE;160009908;0;;;;;;1;0;0;0;1;1;;;1;0;0;0;120;1027;0;588;54;41519;0;19595;1976;787;0;481;24;301;207;6;107;0;60;0
HAD;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1;3;170000087;170000111;;385000;1;0;0;0;1;0;0;0;1;1;1;1;90;845;0;330;155;29175;0;13809;1309;495;0;263;25;143;91;5;25;0;8;0
HAD;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;1;3;170000095;170000038;170000129;54238;1;1;0;1;0;0;1;0;1;0;0;0;90;1358;0;328;540;28347;0;6822;2798;708;0;304;84;264;153;19;135;0;82;1
HAD;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;0;;;;;175724;1;1;0;1;1;0;1;0;1;0;0;0;30;478;0;122;132;8708;0;4181;358;203;0;84;16;60;28;4;17;0;3;1
HAD;2022;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;0;;;;;180000;1;0;0;0;1;1;;;1;0;0;0;70;693;0;405;23;25997;0;15118;1007;525;0;313;17;265;179;1;195;0;115;0
HAD;2022;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;0;;;;;238400;1;0;0;0;1;0;1;0;1;0;0;0;80;653;0;313;8;25272;0;5220;202;510;0;295;7;220;173;0;131;0;109;0
HAD;2022;190010629;HAD RELAIS SANTE ONCORESE;190010579;0;;;;;240000;1;0;0;0;1;0;1;0;1;0;0;1;60;998;0;64;767;12636;0;2475;1944;266;0;61;113;68;22;30;10;0;6;0
HAD;2022;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;0;;;;;385000;1;0;0;0;1;1;;;1;0;0;0;65;682;0;250;23;21057;0;9772;912;418;0;159;15;151;62;2;83;0;12;1
HAD;2022;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;0;;;;;367011;1;0;0;0;1;1;;;1;0;0;1;60;497;0;189;95;13215;0;4664;2212;344;0;153;36;124;64;0;49;0;22;0
HAD;2022;210987657;HOSPICES CIVILS DE BEAUNE;210012175;0;;;;;110000;1;0;0;0;1;1;;;1;0;0;0;35;375;0;157;16;7765;0;2464;176;251;0;135;13;102;76;1;68;0;50;0
HAD;2022;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;0;;;;;250000;1;1;0;0;1;1;;;1;0;0;1;16;408;0;92;293;4379;0;1872;1679;116;0;61;71;27;17;13;0;0;0;0
HAD;2022;220000368;CENTRE HOSPITALIER LANNION;220000103;1;1;220000541;;;;1;1;0;0;1;0;1;0;1;0;1;0;25;313;0;151;17;10462;0;4370;673;220;0;100;12;72;42;3;25;0;18;0
HAD;2022;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;0;;;;;;1;1;0;0;1;0;1;0;0;0;0;0;10;154;0;94;7;4539;0;2194;312;112;0;86;5;51;43;0;8;0;3;0
HAD;2022;220019616;HAD DU PAYS BRIOCHIN;220019608;0;;;;;235052;0;0;0;0;1;1;1;0;1;0;0;0;90;862;6;356;11;26058;26;12187;176;660;6;297;6;235;102;0;92;0;1;0
HAD;2022;220020341;HAD DU PAYS DE GUINGAMP AUB SANTE;350000626;0;;;;;75441;0;0;0;0;1;1;1;0;1;0;0;0;25;468;0;118;7;11600;0;2573;186;371;0;110;6;197;55;1;141;0;2;0
HAD;2022;230782617;CRRF ANDRE LALANDE;920028560;1;4;230782617;;;116617;0;1;0;0;1;0;1;0;1;0;0;0;37;457;0;98;151;11872;0;3407;1206;217;0;84;33;68;30;12;14;0;3;2
HAD;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;1;2;240000489;;;182000;1;1;0;0;1;1;;;1;0;0;1;49;1082;0;178;478;17183;0;4164;2568;535;0;170;90;274;100;21;161;0;45;0
HAD;2022;240000687;CENTRE HOSPITALIER SARLAT;240000448;0;;;;;80000;1;1;0;0;1;0;1;0;1;0;0;0;30;243;0;126;2;9143;0;3353;45;182;0;104;2;76;53;0;29;0;22;0
HAD;2022;240011668;HAD DE LA CLINIQUE PASTEUR;240000612;0;;;;;;0;0;0;0;1;1;1;0;1;0;0;0;30;454;0;184;5;11494;0;3964;167;350;0;171;4;184;95;1;110;0;40;1
HAD;2022;250012069;HOSPITALIA MUTUALITE HAD PONTARLIER;250017803;0;;;;;;0;0;0;0;1;1;0;0;1;0;0;0;25;121;0;57;0;2576;0;1627;0;83;0;49;0;31;25;0;9;0;8;0
HAD;2022;250016037;HOSPITALIA MUTUALITE HAD ETUPES;250017803;0;;;;;17197;0;0;0;0;1;0;0;0;1;0;0;0;50;560;1;290;1;26014;53;13716;4;403;1;224;1;132;92;0;33;0;9;0
HAD;2022;250016045;HOSPITALIA MUTUALITE HAD;250017803;0;;;;;525000;0;0;0;0;1;1;;;1;0;0;0;80;787;0;331;1;25795;0;13952;57;521;0;281;1;177;142;0;47;0;36;0
HAD;2022;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;0;;;;;225000;1;1;0;0;1;0;1;0;1;0;0;0;30;302;0;17;71;8261;0;607;1119;199;0;16;30;58;5;8;5;0;1;0
HAD;2022;260000146;CH DE CREST;260000054;1;3;260000054;;;500000;1;0;0;0;1;1;1;0;1;0;0;0;140;1696;299;435;324;46547;3602;10336;6217;1147;276;399;133;322;187;28;76;0;43;0
HAD;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;0;;;;;55000;1;1;0;0;1;0;1;0;1;0;0;0;25;224;0;89;14;6257;0;2370;545;185;0;80;12;96;55;1;55;0;23;1
HAD;2022;270016058;HAD EURE SEINE;750047367;0;;;;;270000;1;0;0;0;1;1;;;1;0;0;0;31;336;0;187;5;11255;0;5615;149;275;0;155;4;86;65;1;26;0;15;0
HAD;2022;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;0;;;;;122000;;1;;;;;;;1;0;0;0;30;360;0;150;0;7175;0;2809;0;297;0;110;0;116;53;0;27;0;8;0
HAD;2022;280001678;ASSAD HAD D'EURE ET LOIR;370001638;1;1;;;;431575;1;1;0;0;1;1;;;1;1;0;1;70;1002;103;144;189;13954;1511;3248;874;595;88;133;43;148;45;4;63;0;13;0
HAD;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;0;;;;;330000;0;0;0;0;1;1;;;1;0;1;1;90;1150;0;464;168;24526;0;9824;570;728;0;421;25;302;246;5;182;0;158;0
HAD;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;0;;;;;154407;0;0;0;0;1;1;1;0;1;0;0;0;70;882;0;225;17;26035;0;7786;22;658;0;187;1;365;88;0;292;0;22;0
HAD;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;0;;;;;;0;0;0;0;1;1;;;1;0;0;1;110;2026;0;688;61;33554;0;8553;591;1416;0;656;19;705;500;6;563;0;437;1
HAD;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;0;;;;;90000;1;1;0;0;1;0;1;0;1;0;0;0;40;308;0;96;5;9176;0;2280;356;176;0;79;3;74;42;0;39;0;23;0
HAD;2022;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;0;;;;;60000;;0;0;0;;;;;1;0;0;0;25;148;0;116;4;5794;0;5029;149;102;0;81;2;38;34;0;5;0;3;0
HAD;2022;2B0000038;CH CORTE;2B0004246;0;;;;;;0;0;0;0;1;1;0;0;1;0;0;0;20;153;0;23;37;8749;0;806;2387;105;0;23;24;43;10;1;20;0;0;1
HAD;2022;2B0001739;HAD DE CORSE;2B0001689;0;;;;;142977;1;0;0;0;1;1;;;1;0;0;0;50;356;3;2;31;13028;72;8;1130;213;3;2;19;79;2;5;17;0;0;0
HAD;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;0;;;;;85000;1;0;0;0;1;1;;;1;0;0;0;140;1448;0;208;963;47843;0;7838;22477;500;0;156;209;189;60;42;82;0;8;2
HAD;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;3;300000031;300000056;300000064;178000;1;0;0;0;1;1;;;1;0;0;1;13;261;0;42;147;5521;0;759;2050;116;0;39;26;28;16;4;2;0;0;1
HAD;2022;300000056;CH PONT ST ESPRIT;300780079;1;1;300000031;;;;0;;;;;;;;1;0;0;0;5;210;0;78;6;2771;0;1355;118;173;0;74;6;91;44;1;58;0;22;1
HAD;2022;300000064;CH UZES;300780087;0;;;;;93000;1;1;0;0;1;1;;;1;0;1;1;8;128;0;26;69;1689;0;469;399;57;0;25;12;19;8;0;9;0;4;0
HAD;2022;300012309;ADENE HAD NIMES;340027937;0;;;;;391866;1;1;0;1;1;1;;;1;0;0;0;50;515;0;161;19;11803;0;4235;354;399;0;147;13;198;88;1;93;0;43;0
HAD;2022;300013745;ADENE HAD ALES;340027937;0;;;;;197729;1;1;0;1;1;1;;;1;0;0;0;50;477;0;145;22;11694;0;3264;458;325;0;130;14;125;63;1;86;0;44;1
HAD;2022;300013778;HAD 3G SANTE NIMES;300013760;0;;;;;400000;0;0;0;0;1;1;;;1;0;0;0;139;1795;0;1020;20;50918;0;31831;410;1400;0;924;9;757;583;1;413;0;273;1
HAD;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;1;2;310005459;310005459;;990000;0;0;0;0;1;1;;;1;1;0;1;170;2682;192;532;824;55043;4092;20942;3613;1302;170;429;142;360;149;43;156;1;55;0
HAD;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;0;;;;;;1;1;0;0;0;1;;;0;1;0;0;10;363;214;1;0;3467;1445;69;0;322;186;1;0;0;0;0;0;0;0;0
HAD;2022;310780259;CL PASTEUR TOULOUSE;310000096;1;2;310780259;310780259;;1047191;0;0;0;0;1;1;0;0;1;0;0;1;110;1889;0;472;550;39476;0;12179;4278;1097;0;416;157;338;152;12;185;0;53;1
HAD;2022;320004328;HAD GERS CL PASTEUR;310000096;0;;;;;191377;0;0;0;0;1;1;0;0;1;0;0;1;50;462;0;165;29;18244;0;4434;622;326;0;124;18;105;38;0;45;0;8;0
HAD;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;2;330000332;;;381000;1;0;1;1;1;0;1;0;1;1;0;1;126;1650;25;403;289;40334;316;14124;2248;807;22;344;60;250;170;11;121;0;87;0
HAD;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;1;1;330000340;;;806722;1;1;0;1;1;1;;;1;1;0;1;230;4338;282;714;2010;69962;5778;23260;7550;1580;211;546;250;405;239;53;182;0;114;0
HAD;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;0;;;;;111335;1;1;0;0;1;1;;;1;1;0;0;40;769;96;126;157;12781;2269;3065;917;472;69;105;22;227;54;3;221;0;32;2
HAD;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;1;2;330025958;330025958;;305300;1;1;0;1;1;1;0;0;1;1;0;1;120;1445;16;477;316;32996;200;15860;1653;762;14;382;55;317;203;16;215;0;130;2
HAD;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;0;;;;;149000;1;0;0;0;1;1;1;0;1;0;0;1;35;238;0;87;34;11797;0;5439;1664;188;0;74;18;80;36;4;24;0;12;0
HAD;2022;340016476;HAD BEZIERS HAD;340016468;0;;;;;200000;0;0;0;0;1;1;;;1;0;0;1;140;1455;0;387;95;49129;0;13233;4098;1104;0;328;50;579;173;6;403;0;54;1
HAD;2022;340017839;ADENE HAD MONTPELLIER;340027937;0;;;;;546961;1;1;0;1;;;;;1;0;0;0;70;541;0;256;17;16501;0;5396;401;453;0;244;13;218;149;0;219;0;119;0
HAD;2022;340017847;HAD HOME SANTE 34;340018175;0;;;;;500000;0;0;0;0;1;1;0;0;1;0;0;0;38;440;0;233;8;13808;0;7159;183;383;0;215;7;184;134;3;95;0;67;1
HAD;2022;340021211;HAD CH BEZIERS;340780055;1;1;340016476;;;;1;0;0;;1;1;;;1;0;0;0;20;249;0;66;15;9837;0;1124;346;186;0;59;5;63;26;1;20;0;9;0
HAD;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;0;;;;;150000;1;0;0;0;1;1;;;1;0;0;0;100;565;0;233;11;21125;0;7412;651;451;0;197;8;252;113;1;213;0;75;0
HAD;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;2;340782036;340796663;;536000;1;0;1;1;1;1;;;1;1;1;1;104;1410;205;192;280;33132;2490;4727;6140;939;183;179;101;175;97;11;69;0;31;0
HAD;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;0;;;;;;0;0;0;0;1;0;1;0;1;0;0;0;6;203;72;0;0;2072;411;0;0;176;68;0;0;0;0;0;0;0;0;0
HAD;2022;350042628;HAD 35;350042578;1;1;350042628;;;850000;0;0;1;1;1;1;1;0;1;1;1;1;230;4195;290;1182;132;83636;2212;26518;2035;2147;113;1057;57;958;694;6;683;0;562;2
HAD;2022;350044772;HAD SAINT MALO DINAN;350000626;0;;;;;263728;0;0;0;0;1;1;1;0;1;0;0;0;90;1157;1;253;19;35017;14;6856;433;778;1;208;13;343;85;2;178;0;5;0
HAD;2022;360000137;CH CHATEAUROUX;360000053;1;4;360000137;360000103;360000160;217312;1;0;0;0;1;1;;;1;0;0;0;30;319;0;94;4;9094;0;2412;19;239;0;82;4;81;31;1;28;0;11;0
HAD;2022;370009938;HAD VAL DE LOIRE;440052041;0;;;;;426000;0;0;0;0;1;1;;;1;1;1;1;160;1639;0;805;95;49358;0;21994;1186;1110;0;646;26;532;407;5;333;0;263;2
HAD;2022;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;1;3;;;;610079;1;1;0;0;1;1;0;0;1;0;0;1;104;1177;0;303;131;25078;0;8825;707;707;0;255;21;251;125;7;132;0;56;0
HAD;2022;380000067;HOPITAL NORD - CHU38;380780080;0;;;;;572169;1;1;0;0;1;1;0;0;1;0;0;0;82;2917;274;83;1849;18176;3829;1598;2703;772;200;78;244;88;24;34;14;0;4;0
HAD;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;0;;;;;190640;1;1;0;0;1;1;;;1;0;0;1;40;401;0;192;74;13709;0;7415;1655;257;0;156;23;82;64;3;18;0;16;0
HAD;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;0;;;;;200000;0;0;0;0;;;;;1;0;0;0;30;232;0;60;4;6233;0;1376;97;123;0;54;3;40;24;0;19;0;9;0
HAD;2022;390004349;HAD 39;390004299;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;60;343;0;208;4;15903;0;10664;155;229;0;155;3;79;66;0;47;0;42;0
HAD;2022;400008199;HAD MARSAN ADOUR;400008108;0;;;;;150000;1;0;0;0;1;0;1;0;1;0;0;0;45;466;0;222;1;13073;0;6319;30;309;0;175;1;112;75;0;64;0;43;0
HAD;2022;400780888;SANTE SERVICE DAX -HAD-;400000535;0;;;;;240000;0;0;0;0;1;1;;;1;0;0;0;180;1011;0;375;11;65917;0;20411;337;689;0;294;3;283;142;0;35;0;19;0
HAD;2022;410005003;HAD LOIR ET CHER;440052041;1;1;410005003;;;337000;1;1;0;0;1;1;;;1;1;1;1;240;1745;0;693;46;51095;0;24116;756;1192;0;530;17;591;282;2;355;0;102;0
HAD;2022;420000010;CH DE ROANNE;420780033;0;;;;;;1;0;0;0;1;0;1;0;1;0;1;1;50;338;0;218;46;11561;0;8239;912;236;0;167;16;74;58;6;8;0;4;0
HAD;2022;420002479;ADENE HOSPITALISATION A DOMICILE;340027937;0;;;;;3265924;1;1;0;1;1;1;0;0;1;1;1;1;190;1510;254;213;154;51448;4862;7839;8512;1066;219;181;105;132;59;21;64;2;16;5
HAD;2022;420010258;GCS SANTE A DOM SAINT-PRIEST-EN-JAREZ;420010209;0;;;;;510194;0;0;0;0;1;1;;;1;0;0;0;100;682;0;264;105;33018;0;11082;6710;517;0;231;79;198;119;16;68;0;25;0
HAD;2022;430000117;CH EMILE ROUX LE PUY;430000018;0;;;;;226835;1;0;0;0;1;1;1;0;1;0;0;0;64;558;0;225;48;15062;0;6685;1797;404;0;176;36;129;67;6;51;0;24;1
HAD;2022;440000016;CH DE SAINT NAZAIRE;440000057;0;;;;;300000;1;1;0;0;1;1;;;1;0;0;1;80;1813;9;387;392;23807;123;6256;1308;1142;7;373;76;442;216;17;244;0;134;0
HAD;2022;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;0;;;;;;0;0;0;0;;0;0;0;1;0;0;0;12;1042;62;7;579;6498;349;108;4160;191;58;3;53;0;0;0;0;0;0;0
