BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;IVG1516;CONV;IMG;AMP;PAT_AMP
PERINAT;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;TYPE1;;0;19;0;0;0;2;841;74;0;0;0;0;0;0;604;9;2751;0;0;0;1974;599;2335;93;494;0;597;2;7;;605;10966;4524;;90;0;1;135;132;118;2;0;;2;0;0
PERINAT;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;TYPE1;;0;11;;;;2;709;218;0;0;0;0;0;0;338;2;1908;0;0;0;1214;359;1532;71;410;0;358;1;4;;363;1640;2224;105;29;0;1;138;117;96;3;1;;3;0;0
PERINAT;2022;050000231;CH DES ESCARTONS DE BRIANCON;050000116;TYPE1;;0;9;;;;2;436;67;0;0;0;0;0;0;295;2;1410;0;0;0;1082;304;1271;66;348;0;304;0;0;;308;;;;20;0;1;107;125;74;6;0;;1;0;0
PERINAT;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145;416;;;;1;;;;;;;;0;
PERINAT;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;TYPE2;;;16;4;;;4;1416;100;196;13;0;0;0;0;872;2;4995;1177;0;0;2817;1007;4278;263;1424;2;987;20;8;;1038;7522;2605;;80;0;1;119;97;24;13;4;;13;0;0
PERINAT;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;TYPE2;;1;32;9;3;;6;2453;145;255;9;122;7;0;0;1852;2;9837;1896;792;0;6590;2029;8835;304;1870;22;1996;33;4;;2084;;;;191;0;1;322;340;240;19;3;;30;0;0
PERINAT;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;TYPE2;;;16;6;0;0;3;1420;237;258;21;0;0;0;0;788;7;4599;1484;0;0;2364;924;3980;190;1125;0;916;8;3;0;937;15640;5757;469;106;0;1;383;377;293;21;2;4;8;0;0
PERINAT;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;TYPE2;;0;24;6;;;4;1725;128;147;22;0;0;0;0;1266;5;6315;1201;0;0;4366;1373;5749;279;1388;2;1351;22;11;0;1402;7298;2638;175;98;0;1;303;337;207;27;9;13;16;0;0
PERINAT;2022;060002102;CH LA PALMOSA DE MENTON;060791761;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;872;512;26;0;0;1;109;94;106;;;;2;0;0
PERINAT;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;4;14;0;0;0;;0;0;0
PERINAT;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;TYPE1;;;21;;;;5;969;97;0;0;0;0;0;0;803;6;3085;0;0;0;2573;806;2979;184;828;0;805;1;6;;807;;;;102;0;1;54;68;27;0;0;;2;0;0
PERINAT;2022;060780590;CLINIQUE DU PALAIS;060000270;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;10;0;4;0;0;1;0;0
PERINAT;2022;060780715;CLINIQUE SAINT GEORGE;060000361;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;2;2;;;;;2;1;751
PERINAT;2022;060780756;POLYCLINIQUE SANTA MARIA;060000403;TYPE2;;;57;6;;;8;3747;303;365;7;0;0;0;0;2780;7;14408;1788;0;0;9094;3110;13263;1005;5130;0;3079;31;8;;3150;;;;206;0;1;70;53;0;1;1;;6;0;0
PERINAT;2022;060781200;CLINIQUE SAINT ANTOINE;060000635;;;;0;;;;;26;23;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;55;60;0;2;0;;0;0;0
PERINAT;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;TYPE3;;0;59;20;9;8;9;4572;406;353;7;251;20;335;28;3073;13;18472;5138;2307;3512;9873;3403;15155;705;4502;40;3302;101;9;10;3543;4515;19577;1450;357;0;1;872;864;318;161;43;51;80;1;440
PERINAT;2022;070000013;CH DE PRIVAS ARDECHE;070002878;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;872;3750;110;0;0;1;55;31;47;0;0;0;0;0;0
PERINAT;2022;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2414;43;0;0;0;0;0;0;0;0;;1;0;0
PERINAT;2022;070000179;CH ARDECHE NORD;070780358;TYPE2;;0;17;6;;;3;923;88;494;52;0;0;0;0;584;3;3361;2031;0;0;1997;649;2932;146;865;3;643;6;7;;662;5004;4341;;22;0;1;169;135;150;2;0;;3;0;0
PERINAT;2022;070000195;CH DE TOURNON SUR RHONE;070780374;CPPR;;;;;;;;0;0;0;0;0;0;0;0;374;0;0;0;0;0;1470;0;0;0;0;0;0;0;0;0;0;323;3140;47;0;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;TYPE2;;;16;6;;;3;988;128;92;13;0;0;0;0;621;1;3171;688;0;0;2026;687;2849;166;941;1;682;5;9;;694;;;;50;0;1;266;290;210;5;2;;1;0;0
PERINAT;2022;070780424;CLINIQUE PASTEUR;070000245;TYPE1;;0;27;;;;4;298;56;0;0;0;0;0;0;187;6;844;0;0;0;620;187;732;47;236;2;187;0;6;0;187;;;;7;2;0;0;0;0;0;0;0;4;1;332
PERINAT;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;TYPE2;;1;15;4;;;3;766;103;145;10;0;0;0;0;378;1;2459;707;0;0;1272;483;2109;127;674;0;479;4;5;;491;4261;1513;27;12;0;1;115;119;94;4;0;;5;0;0
PERINAT;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;CPPR;;;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;913;2988;154;0;0;1;63;47;16;0;0;0;0;0;0
PERINAT;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;346;266;12;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;TYPE2;;1;26;6;6;;6;2230;497;172;10;147;16;0;0;1216;0;6936;995;1477;0;4007;1395;6001;272;1490;3;1385;10;7;;1416;15160;2165;326;51;0;1;183;191;125;20;10;;18;1;99
PERINAT;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;TYPE2;;1;23;4;;;2;1322;99;247;78;0;0;0;0;843;6;5453;1177;0;0;2883;1003;4795;251;1538;1;993;10;10;;1030;2731;2441;152;57;0;1;389;350;281;24;6;;4;0;0
PERINAT;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;TYPE1;;;4;;;;2;245;71;0;0;0;0;0;0;160;10;596;0;0;0;503;156;570;36;170;0;156;0;7;;160;3554;800;82;19;0;1;95;110;68;5;1;;2;0;0
PERINAT;2022;090001629;CHIVA SITE LAVELANET;090781774;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;239;431;30;;;0;;;;;;;;0;
PERINAT;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;TYPE3;;1;44;6;6;6;5;3358;450;999;19;197;2;153;4;1589;0;11645;4064;2286;1328;4456;2406;9934;532;3081;19;2364;42;1;;2470;2307;9378;;338;0;1;714;668;452;48;16;7;10;0;0
PERINAT;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;TYPE1;;;15;;;;2;632;63;0;0;0;0;0;0;449;10;2049;0;0;0;1391;448;1727;98;489;1;445;3;9;;451;;;;35;0;1;147;132;105;3;1;;4;0;0
PERINAT;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;TYPE1;;;15;;;;2;19;17;0;0;0;0;0;0;1;0;2;0;0;0;1;1;1;1;1;0;1;0;0;;1;;;;0;0;1;10;57;7;0;0;;0;0;0
PERINAT;2022;110000023;CH CARCASSONNE;110780061;TYPE2;;0;30;6;;;5;2364;411;348;17;0;0;0;0;1320;13;8261;2386;0;0;4368;1597;7303;315;1858;2;1576;21;12;0;1633;13274;6484;186;53;0;1;416;443;283;42;5;10;7;0;0
PERINAT;2022;110000049;CH JP CASSABEL;110780087;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;405;73;;0;0;1;31;33;31;0;0;;0;0;0
PERINAT;2022;110000056;CH NARBONNE;110780137;TYPE1;;0;24;;;;4;1441;355;0;0;0;0;0;0;819;10;4087;0;0;0;2571;883;3602;154;891;0;878;5;17;;892;5177;3580;239;119;0;1;459;453;363;29;7;;2;0;0
PERINAT;2022;110780483;POLYCL MONTREAL CARCASSONNE;110000155;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;51;53;35;0;0;;0;0;0
PERINAT;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TYPE2;;;29;10;2;;3;1942;434;254;9;107;15;0;0;1071;1;6467;2116;573;0;3651;1268;5707;269;1570;12;1260;8;6;;1284;2605;5833;213;25;0;1;318;288;237;13;1;;8;0;0
PERINAT;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;TYPE1;;;12;;;;3;588;132;0;0;0;0;0;0;387;8;1788;0;0;0;1407;383;1620;68;351;0;382;1;7;;391;5363;1651;38;10;0;1;121;96;90;5;0;;1;0;0
PERINAT;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;450;1870;55;0;0;0;0;1;0;0;0;;0;0;0
PERINAT;2022;120004569;CH MILLAU;120004528;TYPE1;;;12;;;;2;430;58;0;0;0;0;0;0;1;0;1299;0;0;0;3;284;1136;80;397;0;283;1;4;;288;3808;1338;165;15;0;1;104;113;95;2;0;;1;0;0
PERINAT;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;TYPE1;EXT;0;6;;;;2;275;52;0;0;0;0;0;0;189;3;846;0;0;0;676;189;779;52;273;0;189;0;2;;189;2385;2109;178;15;0;1;28;27;26;1;1;1;0;0;0
PERINAT;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;TYPE2;;;26;6;6;;6;2573;503;438;26;234;20;0;0;1315;5;9214;2596;2547;0;4540;1605;7445;426;2605;19;1579;26;10;3;1637;11720;2889;;62;0;1;807;790;538;51;8;;7;1;444
PERINAT;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;TYPE1;;0;19;;;;3;1679;170;0;0;0;0;0;0;1198;4;5989;0;0;0;4287;1262;5423;269;1355;1;1256;6;11;;1281;7828;2686;;61;0;1;342;340;246;16;0;13;4;0;0
PERINAT;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;TYPE2;;;22;6;;;3;1844;339;273;25;0;0;0;0;965;1;6397;1264;0;0;3303;1146;5361;190;1252;3;1133;13;14;;1165;;;;99;0;1;323;312;222;19;1;;7;0;0
PERINAT;2022;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;TYPE1;;0;20;;;;3;1365;99;0;0;0;0;0;0;1135;12;4598;0;0;0;3724;1126;4278;227;1121;0;1120;6;12;;1135;4193;782;;156;0;1;354;438;303;7;0;2;5;0;0
PERINAT;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;TYPE1;;0;20;;;;3;935;80;0;0;0;0;0;0;723;14;3532;0;0;0;2818;717;3249;120;715;4;717;0;14;;723;;;;12;0;1;217;231;123;0;0;;5;0;0
PERINAT;2022;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;TYPE2;;1;32;7;3;0;5;2734;393;324;27;202;11;0;0;1641;1;8914;1330;1747;0;5134;1829;7432;448;2532;15;1796;33;5;;1862;9951;6027;176;242;0;1;602;678;418;;;5;8;0;0
PERINAT;2022;130008253;CLINIQUE DE VITROLLES;130001084;TYPE1;;;45;;;;5;1243;107;0;0;0;0;0;0;941;12;4383;0;0;0;3327;930;3822;196;1065;1;926;4;9;;934;;;;44;0;1;85;175;34;6;0;;1;0;0
PERINAT;2022;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;8;25;8;0;0;;0;0;0
PERINAT;2022;130780521;APHM HOPITAL NORD;130786049;TYPE3;;0;50;5;16;12;5;3624;353;208;12;397;10;525;67;2011;11;16342;1802;5483;3742;6679;2415;12524;645;5186;4;2321;94;17;;2557;29919;7351;62;217;0;1;640;656;401;49;19;;51;0;0
PERINAT;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;4;4;0;0;0;;0;0;0
PERINAT;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TYPE3;INT;0;47;24;15;15;5;3834;184;652;33;394;8;572;151;1913;24;17855;5602;4164;5850;6630;2646;13461;730;5129;1;2581;65;34;0;2737;30527;7373;0;158;1;1;2462;2330;1396;202;81;;85;0;0
PERINAT;2022;130783327;CLINIQUE BOUCHARD;130001415;TYPE2;;;38;6;;;5;2286;267;692;18;0;0;0;0;1096;0;8647;2180;0;0;3788;1763;7918;502;2673;15;1740;23;14;;1788;;;;69;0;1;51;91;29;5;0;;5;1;960
PERINAT;2022;130783665;CLINIQUE DE BONNEVEINE;130043722;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;;0;0;1;102;113;99;0;0;;0;0;0
PERINAT;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;TYPE2;INT;1;37;12;;;8;3866;1177;1124;11;0;0;0;0;6;1;10983;3561;0;0;12;2367;10218;631;3435;10;2341;26;7;;2393;;;;58;0;1;96;97;69;1;2;;16;0;0
PERINAT;2022;130785652;HOPITAL SAINT JOSEPH;130014228;TYPE2;;1;72;15;6;;10;5336;215;1465;92;720;40;0;0;3134;7;19490;4620;5626;0;9408;4432;17256;849;4368;25;4359;73;13;;4510;5611;16922;;523;0;1;3;4;0;0;0;;96;1;638
PERINAT;2022;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;TYPE2;;;62;12;;;7;3589;512;553;25;0;0;0;0;2280;1;14110;2820;0;0;8708;2718;12966;612;3657;9;2687;31;21;;2779;;5500;400;32;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;TYPE2;;1;32;9;3;0;4;1682;148;443;15;109;27;0;0;1082;0;6560;2447;290;0;3786;1313;5917;316;1737;2;1298;15;9;;1343;;;;32;0;1;269;249;167;27;2;;1;1;0
PERINAT;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;633;1504;58;;;0;;;;;;;;0;
PERINAT;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;TYPE3;INT;1;72;15;10;14;7;4222;383;594;27;243;30;390;36;2722;0;20327;4856;1575;5908;10109;3144;17173;642;5429;7;3063;81;6;;3288;8190;10288;362;115;0;1;955;840;596;108;21;;65;1;519
PERINAT;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1656;3678;61;0;0;1;25;25;24;0;0;15;0;1;0
PERINAT;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2308;77;0;0;1;28;25;28;0;0;;0;0;0
PERINAT;2022;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;TYPE2;;1;44;6;;;5;2041;285;241;15;0;0;0;0;1413;0;7434;1186;0;0;5077;1642;7092;356;1844;6;1625;17;12;24;1649;;;;16;0;1;19;17;0;0;0;0;16;0;0
PERINAT;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;TYPE1;;;16;;;;3;615;93;0;0;0;0;0;0;450;4;2083;0;0;0;1678;448;1944;79;396;0;448;0;4;;450;2791;4821;400;10;0;1;85;62;76;0;0;;0;0;0
PERINAT;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1265;3696;165;0;0;1;70;63;70;0;0;;0;0;0
PERINAT;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;2;1;;;;;0;0;0
PERINAT;2022;150000032;CH DE SAINT-FLOUR;150780088;TYPE1;;;15;;;;2;386;37;0;0;0;0;0;0;268;7;1271;0;0;0;938;267;1082;50;246;0;266;1;7;0;269;1048;1381;71;2;0;1;68;56;67;0;0;0;1;0;0
PERINAT;2022;150000040;CH HENRI MONDOR;150780096;TYPE2;;1;18;6;;;2;1000;85;244;56;0;0;0;0;595;1;4077;1298;0;0;2218;739;3625;143;890;0;725;14;14;;759;12370;6529;;7;0;1;212;221;158;9;2;1;1;0;0
PERINAT;2022;150000164;CH DE MAURIAC;150780468;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;71;2467;60;0;0;1;1;0;1;0;0;;0;0;0
PERINAT;2022;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;3;3;2;0;0;;0;0;0
PERINAT;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;TYPE2;;1;25;7;6;;5;2050;198;483;23;156;10;0;0;1158;3;7656;2557;1151;0;4044;1447;6528;265;1527;11;1424;23;2;0;1489;5010;9851;42;49;0;1;467;394;263;36;7;5;13;0;0
PERINAT;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;298;1891;36;;;0;;;;;;;;0;
PERINAT;2022;160013207;CENTRE CLINICAL SA;160001632;TYPE1;;0;27;;;;6;1456;398;0;0;0;0;0;0;895;12;3726;0;0;0;2967;884;3383;147;609;1;879;5;10;10;898;;;;39;0;1;64;51;1;7;3;;6;0;0
PERINAT;2022;160015368;HOPITAUX DU GRAND COGNAC;160014411;TYPE1;;;15;;;;3;837;124;0;0;0;0;0;0;642;11;2797;0;0;0;2306;638;2652;83;420;0;638;0;11;;643;9779;13946;25;39;0;1;123;115;92;2;0;2;0;0;0
PERINAT;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3045;1158;55;0;0;1;91;90;74;6;0;;0;0;0
PERINAT;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;TYPE2;;1;30;8;4;;5;2815;447;317;23;181;31;0;0;1862;0;9913;1946;933;0;6633;2087;9154;466;2360;2;2052;35;14;;2128;10923;8374;51;73;0;1;642;638;431;36;13;;29;0;0
PERINAT;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;TYPE2;;1;24;11;3;;4;1823;152;357;33;131;29;0;0;1204;3;6644;2879;511;0;3930;1469;6130;319;1617;4;1437;32;10;;1505;13653;14567;1028;154;0;1;481;481;355;28;10;;11;0;0
PERINAT;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;TYPE2;;;18;6;;;3;1448;136;390;24;0;0;0;0;844;1;5447;1388;0;0;2955;1138;5061;203;1187;1;1120;18;12;0;1166;1332;5833;124;55;0;1;284;256;186;12;0;0;9;0;0
PERINAT;2022;170780621;POLYCLINIQUE SAINT GEORGES;170000285;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;41;27;0;0;0;;0;0;0
PERINAT;2022;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;4;2;0;1;0;;0;1;368
PERINAT;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;TYPE2;;0;26;9;3;0;4;1372;103;238;15;79;9;0;0;934;0;5397;1646;427;0;3398;1089;4870;203;1230;7;1070;19;7;0;1123;6005;3190;14;17;0;1;445;469;341;40;5;0;10;0;0
PERINAT;2022;180000200;CH DE VIERZON;180000051;TYPE1;;0;15;;;;3;555;61;0;0;0;0;0;0;401;9;1937;0;0;0;1516;396;1694;102;529;0;393;3;8;;401;;;;9;0;1;175;184;133;8;2;;1;0;0
PERINAT;2022;180000283;CH SAINT AMAND-MONTROND;180000069;TYPE1;;0;15;;;;2;385;43;0;0;0;0;0;0;302;5;1628;0;0;0;1406;294;1502;53;358;0;292;2;4;;303;602;1436;;7;0;1;62;67;40;6;0;;1;0;0
PERINAT;2022;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;TYPE1;;;18;;;;3;811;151;0;0;0;0;0;0;625;6;2412;0;0;0;2120;626;2349;138;595;0;626;0;6;;626;;;;28;0;1;19;16;12;0;0;;0;0;0
PERINAT;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;TYPE2;EXT;0;26;6;0;0;5;1704;136;120;9;0;0;0;0;1288;0;6303;983;0;0;4795;1346;5875;266;1346;0;1324;22;6;0;1369;10063;13284;957;32;0;1;446;463;338;7;3;;5;0;0
