BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST;DISU;DISHU
IMAGES_P;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;N4130;1;;0;0;;
IMAGES_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N4130;1;;0;0;;
IMAGES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1160;2.31;7;0;1;1;1
IMAGES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N4130;12.33;;1;0;;
IMAGES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;NAUT;11.51;;;;;
IMAGES_P;2022;020001087;CH HIRSON;020004495;M1160;2.1;;;;;
IMAGES_P;2022;020001087;CH HIRSON;020004495;N4130;5.7;;;1;;
IMAGES_P;2022;020001087;CH HIRSON;020004495;NAUT;3.96;;;;;
IMAGES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;M1160;;2;;;0;0
IMAGES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;M1210;;3;;;;
IMAGES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N4130;;18;;1;;
IMAGES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N4160;;1;;;;
IMAGES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;NAUT;;11;;;;
IMAGES_P;2022;030000061;CH DE MOULINS;030780092;M1160;6.08;0;0;1;0;0
IMAGES_P;2022;030000061;CH DE MOULINS;030780092;N4130;16.64;0;1;0;;
IMAGES_P;2022;030000061;CH DE MOULINS;030780092;N4160;1;0;;;;
IMAGES_P;2022;030000061;CH DE MOULINS;030780092;NAUT;8.87;0;;;;
IMAGES_P;2022;030000079;CH DE MONTLUCON;030780100;M1160;3.66;;;1;0;0
IMAGES_P;2022;030000079;CH DE MONTLUCON;030780100;M1210;1;5;;;;
IMAGES_P;2022;030000079;CH DE MONTLUCON;030780100;MAUT;;1;;;;
IMAGES_P;2022;030000079;CH DE MONTLUCON;030780100;N4130;15.57;;;1;;
IMAGES_P;2022;030000079;CH DE MONTLUCON;030780100;N4160;1;;;;;
IMAGES_P;2022;030000079;CH DE MONTLUCON;030780100;NAUT;14.41;;;;;
IMAGES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;M1160;6.98;1;0;1;;
IMAGES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N4130;26.37;0;;;;
IMAGES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N4160;0.41;0;;;;
IMAGES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;10.07;0;;;;
IMAGES_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M1160;;5;0;1;;
IMAGES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M1160;2.98;0;0;1;0;0
IMAGES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N4130;6.88;0;0;1;;
IMAGES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N4160;1;0;;;;
IMAGES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;NAUT;3.86;0;;;;
IMAGES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;M1160;1.31;;;;;
IMAGES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N4130;6.81;;;;;
IMAGES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;NAUT;2.03;;;;;
IMAGES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4130;8.58;;;0;;
IMAGES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4160;0.03;;;;;
IMAGES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NAUT;4.25;;;;;
IMAGES_P;2022;040780470;CLINIQUE TOUTES AURES;040000192;M1160;;4;0;0;0;0
IMAGES_P;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N4130;2.97;;0;1;;
IMAGES_P;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;NAUT;3.55;;;;;
IMAGES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1160;6.02;;;;;
IMAGES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N4130;23.29;;;;;
IMAGES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N4160;1;;;;;
IMAGES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;13.07;;;;;
IMAGES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M1160;6.85;0;0;1;;
IMAGES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;MAUT;0.8;0;;;;
IMAGES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N4130;12.99;0;0;1;;
IMAGES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N4160;1;0;;;;
IMAGES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NAUT;7.88;0;;;;
IMAGES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M1160;8.77;17;0;1;;
IMAGES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N4130;31.12;;;1;;
IMAGES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N4160;2;;;;;
IMAGES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;NAUT;36.01;;;;;
IMAGES_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M1160;8.61;;0;0;0;0
IMAGES_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M1210;5.82;;0;0;;
IMAGES_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;MAUT;1.58;;;;;
IMAGES_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N4130;30.48;;0;1;;
IMAGES_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N4160;1.38;;;;;
IMAGES_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;NAUT;21.21;;;;;
IMAGES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;M1160;6.35;;0;1;0;0
IMAGES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N4130;28.06;;1;1;;
IMAGES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N4160;1.2;;;;;
IMAGES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;16.31;;;;;
IMAGES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;M1210;4.39;;;;;
IMAGES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N4130;12.75;;0;0;;
IMAGES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N4160;0.5;;;;;
IMAGES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;NAUT;5.17;;;;;
IMAGES_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;M1160;;1;0;0;0;0
IMAGES_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;N4130;1;;0;0;;
IMAGES_P;2022;060780459;CLINIQUE ORSAC MONTFLEURI;010783009;N4130;0.23;;0;0;;
IMAGES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;M1160;;22;0;1;1;0
IMAGES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N4130;13.63;;0;1;;
IMAGES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;NAUT;7.9;;;;;
IMAGES_P;2022;060780996;CHS SAINTE MARIE NICE;630786754;M1160;0.2;;0;0;0;0
IMAGES_P;2022;060780996;CHS SAINTE MARIE NICE;630786754;N4130;1.05;;0;0;;
IMAGES_P;2022;060781200;CLINIQUE SAINT ANTOINE;060000635;M1160;;11;0;1;0;
IMAGES_P;2022;060781200;CLINIQUE SAINT ANTOINE;060000635;N4130;2.44;;0;1;;
IMAGES_P;2022;060781200;CLINIQUE SAINT ANTOINE;060000635;NAUT;1;;;;;
IMAGES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1160;14.81;;1;1;;
IMAGES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;MAUT;2.86;;;;;
IMAGES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N4130;75.14;;1;1;;
IMAGES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;53.73;;;;;
IMAGES_P;2022;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;M1160;0.23;;0;0;;
IMAGES_P;2022;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;N4130;0.06;;;;;
IMAGES_P;2022;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;NAUT;2.54;;;;;
IMAGES_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1160;7.86;;0;1;;
IMAGES_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1210;2.99;;0;0;;
IMAGES_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;MAUT;2.4;;;;;
IMAGES_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N4130;31.25;;1;1;;
IMAGES_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N4160;2.65;;;;;
IMAGES_P;2022;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NAUT;39.25;;;;;
IMAGES_P;2022;060789674;CENTRE HELIO MARIN;130037815;N4130;0.68;;0;0;;
IMAGES_P;2022;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;M1160;0.43;;0;0;0;0
IMAGES_P;2022;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N4130;1.35;;0;1;;
IMAGES_P;2022;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N4160;0.05;;;;;
IMAGES_P;2022;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;NAUT;0.2;;;;;
IMAGES_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N4130;4.07;;;;;
IMAGES_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N4160;0.67;;;;;
IMAGES_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;NAUT;5.65;;;;;
IMAGES_P;2022;060800174;FONDATION LENVAL;060800174;M1160;;;0;1;1;1
IMAGES_P;2022;060800174;FONDATION LENVAL;060800174;MAUT;3.94;24;;;;
IMAGES_P;2022;060800174;FONDATION LENVAL;060800174;N4130;11.16;;0;1;;
IMAGES_P;2022;060800174;FONDATION LENVAL;060800174;NAUT;6.71;;;;;
IMAGES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;M1160;3.15;;;;;
IMAGES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N4130;7.97;;;;;
IMAGES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N4160;1;;;;;
IMAGES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;NAUT;14.82;;;;;
IMAGES_P;2022;070000070;CH DU CHEYLARD;070780150;M1160;;;0;0;0;1
IMAGES_P;2022;070000070;CH DU CHEYLARD;070780150;N4130;0.88;;0;0;;
IMAGES_P;2022;070000179;CH ARDECHE NORD;070780358;M1160;1.7;0;0;1;0;0
IMAGES_P;2022;070000179;CH ARDECHE NORD;070780358;N4130;15.12;0;0;1;;
IMAGES_P;2022;070000187;CH DE LAMASTRE;070780366;M1160;1.5;;0;0;0;
IMAGES_P;2022;070000187;CH DE LAMASTRE;070780366;N4130;1.5;0;0;0;;
IMAGES_P;2022;070000195;CH DE TOURNON SUR RHONE;070780374;M1160;;1;0;0;0;0
IMAGES_P;2022;070000195;CH DE TOURNON SUR RHONE;070780374;N4130;0.26;;0;0;;
IMAGES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;M1160;5.22;;;;;
IMAGES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N4130;18.1;;;;;
IMAGES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N4160;0.91;;;;;
IMAGES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;NAUT;8.9;;;;;
IMAGES_P;2022;070780424;CLINIQUE PASTEUR;070000245;M1160;;;1;;;
IMAGES_P;2022;070780424;CLINIQUE PASTEUR;070000245;N4130;;;1;;;
IMAGES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M1160;0.91;;0;1;1;0
IMAGES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N4130;8.97;;0;1;;
IMAGES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;NAUT;3.04;;;;;
IMAGES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;M1160;1.54;;;;;
IMAGES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N4130;7.84;;;;;
IMAGES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;M1160;0.53;;;;;
IMAGES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N4130;0.8;;;;;
IMAGES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;NAUT;0.35;;;;;
IMAGES_P;2022;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;M1160;0.98;;0;0;0;0
IMAGES_P;2022;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;N4130;1.91;;0;0;;
IMAGES_P;2022;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;NAUT;1.64;;;;;
IMAGES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1160;6.97;;0;1;1;0
IMAGES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1210;1;;0;0;;
IMAGES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N4130;31.76;;1;1;;
IMAGES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N4160;0.53;;;;;
IMAGES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NAUT;19.16;;;;;
IMAGES_P;2022;090000019;CH SAINT LOUIS AX LES THERMES;090180019;M1160;0;1;0;0;0;1
IMAGES_P;2022;090000019;CH SAINT LOUIS AX LES THERMES;090180019;N4130;0;1;0;0;;
IMAGES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M1160;5.04;2;0;1;0;0
IMAGES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N4130;23.32;;1;0;;
IMAGES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N4160;0.7;;;;;
IMAGES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NAUT;7.97;;;;;
IMAGES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M1160;1.8;;;;;
IMAGES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N4130;11.2;;;;;
IMAGES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;NAUT;4.4;;;;;
IMAGES_P;2022;090001629;CHIVA SITE LAVELANET;090781774;M1160;0.17;;0;0;0;0
IMAGES_P;2022;090001629;CHIVA SITE LAVELANET;090781774;N4130;3;;0;0;;
IMAGES_P;2022;090001629;CHIVA SITE LAVELANET;090781774;N4160;0.1;;;;;
IMAGES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1160;10.24;;0;1;0;0
IMAGES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1210;1.07;;0;0;;
IMAGES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N4130;39.83;;1;1;;
IMAGES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N4160;1;;;;;
IMAGES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NAUT;26.54;;;;;
IMAGES_P;2022;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;M1160;;;;1;;
IMAGES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M1160;0.6;1;0;0;1;1
IMAGES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N4130;6.15;;0;1;;
IMAGES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N4160;0.2;;;;;
IMAGES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;NAUT;4.45;1;;;;
IMAGES_P;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;M1160;;5;;1;;
IMAGES_P;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;N4130;7.45;;;1;;
IMAGES_P;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;N4160;1;;;;;
IMAGES_P;2022;110000023;CH CARCASSONNE;110780061;M1160;4.97;;0;1;0;0
IMAGES_P;2022;110000023;CH CARCASSONNE;110780061;M1210;3.91;1;0;0;;
IMAGES_P;2022;110000023;CH CARCASSONNE;110780061;N4130;39.12;;1;1;;
IMAGES_P;2022;110000023;CH CARCASSONNE;110780061;N4160;3;;;;;
IMAGES_P;2022;110000023;CH CARCASSONNE;110780061;NAUT;16;;;;;
IMAGES_P;2022;110000049;CH JP CASSABEL;110780087;M1160;1.56;;;;;
IMAGES_P;2022;110000049;CH JP CASSABEL;110780087;MAUT;0.15;;;;;
IMAGES_P;2022;110000049;CH JP CASSABEL;110780087;N4130;7.23;;;;;
IMAGES_P;2022;110000049;CH JP CASSABEL;110780087;NAUT;1.12;;;;;
IMAGES_P;2022;110000056;CH NARBONNE;110780137;M1160;4;1;0;1;0;0
IMAGES_P;2022;110000056;CH NARBONNE;110780137;N4130;23.27;0;0;1;;
IMAGES_P;2022;110000056;CH NARBONNE;110780137;N4160;0.55;0;;;;
IMAGES_P;2022;110000056;CH NARBONNE;110780137;NAUT;9.46;0;;;;
IMAGES_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1160;6.05;4;0;1;0;0
IMAGES_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1210;2.1;1;0;0;;
IMAGES_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N4130;28.19;;1;0;;
IMAGES_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N4160;0.5;;;;;
IMAGES_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NAUT;4.66;;;;;
IMAGES_P;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M1160;0.94;;;1;;
IMAGES_P;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N4130;12.23;;;1;;
IMAGES_P;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N4160;1;;;;;
IMAGES_P;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;NAUT;1.8;;;;;
IMAGES_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M1160;1.75;;;;;
IMAGES_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N4130;8.6;;0;1;;
IMAGES_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N4160;0.4;;;;;
IMAGES_P;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;NAUT;6;;;;;
IMAGES_P;2022;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;N4130;0.4;;;;;
IMAGES_P;2022;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;N4130;0.8;;0;0;;
IMAGES_P;2022;120004569;CH MILLAU;120004528;M1160;2.9;;0;0;0;0
IMAGES_P;2022;120004569;CH MILLAU;120004528;N4130;10.93;;1;1;;
IMAGES_P;2022;120004569;CH MILLAU;120004528;N4160;1;;;;;
IMAGES_P;2022;120004569;CH MILLAU;120004528;NAUT;7.81;;;;;
IMAGES_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M1160;0.01;2;0;1;0;0
IMAGES_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N4130;5.33;;0;1;;
IMAGES_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N4160;0.4;;;;;
IMAGES_P;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;NAUT;5.47;;;;;
IMAGES_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1160;9.26;;0;1;;
IMAGES_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1210;4;;0;0;;
IMAGES_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;MAUT;1.6;;;;;
IMAGES_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N4130;41.24;;1;1;;
IMAGES_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N4160;1.42;;;;;
IMAGES_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;19.53;;;;;
IMAGES_P;2022;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;M1160;0.1;1;0;0;0;0
IMAGES_P;2022;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;N4130;2;;0;0;;
IMAGES_P;2022;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;NAUT;0.5;;;;;
IMAGES_P;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M1160;4.3;7;1;1;1;1
IMAGES_P;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N4130;19.55;;0;1;;
IMAGES_P;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N4160;0.9;;;;;
IMAGES_P;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;NAUT;7.91;;;;;
IMAGES_P;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;M1160;2.64;;1;1;0;1
IMAGES_P;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;MAUT;0.59;;;;;
IMAGES_P;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;N4130;19.54;;1;1;;
IMAGES_P;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;N4160;0.64;;;;;
IMAGES_P;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;NAUT;5.53;;;;;
IMAGES_P;2022;130001647;INSTITUT PAOLI CALMETTES;130784127;M1160;15.77;;0;1;1;0
IMAGES_P;2022;130001647;INSTITUT PAOLI CALMETTES;130784127;M1210;6.97;;0;0;;
IMAGES_P;2022;130001647;INSTITUT PAOLI CALMETTES;130784127;N4130;54.53;;0;1;;
IMAGES_P;2022;130001647;INSTITUT PAOLI CALMETTES;130784127;N4160;6.17;;;;;
IMAGES_P;2022;130001647;INSTITUT PAOLI CALMETTES;130784127;NAUT;22.35;;;;;
IMAGES_P;2022;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M1160;2.4;;0;1;0;0
IMAGES_P;2022;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N4130;11.62;;1;0;;
IMAGES_P;2022;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N4160;0.8;;;;;
IMAGES_P;2022;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;NAUT;6.63;;;;;
IMAGES_P;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N4130;18.54;;;;;
IMAGES_P;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N4160;1;;;;;
IMAGES_P;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;NAUT;7.88;;;;;
