BOR;AN;FI;RS;FI_EJ;INTMED;DOCJU_MED;INTPHA;DOCJU_PHA;INTODO;DOCJU_ODO;INTGEN;INTURG;DOCJU_URG;INT;DOCJU;FFI;dtSTAG
Q22;2022;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;2;1;;;;;;;;2;1;;
Q22;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;2;;;;;;1;;;3;;3;
Q22;2022;130781768;CLINIQUE KORIAN LES PALMIERS;130000763;;;;;;;;;;;;2;
Q22;2022;130783152;CLINIQUE SAINTE ELISABETH;130001365;;;;;;;1;;;1;;;
Q22;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;83;;19;2;1;;32;;;135;2;22;
Q22;2022;130783293;APHM HOPITAL LA TIMONE;130786049;205;;61;4;28;;27;;;321;4;67;
Q22;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;1;;1;;;;;;;2;;0;0
Q22;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;52;;4;1;;;12;;;68;1;6;
Q22;2022;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;;;1;;;;;;;1;;;
Q22;2022;130784580;CLINIQUE LA PROVENCALE;920030269;;;;;;;2;;;2;;;
Q22;2022;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;1;;;;;;;;;1;;;
Q22;2022;130784812;CLINIQUE SAINT BARNABE;130001985;;;;;;;1;;;1;;;
Q22;2022;130785389;CLINIQUE CHANTECLER;130002173;1;;;;;;;;;1;;;
Q22;2022;130785652;HOPITAL SAINT JOSEPH;130014228;18;;1;;;;6;;;25;;;
Q22;2022;130786742;HIA LAVERAN;750821092;18;6;0;;0;;4;7;;29;6;0;
Q22;2022;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;;;;;;;1;;;1;;;
Q22;2022;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;;;;;;;2;;;2;;;
Q22;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;3;1;;;;;;;;3;1;3;1
Q22;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;57;;1;1;;;12;;;70;1;30;
Q22;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;;;1;1;;;5;;;6;1;2;2
Q22;2022;130811102;LA MAISON;130007487;;;;;;;2;;;2;;;
Q22;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;19;8;1;;0;;19;9;;48;8;8;0
Q22;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;5;;;;;;;;;5;;;
Q22;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;215;84;27;3;;;104;26;9;372;96;22;15
Q22;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;;;;;;;8;;;8;;1;1
Q22;2022;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;;;;;;;1;;;1;;;
Q22;2022;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;;;;;;;1;;;1;;;
Q22;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;2;;;;;;;;;2;;2;
Q22;2022;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;6;7;2;;;;;;;8;7;4;
Q22;2022;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;29;7;4;;;;;;;33;7;5;2
Q22;2022;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;;1;;;;;4;;;4;1;;
Q22;2022;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;4;1;;;;;;;;4;1;;
Q22;2022;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;5;5;3;;;;10;;;18;5;;
Q22;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;1;;;;;;;;;1;;;
Q22;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;1;1;;;;;;;;1;1;;
Q22;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;7;1;1;;;;4;;;12;1;;
Q22;2022;140025123;CRF DE CAEN;310021126;1;;;;;;;;;1;;;
Q22;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;3;1;;;;;1;;;4;1;1;
Q22;2022;150000032;CH DE SAINT-FLOUR;150780088;;;;;;;4;;;4;;1;0
Q22;2022;150000040;CH HENRI MONDOR;150780096;18;3;1;;0;;17;1;1;37;4;36;21
Q22;2022;150000164;CH DE MAURIAC;150780468;2;;;;;;;;;2;;;
Q22;2022;150000180;CH DE MURAT;150780500;;;;;;;;;;;;1;
Q22;2022;150780773;SERVICE DE PSYCHIATRIE - CH ST FLOUR;150780088;;1;;;;;;;;;1;;
Q22;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;62;5;;;;;;;;62;5;8;
Q22;2022;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;;;;;;;;2;;2;;1;
Q22;2022;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;;;;;;;;;;;;4;
Q22;2022;160000345;CH CAMILLE CLAUDEL - LA COURONNE;160000501;6;;;;;;;;;6;;;
Q22;2022;160015368;HOPITAUX DU GRAND COGNAC;160014411;;;;;;;7;4;;11;;;
Q22;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;;;;;;;4;;;4;;;
Q22;2022;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;;;;;;;1;;;1;;;
Q22;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;59;14;2;;;;27;7;1;95;15;1;
Q22;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;;;;;;;4;;;4;;;
Q22;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;17;7;1;;;;24;6;;48;7;0;0
Q22;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;1;1;;;;;7;;;8;1;0;1
Q22;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;2;2;1;;;;23;1;;27;2;0;0
Q22;2022;170020994;C.A.T.T.P. + HOP JOUR PSY ADULT - S5;170780175;1;4;;;;;;;;1;4;;
Q22;2022;170782981;HOPITAL MARIUS LACROIX;170024194;4;;;;;;1;;;5;;1;
Q22;2022;170783146;CENTRE HOSPITALIER JONZAC (CHS);170780050;;;;;;;2;;;2;;;
Q22;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;9;1;0;;;;13;0;;22;1;33;11
Q22;2022;180000176;CH GEORGE SAND BOURGES;180001158;4;;;;;;1;;;5;;;
Q22;2022;180000200;CH DE VIERZON;180000051;;;;;;;5;;;5;;2;
Q22;2022;180000283;CH SAINT AMAND-MONTROND;180000069;;;1;;;;1;;;2;;;
Q22;2022;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;;;;;;;;;;;;1;1
Q22;2022;180003345;CH DE VIERZON SITE LA NOUE;180000051;;;;;;;;;;;;5;
Q22;2022;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;;;;;;;1;;;1;;;
Q22;2022;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;1;;;;;;;;;1;;;
Q22;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;30;3;1;;;;17;1;;49;3;4;4
Q22;2022;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;5;2;1;;;;15;;;21;2;8;8
Q22;2022;190000091;CENTRE HOSPITALIER D'USSEL;190000075;;;;;;;;3;;3;;4;4
Q22;2022;190005165;USLD CORNIL;190002519;;;;;;;;;;;;2;2
Q22;2022;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;1;;;;;;;;;1;;;
Q22;2022;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;8;;;8;;;
Q22;2022;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;2;;;;;;;;;2;;;
Q22;2022;210780144;CRF DIVIO DIJON;750721235;1;;;;;;;;;1;;;
Q22;2022;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;;;;;;;2;;;2;;;
Q22;2022;210780292;CLINIQUE SSR LES ROSIERS;210000105;;1;;;;;;;;;1;;
Q22;2022;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;3;;;;;;;;;3;;;
Q22;2022;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;9;1;0;0;0;0;10;0;0;19;1;0;0
Q22;2022;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;2;;;;;;;;;2;;;
Q22;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;410;114;27;3;2;1;155;15;0;609;118;21;13
Q22;2022;210987632;CH LA CHARTREUSE DIJON;210780607;6;3;;;;;3;;;9;3;;
Q22;2022;210987657;HOSPICES CIVILS DE BEAUNE;210012175;10;;;;;;11;5;;26;;3;
Q22;2022;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;;;;;;;;1;;1;;;
Q22;2022;210987673;CH HCO SITE DE MONTBARD;210012142;1;;;;;;;;;1;;;
Q22;2022;210987681;CH HCO SITE DE SAULIEU;210012142;3;;;;;;;;;3;;;
Q22;2022;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;4;1;;;;;7;0;;11;1;1;
Q22;2022;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;36;9;3;0;0;0;6;0;0;45;9;0;1
Q22;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;34;11;1;;;;31;7;4;73;15;12;9
Q22;2022;220000095;CTRE HOSPITALIER DINAN;220000046;;;;;;;15;;;15;;1;
Q22;2022;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;;;;;;;;;;;;2;
Q22;2022;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;0;0;0;0;0;0;5;0;0;5;0;1;0
Q22;2022;220000368;CENTRE HOSPITALIER LANNION;220000103;;;;;;;15;;;15;;11;9
Q22;2022;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;;;;;;;9;;;9;;;
Q22;2022;220000566;CHPP SITE LAMBALLE;220021968;;;;;;;2;;;2;;;
Q22;2022;220001259;CENTRE HOSPITALIER TREGUIER;220005045;;;;;;;1;;;1;;;
Q22;2022;220012884;CENTRE REEDUC TRESTEL;220000103;;;;;;;;;;;;1;1
Q22;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;16;0;0;0;0;0;0;6;0;22;0;2;0
Q22;2022;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;;;;;;;1;;;1;;1;1
Q22;2022;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;;;;;;;;;;;;4;4
Q22;2022;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;;;;;;;;;;;;1;
Q22;2022;230004657;SITE CROIX BLANCHE;230780058;;;;;;;;;;;;2;2
Q22;2022;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;;;;;;;4;;;4;;;
Q22;2022;230782617;CRRF ANDRE LALANDE;920028560;1;;;;;;;;;1;;;
Q22;2022;240000372;C.H DE BERGERAC;240000059;;;;;;;20;;;20;;3;
Q22;2022;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;2;1;0;0;0;0;0;0;0;2;1;;
Q22;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;19;1;1;;;;23;4;1;47;2;32;17
Q22;2022;240000687;CENTRE HOSPITALIER SARLAT;240000448;;;;;;;2;1;;3;;2;1
Q22;2022;250000023;CHRU SAINT-JACQUES;250000015;5;;2;;;;;;;7;;;
Q22;2022;250000544;CRRF LES SALINS DE BREGILLE;250002284;;1;;;;;2;;;2;1;;
Q22;2022;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;;;;;;;;;;;;1;
Q22;2022;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;;;;;;;31;;;31;;;
Q22;2022;250000718;CHS NOVILLARS;250000460;6;1;1;0;0;0;0;0;0;7;1;0;0
Q22;2022;250000759;CENTRE DE SOINS TILLEROYES;250000569;;;;;;;8;;;8;;;
Q22;2022;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;;;;;;;2;;;2;;;
Q22;2022;250004009;LE MITTAN ANNEXE DU HNFC;900000365;1;1;0;0;0;0;0;0;;1;1;4;2
Q22;2022;250006954;CHRU JEAN MINJOZ;250000015;288;90;28;3;;;28;30;;374;93;9;0
Q22;2022;250014008;CHS ST REMY ET NFC CTRE JEAN MESSAGIER;700004096;3;;;;;;;;;3;;;
Q22;2022;260000013;CH DE VALENCE;260000021;48;;1;0;;;23;8;0;80;0;;
Q22;2022;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;4;;;;;;12;;;16;;10;8
Q22;2022;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;8;0;1;0;0;0;16;1;0;26;0;13;11
Q22;2022;260000146;CH DE CREST;260000054;;;;;;;2;;;2;;;
Q22;2022;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;;;;;;;2;;;2;;5;5
Q22;2022;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;1;;;;;;;;;1;;2;
Q22;2022;270000045;CH BERNAY;270000060;;;;;;;3;;;3;;;
Q22;2022;270000359;CH EVREUX CH EURE-SEINE;270023724;18;4;;;;;21;10;2;49;6;46;18
Q22;2022;270000367;CH GISORS;270000086;0;0;0;0;0;0;2;0;0;2;0;0;0
Q22;2022;270000391;CH LOUVIERS CHI ELBEUF;760024042;3;;;;;;;;;3;;;
Q22;2022;270000425;CH PONT-AUDEMER;270000102;4;;;;;;;;;4;;1;
Q22;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;1;;;;;;;;;1;;;
Q22;2022;270000458;CH VERNON CH EURE-SEINE;270023724;;;;;;;5;;;5;;3;1
Q22;2022;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;4;;;;;;;;;4;;5;2
Q22;2022;270000912;HOPITAL LA MUSSE ST SEBASTIEN/MORSENT;750814030;;;;;;;2;;;2;;;
Q22;2022;280000050;CH BONNEVAL;280000142;1;0;0;0;0;0;0;0;0;1;0;0;0
Q22;2022;280000084;CH DREUX;280000183;9;2;0;0;0;0;2;4;0;15;2;39;17
Q22;2022;280000662;CH CHATEAUDUN;280500075;3;;;;;;;2;;5;;5;1
Q22;2022;280000696;CH CHARTRES - VAL DE L'EURE;280000134;0;0;0;0;0;0;0;0;0;0;0;1;0
Q22;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;1;;;;;;;3;;4;;;
Q22;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;15;3;1;0;;0;11;;0;27;3;47;30
Q22;2022;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;;;;;;;1;;;1;;;
Q22;2022;290000025;CHIC QUIMPER;290020700;51;11;1;;0;;38;3;;93;11;1;0
Q22;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;14;6;0;0;0;0;23;0;1;37;7;2;2
Q22;2022;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;84;19;6;;6;;23;6;;125;19;4;1
Q22;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;;;;;;;1;;;1;;0;
Q22;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;2;;;;;;14;;;16;;;
Q22;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;;;;;;;11;;;11;;;
Q22;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;;;;;;;4;;;4;;;2
Q22;2022;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;;;;;;;3;;;3;;;
Q22;2022;290000553;CENTRE MEDICAL  LE GUERVENAN;290021542;;1;;;;;;;;;1;0;0
Q22;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;14;;1;;3;;20;;;38;;2;
Q22;2022;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;3;;;;;;;;;3;;;
Q22;2022;290000918;EPSM FINISTERE SUD SITE QUIMPER;290000298;7;1;;;;;1;;;8;1;;
Q22;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;;;;;;;8;;;8;;;
Q22;2022;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;3;;;;;;;;;3;;;
Q22;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;153;42;13;1;1;;19;15;6;201;49;4;2
Q22;2022;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;19;4;;;;;4;;;23;4;;
Q22;2022;290004365;CHU BREST SITE GUILERS;290000017;;;;;;;1;;;1;;;
Q22;2022;290007905;MAISON D'ENFANTS A CARACTERE SANITAIRE;750826307;1;;;;;;;;;1;;;
Q22;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;;;;;;;22;;;22;;2;
Q22;2022;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;;1;;;;;;;;;1;;
Q22;2022;2A0002051;CRF LES MOLINI;2A0000303;;1;;;;;;;;;1;;
Q22;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;;3;;;;;19;;;19;3;12;
Q22;2022;300000023;CH ALES CEVENNES;300780046;3;0;2;1;0;0;19;2;0;26;1;6;6
Q22;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;0;0;1;0;0;0;10;0;0;11;0;21;18
Q22;2022;300000064;CH UZES;300780087;;;;;;;2;;;2;;;
Q22;2022;300000080;CHS LE MAS CAREIRON UZES;300780103;5;1;1;;;;;;;6;1;;
Q22;2022;300013778;HAD 3G SANTE NIMES;300013760;;;;;;;1;;;1;;;
Q22;2022;300782117;CHU NIMES CAREMEAU;300780038;168;46;9;3;;;29;23;15;229;64;42;22
Q22;2022;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;5;;;;;;5;;;10;;2;1
