BOR;AN;FI;RS;FI_EJ;PERSO;EFFLIB;ETPSAL;GAR;AST
BLOCS_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;M1030;5;0.77;;
BLOCS_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;M200H;26;0.24;;
BLOCS_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N2200;;14.03;;
BLOCS_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N2320;;4.11;;
BLOCS_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N2510;;3.76;;
BLOCS_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N4160;;0.99;;
BLOCS_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;NAUT;;9.33;;
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;M100H;;0.5;0;0
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;M1030;;9.97;1;0
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;M200H;;28.04;0;1
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2200;;19.62;;
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2310;;22.98;;
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2320;;15.79;;
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2510;;10.99;;
BLOCS_P;2022;020000162;CH SAINT-QUENTIN;020000063;NAUT;;51.01;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M100H;;1;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1030;;3;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M200H;17;4;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;N2200;;9.62;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;N2320;;0.92;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;N2510;;1.93;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;N4160;;1;;
BLOCS_P;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;NAUT;;1.98;;
BLOCS_P;2022;020000394;CH LAON;020000253;M1030;;7.5;1;0
BLOCS_P;2022;020000394;CH LAON;020000253;N2200;;13.19;0;0
BLOCS_P;2022;020000394;CH LAON;020000253;N2310;;7.73;1;1
BLOCS_P;2022;020000394;CH LAON;020000253;N2320;;8.37;1;1
BLOCS_P;2022;020000394;CH LAON;020000253;N2510;;8.63;0;0
BLOCS_P;2022;020000394;CH LAON;020000253;NAUT;;7.26;0;0
BLOCS_P;2022;020000519;CH SOISSONS;020000261;M1030;;6.59;1;0
BLOCS_P;2022;020000519;CH SOISSONS;020000261;M200H;;11.4;0;1
BLOCS_P;2022;020000519;CH SOISSONS;020000261;N2200;;11.08;0;0
BLOCS_P;2022;020000519;CH SOISSONS;020000261;N2310;;9.74;1;1
BLOCS_P;2022;020000519;CH SOISSONS;020000261;N2320;;10.45;1;1
BLOCS_P;2022;020000519;CH SOISSONS;020000261;N2510;;7.75;0;0
BLOCS_P;2022;020000519;CH SOISSONS;020000261;NAUT;;3.2;0;0
BLOCS_P;2022;020000535;CH CHAUNY;020000287;M100H;;0.15;0;1
BLOCS_P;2022;020000535;CH CHAUNY;020000287;M1030;;5.78;1;1
BLOCS_P;2022;020000535;CH CHAUNY;020000287;M200H;;0.91;0;1
BLOCS_P;2022;020000535;CH CHAUNY;020000287;N2200;;0.86;0;0
BLOCS_P;2022;020000535;CH CHAUNY;020000287;N2310;;0.86;0;1
BLOCS_P;2022;020000535;CH CHAUNY;020000287;N2320;;6.1;0;1
BLOCS_P;2022;020000535;CH CHAUNY;020000287;N2510;;4;0;0
BLOCS_P;2022;020000535;CH CHAUNY;020000287;NAUT;;3.87;0;0
BLOCS_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M100H;2;0.89;0;0
BLOCS_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1030;;1.66;1;0
BLOCS_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M200H;;1.96;0;1
BLOCS_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N2200;;10.25;;
BLOCS_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N2310;;11.02;;1
BLOCS_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N2320;;2;;1
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;M100H;;28;0;1
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;M1030;;5;0;1
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;M200H;;20;0;1
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N2200;;12;0;1
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N2320;;4;0;1
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N2510;;12;0;0
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N4160;;3;0;0
BLOCS_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;NAUT;;13;0;0
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;M100H;0;0.38;0;1
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;M1030;0;5.44;1;0
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;M200H;0;5.23;0;1
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;N2200;0;2.21;1;1
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;N2310;0;13.32;1;0
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;N2320;0;20.42;1;1
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;N2510;0;9.37;0;1
BLOCS_P;2022;030000061;CH DE MOULINS;030780092;NAUT;0;5.98;;0
BLOCS_P;2022;030000079;CH DE MONTLUCON;030780100;M1030;;5.93;1;0
BLOCS_P;2022;030000079;CH DE MONTLUCON;030780100;N2200;;10.13;0;1
BLOCS_P;2022;030000079;CH DE MONTLUCON;030780100;N2310;;11.01;0;1
BLOCS_P;2022;030000079;CH DE MONTLUCON;030780100;N2320;;5.08;0;1
BLOCS_P;2022;030000079;CH DE MONTLUCON;030780100;N2510;;8.13;0;0
BLOCS_P;2022;030000079;CH DE MONTLUCON;030780100;N4160;;1;0;
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;M1030;0;6.01;1;0
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;M200H;0;23.66;0;1
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N2200;0;28.15;;
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N2310;0;17.62;;
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N2320;0;13.57;;
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N2510;0;9.76;;
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N4130;0;4.52;;
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N4160;0;1;;
BLOCS_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;0;12.76;;
BLOCS_P;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;M100H;4;;0;0
BLOCS_P;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;M1030;5;;0;1
BLOCS_P;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;M200H;23;;0;1
BLOCS_P;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;N2200;;15;;1
BLOCS_P;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;N2320;;0.65;;1
BLOCS_P;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;N2510;;2.9;;0
BLOCS_P;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;N4160;;1;;1
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M100H;10;10;0;1
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M1030;4;4;0;
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M200H;21;21;0;1
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N2200;;18.23;0;1
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N2320;;5.25;0;1
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N2510;;6.38;0;1
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N4130;;;0;1
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N4160;;2;0;0
BLOCS_P;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;NAUT;;6;0;0
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;M100H;19;;0;0
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;M1030;4;;0;1
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;M200H;16;;0;1
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N2200;;5.02;0;1
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N2320;;8.98;0;1
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N2510;;4.91;0;1
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N4160;;1;0;0
BLOCS_P;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;NAUT;;1;0;0
BLOCS_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M100H;0;0.3;;
BLOCS_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M200H;0;2.11;;1
BLOCS_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2200;0;12.08;;0
BLOCS_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2310;0;9.46;;
BLOCS_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2320;0;3.84;;0
BLOCS_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N4160;0;1;;
BLOCS_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;NAUT;0;6.23;;
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M100H;;0.34;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M1030;;3.01;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M200H;;1.11;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2200;;8.16;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2310;;7.36;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2320;;3.19;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2510;;11.97;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4130;;;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4160;;;0;1
BLOCS_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NAUT;;6.08;0;1
BLOCS_P;2022;040780470;CLINIQUE TOUTES AURES;040000192;M1030;3;;0;1
BLOCS_P;2022;040780470;CLINIQUE TOUTES AURES;040000192;M200H;27;;0;0
BLOCS_P;2022;040780470;CLINIQUE TOUTES AURES;040000192;N2200;;9;0;1
BLOCS_P;2022;040780470;CLINIQUE TOUTES AURES;040000192;N2310;1;;0;
BLOCS_P;2022;040780470;CLINIQUE TOUTES AURES;040000192;N2320;1;2;0;
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;M100H;2;;0;1
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;M1030;8;;0;1
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;M200H;31;;0;1
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2200;;10;0;1
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2310;4;1;0;0
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2320;;9;0;1
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2510;;1;0;0
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N4160;;3;0;1
BLOCS_P;2022;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;NAUT;;7;0;0
BLOCS_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1030;;7.44;;
BLOCS_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2200;;11.11;;
BLOCS_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2310;;20.23;;
BLOCS_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2320;;13.09;;
BLOCS_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2510;;13.2;;
BLOCS_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;;6.57;;
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M1030;0;6.63;1;1
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M200H;0;3.75;0;1
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2200;0;12.95;0;1
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2310;0;14.61;0;1
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2320;0;10.32;0;1
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2510;0;2.48;0;0
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N4160;0;0.75;0;0
BLOCS_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NAUT;0;7.72;0;0
BLOCS_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M1030;;9.91;1;0
BLOCS_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M200H;;25.64;0;1
BLOCS_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2200;;16.7;;
BLOCS_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2310;;13.75;;1
BLOCS_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2320;;7.77;;1
BLOCS_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2510;;6.78;;
BLOCS_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;NAUT;;13.4;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M100H;;0.4;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M1030;;4.95;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M200H;;3.54;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2200;;11.77;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2310;;10.96;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2320;;5.23;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2510;;9.23;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N4160;;1;;
BLOCS_P;2022;060000528;CENTRE ANTOINE LACASSAGNE;060780962;NAUT;;3.98;;
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;M100H;;3.92;0;1
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;M1030;;13.83;1;0
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;M200H;;14.69;0;1
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N2200;;29.11;;1
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N2310;;18.21;;1
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N2320;;8.66;;1
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N2510;;15.09;;0
BLOCS_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;;14.98;;0
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;M100H;;3.56;0;0
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;M1030;;5.2;0;1
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;M200H;;6.22;0;1
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N2200;;6.18;0;1
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N2310;;5.92;0;1
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N2320;;3.29;0;1
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N2510;;5.86;0;1
BLOCS_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;NAUT;;1.76;0;0
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;M100H;;0.33;0;0
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;M1030;;2.71;0;0
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;M200H;;3.11;0;1
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2200;;4.2;;
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2310;;2.54;;
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2320;;3;;
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2510;;3.95;;
BLOCS_P;2022;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;NAUT;;0.15;;
BLOCS_P;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M100H;4;2.3;0;0
BLOCS_P;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M1030;9;;0;
BLOCS_P;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M200H;90;;0;0
BLOCS_P;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;N2200;;28.95;0;1
BLOCS_P;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;N2320;;0.57;0;1
BLOCS_P;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;N2510;;4;0;0
BLOCS_P;2022;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;NAUT;;19.38;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;M100H;5;;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;M1030;4;;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;M200H;30;;0;1
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;N2200;;11;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;N2310;2;;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;N2510;;1;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;N4130;;1;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;N4160;;1;0;0
BLOCS_P;2022;060780442;CLINIQUE SAINT FRANCOIS;060000213;NAUT;;7;0;0
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;M100H;15;;0;1
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;M1030;13;;1;1
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;M200H;26;;0;1
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N2200;;24.96;0;1
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N2320;;0.9;0;1
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N2510;;5.82;0;0
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N4160;;2.19;0;1
BLOCS_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;NAUT;;3.39;0;1
BLOCS_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;M1030;10;0;0;1
BLOCS_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;M200H;71;0;0;1
BLOCS_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2200;;45.64;0;1
BLOCS_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2310;;0.04;0;0
BLOCS_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2510;;9.81;0;0
BLOCS_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N4160;;3.07;0;0
BLOCS_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;NAUT;;1;0;0
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;M100H;4;0;0;1
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;M1030;6;0;0;1
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;M200H;22;0;0;1
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;N2200;;8.54;0;1
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;N2320;;1.96;0;1
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;N2510;;1.54;0;0
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;N4160;;1;0;0
BLOCS_P;2022;060780590;CLINIQUE DU PALAIS;060000270;NAUT;;6.18;0;0
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;M100H;98;;1;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;M1030;29;;1;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;M200H;97;;0;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N2200;;34.8;1;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N2310;;0;1;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N2320;;1;1;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N2510;;12.78;0;0
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N4130;;5.14;0;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N4160;;2.93;0;1
BLOCS_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;NAUT;;44.07;1;0
BLOCS_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;M100H;;2.01;;1
BLOCS_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;M200H;71;;;1
BLOCS_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N2200;;12.5;;1
BLOCS_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N2320;;2.5;;1
BLOCS_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N2510;;2;;
