BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;MAUT;0.77;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N241P;10.89;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2430;1.89;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2450;1.46;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2460;6.55;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2470;1.08;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2500;26.89;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N2710;3.87;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N310H;0.63;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;N3120;2.47;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;NAUT;92.56;
SSR_P;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;NCINF;27.51;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M1010;0.34;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M1140;1.04;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M3020;2.72;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N241P;0.23;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2450;1.58;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2470;2.26;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2500;15.58;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N2710;4.47;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N310H;18.88;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;N3120;1.77;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;NAUT;3.8;
SSR_P;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;NCINF;15.16;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;M1140;0.6;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;M1180;5.58;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;M3020;0.2;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;MAUT;0.93;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N241P;14.78;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N2430;3.46;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N2460;7.62;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N2470;2.31;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N2500;36.63;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N2710;3.48;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N310H;17.01;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;N3120;0.87;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;NAUT;54.19;
SSR_P;2022;010780492;CRF ROMANS-FERRARI;360000707;NCINF;16.54;
SSR_P;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;M1180;1;
SSR_P;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N2450;0.2;
SSR_P;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N2460;0.85;
SSR_P;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N2500;7;
SSR_P;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N2710;0.4;
SSR_P;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;N3120;0.2;
SSR_P;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;NAUT;0.5;
SSR_P;2022;020000089;CH GUISE;020000022;M1010;0.6;0
SSR_P;2022;020000089;CH GUISE;020000022;M1320;0.6;0
SSR_P;2022;020000089;CH GUISE;020000022;N241P;0.35;0
SSR_P;2022;020000089;CH GUISE;020000022;N2430;0;1
SSR_P;2022;020000089;CH GUISE;020000022;N2450;0.4;0
SSR_P;2022;020000089;CH GUISE;020000022;N2460;0.85;0
SSR_P;2022;020000089;CH GUISE;020000022;N2500;26.05;0
SSR_P;2022;020000089;CH GUISE;020000022;N2710;0.5;0
SSR_P;2022;020000089;CH GUISE;020000022;N3120;1.12;0
SSR_P;2022;020000089;CH GUISE;020000022;NAUT;11.36;0
SSR_P;2022;020000089;CH GUISE;020000022;NCINF;13.08;0
SSR_P;2022;020000097;CH LA FÈRE;020000048;M1320;1.5;
SSR_P;2022;020000097;CH LA FÈRE;020000048;N241P;1;
SSR_P;2022;020000097;CH LA FÈRE;020000048;N2460;0.85;
SSR_P;2022;020000097;CH LA FÈRE;020000048;N2500;12.36;
SSR_P;2022;020000097;CH LA FÈRE;020000048;N2710;1;
SSR_P;2022;020000097;CH LA FÈRE;020000048;N310H;2;
SSR_P;2022;020000097;CH LA FÈRE;020000048;N3120;1;
SSR_P;2022;020000097;CH LA FÈRE;020000048;NAUT;5;
SSR_P;2022;020000097;CH LA FÈRE;020000048;NCINF;6.36;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;MAUT;0.8;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N241P;;4
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2450;0.27;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2460;0.15;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2500;5.17;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N2710;0.05;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;N3120;0.05;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;NAUT;2.78;
SSR_P;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;NCINF;3.2;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;M1010;0.6;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;M1180;2.4;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;M1320;2.4;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;N241P;7.12;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2430;0.51;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2460;2.8;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2470;3;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2500;21.52;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2710;2;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;NAUT;15.52;
SSR_P;2022;020000162;CH SAINT-QUENTIN;020000063;NCINF;21.22;
SSR_P;2022;020000246;CH VERVINS;020000071;M1010;0.92;
SSR_P;2022;020000246;CH VERVINS;020000071;N241P;0.26;
SSR_P;2022;020000246;CH VERVINS;020000071;N2450;0.5;
SSR_P;2022;020000246;CH VERVINS;020000071;N2500;14.88;
SSR_P;2022;020000246;CH VERVINS;020000071;N2710;0.13;
SSR_P;2022;020000246;CH VERVINS;020000071;N3120;0.45;
SSR_P;2022;020000246;CH VERVINS;020000071;NAUT;6.09;
SSR_P;2022;020000246;CH VERVINS;020000071;NCINF;9.68;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1010;5.63;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1070;1.72;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1150;1.4;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1180;4.94;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1190;1.13;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1320;2.73;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M3020;0.23;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;MAUT;0.21;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N241P;21.42;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2450;4.8;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2460;12.66;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2470;1.04;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2500;107.7;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N2710;6.35;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;NAUT;82.42;
SSR_P;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;NCINF;117.25;
SSR_P;2022;020000394;CH LAON;020000253;M1010;0.4;
SSR_P;2022;020000394;CH LAON;020000253;N2450;0.45;
SSR_P;2022;020000394;CH LAON;020000253;N2710;0.25;
SSR_P;2022;020000394;CH LAON;020000253;NAUT;2.1;
SSR_P;2022;020000394;CH LAON;020000253;NCINF;1.87;
SSR_P;2022;020000519;CH SOISSONS;020000261;M1010;1;
SSR_P;2022;020000519;CH SOISSONS;020000261;M1320;2.66;
SSR_P;2022;020000519;CH SOISSONS;020000261;N241P;0.47;
SSR_P;2022;020000519;CH SOISSONS;020000261;N2450;0.1;
SSR_P;2022;020000519;CH SOISSONS;020000261;N2500;23.66;
SSR_P;2022;020000519;CH SOISSONS;020000261;NAUT;11.65;
SSR_P;2022;020000519;CH SOISSONS;020000261;NCINF;16.35;
SSR_P;2022;020000535;CH CHAUNY;020000287;M1010;2.06;
SSR_P;2022;020000535;CH CHAUNY;020000287;N2460;0.5;
SSR_P;2022;020000535;CH CHAUNY;020000287;N2500;12.82;
SSR_P;2022;020000535;CH CHAUNY;020000287;N2710;0.66;
SSR_P;2022;020000535;CH CHAUNY;020000287;NAUT;6.51;
SSR_P;2022;020000535;CH CHAUNY;020000287;NCINF;7.81;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1010;2.86;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1180;3.5;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1190;1;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1320;1;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;MAUT;1;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N241P;10.15;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2430;1.55;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2450;2.36;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2460;12.59;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2470;0.92;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2500;73.12;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N2710;1;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N310H;7.58;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N3120;2.33;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;NAUT;7.86;
SSR_P;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;NCINF;45.48;
SSR_P;2022;020001087;CH HIRSON;020004495;M1010;0.79;
SSR_P;2022;020001087;CH HIRSON;020004495;M1320;0.6;
SSR_P;2022;020001087;CH HIRSON;020004495;N241P;0.64;1
SSR_P;2022;020001087;CH HIRSON;020004495;N2460;0.34;
SSR_P;2022;020001087;CH HIRSON;020004495;N2500;12.07;
SSR_P;2022;020001087;CH HIRSON;020004495;N310H;0.13;
SSR_P;2022;020001087;CH HIRSON;020004495;NAUT;3.79;
SSR_P;2022;020001087;CH HIRSON;020004495;NCINF;9.01;
