BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;MOD;COMSMUR
URGENCES_P;2022;010780195;CLINIQUE CONVERT;010000156;NINF;12.15;0;;0
URGENCES_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;M9999;;11;3;1
URGENCES_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N1220;3.98;;;
URGENCES_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N2500;10.54;;;
URGENCES_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N9999;40.18;;;
URGENCES_P;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;NINF;25.55;;;1
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;M1140;1;;;0
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;M3020;1;;;
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;M9999;12.66;;2;1
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;N1220;2.24;;3;1
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2120;0.85;;3;1
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;N2500;38.12;;;
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;N9999;90.03;;;
URGENCES_P;2022;020000162;CH SAINT-QUENTIN;020000063;NINF;42.71;;3;1
URGENCES_P;2022;020000394;CH LAON;020000253;M1140;1.08;;;0
URGENCES_P;2022;020000394;CH LAON;020000253;M9999;7.89;;1;1
URGENCES_P;2022;020000394;CH LAON;020000253;N1220;0.6;;;0
URGENCES_P;2022;020000394;CH LAON;020000253;N2120;0.5;;2;1
URGENCES_P;2022;020000394;CH LAON;020000253;N2500;13.04;;;
URGENCES_P;2022;020000394;CH LAON;020000253;N3120;0.08;;;
URGENCES_P;2022;020000394;CH LAON;020000253;N9999;49.1;;;
URGENCES_P;2022;020000394;CH LAON;020000253;NINF;26.55;;1;1
URGENCES_P;2022;020000519;CH SOISSONS;020000261;M9999;13.62;;2;1
URGENCES_P;2022;020000519;CH SOISSONS;020000261;N1220;4;;;
URGENCES_P;2022;020000519;CH SOISSONS;020000261;N2120;0.58;;;0
URGENCES_P;2022;020000519;CH SOISSONS;020000261;N2500;18.77;;;
URGENCES_P;2022;020000519;CH SOISSONS;020000261;N9999;56.74;;;
URGENCES_P;2022;020000519;CH SOISSONS;020000261;NINF;32.94;;;0
URGENCES_P;2022;020000535;CH CHAUNY;020000287;M9999;3.95;;1;1
URGENCES_P;2022;020000535;CH CHAUNY;020000287;N1220;;;2;1
URGENCES_P;2022;020000535;CH CHAUNY;020000287;N2120;0.2;;2;1
URGENCES_P;2022;020000535;CH CHAUNY;020000287;N2500;9.98;;;
URGENCES_P;2022;020000535;CH CHAUNY;020000287;N2620;;;1;1
URGENCES_P;2022;020000535;CH CHAUNY;020000287;N9999;20.01;;;
URGENCES_P;2022;020000535;CH CHAUNY;020000287;NINF;9.83;;1;1
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M9999;8;;2;1
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N1220;1;;3;1
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N2120;1.4;;2;1
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N2500;13.68;;;
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N2620;4;;;
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N3120;0.5;;;
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;N9999;39.91;;;
URGENCES_P;2022;020001061;CH CHÂTEAU-THIERRY;020004404;NINF;19.13;;;
URGENCES_P;2022;020001087;CH HIRSON;020004495;M9999;10.44;;;
URGENCES_P;2022;020001087;CH HIRSON;020004495;N1220;2;;;1
URGENCES_P;2022;020001087;CH HIRSON;020004495;N2120;1;;;1
URGENCES_P;2022;020001087;CH HIRSON;020004495;N2500;5.5;;;
URGENCES_P;2022;020001087;CH HIRSON;020004495;N2620;0;;;1
URGENCES_P;2022;020001087;CH HIRSON;020004495;N9999;29;;;
URGENCES_P;2022;020001087;CH HIRSON;020004495;NINF;6;;;1
URGENCES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;M9999;;5;;
URGENCES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N1220;2;;;
URGENCES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N2120;0.5;0;;
URGENCES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N2500;5;0;;
URGENCES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N9999;18.5;0;;
URGENCES_P;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;NINF;11;;;
URGENCES_P;2022;030000061;CH DE MOULINS;030780092;M1140;;0;1;
URGENCES_P;2022;030000061;CH DE MOULINS;030780092;M9999;12.23;0;1;1
URGENCES_P;2022;030000061;CH DE MOULINS;030780092;N1220;2;0;1;0
URGENCES_P;2022;030000061;CH DE MOULINS;030780092;N2120;1.69;0;1;0
URGENCES_P;2022;030000061;CH DE MOULINS;030780092;N2500;14.73;0;;
URGENCES_P;2022;030000061;CH DE MOULINS;030780092;N9999;54.96;0;;
URGENCES_P;2022;030000061;CH DE MOULINS;030780092;NINF;32.54;0;1;1
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;M9999;5.91;;3;
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;N1220;2;;3;
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;N2120;1.41;;3;
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;N2500;19.74;;;
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;N2620;;;3;
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;N3120;0.5;;;
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;N9999;50.85;;;
URGENCES_P;2022;030000079;CH DE MONTLUCON;030780100;NINF;23.17;;3;
URGENCES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;M9999;11.55;0;3;1
URGENCES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N1220;3.27;0;;
URGENCES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N2120;1.02;0;2;1
URGENCES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N2500;17.63;0;;
URGENCES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N3120;0.5;0;;
URGENCES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;N9999;88.47;0;;
URGENCES_P;2022;030000087;CH JACQUES LACARIN VICHY;030780118;NINF;23.92;0;;
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M1140;0;0;3;0
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M9999;7.87;0;;1
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N1220;2.02;0;;1
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2120;0.99;0;;1
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2500;10.75;0;;
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2620;15.42;0;;0
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N9999;67.81;0;;
URGENCES_P;2022;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;NINF;29.99;0;;1
URGENCES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;M9999;6.35;;;
URGENCES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N2120;0.23;;;
URGENCES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N2500;7.88;;;
URGENCES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N9999;21.17;;;
URGENCES_P;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;NINF;13.06;;;
URGENCES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M9999;8.33;;2;1
URGENCES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N1220;1.31;;2;1
URGENCES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2120;0.33;;2;1
URGENCES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2500;9.68;;;
URGENCES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2620;2.9;;2;1
URGENCES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N9999;35.36;;;
URGENCES_P;2022;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NINF;20.31;;2;1
URGENCES_P;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;M9999;4.23;;;
URGENCES_P;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N2120;0.43;;;
URGENCES_P;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N2500;1.9;;;
URGENCES_P;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N9999;11.02;;;
URGENCES_P;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;NINF;8.69;;;
URGENCES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M9999;23.44;;;
URGENCES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N1220;0.04;;;
URGENCES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2120;1;;;
URGENCES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2500;18.17;;;
URGENCES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N9999;44.63;;;
URGENCES_P;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NINF;24.11;;;
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M1140;0.35;0;;0
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M9999;14.63;0;1;1
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N1220;2.24;0;;
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2120;3.01;0;;
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2500;18.61;0;;
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N3120;0.52;0;;
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N9999;58.8;0;;
URGENCES_P;2022;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NINF;29.85;0;;
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M3020;1;;;
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M9999;14.88;;1;1
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N1220;2.59;;;
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2120;1;;;
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2500;24.8;;;
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N3120;0.72;;;
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N9999;71.04;;;
URGENCES_P;2022;060000510;CH D'ANTIBES JUAN LES PINS;060780954;NINF;31.14;;;
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;M1140;1.3;;;0
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;M3020;0.6;;;
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;M9999;18.47;;3;1
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N1220;9.28;;3;1
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N2120;1.72;;3;1
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N2500;26.54;;;
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N2620;;;3;1
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;N9999;89.07;;;
URGENCES_P;2022;060000544;CH DE CANNES SIMONE VEIL;060780988;NINF;37.08;;3;1
URGENCES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;M9999;8.77;;;0
URGENCES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N1220;1.86;;;0
URGENCES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N2120;0.5;;;0
URGENCES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N2500;7.86;;;
URGENCES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N2620;1;;;0
URGENCES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;N9999;24.17;;;
URGENCES_P;2022;060002102;CH LA PALMOSA DE MENTON;060791761;NINF;12.1;;;0
URGENCES_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;M9999;;9;;
URGENCES_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N1220;4.08;;;
URGENCES_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N2120;0.3;;;
URGENCES_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N2500;4.67;;;
URGENCES_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N3120;0.1;;;
URGENCES_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;N9999;17.88;;;
URGENCES_P;2022;060780491;INSTITUT ARNAULT TZANCK;060790797;NINF;8.73;;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;M9999;;9;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N1220;4.68;;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2120;2.11;;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2500;0.77;;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2620;6.16;;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N3120;0.73;;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;N9999;23.31;;;
URGENCES_P;2022;060780517;POLYCLINIQUE SAINT JEAN;060000239;NINF;8.86;;;
URGENCES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;M9999;;13;;0
URGENCES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N1220;5;;;0
URGENCES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N2120;1;;;0
URGENCES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N2500;4.77;;;
URGENCES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N2620;2;;;0
URGENCES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;N9999;26.47;;;
URGENCES_P;2022;060780715;CLINIQUE SAINT GEORGE;060000361;NINF;11.4;;;0
URGENCES_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;M9999;4;5;;0
URGENCES_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N1220;5.7;;;
URGENCES_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N2120;0.4;;;
URGENCES_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N2500;1.2;;;
URGENCES_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N2620;1.15;;;
URGENCES_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;N9999;15.25;;;
URGENCES_P;2022;060780723;CLINIQUE DU PARC IMPERIAL;060004959;NINF;6.8;;;
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;M1140;4.57;;;0
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;M3020;0.1;;;
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;M9999;6.41;;;0
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N1220;2.31;;;0
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N2120;1.7;;;0
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N2500;24.05;;;
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N3120;0.5;;;
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;N9999;68.89;;;
URGENCES_P;2022;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;NINF;38.46;;;0
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M3020;4.2;;;
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M9999;23.45;;3;1
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N1220;24.26;;;
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2120;6.73;;;
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;47.94;;;
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2620;19.95;;;
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N9999;177.61;;;
URGENCES_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NINF;74.88;;;
URGENCES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;M9999;7.68;0;3;1
URGENCES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N1220;1;0;3;1
URGENCES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N2120;0.05;0;3;1
URGENCES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N2500;7.17;0;;
URGENCES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N2620;1;0;3;1
URGENCES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;N9999;25.22;0;;
URGENCES_P;2022;070000013;CH DE PRIVAS ARDECHE;070002878;NINF;14.49;0;3;1
URGENCES_P;2022;070000179;CH ARDECHE NORD;070780358;M9999;6.75;0;3;1
URGENCES_P;2022;070000179;CH ARDECHE NORD;070780358;N1220;1.29;0;3;1
URGENCES_P;2022;070000179;CH ARDECHE NORD;070780358;N2120;0.9;0;3;1
URGENCES_P;2022;070000179;CH ARDECHE NORD;070780358;N2500;14.16;0;;
URGENCES_P;2022;070000179;CH ARDECHE NORD;070780358;N9999;40.5;0;;
URGENCES_P;2022;070000179;CH ARDECHE NORD;070780358;NINF;24.15;0;3;1
URGENCES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;M9999;8.81;;;
URGENCES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N1220;9.22;;;
URGENCES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N2120;1;;;
URGENCES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N2500;15.29;;;
URGENCES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;N9999;58.09;;;
URGENCES_P;2022;070000609;SITE B. HUGO CH ARDECHE MERIDIONALE;070005566;NINF;25.36;;;
URGENCES_P;2022;070780424;CLINIQUE PASTEUR;070000245;M9999;0.51;3;;
URGENCES_P;2022;070780424;CLINIQUE PASTEUR;070000245;N2120;0.58;;;
URGENCES_P;2022;070780424;CLINIQUE PASTEUR;070000245;N2500;8.41;;;
URGENCES_P;2022;070780424;CLINIQUE PASTEUR;070000245;N2620;2.04;;;
URGENCES_P;2022;070780424;CLINIQUE PASTEUR;070000245;N9999;18.61;;;
URGENCES_P;2022;070780424;CLINIQUE PASTEUR;070000245;NINF;7.58;;;
URGENCES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M9999;4.35;;2;1
URGENCES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2120;0.5;;3;1
URGENCES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2500;10.11;;;
URGENCES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N9999;28.53;;;
URGENCES_P;2022;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;NINF;12.55;;3;1
URGENCES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;M9999;6.1;;;
URGENCES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N2120;0.21;;;
URGENCES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N2500;5.9;;;
URGENCES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N3120;0.5;;;
URGENCES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N9999;13.24;;;
URGENCES_P;2022;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;NINF;6.13;;;
URGENCES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;M9999;1.31;;;
URGENCES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N1220;0.4;;;
URGENCES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N2120;0.21;;;
URGENCES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N9999;9.05;;;
URGENCES_P;2022;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;NINF;8.43;;;
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1140;0.57;;;0
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M9999;16.5;;3;1
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N1220;2.85;;2;1
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2120;1;;;0
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2500;24.7;;;
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N3120;1;;;
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N9999;87.95;;;
URGENCES_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NINF;45.38;;1;1
URGENCES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M9999;19.76;;3;1
URGENCES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2120;0.83;;2;1
URGENCES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2500;28.19;;;
URGENCES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N9999;62.87;;;
URGENCES_P;2022;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NINF;33.85;;3;1
URGENCES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M9999;6.3;;;1
URGENCES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N1220;0.8;;;
URGENCES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2120;0.1;;;1
URGENCES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2500;3.3;;;
URGENCES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N9999;16.3;;;
URGENCES_P;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;NINF;8.7;;;
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1140;1.8;;;0
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M9999;15.88;;3;1
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N1220;2;;;0
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2120;1.1;;;0
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2500;30.28;;;
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N3120;1.18;;;
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N9999;109.59;;;
URGENCES_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NINF;53.79;;;0
URGENCES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M9999;7.7;;3;1
URGENCES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N1220;1.4;;3;1
URGENCES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2120;0.6;;3;1
URGENCES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2500;4;;;
URGENCES_P;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2620;1;;;0
