BOR;AN;FI;RS;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;dtETP_STAG;EFF_LIB
Q21;2022;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2000;2.33;;;;;
Q21;2022;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2100;0.61;;;;;
Q21;2022;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2400;0.93;;;;;
Q21;2022;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2500;0.79;;;;;
Q21;2022;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;9999;2.33;;;;;
Q21;2022;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;2000;1.88;;;;;
Q21;2022;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;2100;0.86;;;;;
Q21;2022;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;2400;1.02;;;;;
Q21;2022;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;9999;1.88;;;;;
Q21;2022;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;2000;1.95;;0.8;;;
Q21;2022;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;2100;0.4;;;;;
Q21;2022;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;2400;1.55;;0.8;;;
Q21;2022;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;9999;1.95;;0.8;;;
Q21;2022;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;2000;4.35;;;;;
Q21;2022;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;2400;4.35;;;;;
Q21;2022;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;9999;4.35;;;;;
Q21;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;2000;8.1;;1.3;;;
Q21;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;2100;0.74;;0.5;;;
Q21;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;2400;7.36;;0.8;;;
Q21;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;9999;8.1;;1.3;;;
Q21;2022;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;1000;6.59;0.9;;0.28;;
Q21;2022;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;2000;37.7;7.87;;3.83;;
Q21;2022;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;2200;37.7;7.87;;3.83;;
Q21;2022;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;9999;44.29;8.77;;4.11;;
Q21;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;2000;4.17;;;;;
Q21;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;2400;4.17;;;;;
Q21;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;9999;4.17;;;;;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;1000;2.2;0;;0;1.13;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2000;47.5;1;;1.15;5.65;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2100;45.82;1;;1.15;1.13;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2200;0;0;;0;1.13;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2300;0;0;;0;1.13;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2400;1.18;0;;0;1.13;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2500;0.5;0;;0;1.13;
Q21;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;9999;49.7;1;;1.15;6.78;
Q21;2022;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;2000;1.96;;;;;
Q21;2022;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;2300;1.96;;;;;
Q21;2022;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;9999;1.96;;;;;
Q21;2022;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;2000;0.25;;;;;
Q21;2022;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;2100;0.25;;;;;
Q21;2022;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;9999;0.25;;;;;
Q21;2022;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;2000;;;;;;12
Q21;2022;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;2100;;;;;;12
Q21;2022;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;9999;;;;;;12
Q21;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;2000;3.6;;;;;
Q21;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;2400;3.6;;;;;
Q21;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;9999;3.6;;;;;
Q21;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;2000;3.94;;;;;
Q21;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;2100;3.94;;;;;
Q21;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;9999;3.94;;;;;
Q21;2022;010009702;USLD EMILE PELICAND;010780054;2000;1.5;;;;;
Q21;2022;010009702;USLD EMILE PELICAND;010780054;2100;1.5;;;;;
Q21;2022;010009702;USLD EMILE PELICAND;010780054;9999;1.5;;;;;
Q21;2022;010010171;CLINIQUE DE CHATILLON;010011559;2000;0.78;;;;;5
Q21;2022;010010171;CLINIQUE DE CHATILLON;010011559;2200;0.78;;;;;5
Q21;2022;010010171;CLINIQUE DE CHATILLON;010011559;9999;0.78;;;;;5
Q21;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;2000;5;;;;;
Q21;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;2400;5;;;;;
Q21;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;9999;5;;;;;
Q21;2022;010780195;CLINIQUE CONVERT;010000156;2000;2.8;0;2.8;0;0;93
Q21;2022;010780195;CLINIQUE CONVERT;010000156;2100;2.8;0;2.8;0;0;93
Q21;2022;010780195;CLINIQUE CONVERT;010000156;9999;2.8;0;2.8;0;0;93
Q21;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;1000;1.72;;;;;
Q21;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;2000;3.76;;;;;48
Q21;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;2100;3.76;;;;;48
Q21;2022;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;9999;5.48;;;;;48
Q21;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;2000;10.1;;;;;
Q21;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;2400;10.1;;;;;
Q21;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;9999;10.1;;;;;
Q21;2022;010780294;NEPHROCARE CH BELLEY;690000278;2000;0.9;;;;;1
Q21;2022;010780294;NEPHROCARE CH BELLEY;690000278;2100;0.9;;;;;1
Q21;2022;010780294;NEPHROCARE CH BELLEY;690000278;9999;0.9;;;;;1
Q21;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;1000;0.19;;;;;
Q21;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;2000;3.91;;;;;
Q21;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;2400;3.91;;;;;
Q21;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;9999;4.1;;;;;
Q21;2022;010780492;CRF ROMANS-FERRARI;360000707;2000;7.31;;;;;
Q21;2022;010780492;CRF ROMANS-FERRARI;360000707;2400;7.31;;;;;
Q21;2022;010780492;CRF ROMANS-FERRARI;360000707;9999;7.31;;;;;
Q21;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;2000;1.25;;;;;
Q21;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;2100;1.25;;;;;
Q21;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;9999;1.25;;;;;
Q21;2022;010789576;USLD;010780096;1000;0.12;;;;;
Q21;2022;010789576;USLD;010780096;2000;0.92;;;;;
Q21;2022;010789576;USLD;010780096;2500;0.92;;;;;
Q21;2022;010789576;USLD;010780096;9999;1.04;;;;;
Q21;2022;020000089;CH GUISE;020000022;1000;0.3;;;;;
Q21;2022;020000089;CH GUISE;020000022;2000;6.4;;;1;;
Q21;2022;020000089;CH GUISE;020000022;2100;4.2;;;1;;
Q21;2022;020000089;CH GUISE;020000022;2300;0.4;;;;;
Q21;2022;020000089;CH GUISE;020000022;2400;1.2;;;;;
Q21;2022;020000089;CH GUISE;020000022;2500;0.6;;;;;
Q21;2022;020000089;CH GUISE;020000022;9999;6.7;;;1;;
Q21;2022;020000097;CH LA FÈRE;020000048;1000;0.33;;;;;
Q21;2022;020000097;CH LA FÈRE;020000048;2000;7.59;;;0.88;0.88;
Q21;2022;020000097;CH LA FÈRE;020000048;2100;5.6;;;;;
Q21;2022;020000097;CH LA FÈRE;020000048;2400;1.5;;;0.88;0.88;
Q21;2022;020000097;CH LA FÈRE;020000048;2500;0.49;;;;;
Q21;2022;020000097;CH LA FÈRE;020000048;9999;7.92;;;0.88;0.88;
Q21;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;1000;0.45;;;;;4
Q21;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;2000;1.6;;;;;3
Q21;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;2100;0.8;;;;;2
Q21;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;2400;0.8;;;;;1
Q21;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;9999;2.05;;;;;7
Q21;2022;020000162;CH SAINT-QUENTIN;020000063;1000;3.1;;;;;
Q21;2022;020000162;CH SAINT-QUENTIN;020000063;2000;192.13;;14.25;102.84;39;
Q21;2022;020000162;CH SAINT-QUENTIN;020000063;2100;185.97;;14.25;102.84;39;
Q21;2022;020000162;CH SAINT-QUENTIN;020000063;2400;5.46;;;;;
Q21;2022;020000162;CH SAINT-QUENTIN;020000063;2500;0.7;;;;;
Q21;2022;020000162;CH SAINT-QUENTIN;020000063;9999;195.23;;14.25;102.84;39;
Q21;2022;020000246;CH VERVINS;020000071;2000;2.1;;;;;
Q21;2022;020000246;CH VERVINS;020000071;2100;1.2;;;;;
Q21;2022;020000246;CH VERVINS;020000071;2400;0.9;;;;;
Q21;2022;020000246;CH VERVINS;020000071;9999;2.1;;;;;
Q21;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;1000;2.32;;;;;
Q21;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;2000;17.99;;;;;
Q21;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;2400;17.99;;;;;
Q21;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;9999;20.31;;;;;
Q21;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;2000;1.25;;;;;32
Q21;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;2100;1.25;;;;;32
Q21;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;9999;1.25;;;;;32
Q21;2022;020000386;CLINIQUE DE LA ROSERAIE;020000600;2000;0.42;0;0;0;0;5
Q21;2022;020000386;CLINIQUE DE LA ROSERAIE;020000600;2200;0.42;0;0;0;0;5
Q21;2022;020000386;CLINIQUE DE LA ROSERAIE;020000600;9999;0.42;0;0;0;0;5
Q21;2022;020000394;CH LAON;020000253;1000;1.11;;;;;
Q21;2022;020000394;CH LAON;020000253;2000;95.82;;;26.29;6.56;
Q21;2022;020000394;CH LAON;020000253;2100;95.42;;;26.29;6.56;
Q21;2022;020000394;CH LAON;020000253;2400;0.4;;;;;
Q21;2022;020000394;CH LAON;020000253;9999;96.93;;;26.29;6.56;
Q21;2022;020000519;CH SOISSONS;020000261;1000;3.09;;;;;
Q21;2022;020000519;CH SOISSONS;020000261;2000;139.28;;;46.3;;
Q21;2022;020000519;CH SOISSONS;020000261;2100;135.62;;;44.54;;
Q21;2022;020000519;CH SOISSONS;020000261;2400;3.66;;;1.76;;
Q21;2022;020000519;CH SOISSONS;020000261;9999;142.37;;;46.3;;
Q21;2022;020000535;CH CHAUNY;020000287;2000;46.3;;1.1;16.23;2.27;9
Q21;2022;020000535;CH CHAUNY;020000287;2100;42.8;;1.1;15.09;2.27;9
Q21;2022;020000535;CH CHAUNY;020000287;2400;2.17;;;1;;
Q21;2022;020000535;CH CHAUNY;020000287;2500;1.33;;;0.14;;
Q21;2022;020000535;CH CHAUNY;020000287;9999;46.3;;1.1;16.23;2.27;9
Q21;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;1000;0.1;;;;;0
Q21;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;2000;44.4;;;;;0
Q21;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;2100;5.9;;;;;0
Q21;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;2200;38.5;;;;;0
Q21;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;9999;44.5;;;;;0
Q21;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;2000;9.36;;;;;
Q21;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;2400;9.36;;;;;
Q21;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;9999;9.36;;;;;
Q21;2022;020001061;CH CHÂTEAU-THIERRY;020004404;1000;2.72;;;;;
Q21;2022;020001061;CH CHÂTEAU-THIERRY;020004404;2000;83.42;;1.78;19.45;6.67;20
Q21;2022;020001061;CH CHÂTEAU-THIERRY;020004404;2100;83.42;;1.78;19.45;6.67;20
Q21;2022;020001061;CH CHÂTEAU-THIERRY;020004404;9999;86.14;;1.78;19.45;6.67;20
Q21;2022;020001087;CH HIRSON;020004495;2000;24.14;;;;;
Q21;2022;020001087;CH HIRSON;020004495;2100;22.11;;;;;
Q21;2022;020001087;CH HIRSON;020004495;2200;0.6;;;;;
Q21;2022;020001087;CH HIRSON;020004495;2400;1.43;;;;;
Q21;2022;020001087;CH HIRSON;020004495;9999;24.14;;;;;
Q21;2022;020003877;SSR CH LAON;020000253;2000;2.05;;;0.94;0;
Q21;2022;020003877;SSR CH LAON;020000253;2400;2.05;;;0.94;0;
Q21;2022;020003877;SSR CH LAON;020000253;9999;2.05;;;0.94;0;
Q21;2022;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;2000;0.09;;;;;16
Q21;2022;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;2200;0.09;;;;;16
Q21;2022;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;9999;0.09;;;;;16
Q21;2022;020004297;HAD AMSAM SOISSONS;020005179;2000;0.71;;;;;
Q21;2022;020004297;HAD AMSAM SOISSONS;020005179;2300;0.71;;;;;
Q21;2022;020004297;HAD AMSAM SOISSONS;020005179;9999;0.71;;;;;
Q21;2022;020004677;USLD CH SOISSONS;020000261;2000;0.8;;;;;
Q21;2022;020004677;USLD CH SOISSONS;020000261;2500;0.8;;;;;
Q21;2022;020004677;USLD CH SOISSONS;020000261;9999;0.8;;;;;
Q21;2022;020005476;USLD CH LAON;020000253;2000;0.6;;;0.4;;
Q21;2022;020005476;USLD CH LAON;020000253;2500;0.6;;;0.4;;
Q21;2022;020005476;USLD CH LAON;020000253;9999;0.6;;;0.4;;
Q21;2022;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;2000;6.8;;;0;0;
Q21;2022;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;2200;6.8;;;0;0;
Q21;2022;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;9999;6.8;;;0;0;
Q21;2022;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;2000;0.08;;0.06;;;
Q21;2022;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;2500;0.08;;0.06;;;
Q21;2022;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;9999;0.08;;0.06;;;
Q21;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;2000;2.05;;;;;48
Q21;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;2100;2.05;;;;;48
Q21;2022;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;9999;2.05;;;;;48
Q21;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;2000;0.61;;;;;
Q21;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;2400;0.61;;;;;
Q21;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;9999;0.61;;;;;
Q21;2022;020010898;HAD CRF CHAUNY;750721334;2000;0.07;;;;;52
Q21;2022;020010898;HAD CRF CHAUNY;750721334;2300;0.07;;;;;52
Q21;2022;020010898;HAD CRF CHAUNY;750721334;9999;0.07;;;;;52
Q21;2022;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;2000;0.2;;;;;40
Q21;2022;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;2300;0.2;;;;;40
Q21;2022;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;9999;0.2;;;;;40
Q21;2022;030000012;CH DE NERIS LES BAINS;030780100;2000;2.96;;;0;0;
Q21;2022;030000012;CH DE NERIS LES BAINS;030780100;2400;2.96;;;0;0;
Q21;2022;030000012;CH DE NERIS LES BAINS;030780100;9999;2.96;;;0;0;
Q21;2022;030000061;CH DE MOULINS;030780092;1000;27.01;;1.05;8.33;6.67;2
Q21;2022;030000061;CH DE MOULINS;030780092;2000;113.15;;;43.1;18.4;4
Q21;2022;030000061;CH DE MOULINS;030780092;2100;96.06;;;38.94;15.23;4
Q21;2022;030000061;CH DE MOULINS;030780092;2200;13.24;;;4.16;3.17;
Q21;2022;030000061;CH DE MOULINS;030780092;2400;2.77;;;;;
Q21;2022;030000061;CH DE MOULINS;030780092;2500;1.08;;;;;
Q21;2022;030000061;CH DE MOULINS;030780092;9999;140.16;;1.05;51.43;25.07;6
Q21;2022;030000079;CH DE MONTLUCON;030780100;1000;2;;;;;
Q21;2022;030000079;CH DE MONTLUCON;030780100;2000;92.15;;;51.9;11.46;10
Q21;2022;030000079;CH DE MONTLUCON;030780100;2100;87.5;;;51.24;11.15;10
Q21;2022;030000079;CH DE MONTLUCON;030780100;2300;0.5;;;;;
Q21;2022;030000079;CH DE MONTLUCON;030780100;2400;3.15;;;0.66;0.31;
Q21;2022;030000079;CH DE MONTLUCON;030780100;2500;1;;;;;
Q21;2022;030000079;CH DE MONTLUCON;030780100;9999;94.15;;;51.9;11.46;10
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;1000;2.1;;;0;0;0
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;2000;149.99;;6.36;59.07;9.12;7
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;2100;129.9;;6.36;54.91;8.13;7
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;2200;13.71;;;3.49;0.99;0
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;2300;0.8;;;0;0;0
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;2400;4.18;;;0.67;0;0
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;2500;1.4;;;0;0;0
Q21;2022;030000087;CH JACQUES LACARIN VICHY;030780118;9999;152.09;;6.36;59.07;9.12;7
Q21;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;1000;1;;;;;
Q21;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;2000;1.8;;;;;
Q21;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;2100;0.4;;;;;
Q21;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;2400;1.4;;;;;
Q21;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;9999;2.8;;;;;
Q21;2022;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;2000;8.36;;0.5;0.66;;
Q21;2022;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;2200;7.74;;0.5;0.66;;
Q21;2022;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;2500;0.62;;;;;
Q21;2022;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;9999;8.36;;0.5;0.66;;
Q21;2022;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;2000;;;;;;3
Q21;2022;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;2100;;;;;;3
Q21;2022;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;9999;;;;;;3
Q21;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;1000;1.37;;;;;
Q21;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;2000;3.79;;;1.87;1.87;
Q21;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;2400;3.79;;;1.87;1.87;
Q21;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;9999;5.16;;;1.87;1.87;
Q21;2022;030003669;UNITE DE DIALYSE DE MONTLUCON;630000990;2000;1.15;;;;;
Q21;2022;030003669;UNITE DE DIALYSE DE MONTLUCON;630000990;2100;1.15;;;;;
Q21;2022;030003669;UNITE DE DIALYSE DE MONTLUCON;630000990;9999;1.15;;;;;
Q21;2022;030003719;UNITE DE DIALYSE DE MOULINS;630000990;2000;0.81;;;;;
Q21;2022;030003719;UNITE DE DIALYSE DE MOULINS;630000990;2100;0.81;;;;;
Q21;2022;030003719;UNITE DE DIALYSE DE MOULINS;630000990;9999;0.81;;;;;
Q21;2022;030003768;UNITE DE DIALYSE DE VICHY;630000990;2000;1.84;;;;;
Q21;2022;030003768;UNITE DE DIALYSE DE VICHY;630000990;2100;1.84;;;;;
Q21;2022;030003768;UNITE DE DIALYSE DE VICHY;630000990;9999;1.84;;;;;
Q21;2022;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;2000;1.21;;;1.33;;9
Q21;2022;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;2100;0.14;;;1.33;;2
Q21;2022;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;2400;1.07;;;;;7
Q21;2022;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;9999;1.21;;;1.33;;9
Q21;2022;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;2000;0;0;0;0;0;2
Q21;2022;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;2100;0;0;0;0;0;2
Q21;2022;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;9999;0;0;0;0;0;2
Q21;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;2000;6.24;;;;;42
Q21;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;2100;5.04;;;;;42
Q21;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;2400;1.2;;;;;
Q21;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;9999;6.24;;;;;42
Q21;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;2000;3.2;;;1;;60
Q21;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;2100;1.7;;;1;;60
Q21;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;2300;0.5;;;;;
Q21;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;2400;1;;;;;
Q21;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;9999;3.2;;;1;;60
Q21;2022;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;2000;7.5;;;1.97;0.93;
Q21;2022;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;2100;0.04;;;;;
Q21;2022;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;2200;7.46;;;1.97;0.93;
Q21;2022;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;9999;7.5;;;1.97;0.93;
Q21;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;2000;1.04;;;;;39
Q21;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;2100;1.04;;;;;39
Q21;2022;030785430;POLYCLINIQUE SAINT-ODILON;030009088;9999;1.04;;;;;39
Q21;2022;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;2000;0.51;;;;;9
