BOR;AN;FI;RS;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFLIB_PM;EFFLIB_GER;ETPSAL_PM;ETPSAL_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFLIB_INF;EFFLIB_AID;EFFLIB_ERG;EFFLIB_PMT;EFFLIB_APNM;ETPSAL_INF;ETPSAL_AID;ETPSAL_ERG;ETPSAL_PMT;ETPSAL_APNM
MCOGER;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;1;155;6;150;1.78;1;30;;658;0;8513;;;3.16;3.16;0;0;0;0;;;;;;6.62;18.14;0.4;0;3.59
MCOGER;2022;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;0;;;;;1;23;0;618;0;6217;;;;;;;;;;;;;;;;;;
MCOGER;2022;110000023;CH CARCASSONNE;110780061;1;2672;0;811;3.96;1;28;2;1103;501;9944;;;5.6;5;0;0;1;1;;;;;;13.44;16.73;;;2.48
MCOGER;2022;110000049;CH JP CASSABEL;110780087;0;;;;;1;10;;154;0;1685;;;0;;;;;;;;;;;51.02;97.75;1;;259.02
MCOGER;2022;110000056;CH NARBONNE;110780137;1;344;0;328;2.6;1;25;0;955;0;8925;0;0;1.58;1.53;0;0;1;1;0;0;0;0;0;10.46;18.07;0;0;2.38
MCOGER;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;1;1309;2032;1227;3.55;1;30;1;1082;153;9969;;;4.12;1.01;0;0;1;1;;;;;;19.47;19.33;0.5;;3.6
MCOGER;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;1;193;29;204;1.14;1;19;1;438;22;4842;;;2.14;0.71;;;1;1;;;;;;11.03;12.34;;;1.12
MCOGER;2022;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;0;;;;;1;12;0;110;0;1029;;;1.08;;;;;;;;;;;5.84;5.84;;;1.25
MCOGER;2022;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;1;246;64;239;1.42;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;120004569;CH MILLAU;120004528;1;101;156;201;1.55;1;15;0;468;0;4478;;;1.23;0.54;;;;;;;;;;6.4;6.61;;;0.02
MCOGER;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;0;;;;;1;23;0;612;0;6102;;;1.45;;0;0;1;0;;;;;;9.09;12.8;;;0.84
MCOGER;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;1;1129;320;943;5.67;1;32;;1008;0;11190;;;3.53;;;;1;;;;;;;16.71;16.91;;;8.04
MCOGER;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;1;2;77;73;2.8;1;25;0;902;0;8276;;;0.8;0.8;0;0;0;0;;;;;;14.64;17.21;;0.09;4.12
MCOGER;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;1;1001;0;658;3.2;1;20;;881;0;8713;;;3.47;2.03;0;0;;;;;;;;6.27;8.95;;;4.53
MCOGER;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;1;824;0;622;3.82;1;28;0;730;0;8912;;;2.29;;;;;;;;;;;14.86;25.44;1.39;;7.26
MCOGER;2022;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;1;579;7;469;3.59;1;16;0;719;0;5459;;;1;1;0;0;1;1;;;;;;7.46;7.69;;;4.21
MCOGER;2022;130043664;HOPITAL EUROPEEN;130002157;1;1019;;690;3.67;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;130780521;APHM HOPITAL NORD;130786049;1;274;0;245;0.5;1;30;2;640;219;5800;;;3.49;0.58;;;;;;;;;;10.19;12.63;;;2.85
MCOGER;2022;130781255;HOSPITALITE SAINT THOMAS DE VILLENEUVE;220020739;1;0;307;303;1.75;1;30;8;460;424;6869;;;5.2;1;0;0;1;1;;;;;;6.02;4.68;;;8.51
MCOGER;2022;130783293;APHM HOPITAL LA TIMONE;130786049;1;2140;153;1970;4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;0;;;;;1;25;8;382;630;5965;;;10.74;;0;0;0;0;;;;;;16.28;16.03;;;5.12
MCOGER;2022;130785652;HOPITAL SAINT JOSEPH;130014228;1;2796;262;2071;5;1;;3;0;609;0;;;3.5;3.5;0;0;0;0;;;;;;5.96;;0.43;;2.5
MCOGER;2022;130786742;HIA LAVERAN;750821092;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;0;;;;;1;43;5;791;792;12125;;;6.5;1.4;1;1;1;1;;;;;;22.8;28.5;;;15.97
MCOGER;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1;451;43;494;5.68;1;25;1;950;176;9300;;;3.24;3.24;0;0;0;0;;;;;;12.57;21.32;0;0;6.06
MCOGER;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;1;615;33;619;7.96;1;45;1;231;659;3526;;;5;4;;0;;0;;;;;;5.42;7.49;;;3.31
MCOGER;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1;55;72;97;2.25;1;12;;362;0;5547;;;1.5;0.8;;;;;;;;;;11.12;12.6;;;3.5
MCOGER;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;0;;;;;1;20;;624;0;7039;;;1.97;;;;;;;;;;;10.35;11.69;;;4.36
MCOGER;2022;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;0;;;;;1;;10;0;1607;0;;;32.7;3.3;0;;1;;;;;;;28.48;37.31;;;87.93
MCOGER;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;1;;40;36;0.55;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;150000032;CH DE SAINT-FLOUR;150780088;0;;;;;1;16;0;418;0;5324;0;0;1;1;0;0;1;1;;;;;;;;;;
MCOGER;2022;150000040;CH HENRI MONDOR;150780096;1;114;80;552;0.2;1;18;;468;0;6596;0;;1.9;;0;0;1;1;;;;;;5.87;8.53;0;0;4.8
MCOGER;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;1;718;0;640;2.7;1;30;5;1045;421;10422;;;7.14;5.32;0;0;1;1;;;;;;13.19;19.1;;;12.19
MCOGER;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;1;155;82;214;3.1;1;21;;623;0;6352;;;2.34;1.44;0;0;0;0;;;;;;;0.5;;;3.78
MCOGER;2022;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;1;707;96;574;3;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;160015368;HOPITAUX DU GRAND COGNAC;160014411;1;389;119;463;1.9;1;21;;496;0;6509;;;2.23;;;;;;;;;;;9.12;14.86;;;2.69
MCOGER;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;1;140;516;404;2.6;1;30;1;891;704;10543;;;4.66;3.38;0;0;1;0;;;;;;14.64;17.78;;;2.51
MCOGER;2022;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;0;;;;;1;11;1;61;0;1627;8;;2.54;;0;0;0;0;;;;;;3.9;5;;;1
MCOGER;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1;721;0;667;3.1;1;54;0;949;0;10906;;;8;8;0;0;1;1;;;;;;25.9;31.67;;;9.3
MCOGER;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;0;;;;;1;12;0;423;0;5726;;;1.89;1.89;0;0;1;1;;;;;;6.2;9.36;0.19;;5.68
MCOGER;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;1;585;34;;3.87;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;1;154;139;293;1.1;1;20;0;838;0;8502;;;2.86;2.15;0;0;1;1;;;;;;11.41;14.77;;;3.24
MCOGER;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;1;1392;78;675;3.51;1;41;5;1190;919;14645;;;5.5;5.5;0;0;1;1;;;;;;18.39;21.57;0.75;;4.64
MCOGER;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;1;532;71;563;2.08;1;29;0;514;0;7845;;;4.58;4.58;0;0;1;1;;;;;;9.94;12.73;;;1.58
MCOGER;2022;180000200;CH DE VIERZON;180000051;1;170;0;437;1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;180000283;CH SAINT AMAND-MONTROND;180000069;0;;;;;1;46;0;1170;45;15942;;;4;3;0;0;1;0;;;;;;16.27;23.08;0.06;0;14.44
MCOGER;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;1;2751;291;1981;13.97;1;43;0;1301;0;15512;;;10.2;7.4;0;0;1;1;;;;;;28.92;26.95;1.5;;24.34
MCOGER;2022;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;1;;;;4.57;1;23;0;437;0;7231;;;2.63;;0;0;1;1;;;;;;8.72;10.84;0;0;3.14
MCOGER;2022;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1;306;36;212;2.05;1;5;;136;0;1873;;;0.35;;;;;;;;;;;1;2.75;0.18;0;1.65
MCOGER;2022;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;1;528;1497;1173;3.35;1;60;10;1382;1278;19674;;;11.26;11.26;0;0;0;0;;;;;;37.35;39.77;;;35.11
MCOGER;2022;210987657;HOSPICES CIVILS DE BEAUNE;210012175;1;468;57;419;2.89;1;20;;475;0;6906;;;2.08;1.49;0;;1;;;;;;;10.66;9.54;;;3.5
MCOGER;2022;210987673;CH HCO SITE DE MONTBARD;210012142;1;106;250;597;1.6;1;5;2;134;227;1532;;;0.7;;0;0;0;0;;;;;;12.07;15.06;0.1;;6.88
MCOGER;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;1;1906;0;1404;3.63;1;40;;1125;0;13802;;;6.75;4.56;0;0;1;1;;;;;;22.95;25.34;0.17;;9.73
MCOGER;2022;220000095;CTRE HOSPITALIER DINAN;220000046;1;1005;331;903;4;1;12;3;324;158;5800;;;2.34;2.34;0;0;0;0;;;;;;12.8;15.52;;;8.01
MCOGER;2022;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;1;368;5;373;2.9;1;25;8;821;119;8837;;;3.08;;0;;1;;;;;;;10.15;14.35;;;2.17
MCOGER;2022;220000368;CENTRE HOSPITALIER LANNION;220000103;1;397;;380;3.09;1;28;;821;0;9706;;;3.24;2.23;0;;1;;;;;;;12.06;14.77;;;4.38
MCOGER;2022;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;1;428;;394;1.6;1;30;;775;0;9164;;;3.17;;;;;;;;;;;14.06;18.56;;;2.12
MCOGER;2022;220001259;CENTRE HOSPITALIER TREGUIER;220005045;1;3;117;93;0.81;1;30;5;444;234;7526;;;2.68;;;;;;;;;;;10.7;11.8;0.59;;5.46
MCOGER;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;1;478;0;455;4.79;1;15;0;12;0;90;;;0.88;;;;;;;;;;;0.59;0.65;;;
MCOGER;2022;230004657;SITE CROIX BLANCHE;230780058;0;;;;;1;20;0;504;0;5646;;;1;0;0;0;1;0;;;;;;8.31;14.92;0;0;0
MCOGER;2022;240000372;C.H DE BERGERAC;240000059;1;300;222;452;2.5;1;20;0;725;0;7409;;;2.38;2.29;0;0;1;1;;;;;;12.88;15.4;;;6.46
MCOGER;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;1;894;145;916;3.83;1;45;0;891;0;13053;;;6.9;4.17;0;;1;;;;;;;16.78;26.68;0;0;6.44
MCOGER;2022;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;0;;;;;1;25;;143;0;3218;;;1;;0;0;1;1;;;;;;4;9;;;2
MCOGER;2022;240000687;CENTRE HOSPITALIER SARLAT;240000448;1;1;49;50;2;1;15;0;345;0;3108;;;1.14;0.31;;;1;1;;;;;;8.21;12.85;;;6.87
MCOGER;2022;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;1;244;403;665;5.86;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;250006954;CHRU JEAN MINJOZ;250000015;1;3897;1039;1227;8.59;1;28;3;871;414;13123;0;0;3.15;0.74;0;0;0;0;0;0;0;0;0;22.42;29.2;0.35;0;15.59
MCOGER;2022;260000013;CH DE VALENCE;260000021;1;413;115;;4.93;1;30;2;927;282;10988;;;2.6;2;0;0;1;1;;;;;;10.02;16.56;0.84;;5.55
MCOGER;2022;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;1;507;202;185;5.5;1;12;1;425;60;4227;0;0;2.71;0;0;;0;;0;0;0;0;0;4.09;4.66;0.03;0;1.42
MCOGER;2022;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;1;0;7;7;2.9;1;30;;664;0;10591;0;0;4.61;3.54;0;0;1;1;0;0;0;0;0;18.06;17.34;0;0;4.16
MCOGER;2022;270000045;CH BERNAY;270000060;1;0;95;119;1.4;1;11;;225;0;3189;;;;;;;;;;;;;;4.53;5.35;;;0.22
MCOGER;2022;270000359;CH EVREUX CH EURE-SEINE;270023724;1;772;0;608;4.25;1;25;0;765;0;10295;;;3.04;3.04;0;;1;;;;;;;17.26;21.64;;;4.58
MCOGER;2022;270000367;CH GISORS;270000086;0;;;;;1;10;0;515;0;3517;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;1.55;0;0.08;0;0.29
MCOGER;2022;270000391;CH LOUVIERS CHI ELBEUF;760024042;0;;;;;1;15;0;538;0;5549;0;0;2;2;0;0;0;0;;;;;;19.01;23.08;0;0;9.5
MCOGER;2022;270000425;CH PONT-AUDEMER;270000102;0;;;;;1;10;0;242;0;2990;;;7.06;;;;;;;;;;;28.22;25.2;;;35.79
MCOGER;2022;270000458;CH VERNON CH EURE-SEINE;270023724;1;351;0;351;1.5;1;22;0;720;0;7709;;;0.65;0.65;1;1;1;1;;;;;;9.87;17.88;;;2
MCOGER;2022;280000043;CH CHARTRES - HÔTEL DIEU;280000134;0;;;;;1;0;2;;158;;;;;;0;0;0;0;;;;;;1;0.06;0;0;1.59
MCOGER;2022;280000084;CH DREUX;280000183;1;1018;169;913;2.5;1;46;0;1640;0;14741;;;8.31;3.25;0;;1;;;;;;;19.03;25.51;;;10.9
MCOGER;2022;280000662;CH CHATEAUDUN;280500075;0;;;;;1;30;;555;0;8215;;;9.25;;;;;;;;;;;7.13;12.46;;;1
MCOGER;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;599;56;466;3.21;1;53;0;1215;0;16646;0;0;2.65;2.65;0;0;1;1;0;0;0;0;0;18.16;24.36;0;0;8.91
MCOGER;2022;290000025;CHIC QUIMPER;290020700;1;1074;34;923;4.28;1;24;6;508;693;8413;;;6.03;6.03;0;0;0;0;;;;;;11.33;16.36;0;0;6.37
MCOGER;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;1007;149;906;3;1;25;;732;3;9064;;;4.01;0.26;0;0;0;0;;;;;;12.58;14.88;;;9.59
MCOGER;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;0;;;;;1;14;0;502;0;4480;;;2;1.5;0;0;0;0;;;;;;7.29;9.33;;;2.09
MCOGER;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;1;174;5;162;0.89;1;24;8;775;140;8242;0;0;2.27;1.78;0;0;1;1;0;0;0;0;0;11.86;12.91;0.5;0;1
MCOGER;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;1;239;0;228;1.4;1;26;;754;;;;;2.77;2.77;0;0;0;0;;;;;;;;;;
MCOGER;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;339;12;345;1.4;1;28;;796;0;9524;;;3.2;;;;1;0;;;;;;12.14;13.22;;;6.45
MCOGER;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1;367;280;548;1.37;1;38;5;857;898;13483;;;5.26;2.49;0;0;1;1;;;;;;19.53;25.9;;;9.96
MCOGER;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;1;952;0;826;3.2;1;26;0;673;0;10050;;;;;0;0;0;0;;;;;;10.97;15.07;;;2.18
MCOGER;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;1;982;;982;2.2;1;20;0;867;0;8849;;;4.82;;0;0;1;1;;;;;;11.42;16.13;;;4.71
MCOGER;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1;1389;0;1286;3.4;1;30;2;800;260;10126;0;;11.27;2.58;0;0;1;1;;;;;;33.42;38.88;2;0;23.95
MCOGER;2022;300000023;CH ALES CEVENNES;300780046;1;322;;321;2.8;1;19;0;691;0;6934;0;0;1;1;0;0;0;0;0;0;0;0;0;8.33;13.43;0.35;0;5.14
MCOGER;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;137;0;127;2.79;1;23;2;477;3;6770;0;0;2;1;0;0;0;0;;;;;;0.48;1;0.5;0;2.34
MCOGER;2022;300000072;CH LE VIGAN;300780095;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;0;;;;;1;27;0;71;0;571;;;2.7;0;0;0;1;0;;;;;;7.2;7.2;0;0;0.8
MCOGER;2022;300782117;CHU NIMES CAREMEAU;300780038;1;2040;730;2114;8.23;1;54;5;1571;1316;24804;;;18.46;5.16;0;0;1;1;;;;;;24.47;28.35;1;;15.32
MCOGER;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;300;2;297;1.7;1;19;0;522;0;6621;;;3.96;2.95;;;1;;;;;;;9.41;14.38;;;5.51
MCOGER;2022;310013628;CH MURET;310786256;1;131;62;193;1.16;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;310021571;CL DES MINIMES TOULOUSE;310021563;1;0;102;102;0.5;1;14;5;457;26;2833;;;1.8;0.8;0;0;1;1;;;;;;6.17;7.99;0.25;;1.5
MCOGER;2022;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;0;;;;;1;18;;957;0;6407;;;2.05;1.05;1;1;1;1;;;;;;13.63;15.98;0.2;;2.39
MCOGER;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;1;89;;74;0.15;1;26;0;564;0;5863;;;2.4;1;;;1;1;;;;;;13.71;11.7;;;0
MCOGER;2022;310780259;CL PASTEUR TOULOUSE;310000096;1;745;0;745;1.5;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;1;511;0;404;1.94;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;1;270;0;266;3.5;1;12;0;334;0;3670;;;2.73;2.73;;;;;;;;;;9.91;15.98;;;6.11
MCOGER;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;1;;115;115;0.2;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;2240;1082;2814;10.8;1;78;9;2907;2518;23318;;;;;1;0;1;0;;;;;;51.84;51.83;;;6.26
MCOGER;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;0;;;;;1;18;;1585;0;7583;;;2.99;1.99;0;0;1;1;;;;;;13.53;12.96;;0.2;2.7
MCOGER;2022;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;0;;;;;1;;8;0;2443;0;;;4.7;2.9;;;;;;;;;;4.4;3;;;6.2
MCOGER;2022;310786389;CL DES PYRENEES COLOMIERS;310001433;0;;;;;1;5;;79;0;935;;;0.58;0.05;;;1;0;;;;;;2.7;2.87;0.28;;0.5
MCOGER;2022;320000086;CH AUCH EN GASCOGNE;320780117;1;278;129;403;1.6;1;20;0;602;0;6970;;;0.72;0.38;0;0;0;0;;;;;;6.66;12.08;0;0;2.01
MCOGER;2022;320000102;CH CONDOM;320780133;1;5;5;5;0.2;1;20;;698;0;6180;;;1.55;;0;0;0;0;;;;;;8.54;17.15;;;4.9
MCOGER;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;0;;;;;1;43;0;629;0;8224;;;6.19;;0;0;1;1;;;;;;21.46;31.51;;;3.29
