BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A54;1;10;;;;6283;;0;
SSR;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A58;1;;;;;0;;0;
SSR;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A59;1;57;;;;14481;;0;
SSR;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_E51;1;;;;;0;;0;
SSR;2022;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_TOT;;91;33215;;826;28008;48;0;
SSR;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;SSR_A;;100;36500;15;633;28514;85;3412;
SSR;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;SSR_A50;1;47;;0;;6563;;0;
SSR;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;SSR_A51;1;20;;10;;14608;;1024;
SSR;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;SSR_A52;1;33;;5;;7343;;2388;
SSR;2022;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;SSR_TOT;;100;36500;15;633;28514;85;3412;0
SSR;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;SSR_A;;28;10220;;326;8374;3;0;
SSR;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;SSR_A50;1;28;;;;8374;;0;
SSR;2022;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;SSR_TOT;;28;10220;;326;8374;3;0;
SSR;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A;;56;20440;25;328;16924;56;2388;
SSR;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A50;1;7;;;;31;;0;
SSR;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A51;1;27;;8;;9328;;433;
SSR;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A52;1;22;;17;;7565;;1955;
SSR;2022;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_TOT;;56;20440;25;328;16924;56;2388;1
SSR;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;SSR_A;;42;25550;13;461;15926;20;3204;
SSR;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;SSR_A50;1;14;;;;4839;;0;
SSR;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;SSR_A53;1;;;5;;0;;1694;
SSR;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;SSR_A54;1;;;5;;0;;650;
SSR;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;SSR_A59;1;28;;3;;11087;;860;
SSR;2022;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;SSR_TOT;;42;25550;13;461;15926;20;3204;0
SSR;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_A;;91;33215;5;802;29044;31;439;
SSR;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_A50;1;10;;;;0;;0;
SSR;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_A54;1;81;;5;;29044;;439;
SSR;2022;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_TOT;;91;33215;5;802;29044;31;439;0
SSR;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A;;100;36500;;402;30265;129;0;
SSR;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A50;1;5;;;;443;;0;
SSR;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A51;1;20;;;;12437;;0;
SSR;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A52;1;75;;;;17385;;0;
SSR;2022;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_TOT;;100;36500;;402;30265;129;0;
SSR;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E;;70;25550;3;750;14096;13;1047;
SSR;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E50;1;45;;1;;11005;;937;
SSR;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E55;1;15;;1;;2568;;19;
SSR;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E58;1;10;;1;;523;;91;
SSR;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_TOT;;70;25550;3;750;14096;13;1047;0
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_A;;;572;20;142;572;0;2850;
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_A57;1;;;20;;572;;2850;
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_E;;67;24455;20;1315;8359;6;6012;
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_E50;1;;;;;0;;0;
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_E51;1;6;;2;;1364;;272;
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_E52;1;29;;6;;3517;;1338;
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_E57;1;32;;12;;3478;;4402;
SSR;2022;010780492;CRF ROMANS-FERRARI;360000707;SSR_TOT;;67;25027;40;1457;8931;6;8862;0
SSR;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;SSR_A;;30;10950;;188;5615;10;0;
SSR;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;SSR_A50;1;30;;;;5615;;0;
SSR;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;SSR_TOT;;30;10950;;188;5615;10;0;0
SSR;2022;020000089;CH GUISE;020000022;SSR_A;;42;15330;;369;11609;21;0;
SSR;2022;020000089;CH GUISE;020000022;SSR_A50;1;22;;;;5857;;0;
SSR;2022;020000089;CH GUISE;020000022;SSR_A59;1;20;;;;5752;;0;
SSR;2022;020000089;CH GUISE;020000022;SSR_TOT;;42;15330;;369;11609;21;0;0
SSR;2022;020000097;CH LA FÈRE;020000048;SSR_A;;31;11315;;288;7483;5;0;
SSR;2022;020000097;CH LA FÈRE;020000048;SSR_A59;1;31;;;;7483;;0;
SSR;2022;020000097;CH LA FÈRE;020000048;SSR_TOT;;31;11315;;288;7483;5;0;0
SSR;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;SSR_A;;15;5475;;213;3625;1;0;
SSR;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;SSR_A50;1;15;;;;3625;;0;
SSR;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;SSR_TOT;;15;5475;;213;3625;1;0;
SSR;2022;020000162;CH SAINT-QUENTIN;020000063;SSR_A;;56;17785;;530;13095;19;0;
SSR;2022;020000162;CH SAINT-QUENTIN;020000063;SSR_A50;1;7;;;;115;;0;
SSR;2022;020000162;CH SAINT-QUENTIN;020000063;SSR_A51;1;8;;;;3169;;0;
SSR;2022;020000162;CH SAINT-QUENTIN;020000063;SSR_A52;1;11;;;;2330;;0;
SSR;2022;020000162;CH SAINT-QUENTIN;020000063;SSR_A59;1;30;;;;7481;;0;
SSR;2022;020000162;CH SAINT-QUENTIN;020000063;SSR_TOT;;56;17785;;530;13095;19;0;0
SSR;2022;020000246;CH VERVINS;020000071;SSR_A;;33;12045;;243;5915;2;0;
SSR;2022;020000246;CH VERVINS;020000071;SSR_A50;1;33;;;;5915;;0;
SSR;2022;020000246;CH VERVINS;020000071;SSR_TOT;;33;12045;;243;5915;2;0;0
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A;;247;93709;16;2016;78857;200;9610;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A50;1;8;;;;2975;;0;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A51;1;99;;6;;31819;;4361;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A52;1;38;;5;;10473;;1661;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A53;1;2;;;;460;;0;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A54;1;16;;;;5151;;0;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A55;1;21;;1;;7357;;1187;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A59;1;63;;4;;20622;;2401;
SSR;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_TOT;;247;93709;16;2016;78857;200;9610;1
SSR;2022;020000394;CH LAON;020000253;SSR_A;;;0;16;0;0;0;2161;
SSR;2022;020000394;CH LAON;020000253;SSR_A53;1;;;16;;0;;2161;
SSR;2022;020000394;CH LAON;020000253;SSR_TOT;;;0;16;0;0;0;2161;0
SSR;2022;020000519;CH SOISSONS;020000261;SSR_A;;60;20760;;607;15405;6;0;
SSR;2022;020000519;CH SOISSONS;020000261;SSR_A50;1;60;;;;15405;;0;
SSR;2022;020000519;CH SOISSONS;020000261;SSR_A59;1;;;;;0;;0;
SSR;2022;020000519;CH SOISSONS;020000261;SSR_TOT;;60;20760;;607;15405;6;0;0
SSR;2022;020000535;CH CHAUNY;020000287;SSR_A;;30;10950;;333;8138;1;0;
SSR;2022;020000535;CH CHAUNY;020000287;SSR_A50;1;;;;;0;;0;
SSR;2022;020000535;CH CHAUNY;020000287;SSR_A59;1;30;;;;8138;;0;
SSR;2022;020000535;CH CHAUNY;020000287;SSR_TOT;;30;10950;;333;8138;1;0;0
SSR;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A;;184;55247;16;1503;42212;118;4983;
SSR;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A50;1;184;;16;;42212;;4983;
SSR;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A51;1;;;;;0;;0;
SSR;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A52;1;;;;;0;;0;
SSR;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A55;1;;;;;0;;0;
SSR;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_TOT;;184;55247;16;1503;42212;118;4983;1
SSR;2022;020001087;CH HIRSON;020004495;SSR_A;;30;10950;;266;6335;3;0;
SSR;2022;020001087;CH HIRSON;020004495;SSR_A50;1;30;;;;6335;;0;
SSR;2022;020001087;CH HIRSON;020004495;SSR_TOT;;30;10950;;266;6335;3;0;0
SSR;2022;020003877;SSR CH LAON;020000253;SSR_A;;40;13279;;396;9444;3;0;
SSR;2022;020003877;SSR CH LAON;020000253;SSR_A59;1;40;;;;9444;;0;
SSR;2022;020003877;SSR CH LAON;020000253;SSR_TOT;;40;13279;;396;9444;3;0;0
SSR;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;SSR_A;;14;5110;;100;4835;6;0;
SSR;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;SSR_A50;1;;;;;0;;0;
SSR;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;SSR_A58;1;14;;;;4835;;0;
SSR;2022;020010310;SSR AURORE BUCY-LE-LONG;750719361;SSR_TOT;;14;5110;;100;4835;6;0;0
SSR;2022;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A;;;;8;0;0;0;4080;
SSR;2022;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A51;1;;;6;;0;;2872;
SSR;2022;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A52;1;;;1;;0;;984;
SSR;2022;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A54;1;;;1;;0;;224;
SSR;2022;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_TOT;;;;8;0;0;0;4080;0
SSR;2022;030000012;CH DE NERIS LES BAINS;030780100;SSR_A;;49;14254;10;314;11536;26;2543;
SSR;2022;030000012;CH DE NERIS LES BAINS;030780100;SSR_A50;1;;;;;0;;0;
SSR;2022;030000012;CH DE NERIS LES BAINS;030780100;SSR_A51;1;25;;6;;8842;;1733;
SSR;2022;030000012;CH DE NERIS LES BAINS;030780100;SSR_A52;1;24;;4;;2694;;810;
SSR;2022;030000012;CH DE NERIS LES BAINS;030780100;SSR_TOT;;49;14254;10;314;11536;26;2543;0
SSR;2022;030000061;CH DE MOULINS;030780092;SSR_A;;40;14055;1;358;13003;24;215;
SSR;2022;030000061;CH DE MOULINS;030780092;SSR_A50;1;18;;1;;6511;;215;
SSR;2022;030000061;CH DE MOULINS;030780092;SSR_A59;1;22;;;;6492;;0;
SSR;2022;030000061;CH DE MOULINS;030780092;SSR_TOT;;40;14055;1;358;13003;24;215;0
SSR;2022;030000079;CH DE MONTLUCON;030780100;SSR_A;;30;7300;;291;7202;1;0;
SSR;2022;030000079;CH DE MONTLUCON;030780100;SSR_A50;1;;;;;0;;0;
SSR;2022;030000079;CH DE MONTLUCON;030780100;SSR_A59;1;30;;;;7202;;0;
SSR;2022;030000079;CH DE MONTLUCON;030780100;SSR_TOT;;30;7300;;291;7202;1;0;0
SSR;2022;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_A;;68;24820;5;533;18247;29;545;
SSR;2022;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_A50;1;24;;5;;8399;;545;
SSR;2022;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_A59;1;44;;;;9848;;0;
SSR;2022;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_TOT;;68;24820;5;533;18247;29;545;0
SSR;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;SSR_A;;40;14600;2;427;14127;28;173;
SSR;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;SSR_A50;1;40;;2;;14127;;173;
SSR;2022;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;SSR_TOT;;40;14600;2;427;14127;28;173;
SSR;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_A;;89;32485;;695;25327;47;0;
SSR;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_A50;1;61;;;;19608;;0;
SSR;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_A58;1;28;;;;5719;;0;
SSR;2022;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_TOT;;89;32485;;695;25327;47;0;0
SSR;2022;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;SSR_A;;36;13140;5;340;7789;18;459;
SSR;2022;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;SSR_A50;1;36;;5;;7789;;459;
SSR;2022;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;SSR_TOT;;36;13140;5;340;7789;18;459;0
SSR;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_A;;53;20075;10;303;9387;10;5754;
SSR;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_A50;1;30;;10;;8098;;5754;
SSR;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_A59;1;23;;;;1289;;0;
SSR;2022;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_TOT;;53;20075;10;303;9387;10;5754;0
SSR;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;SSR_A;;39;13650;;410;11698;2;0;
SSR;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;SSR_A50;1;39;;;;11698;;0;
SSR;2022;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;SSR_TOT;;39;13650;;410;11698;2;0;0
SSR;2022;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;SSR_A;;10;3650;10;101;2511;3;10;
SSR;2022;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;SSR_A50;1;10;;10;;2511;;10;
SSR;2022;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;SSR_TOT;;10;3650;10;101;2511;3;10;
SSR;2022;040000044;EPS DUCELIA DE CASTELLANE;040780140;SSR_A;;5;1825;;60;1971;4;0;
SSR;2022;040000044;EPS DUCELIA DE CASTELLANE;040780140;SSR_A50;1;5;;;;1971;;0;
SSR;2022;040000044;EPS DUCELIA DE CASTELLANE;040780140;SSR_TOT;;5;1825;;60;1971;4;0;
SSR;2022;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;SSR_A;;46;16790;;436;15488;31;0;
SSR;2022;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;SSR_A51;1;46;;;;15488;;0;
SSR;2022;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;SSR_TOT;;46;16790;;436;15488;31;0;0
SSR;2022;040000119;EPS LUMIERE DE RIEZ;040780231;SSR_A;;15;5475;;231;5756;6;0;
SSR;2022;040000119;EPS LUMIERE DE RIEZ;040780231;SSR_A50;1;15;;;;5756;;0;
SSR;2022;040000119;EPS LUMIERE DE RIEZ;040780231;SSR_TOT;;15;5475;;231;5756;6;0;0
SSR;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_A;;15;5475;10;203;6278;9;1606;
SSR;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_A50;1;15;;;;6278;;0;
SSR;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_A53;1;;;10;;0;;1606;
SSR;2022;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_TOT;;15;5475;10;203;6278;9;1606;
SSR;2022;040780389;CLINIQUE MEDICALE JEAN GIONO;040000192;SSR_A;;81;29565;;602;21646;64;0;
SSR;2022;040780389;CLINIQUE MEDICALE JEAN GIONO;040000192;SSR_A50;1;1;;;;17727;;0;
SSR;2022;040780389;CLINIQUE MEDICALE JEAN GIONO;040000192;SSR_A59;1;80;;;;3919;;0;
SSR;2022;040780389;CLINIQUE MEDICALE JEAN GIONO;040000192;SSR_TOT;;81;29565;;602;21646;64;0;0
SSR;2022;040780405;CENTRE DES CARMES;040000168;SSR_A;;70;25550;5;640;26683;88;2344;
SSR;2022;040780405;CENTRE DES CARMES;040000168;SSR_A50;1;35;;5;;6940;;2344;
SSR;2022;040780405;CENTRE DES CARMES;040000168;SSR_A51;1;35;;;;19743;;;
SSR;2022;040780405;CENTRE DES CARMES;040000168;SSR_E;;;;5;0;0;0;77;
SSR;2022;040780405;CENTRE DES CARMES;040000168;SSR_E51;1;;;5;;0;;77;
SSR;2022;040780405;CENTRE DES CARMES;040000168;SSR_TOT;;70;25550;10;640;26683;88;2421;0
SSR;2022;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A;;80;29200;10;767;27461;68;3935;
SSR;2022;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A50;1;;;;;0;;0;
SSR;2022;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A51;1;40;;10;;15356;;3935;
SSR;2022;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A52;1;40;;;;12105;;0;
SSR;2022;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_TOT;;80;29200;10;767;27461;68;3935;0
SSR;2022;040780520;KORIAN LE VERDON;750056335;SSR_A;;40;14480;;345;14393;49;0;
SSR;2022;040780520;KORIAN LE VERDON;750056335;SSR_A50;1;40;;;;14393;;0;
SSR;2022;040780520;KORIAN LE VERDON;750056335;SSR_TOT;;40;14480;;345;14393;49;0;
SSR;2022;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_A;;66;24090;;346;14936;43;0;
SSR;2022;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_A50;1;20;;;;4113;;0;
SSR;2022;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_A59;1;46;;;;10823;;0;
SSR;2022;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_TOT;;66;24090;;346;14936;43;0;0
SSR;2022;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A;;90;32760;25;640;24508;55;3319;
SSR;2022;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A50;1;26;;5;;5324;;741;
SSR;2022;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A51;1;42;;19;;11812;;1999;
SSR;2022;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A53;1;;;;;0;;0;
SSR;2022;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A54;1;22;;1;;7372;;579;
SSR;2022;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_TOT;;90;32760;25;640;24508;55;3319;
SSR;2022;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;SSR_A;;62;22630;;510;17973;34;0;
SSR;2022;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;SSR_A50;1;62;;;;17973;;0;
SSR;2022;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;SSR_TOT;;62;22630;;510;17973;34;0;0
SSR;2022;050000066;CENTRE MEDICAL LA SOURCE;050000082;SSR_A;;60;21900;;407;11663;9;0;
SSR;2022;050000066;CENTRE MEDICAL LA SOURCE;050000082;SSR_A50;1;60;;;;11663;;0;
SSR;2022;050000066;CENTRE MEDICAL LA SOURCE;050000082;SSR_TOT;;60;21900;;407;11663;9;0;
SSR;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A;;20;7300;;235;6411;7;0;
SSR;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A50;1;6;;;;4323;;0;
SSR;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A59;1;14;;;;2088;;0;
SSR;2022;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_TOT;;20;7300;;235;6411;7;0;
SSR;2022;050000298;LA GUISANE;050000496;SSR_E;;53;16900;;377;13681;8;0;
SSR;2022;050000298;LA GUISANE;050000496;SSR_E50;1;0;;;;0;;0;
SSR;2022;050000298;LA GUISANE;050000496;SSR_E54;1;53;;;;13681;;0;
SSR;2022;050000298;LA GUISANE;050000496;SSR_TOT;;53;16900;;377;13681;8;0;0
SSR;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_A;;30;10950;;240;8821;7;0;
SSR;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_A50;1;;;;;0;;0;
SSR;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_A59;1;30;;;;8821;;0;
SSR;2022;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_TOT;;30;10950;;240;8821;7;0;
SSR;2022;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;SSR_A;;72;26280;5;519;22154;36;603;
SSR;2022;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;SSR_A50;1;;;;;0;;0;
