BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST
CHIRCAR_P;2022;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;21.87;;;
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M103X;7.07;;1;1
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M1040;6.85;;1;1
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M104H;4.76;;1;1
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M2140;2.5;;0;1
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2200;20.42;;;
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2310;2.1;;;
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N4130;4.07;;;
CHIRCAR_P;2022;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;NAUT;0.92;;;
CHIRCAR_P;2022;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M103X;;10;0;1
CHIRCAR_P;2022;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M1040;;5;0;1
CHIRCAR_P;2022;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M1160;;1;0;1
CHIRCAR_P;2022;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N2200;7.55;;;
CHIRCAR_P;2022;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N2510;6.65;;;
CHIRCAR_P;2022;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;NAUT;7;;;
CHIRCAR_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1040;0.3;;1;0
CHIRCAR_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2200;3.26;;;
CHIRCAR_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2510;1;;;
CHIRCAR_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N4130;0.48;;;
CHIRCAR_P;2022;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NAUT;0.55;;;
CHIRCAR_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1040;1.09;;0;1
CHIRCAR_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2200;2.02;;;
CHIRCAR_P;2022;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N4130;1;;;
CHIRCAR_P;2022;110000023;CH CARCASSONNE;110780061;M1040;2;1;1;1
CHIRCAR_P;2022;110000023;CH CARCASSONNE;110780061;N2200;5.92;;;
CHIRCAR_P;2022;110000023;CH CARCASSONNE;110780061;N2510;1.82;;;
CHIRCAR_P;2022;110000023;CH CARCASSONNE;110780061;N4130;1.97;;;
CHIRCAR_P;2022;110000023;CH CARCASSONNE;110780061;NAUT;1.59;;;
CHIRCAR_P;2022;110000056;CH NARBONNE;110780137;M1040;0.2;;0;1
CHIRCAR_P;2022;110000056;CH NARBONNE;110780137;N2200;0.2;;;
CHIRCAR_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1040;2;2;0;1
CHIRCAR_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2200;5.25;;;
CHIRCAR_P;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N4130;2.9;;;
CHIRCAR_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1040;3.09;;;1
CHIRCAR_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2200;8.84;;;
CHIRCAR_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2510;1.95;;;
CHIRCAR_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N4130;2.72;;;
CHIRCAR_P;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;1.68;;;
CHIRCAR_P;2022;130041767;EUROMED CARDIO;130041262;M103X;;19;;
CHIRCAR_P;2022;130041767;EUROMED CARDIO;130041262;M1040;;7;;
CHIRCAR_P;2022;130041767;EUROMED CARDIO;130041262;N2200;1;;;
CHIRCAR_P;2022;130041767;EUROMED CARDIO;130041262;N2320;3.2;;;
CHIRCAR_P;2022;130041767;EUROMED CARDIO;130041262;N4130;4;;;
CHIRCAR_P;2022;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;M103X;5;5;0;1
CHIRCAR_P;2022;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;M1040;11;11;1;0
CHIRCAR_P;2022;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N2200;5;0;;
CHIRCAR_P;2022;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N4130;4;0;;
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;M1040;5.7;;1;1
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;M104H;5.7;;0;0
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;M2140;0.55;;1;1
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;MAUT;3.38;;0;0
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;N2200;48.11;;;
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;N2510;31.09;;;
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;N4130;5.98;;;
CHIRCAR_P;2022;130780521;APHM HOPITAL NORD;130786049;NAUT;15.27;;;
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M103X;0;17;1;1
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1040;0;20;1;0
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1160;0;18;0;1
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2200;58;;;
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2320;2;;;
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2510;1;;;
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N4130;9;;;
CHIRCAR_P;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;NAUT;9;;;
CHIRCAR_P;2022;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M103X;;10;0;1
CHIRCAR_P;2022;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M1040;;11;1;1
CHIRCAR_P;2022;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N2200;6.5;;;
CHIRCAR_P;2022;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N2510;5.5;;;
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;M1040;17.5;;1;1
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;M104H;17.5;;1;1
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;M2140;1;;0;0
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;MAUT;6.34;;0;0
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;N2200;79.94;;;
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;N2320;0.28;;;
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;N2510;51.12;;;
CHIRCAR_P;2022;130783293;APHM HOPITAL LA TIMONE;130786049;NAUT;15.72;;;
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M103X;;5;0;0
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1040;;10;0;0
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M104H;;4;0;0
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1160;;6;0;0
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M2140;0.8;4;0;1
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2200;15.9;;;
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2510;11.56;;;
CHIRCAR_P;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NAUT;7.29;;;
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;M103X;;5;1;0
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;M1040;;15;1;1
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;M1160;;2;0;1
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;N2200;10;;;
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;N2310;1;;;
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;N2510;2;;;
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;N4130;3;;;
CHIRCAR_P;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;NAUT;2;;;
CHIRCAR_P;2022;130785652;HOPITAL SAINT JOSEPH;130014228;M103X;;13;;
CHIRCAR_P;2022;130785652;HOPITAL SAINT JOSEPH;130014228;M1040;;14;;
CHIRCAR_P;2022;130785652;HOPITAL SAINT JOSEPH;130014228;M104H;;3;;
CHIRCAR_P;2022;130785652;HOPITAL SAINT JOSEPH;130014228;M2140;;3;;
CHIRCAR_P;2022;130785652;HOPITAL SAINT JOSEPH;130014228;N2200;7.03;;;
CHIRCAR_P;2022;130785652;HOPITAL SAINT JOSEPH;130014228;N4130;5.01;;;
CHIRCAR_P;2022;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;4.02;;;
CHIRCAR_P;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1040;2.3;;0;1
CHIRCAR_P;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M104H;0.3;;0;0
CHIRCAR_P;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1140;3.68;;0;1
CHIRCAR_P;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;MAUT;2;;0;0
CHIRCAR_P;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N2200;7;;;
CHIRCAR_P;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N2510;0.66;;;
CHIRCAR_P;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;NAUT;19.53;;;
CHIRCAR_P;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;M1040;14.58;;1;1
CHIRCAR_P;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;M2140;4.7;;1;0
CHIRCAR_P;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;N2200;42.36;;;
CHIRCAR_P;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;N2510;35.46;;;
CHIRCAR_P;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;NAUT;11.27;;;
CHIRCAR_P;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M103X;;10;1;1
CHIRCAR_P;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M1040;;9;1;1
CHIRCAR_P;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M2140;;3;0;1
CHIRCAR_P;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2200;21.98;;;
CHIRCAR_P;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2320;7.67;;;
CHIRCAR_P;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2510;17.97;;;
CHIRCAR_P;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;NAUT;2.88;;;
CHIRCAR_P;2022;150000040;CH HENRI MONDOR;150780096;M1040;1.57;;0;1
CHIRCAR_P;2022;150000040;CH HENRI MONDOR;150780096;N2200;8.14;;;
CHIRCAR_P;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M1040;1.57;;1;1
CHIRCAR_P;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M104H;;;1;1
CHIRCAR_P;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2200;4.04;;;
CHIRCAR_P;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2510;2.13;;;
CHIRCAR_P;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N4130;3;;;
CHIRCAR_P;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;NAUT;0.5;;;
CHIRCAR_P;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M1040;8.3;;;1
CHIRCAR_P;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2200;18.5;;;
CHIRCAR_P;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2510;20.82;;;
CHIRCAR_P;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N4130;3.1;;;
CHIRCAR_P;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;5.9;;;
CHIRCAR_P;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M1040;0.96;;0;1
CHIRCAR_P;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M104H;;;0;1
CHIRCAR_P;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;MAUT;1.28;;;
CHIRCAR_P;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2200;12.01;;;
CHIRCAR_P;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2510;2.06;;;
CHIRCAR_P;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N4130;0.89;;;
CHIRCAR_P;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;NAUT;1.86;;;
CHIRCAR_P;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;M1040;2.1;;1;1
CHIRCAR_P;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;N2200;5.65;;;
CHIRCAR_P;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;N4130;1.3;;;
CHIRCAR_P;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;0.5;;;
CHIRCAR_P;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M1040;1.7;;0;1
CHIRCAR_P;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2200;6.5;;;
CHIRCAR_P;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2510;0.8;;;
CHIRCAR_P;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;NAUT;0.29;;;
CHIRCAR_P;2022;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M1040;0.2;;1;0
CHIRCAR_P;2022;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M103X;;17;0;1
CHIRCAR_P;2022;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M1040;;7;1;1
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M103X;1.76;;1;0
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1040;8.62;9;1;1
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M104H;1.46;;1;1
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M2140;4.5;;0;1
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2200;10.6;;;
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2320;4.15;;;
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2510;5.88;;;
CHIRCAR_P;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;NAUT;1.61;;;
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M103X;24.46;;1;0
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1040;6.48;;0;1
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1140;;;1;0
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1160;;;0;1
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M2140;;;0;1
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2200;10.47;;;
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2510;4.43;;;
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N4130;1.18;;;
CHIRCAR_P;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;NAUT;9.14;;;
CHIRCAR_P;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;MAUT;3.45;;0;1
CHIRCAR_P;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;N2200;11.8;;;
CHIRCAR_P;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;N2510;8.2;;;
CHIRCAR_P;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;NAUT;8.4;;;
CHIRCAR_P;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M1040;3.01;;0;1
CHIRCAR_P;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2200;12;;;
CHIRCAR_P;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2510;5;;;
CHIRCAR_P;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;NAUT;1.48;;;
CHIRCAR_P;2022;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;M1040;;13;;
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;M103X;3.12;1;;
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;M1040;4.55;11;1;0
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;M2140;2.75;4;1;1
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;N2200;9.11;;;
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;N2310;8.44;;;
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;N2320;1.63;;;
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;N2510;2.48;;;
CHIRCAR_P;2022;250006954;CHRU JEAN MINJOZ;250000015;NAUT;0.8;;;
CHIRCAR_P;2022;260000013;CH DE VALENCE;260000021;M103X;0.1;;;
CHIRCAR_P;2022;260000013;CH DE VALENCE;260000021;M1040;3.75;;0;1
CHIRCAR_P;2022;260000013;CH DE VALENCE;260000021;N2200;12.45;;;
CHIRCAR_P;2022;260000013;CH DE VALENCE;260000021;N2310;0.1;;;
CHIRCAR_P;2022;260000013;CH DE VALENCE;260000021;N2510;6.08;;;
CHIRCAR_P;2022;260000013;CH DE VALENCE;260000021;N4130;1.48;;;
CHIRCAR_P;2022;260000013;CH DE VALENCE;260000021;NAUT;2.44;;;
CHIRCAR_P;2022;270000862;CLINIQUE BERGOUIGNAN;270000953;M103X;;13;;
CHIRCAR_P;2022;270000862;CLINIQUE BERGOUIGNAN;270000953;M1040;4.8;;1;1
CHIRCAR_P;2022;270000862;CLINIQUE BERGOUIGNAN;270000953;M1160;;2;;
CHIRCAR_P;2022;270000862;CLINIQUE BERGOUIGNAN;270000953;M2140;;6;1;1
CHIRCAR_P;2022;270000862;CLINIQUE BERGOUIGNAN;270000953;N2200;14.41;;;
CHIRCAR_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M1040;4.09;0;0;1
CHIRCAR_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2200;7.4;0;;
CHIRCAR_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2510;3.44;0;;
CHIRCAR_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N4130;2.25;0;;
CHIRCAR_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;NAUT;1;0;;
CHIRCAR_P;2022;290000025;CHIC QUIMPER;290020700;M1040;3;;0;1
CHIRCAR_P;2022;290000025;CHIC QUIMPER;290020700;N2200;3.64;;;
CHIRCAR_P;2022;290000025;CHIC QUIMPER;290020700;N2510;1.19;;;
CHIRCAR_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M103X;;;1;
CHIRCAR_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M1040;;;1;1
CHIRCAR_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M2140;;;;1
CHIRCAR_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2200;17.49;;;
CHIRCAR_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2510;13.63;;;
CHIRCAR_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NAUT;6.15;;;
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;M103X;;9;;
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;M1040;;9;1;1
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;M104H;;9;1;1
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2200;15.26;;;
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2320;38.41;;;
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2510;8.2;;;
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N4130;2.24;;;
CHIRCAR_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;NAUT;1;;;
CHIRCAR_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;M1040;4.28;5;;
