BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2019;490007929;490000627;M1030;4;;4;0;1
BLOCS_P;2019;490007929;490000627;M200H;16;1;16.2;0;1
BLOCS_P;2019;490007929;490000627;N2200;13;6;17.67;0;1
BLOCS_P;2019;490007929;490000627;N2310;2;;2;0;0
BLOCS_P;2019;490007929;490000627;N2320;2;;2;0;1
BLOCS_P;2019;490007929;490000627;N2510;5;2;6.6;0;0
BLOCS_P;2019;490007929;490000627;N4130;5;;5;0;1
BLOCS_P;2019;490007929;490000627;N4160;1;1;1.5;0;0
BLOCS_P;2019;490007929;490000627;NAUT;3;;3;0;0
BLOCS_P;2019;490014909;490008109;M100H;48;;;0;0
BLOCS_P;2019;490014909;490008109;M1030;21;;;1;0
BLOCS_P;2019;490014909;490008109;M200H;67;;;1;0
BLOCS_P;2019;490014909;490008109;N2200;49;15;46.23;0;1
BLOCS_P;2019;490014909;490008109;N2320;1;5;4.21;0;0
BLOCS_P;2019;490014909;490008109;N2510;2;2;4.64;0;0
BLOCS_P;2019;490014909;490008109;N4160;2;0;1.47;0;1
BLOCS_P;2019;490014909;490008109;NAUT;22;5;24.62;0;0
BLOCS_P;2019;490015906;490000197;M100H;;;;0;1
BLOCS_P;2019;490015906;490000197;M1030;8;;7.7;0;1
BLOCS_P;2019;490015906;490000197;M200H;15;9;19;0;1
BLOCS_P;2019;490015906;490000197;N2200;19;8;25.31;0;1
BLOCS_P;2019;490015906;490000197;N2310;;;;0;1
BLOCS_P;2019;490015906;490000197;N2320;1;;1;0;1
BLOCS_P;2019;490015906;490000197;N2510;3;;3;0;0
BLOCS_P;2019;490015906;490000197;N4160;1;;1;0;0
BLOCS_P;2019;490015906;490000197;NAUT;12;1;12.68;0;0
BLOCS_P;2019;490540440;490004330;M1030;2;1;2.1;0;0
BLOCS_P;2019;490540440;490004330;M200H;8;;8;0;1
BLOCS_P;2019;490540440;490004330;N2200;10;4;13.74;1;0
BLOCS_P;2019;490540440;490004330;N4130;;2;1.5;1;0
BLOCS_P;2019;490540440;490004330;NAUT;1;3;3.27;1;0
BLOCS_P;2019;500000021;500000054;M100H;;1;0.3;0;1
BLOCS_P;2019;500000021;500000054;M1030;2;;2;1;0
BLOCS_P;2019;500000021;500000054;M200H;4;5;9.02;0;1
BLOCS_P;2019;500000021;500000054;N2200;29;20;37.86;0;
BLOCS_P;2019;500000021;500000054;N2310;13;5;16.06;0;1
BLOCS_P;2019;500000021;500000054;N2320;5;3;6.86;0;1
BLOCS_P;2019;500000021;500000054;N2510;23;8;28.61;;
BLOCS_P;2019;500000021;500000054;NAUT;3;14;6.55;;
BLOCS_P;2019;500000146;500000500;M1030;6;;6;0;0
BLOCS_P;2019;500000146;500000500;M200H;31;;31;0;0
BLOCS_P;2019;500000146;500000500;N2200;21;2;19.72;;1
BLOCS_P;2019;500000146;500000500;N2310;;;;;1
BLOCS_P;2019;500000146;500000500;N2320;3;1;2.79;;1
BLOCS_P;2019;500000146;500000500;N2510;2;1;2.4;;0
BLOCS_P;2019;500000146;500000500;N4160;;;;;1
BLOCS_P;2019;500000187;500000013;M100H;3;;1;0;0
BLOCS_P;2019;500000187;500000013;M1030;14;;5.96;1;0
BLOCS_P;2019;500000187;500000013;M200H;17;4;5.2;1;0
BLOCS_P;2019;500000187;500000013;N2200;14;1;11.91;1;1
BLOCS_P;2019;500000187;500000013;N2310;22;3;23.3;1;1
BLOCS_P;2019;500000187;500000013;N2320;13;1;12.75;1;1
BLOCS_P;2019;500000187;500000013;N2510;12;2;13.3;1;1
BLOCS_P;2019;500000187;500000013;N4160;1;;1;0;0
BLOCS_P;2019;500000187;500000013;NAUT;3;1;2.34;0;0
BLOCS_P;2019;500000203;500000542;M100H;1;3;1.8;0;1
BLOCS_P;2019;500000203;500000542;M1030;2;1;2.5;0;1
BLOCS_P;2019;500000203;500000542;M200H;4;5;6.4;0;1
BLOCS_P;2019;500000203;500000542;N2200;10;3;10.86;0;1
BLOCS_P;2019;500000203;500000542;N2310;1;;1;0;0
BLOCS_P;2019;500000203;500000542;N2320;1;2;1.91;0;1
BLOCS_P;2019;500000203;500000542;N2510;1;1;1.6;0;0
BLOCS_P;2019;500000203;500000542;N4160;1;;0.25;0;0
BLOCS_P;2019;500000203;500000542;NAUT;6;3;7;0;0
BLOCS_P;2019;500000260;500000054;M100H;;3;1.48;0;1
BLOCS_P;2019;500000260;500000054;M200H;;1;0.45;0;1
BLOCS_P;2019;500000260;500000054;NAUT;2;0;0.31;0;0
BLOCS_P;2019;500000401;500000609;M100H;1;1;0.85;0;0
BLOCS_P;2019;500000401;500000609;M1030;;10;2.13;0;1
BLOCS_P;2019;500000401;500000609;M200H;3;9;4.54;0;1
BLOCS_P;2019;500000401;500000609;N2200;9;;9;0;1
BLOCS_P;2019;500000401;500000609;N2310;1;3;1.34;0;0
BLOCS_P;2019;500000401;500000609;N2320;1;;0.58;0;1
BLOCS_P;2019;500000401;500000609;N2510;;1;0.6;0;0
BLOCS_P;2019;500000401;500000609;N4160;1;;1;0;0
BLOCS_P;2019;500000401;500000609;NAUT;2;;2;0;0
BLOCS_P;2019;500000450;500000112;M1030;4;1;4.6;1;0
BLOCS_P;2019;500000450;500000112;M200H;10;8;13.98;0;1
BLOCS_P;2019;500000450;500000112;N2200;7;;8.67;;
BLOCS_P;2019;500000450;500000112;N2310;17;1;17.3;;
BLOCS_P;2019;500000450;500000112;N2320;13;;12.61;;
BLOCS_P;2019;500000450;500000112;N2510;11;1;10.95;;
BLOCS_P;2019;500000450;500000112;N4160;1;;0.96;;
BLOCS_P;2019;500002357;500002233;M100H;7;2;8.5;;1
BLOCS_P;2019;500002357;500002233;M1030;5;;5;;1
BLOCS_P;2019;500002357;500002233;M200H;17;;17;;1
BLOCS_P;2019;500002357;500002233;N2200;18;6;22.75;;1
BLOCS_P;2019;500002357;500002233;N2310;2;1;2.75;;1
BLOCS_P;2019;500002357;500002233;N4160;1;;1;;
BLOCS_P;2019;500002357;500002233;NAUT;9;;9;;
BLOCS_P;2019;510000169;510000037;M1030;6;1;6.7;;
BLOCS_P;2019;510000169;510000037;M200H;;22;6.7;;
BLOCS_P;2019;510000169;510000037;N2200;4;3;6.44;;
BLOCS_P;2019;510000169;510000037;N2320;6;3;9.15;;
BLOCS_P;2019;510000169;510000037;N2510;2;;1.87;;
BLOCS_P;2019;510000169;510000037;NAUT;5;1;6.27;;
BLOCS_P;2019;510000185;510000532;M100H;;3;;1;1
BLOCS_P;2019;510000185;510000532;M1030;;32;;1;1
BLOCS_P;2019;510000185;510000532;M200H;35;;;1;1
BLOCS_P;2019;510000185;510000532;N2200;30;7;29.5;;
BLOCS_P;2019;510000185;510000532;N2320;1;0;0.58;;
BLOCS_P;2019;510000185;510000532;N2510;3;1;3.29;;
BLOCS_P;2019;510000185;510000532;NAUT;2;0;2;;
BLOCS_P;2019;510000235;510000060;M100H;;2;0.2;0;1
BLOCS_P;2019;510000235;510000060;M1030;2;3;2.78;1;0
BLOCS_P;2019;510000235;510000060;M200H;;8;1.54;0;1
BLOCS_P;2019;510000235;510000060;N2200;5;7;7.98;0;1
BLOCS_P;2019;510000235;510000060;N2310;3;;3.47;0;1
BLOCS_P;2019;510000235;510000060;N2320;2;;2.14;0;1
BLOCS_P;2019;510000235;510000060;N2510;;1;0.96;0;0
BLOCS_P;2019;510000235;510000060;N4160;;1;0.8;0;0
BLOCS_P;2019;510000235;510000060;NAUT;;1;0.23;0;0
BLOCS_P;2019;510000243;510000573;M100H;2;6;4.1;0;1
BLOCS_P;2019;510000243;510000573;M1030;2;0;2;0;1
BLOCS_P;2019;510000243;510000573;M200H;8;6;9;0;1
BLOCS_P;2019;510000243;510000573;N2200;3;0;3;0;1
BLOCS_P;2019;510000243;510000573;N2310;1;1;1.6;0;0
BLOCS_P;2019;510000243;510000573;N2320;2;1;2.8;0;1
BLOCS_P;2019;510000243;510000573;N2510;2;0;1.5;0;0
BLOCS_P;2019;510000243;510000573;NAUT;3;1;3.8;0;0
BLOCS_P;2019;510000516;510000136;M1030;;3;2.65;;
BLOCS_P;2019;510000516;510000136;M200H;4;1;4.8;;
BLOCS_P;2019;510000516;510000136;N2200;5;;5;;
BLOCS_P;2019;510000516;510000136;N2310;3;1;3.5;;
BLOCS_P;2019;510000516;510000136;N2320;3;1;3.8;;
BLOCS_P;2019;510000516;510000136;N2510;;1;0.85;;
BLOCS_P;2019;510000516;510000136;N4160;;1;0.3;;
BLOCS_P;2019;510000516;510000136;NAUT;1;1;1.5;;
BLOCS_P;2019;510002447;510000029;N2200;28;9;37.14;0;1
BLOCS_P;2019;510002447;510000029;N2310;17;7;23.82;0;1
BLOCS_P;2019;510002447;510000029;N2320;17;8;21.06;0;1
BLOCS_P;2019;510002447;510000029;N2510;5;0;7.33;0;0
BLOCS_P;2019;510002447;510000029;N4160;3;0;2.5;0;0
BLOCS_P;2019;510002447;510000029;NAUT;25;0;25.63;0;0
BLOCS_P;2019;510002470;510000029;M1030;;;;1;0
BLOCS_P;2019;510002470;510000029;N2200;2;4;4.83;0;0
BLOCS_P;2019;510002470;510000029;N2310;6;1;3.86;0;0
BLOCS_P;2019;510002470;510000029;N2320;4;0;4.92;1;0
BLOCS_P;2019;510002470;510000029;N2510;3;0;2.5;0;0
BLOCS_P;2019;510002470;510000029;N4160;2;0;0.7;0;0
BLOCS_P;2019;510002470;510000029;NAUT;5;1;5.22;0;0
BLOCS_P;2019;510004302;510000029;M1030;;;;1;0
BLOCS_P;2019;510004302;510000029;N2200;17;18;20.06;0;0
BLOCS_P;2019;510004302;510000029;N2310;18;2;12.38;0;0
BLOCS_P;2019;510004302;510000029;N2320;11;6;3.7;0;0
BLOCS_P;2019;510004302;510000029;N2510;11;3;10.45;0;0
BLOCS_P;2019;510004302;510000029;N4160;4;0;2.3;0;0
BLOCS_P;2019;510004302;510000029;NAUT;40;3;31.1;0;0
BLOCS_P;2019;510024979;510000532;M100H;30;;10;0;1
BLOCS_P;2019;510024979;510000532;M1030;33;;33;1;1
BLOCS_P;2019;510024979;510000532;M200H;100;;100;0;1
BLOCS_P;2019;510024979;510000532;N2200;52;16;59.2;;
BLOCS_P;2019;510024979;510000532;N2320;3;1;3.25;;
BLOCS_P;2019;510024979;510000532;N2510;8;;8.03;;
BLOCS_P;2019;510024979;510000532;N4160;4;;3.17;1;1
BLOCS_P;2019;520000027;520780032;M100H;;5;1.85;0;1
BLOCS_P;2019;520000027;520780032;M1030;;2;1.6;0;1
BLOCS_P;2019;520000027;520780032;M200H;1;6;2.13;0;1
BLOCS_P;2019;520000027;520780032;N2200;1;;4.15;0;1
BLOCS_P;2019;520000027;520780032;N2310;2;;3.42;0;1
BLOCS_P;2019;520000027;520780032;N2320;1;1;1.3;0;1
BLOCS_P;2019;520000027;520780032;N2510;1;;2.06;0;1
BLOCS_P;2019;520000068;520780073;M100H;;1;0.25;1;0
BLOCS_P;2019;520000068;520780073;M1030;5;;4.3;0;1
BLOCS_P;2019;520000068;520780073;M200H;7;2;3.01;1;1
BLOCS_P;2019;520000068;520780073;N2200;5;1;5.65;0;0
BLOCS_P;2019;520000068;520780073;N2310;8;;7.9;0;1
BLOCS_P;2019;520000068;520780073;N2320;8;;7.5;0;1
BLOCS_P;2019;520000068;520780073;N2510;3;3;3.21;0;
BLOCS_P;2019;520000068;520780073;NAUT;15;4;14.77;0;0
BLOCS_P;2019;520004680;520004664;M100H;1;1;1;0;1
BLOCS_P;2019;520004680;520004664;M1030;3;1;3.5;0;1
BLOCS_P;2019;520004680;520004664;M200H;7;9;9.5;0;1
BLOCS_P;2019;520004680;520004664;N2200;9;1;9.8;0;1
BLOCS_P;2019;520004680;520004664;N2310;5;5;5;0;1
BLOCS_P;2019;520004680;520004664;N2320;2;1;2.5;0;1
BLOCS_P;2019;520004680;520004664;N2510;5;;5;0;0
BLOCS_P;2019;520004680;520004664;N4160;1;;1;;1
BLOCS_P;2019;520004680;520004664;NAUT;2;;2;0;0
BLOCS_P;2019;520004714;520004664;M1030;3;;3;0;1
BLOCS_P;2019;520004714;520004664;M200H;3;1;3.5;0;1
BLOCS_P;2019;520004714;520004664;N2200;5;2;6.6;;
BLOCS_P;2019;520004714;520004664;N2310;;1;0.5;0;0
BLOCS_P;2019;520004714;520004664;N2510;1;;1;;
BLOCS_P;2019;520004714;520004664;NAUT;3;;3;;
BLOCS_P;2019;520780180;520000100;M100H;;2;;;
BLOCS_P;2019;520780180;520000100;M1030;1;1;;;
BLOCS_P;2019;520780180;520000100;M200H;2;8;;;
BLOCS_P;2019;520780180;520000100;N2200;6;1;6.8;;
BLOCS_P;2019;520780180;520000100;N2310;1;;1;;
BLOCS_P;2019;520780180;520000100;N2320;1;;1;;
BLOCS_P;2019;520780180;520000100;N2510;2;1;2.8;;
BLOCS_P;2019;520780180;520000100;N4160;1;;1;;
BLOCS_P;2019;520780180;520000100;NAUT;3;;3;;
BLOCS_P;2019;530000017;530000025;M1030;4;0;2.58;;
BLOCS_P;2019;530000017;530000025;N2200;15;2;18.62;;
BLOCS_P;2019;530000017;530000025;N2310;11;1;11.34;;
BLOCS_P;2019;530000017;530000025;N2320;6;1;5.05;;
BLOCS_P;2019;530000017;530000025;N2510;8;0;6.78;;
BLOCS_P;2019;530000017;530000025;N4160;2;0;1.11;;
BLOCS_P;2019;530000017;530000025;NAUT;1;0;0.5;;
BLOCS_P;2019;530000173;530000074;M1030;0;1;0.1;1;0
BLOCS_P;2019;530000173;530000074;M200H;6;1;2.56;0;1
BLOCS_P;2019;530000173;530000074;N2200;7;5;10.25;0;1
BLOCS_P;2019;530000173;530000074;N2310;16;0;11.07;1;0
BLOCS_P;2019;530000173;530000074;N2320;9;1;9.51;0;1
BLOCS_P;2019;530000173;530000074;N2510;8;2;8.54;0;1
BLOCS_P;2019;530000173;530000074;NAUT;1;0;0.4;0;0
BLOCS_P;2019;530000264;530000371;M100H;7;1;5.6;;
BLOCS_P;2019;530000264;530000371;M1030;3;1;3.6;;
BLOCS_P;2019;530000264;530000371;M200H;14;6;13.84;;
BLOCS_P;2019;530000264;530000371;N2200;6;5;10.72;;
BLOCS_P;2019;530000264;530000371;N2310;3;13;12.03;;
BLOCS_P;2019;530000264;530000371;N2320;6;6;10.62;;
BLOCS_P;2019;530000264;530000371;N2510;8;4;10.84;;
BLOCS_P;2019;530000264;530000371;NAUT;0;0;0.06;;
BLOCS_P;2019;530031962;530000975;M100H;3;1;3;0;1
BLOCS_P;2019;530031962;530000975;M1030;5;2;7;0;1
BLOCS_P;2019;530031962;530000975;M200H;16;4;16;0;1
BLOCS_P;2019;530031962;530000975;N2200;17;4;20.95;0;1
BLOCS_P;2019;530031962;530000975;N2320;1;2;2.6;0;0
BLOCS_P;2019;530031962;530000975;N2510;1;;1;0;0
BLOCS_P;2019;530031962;530000975;NAUT;7;;7.64;0;0
BLOCS_P;2019;540000015;540023264;M1030;5;2;4.44;1;1
BLOCS_P;2019;540000015;540023264;M200H;13;4;3.42;1;1
BLOCS_P;2019;540000015;540023264;N2200;3;1;3.3;1;1
BLOCS_P;2019;540000015;540023264;N2310;3;;3.5;1;1
BLOCS_P;2019;540000015;540023264;N2320;2;;2.58;1;1
BLOCS_P;2019;540000015;540023264;N2510;17;3;15.24;1;1
BLOCS_P;2019;540000015;540023264;NAUT;22;15;28.08;0;0
BLOCS_P;2019;540000023;540000049;M100H;;2;0.6;0;1
BLOCS_P;2019;540000023;540000049;M1030;;5;3.77;1;0
BLOCS_P;2019;540000023;540000049;M200H;;14;2.91;0;1
BLOCS_P;2019;540000023;540000049;N2200;4;1;4.07;0;1
BLOCS_P;2019;540000023;540000049;N2310;2;5;6.51;1;1
BLOCS_P;2019;540000023;540000049;N2320;8;;8.01;0;1
BLOCS_P;2019;540000023;540000049;N2510;;13;6.09;0;0
BLOCS_P;2019;540000023;540000049;NAUT;3;13;9.88;0;0
BLOCS_P;2019;540000155;540000080;M100H;;3;0.36;0;1
BLOCS_P;2019;540000155;540000080;M1030;;5;3;0;1
BLOCS_P;2019;540000155;540000080;M200H;;18;2.95;0;1
BLOCS_P;2019;540000155;540000080;N2200;6;6;10;0;0
BLOCS_P;2019;540000155;540000080;N2310;5;2;5;0;0
BLOCS_P;2019;540000155;540000080;N2320;3;2;3.26;0;0
BLOCS_P;2019;540000155;540000080;N4160;1;;1;0;0
BLOCS_P;2019;540000155;540000080;NAUT;4;;4.08;0;0
BLOCS_P;2019;540000163;540023264;M100H;3;1;0.5;0;0
BLOCS_P;2019;540000163;540023264;M1030;9;4;5.63;0;1
BLOCS_P;2019;540000163;540023264;M200H;18;0;9.02;0;1
BLOCS_P;2019;540000163;540023264;N2200;24;2;23.66;1;0
BLOCS_P;2019;540000163;540023264;N2310;10;1;11.6;0;1
BLOCS_P;2019;540000163;540023264;N2320;5;1;5.74;0;1
BLOCS_P;2019;540000163;540023264;N2510;10;4;12.2;1;0
BLOCS_P;2019;540000163;540023264;N4130;;;;0;1
BLOCS_P;2019;540000163;540023264;N4160;;;0.57;0;0
BLOCS_P;2019;540000163;540023264;NAUT;16;2;18.57;0;0
BLOCS_P;2019;540000361;540003928;M100H;;16;4.4;0;1
BLOCS_P;2019;540000361;540003928;M1030;2;11;4.2;0;1
BLOCS_P;2019;540000361;540003928;M200H;7;7;8.7;0;1
BLOCS_P;2019;540000361;540003928;N2200;13;5;13.79;0;1
BLOCS_P;2019;540000361;540003928;N2310;0;2;1.8;0;0
BLOCS_P;2019;540000361;540003928;N2510;1;1;1.5;0;0
BLOCS_P;2019;540000361;540003928;N4160;1;;1;0;0
BLOCS_P;2019;540000361;540003928;NAUT;5;1;5.13;0;0
BLOCS_P;2019;540000445;540000890;M100H;;36;;;
BLOCS_P;2019;540000445;540000890;M1030;;16;;;
BLOCS_P;2019;540000445;540000890;M200H;;5;;;
BLOCS_P;2019;540000445;540000890;N2200;9;1;8.87;;
BLOCS_P;2019;540000445;540000890;N2320;2;;1.37;;
BLOCS_P;2019;540000445;540000890;N2510;1;;1;;
BLOCS_P;2019;540000452;540000908;M100H;1;1;1.8;0;1
BLOCS_P;2019;540000452;540000908;M1030;9;0;9;0;1
BLOCS_P;2019;540000452;540000908;M200H;33;21;54;0;1
BLOCS_P;2019;540000452;540000908;N2200;17;4;18.4;;1
BLOCS_P;2019;540000452;540000908;N2310;0;1;0.04;;0
BLOCS_P;2019;540000452;540000908;N2320;2;0;2;;1
BLOCS_P;2019;540000452;540000908;N4160;1;0;1;;1
BLOCS_P;2019;540000452;540000908;NAUT;8;0;7.8;;0
BLOCS_P;2019;540000478;540003449;M100H;3;3;5;1;1
BLOCS_P;2019;540000478;540003449;M1030;17;1;17.5;1;1
BLOCS_P;2019;540000478;540003449;M200H;29;20;42;1;1
BLOCS_P;2019;540000478;540003449;N2200;44;9;38.45;;
BLOCS_P;2019;540000478;540003449;N2320;3;;3;;
BLOCS_P;2019;540000478;540003449;N2510;2;;2;;
BLOCS_P;2019;540000478;540003449;N4130;9;;8.22;;
BLOCS_P;2019;540000478;540003449;N4160;3;1;3.33;;
BLOCS_P;2019;540000486;540000932;M200H;1;41;;;
BLOCS_P;2019;540000486;540000932;N2200;32;4;28.99;;
BLOCS_P;2019;540000486;540000932;N2510;7;;6.17;;
BLOCS_P;2019;540000486;540000932;N4160;2;;2;;
BLOCS_P;2019;540001070;540000767;M1030;2;2;2.57;1;0
BLOCS_P;2019;540001070;540000767;M200H;;10;0.99;0;1
BLOCS_P;2019;540001070;540000767;N2200;2;3;5.92;0;1
BLOCS_P;2019;540001070;540000767;N2310;6;1;4.04;0;1
BLOCS_P;2019;540001070;540000767;N2320;4;2;6.19;0;1
BLOCS_P;2019;540001070;540000767;NAUT;3;5;5.96;0;0
BLOCS_P;2019;540001096;570010181;M1030;2;0;2;0;1
BLOCS_P;2019;540001096;570010181;M200H;7;;6.58;0;1
BLOCS_P;2019;540001096;570010181;N2200;10;2;11.57;0;1
BLOCS_P;2019;540001096;570010181;N2310;3;0;3;1;0
BLOCS_P;2019;540001096;570010181;N4160;1;1;1.75;0;0
BLOCS_P;2019;540001138;540023264;M100H;;;;1;0
BLOCS_P;2019;540001138;540023264;M1030;14;1;9.88;1;0
BLOCS_P;2019;540001138;540023264;M200H;22;1;6.55;1;0
BLOCS_P;2019;540001138;540023264;N2200;29;6;37.21;1;0
BLOCS_P;2019;540001138;540023264;N2310;21;2;20.85;1;1
BLOCS_P;2019;540001138;540023264;N2320;7;3;11.69;1;1
BLOCS_P;2019;540001138;540023264;N2510;18;2;24.79;1;0
BLOCS_P;2019;540001138;540023264;N4130;;;;1;1
BLOCS_P;2019;540001138;540023264;N4160;;;0.76;0;1
BLOCS_P;2019;540001138;540023264;NAUT;10;;12.94;1;0
BLOCS_P;2019;540001286;540003019;M1030;6;2;7.6;0;0
BLOCS_P;2019;540001286;540003019;M200H;10;5;9.98;0;0
BLOCS_P;2019;540001286;540003019;N2200;8;5;11.71;0;0
BLOCS_P;2019;540001286;540003019;N2310;9;3;8.97;0;0
BLOCS_P;2019;540001286;540003019;N2320;2;5;6;0;0
BLOCS_P;2019;540001286;540003019;N2510;4;1;3.39;0;0
BLOCS_P;2019;540001286;540003019;N4160;1;;1;0;0
BLOCS_P;2019;540002698;540023264;M100H;10;6;2.93;1;1
BLOCS_P;2019;540002698;540023264;M1030;26;10;21.53;1;1
BLOCS_P;2019;540002698;540023264;M200H;69;11;18.97;1;1
BLOCS_P;2019;540002698;540023264;N2200;56;11;62.03;1;1
BLOCS_P;2019;540002698;540023264;N2310;34;15;44.69;1;1
BLOCS_P;2019;540002698;540023264;N2320;21;9;26.75;1;1
BLOCS_P;2019;540002698;540023264;N2510;28;11;32.79;1;1
BLOCS_P;2019;540002698;540023264;NAUT;38;13;44.76;1;1
BLOCS_P;2019;540013224;540000536;M1030;6;0;6;1;0
BLOCS_P;2019;540013224;540000536;M200H;26;22;37;1;1
BLOCS_P;2019;540013224;540000536;N2200;16;2;17.25;;
BLOCS_P;2019;540013224;540000536;N4160;1;0;1;;
BLOCS_P;2019;540013224;540000536;NAUT;8;0;9.52;;
BLOCS_P;2019;550000012;550006795;M100H;3;;3;0;1
BLOCS_P;2019;550000012;550006795;M1030;7;7;6.28;1;0
BLOCS_P;2019;550000012;550006795;M200H;19;4;17.25;0;1
BLOCS_P;2019;550000012;550006795;N2200;19;1;18.23;0;1
BLOCS_P;2019;550000012;550006795;N2310;10;1;11.12;1;0
BLOCS_P;2019;550000012;550006795;N2320;3;1;2.92;0;1
BLOCS_P;2019;550000012;550006795;N2510;8;1;8.12;0;0
BLOCS_P;2019;550000012;550006795;NAUT;8;;6.27;0;0
BLOCS_P;2019;550000178;550000293;M100H;;2;1;0;1
BLOCS_P;2019;550000178;550000293;M1030;2;2;3;0;
BLOCS_P;2019;550000178;550000293;M200H;;;;0;1
BLOCS_P;2019;550000434;550003354;M100H;;1;0.04;;
BLOCS_P;2019;550000434;550003354;M1030;;4;0.8;;
BLOCS_P;2019;550000434;550003354;N2310;4;;4;0;1
BLOCS_P;2019;550000434;550003354;N2510;;4;2.93;;
BLOCS_P;2019;550000434;550003354;NAUT;;3;3.42;1;0
BLOCS_P;2019;560000127;560023210;M100H;9;5;1.5;0;1
BLOCS_P;2019;560000127;560023210;M1030;18;0;14.74;1;0
BLOCS_P;2019;560000127;560023210;M200H;22;4;9.8;0;1
BLOCS_P;2019;560000127;560023210;N2200;13;4;18.5;0;1
BLOCS_P;2019;560000127;560023210;N2310;28;11;35.6;0;1
BLOCS_P;2019;560000127;560023210;N2320;25;4;27.17;0;1
BLOCS_P;2019;560000127;560023210;N2510;32;5;33.64;0;0
BLOCS_P;2019;560000127;560023210;N4130;0;30;3.95;0;1
BLOCS_P;2019;560000127;560023210;NAUT;8;2;9.33;0;0
BLOCS_P;2019;560000135;560005746;M100H;;26;6.2;;
BLOCS_P;2019;560000135;560005746;M1030;6;10;15.04;1;0
BLOCS_P;2019;560000135;560005746;M200H;;36;8.25;;
BLOCS_P;2019;560000135;560005746;N2200;7;1;7.8;;
BLOCS_P;2019;560000135;560005746;N2310;25;9;32.2;;
BLOCS_P;2019;560000135;560005746;N2320;40;7;45.06;;
BLOCS_P;2019;560000135;560005746;N2510;33;5;36.95;;
BLOCS_P;2019;560000135;560005746;NAUT;5;0;3;;
BLOCS_P;2019;560000143;560014748;M1030;4;2;4.8;1;0
BLOCS_P;2019;560000143;560014748;N2200;12;6;18.2;1;1
BLOCS_P;2019;560000143;560014748;N2310;13;2;14.36;1;0
BLOCS_P;2019;560000143;560014748;N2320;6;3;7.21;1;1
BLOCS_P;2019;560000143;560014748;N2510;5;1;5.91;0;0
BLOCS_P;2019;560000143;560014748;NAUT;2;;1.67;0;0
BLOCS_P;2019;560000184;560006017;M100H;;1;0.1;0;0
BLOCS_P;2019;560000184;560006017;N2200;;1;0.14;0;0
BLOCS_P;2019;560000184;560006017;N2510;;1;0.14;0;0
BLOCS_P;2019;560000192;560000044;M100H;1;1;2.25;0;1
BLOCS_P;2019;560000192;560000044;M1030;3;6;4.96;1;0
BLOCS_P;2019;560000192;560000044;M200H;4;9;10.25;0;1
BLOCS_P;2019;560000192;560000044;N2200;4;;3.49;0;0
BLOCS_P;2019;560000192;560000044;N2310;11;1;13.96;1;0
BLOCS_P;2019;560000192;560000044;N2320;11;4;15;0;1
BLOCS_P;2019;560000192;560000044;N2510;8;1;8.75;0;0
BLOCS_P;2019;560000192;560000044;N4160;1;;0.94;0;0
BLOCS_P;2019;560000192;560000044;NAUT;1;1;1.42;0;0
BLOCS_P;2019;560002933;560026965;M100H;;6;2.12;0;1
BLOCS_P;2019;560002933;560026965;M1030;;15;6;0;1
BLOCS_P;2019;560002933;560026965;M200H;;30;12.05;0;1
BLOCS_P;2019;560002933;560026965;N2200;27;22;46.9;0;1
BLOCS_P;2019;560002933;560026965;N2310;9;9;17.4;0;1
BLOCS_P;2019;560002933;560026965;N2320;1;5;4.3;0;1
BLOCS_P;2019;560002933;560026965;N2510;7;13;16.3;0;0
BLOCS_P;2019;560002933;560026965;N4130;;1;0.75;0;1
BLOCS_P;2019;560002933;560026965;N4160;1;;1;0;0
BLOCS_P;2019;560002933;560026965;NAUT;8;10;12.8;0;0
BLOCS_P;2019;560007510;560001307;M100H;2;1;2.1;0;1
BLOCS_P;2019;560007510;560001307;M1030;3;;3;0;1
BLOCS_P;2019;560007510;560001307;M200H;14;5;15.5;0;1
BLOCS_P;2019;560007510;560001307;N2200;14;1;14.8;;
BLOCS_P;2019;560007510;560001307;N2310;1;;1;;
BLOCS_P;2019;560007510;560001307;N2510;1;;1;;
BLOCS_P;2019;560007510;560001307;N4160;1;;1;;
BLOCS_P;2019;560007510;560001307;NAUT;2;2;3;;
BLOCS_P;2019;560008799;560013989;N2200;29;30;37.42;;
BLOCS_P;2019;560008799;560013989;N2310;2;1;2.49;;
BLOCS_P;2019;560008799;560013989;N2320;2;6;4.12;;
BLOCS_P;2019;560008799;560013989;N2510;6;1;6.8;;
BLOCS_P;2019;560008799;560013989;N4160;2;;2;;
BLOCS_P;2019;560029068;560029050;M100H;2;;2;;1
BLOCS_P;2019;560029068;560029050;M1030;4;;4;;1
BLOCS_P;2019;560029068;560029050;M200H;26;;26;;1
BLOCS_P;2019;570000059;570025254;M100H;8;;0.95;1;1
BLOCS_P;2019;570000059;570025254;M1030;5;;3;1;0
BLOCS_P;2019;570000059;570025254;M200H;14;6;4.72;1;1
BLOCS_P;2019;570000059;570025254;N2200;9;7;13.89;0;1
BLOCS_P;2019;570000059;570025254;N2310;9;3;11.43;0;1
BLOCS_P;2019;570000059;570025254;N2320;8;4;10.38;0;1
BLOCS_P;2019;570000059;570025254;N2510;0;1;0.6;0;0
