BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
CHIRCAR_P;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N2200;5;1;5.1;;
CHIRCAR_P;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N4130;4;0;4;;
CHIRCAR_P;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;NAUT;1;0;1;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;M1040;4;8;4.85;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;M104H;4;8;4.85;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;M2140;;2;0.47;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;MAUT;4;2;1.65;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;N2120;2;1;2.42;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;N2200;41;17;48.41;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;N2510;25;17;30.9;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;N4130;5;1;5.93;;
CHIRCAR_P;2020;130780521;APHM HOPITAL NORD;130786049;NAUT;4;16;11.76;;
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M103X;4;10;9;1;1
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1040;8;10;13;1;1
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1160;;;;0;1
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2120;1;;1;;
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2200;8;3;9.42;;
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2510;1;1;1.1;;
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N4130;1;1;1.1;;
CHIRCAR_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;NAUT;1;1;1.1;;
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M103X;3;4;5;1;1
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M1040;1;3;3;1;1
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M1160;;5;2.5;1;0
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;MAUT;;;;1;1
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N2120;;1;0.5;;
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N2200;1;1;1.5;;
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N4130;;7;2;;
CHIRCAR_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;NAUT;;1;0.5;;
CHIRCAR_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;M1040;4;1;3.33;;
CHIRCAR_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;M104H;4;1;3.33;;
CHIRCAR_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;M2140;;2;0.6;;
CHIRCAR_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N2120;1;;1;;
CHIRCAR_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N2200;23;7;27.04;;
CHIRCAR_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N2510;18;1;17.9;;
CHIRCAR_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;NAUT;3;2;3.99;;
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M103X;8;6;6;0;0
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1040;5;5;7.5;0;0
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M104H;2;2;3;0;0
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1160;;6;0.3;0;0
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M2140;3;;4;0;0
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2120;4;;4;;
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2200;36;2;38.04;;
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2320;;1;0.79;;
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2510;12;2;18.34;;
CHIRCAR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NAUT;8;1;7.74;;
CHIRCAR_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M103X;3;5;5.5;;1
CHIRCAR_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1040;;5;2.5;;1
CHIRCAR_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1160;1;1;1.5;;1
CHIRCAR_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2200;4;1;3.51;;
CHIRCAR_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2310;;1;0.52;;
CHIRCAR_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N4130;2;;2;;
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M103X;7;2;7.2;1;0
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M1040;3;14;7.9;1;0
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M104H;3;;3;1;0
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M1140;;;;1;0
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M1160;;;;1;0
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M2140;3;;3;1;0
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2120;;2;0.66;;
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2200;7;;6.02;;
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2310;1;;1;;
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N4130;5;;4.92;;
CHIRCAR_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;5;;2.77;;
CHIRCAR_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1040;;2;0.62;;
CHIRCAR_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M104H;;2;0.62;;
CHIRCAR_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1140;2;2;0.72;;
CHIRCAR_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;MAUT;;2;0.54;;
CHIRCAR_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N4130;1;;1;;
CHIRCAR_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;NAUT;3;;2.08;;
CHIRCAR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M1040;5;;2.75;1;1
CHIRCAR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M2140;5;;4.65;1;0
CHIRCAR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2120;3;;3.13;;
CHIRCAR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2200;30;12;38.6;;
CHIRCAR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2510;21;10;27.07;;
CHIRCAR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;NAUT;12;2;16.68;;
CHIRCAR_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M103X;18;;18;;
CHIRCAR_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M1040;9;2;10.6;;
CHIRCAR_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M2140;3;;3;;
CHIRCAR_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2120;1;;0.94;;
CHIRCAR_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2200;37;14;41.44;;
CHIRCAR_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2320;8;31;22.28;;
CHIRCAR_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2510;28;7;32.76;;
CHIRCAR_P;2020;150000040;CH HENRI MONDOR;150780096;M1040;3;;0.8;0;1
CHIRCAR_P;2020;150000040;CH HENRI MONDOR;150780096;N2200;7;1;7.03;;
CHIRCAR_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M1040;3;;1.42;;
CHIRCAR_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2200;5;;5;;
CHIRCAR_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2510;3;;3;;
CHIRCAR_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N4130;1;1;1;;
CHIRCAR_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;NAUT;1;;0.5;;
CHIRCAR_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M1040;9;1;9.1;1;
CHIRCAR_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M104H;;;;;1
CHIRCAR_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2120;;1;0.5;;
CHIRCAR_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2200;16;6;20.64;;
CHIRCAR_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2510;2;10;7.88;;
CHIRCAR_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N4130;2;2;3.11;;
CHIRCAR_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;3;2;4.24;;
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M1040;2;2;1.6;0;1
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M104H;2;2;1.6;;1
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;MAUT;3;0;0.62;0;1
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2120;1;;0.39;;
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2200;10;1;10.72;;
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2510;9;0;1.94;;
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N4130;0;1;0.8;;
CHIRCAR_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;NAUT;3;0;1.37;;
CHIRCAR_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;M1040;;6;1.6;1;1
CHIRCAR_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N2200;3;5;6.13;;
CHIRCAR_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N4130;;1;0.64;;
CHIRCAR_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;;1;0.5;;
CHIRCAR_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M1040;4;2;1.78;;
CHIRCAR_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2120;1;;0.38;;
CHIRCAR_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2200;9;;9;;
CHIRCAR_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2510;;1;0.8;;
CHIRCAR_P;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M103X;;17;8;0;1
CHIRCAR_P;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M1040;5;12;11;1;1
CHIRCAR_P;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M1160;;9;5;0;
CHIRCAR_P;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2120;1;;1;;
CHIRCAR_P;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2200;5;;4.5;;
CHIRCAR_P;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2510;2;;2.2;;
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M103X;11;;3.77;;
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1040;18;;4.55;1;1
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M104H;10;;2.07;1;1
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M2140;6;;5.11;0;1
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2120;1;;1;;
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2200;23;;14.85;;
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2510;1;;1;;
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N4130;3;;2.51;;
CHIRCAR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;NAUT;3;;3;;
CHIRCAR_P;2020;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1040;4;0;4;1;1
CHIRCAR_P;2020;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2200;6;6;10.38;;
CHIRCAR_P;2020;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2510;5;1;5.9;;
CHIRCAR_P;2020;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N4130;2;2;1.24;;
CHIRCAR_P;2020;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;NAUT;5;2;5.25;;
CHIRCAR_P;2020;230000820;CENTRE HOSPITALIER GUERET;230780041;M1040;2;2;3.3;0;1
CHIRCAR_P;2020;230000820;CENTRE HOSPITALIER GUERET;230780041;N2120;0;2;0.74;;
CHIRCAR_P;2020;230000820;CENTRE HOSPITALIER GUERET;230780041;N2200;10;0;9.87;;
CHIRCAR_P;2020;230000820;CENTRE HOSPITALIER GUERET;230780041;N2510;10;0;9.64;;
CHIRCAR_P;2020;230000820;CENTRE HOSPITALIER GUERET;230780041;NAUT;1;3;4.16;;
CHIRCAR_P;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M1040;4;;1.6;;1
CHIRCAR_P;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2120;1;0;0.5;;
CHIRCAR_P;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2200;10;1;11.74;;
CHIRCAR_P;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2510;4;1;5.08;;
CHIRCAR_P;2020;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;M103X;;10;2;;
CHIRCAR_P;2020;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;M1040;;8;2;1;
CHIRCAR_P;2020;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;N2120;;1;0.3;;
CHIRCAR_P;2020;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;N2200;6;4;8.2;;
CHIRCAR_P;2020;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;N2510;1;1;1.5;;
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;M103X;0;10;4.16;;
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;M1040;;29;5.82;1;0
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;M2140;;9;3.99;1;1
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2120;1;0;1;;
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2200;4;2;5.8;;
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2310;4;6;9.07;;
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2320;1;2;2.4;;
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2510;2;1;2.69;;
CHIRCAR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;NAUT;3;1;3.62;;
CHIRCAR_P;2020;260000013;CH DE VALENCE;260000021;M103X;0;1;0.1;0;0
CHIRCAR_P;2020;260000013;CH DE VALENCE;260000021;M1040;5;1;3.39;1;0
