BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2020;030000087;CH JACQUES LACARIN VICHY;030780118;N2500;3;0;3.05;;
DIALYSE_P;2020;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;3;0;2.17;;
DIALYSE_P;2020;030000087;CH JACQUES LACARIN VICHY;030780118;NCINF;9;8;16.66;;
DIALYSE_P;2020;030003669;UNITE DE DIALYSE DE MONTLUCON;630000990;M1110;;3;1.24;0;0
DIALYSE_P;2020;030003669;UNITE DE DIALYSE DE MONTLUCON;630000990;N2500;;1;0.1;;
DIALYSE_P;2020;030003669;UNITE DE DIALYSE DE MONTLUCON;630000990;NAUT;3;2;3.18;;
DIALYSE_P;2020;030003669;UNITE DE DIALYSE DE MONTLUCON;630000990;NCINF;10;2;10.11;;
DIALYSE_P;2020;030003719;UNITE DE DIALYSE DE MOULINS;630000990;M1110;;3;1.14;;
DIALYSE_P;2020;030003719;UNITE DE DIALYSE DE MOULINS;630000990;NCINF;2;4;4.8;;
DIALYSE_P;2020;030003768;UNITE DE DIALYSE DE VICHY;630000990;M1110;;6;1.79;0;0
DIALYSE_P;2020;030003768;UNITE DE DIALYSE DE VICHY;630000990;NAUT;1;2;1.15;;
DIALYSE_P;2020;030003768;UNITE DE DIALYSE DE VICHY;630000990;NCINF;;16;11;;
DIALYSE_P;2020;040003113;HEMOD DES ALPES AUTODIALYSE SISTERON;920033503;NCINF;2;;2;;
DIALYSE_P;2020;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;M1110;4;;4;0;1
DIALYSE_P;2020;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;N2500;4;;4;;
DIALYSE_P;2020;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;N4100;1;1;2;;
DIALYSE_P;2020;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;NAUT;7;3;10;;
DIALYSE_P;2020;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;NCINF;21;4;25;;
DIALYSE_P;2020;040787541;HEMOD DES ALPES AUTODIALYSE DE DIGNE;920033503;M1110;0;;;0;1
DIALYSE_P;2020;040787541;HEMOD DES ALPES AUTODIALYSE DE DIGNE;920033503;NCINF;1;;1;;
DIALYSE_P;2020;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M1110;0;1;2.09;;
DIALYSE_P;2020;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2500;5;0;2.74;;
DIALYSE_P;2020;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NAUT;1;2;1.46;;
DIALYSE_P;2020;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NCINF;3;3;4.65;;
DIALYSE_P;2020;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1110;0;3;1.48;;
DIALYSE_P;2020;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2500;3;3;5.2;;
DIALYSE_P;2020;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;0;3;1.51;;
DIALYSE_P;2020;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NCINF;5;4;7;;
DIALYSE_P;2020;050003359;AGDUC UNITE DE DIALYSE MED BRIANCON;380793802;M1110;0;;0;0;1
DIALYSE_P;2020;050006022;AGDUC UNITE D'AUTODIALYSE GAP;380793802;M1110;;0;0;0;1
DIALYSE_P;2020;050006022;AGDUC UNITE D'AUTODIALYSE GAP;380793802;NCINF;2;;2;;
DIALYSE_P;2020;060000544;CH DE CANNES SIMONE VEIL;060780988;M1110;2;1;2.43;0;1
DIALYSE_P;2020;060000544;CH DE CANNES SIMONE VEIL;060780988;N2500;4;1;4.13;;
DIALYSE_P;2020;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;4;3;4.55;;
DIALYSE_P;2020;060000544;CH DE CANNES SIMONE VEIL;060780988;NCINF;8;5;11;;
DIALYSE_P;2020;060010949;AGAHTIR UDM ANTIBES;060790540;M1110;3;1;1.47;0;1
DIALYSE_P;2020;060010949;AGAHTIR UDM ANTIBES;060790540;N4100;;2;0.55;;
DIALYSE_P;2020;060010949;AGAHTIR UDM ANTIBES;060790540;NAUT;8;5;4.7;;
DIALYSE_P;2020;060010949;AGAHTIR UDM ANTIBES;060790540;NCINF;33;1;14.2;;
DIALYSE_P;2020;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;M1110;;;2.15;0;0
DIALYSE_P;2020;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;N4100;;;0.84;;
DIALYSE_P;2020;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NAUT;;;0.57;;
DIALYSE_P;2020;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NCINF;;;4.78;;
DIALYSE_P;2020;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;M1110;4;4;2.2;0;0
DIALYSE_P;2020;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N2500;3;;3;;
DIALYSE_P;2020;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N4100;5;;2.75;;
DIALYSE_P;2020;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NAUT;5;;3.54;;
DIALYSE_P;2020;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NCINF;27;1;14;;
DIALYSE_P;2020;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1110;0;4;1.82;0;0
DIALYSE_P;2020;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;11;;8.79;;
DIALYSE_P;2020;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;6;;3.65;;
DIALYSE_P;2020;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NCINF;25;1;22.24;;
DIALYSE_P;2020;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1110;0;2;1.25;0;0
DIALYSE_P;2020;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2500;1;;0.22;;
DIALYSE_P;2020;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NAUT;2;1;0.5;;
DIALYSE_P;2020;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NCINF;1;;1;;
DIALYSE_P;2020;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;M1110;;5;4.66;1;1
DIALYSE_P;2020;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;N2500;4;1;4.5;;
DIALYSE_P;2020;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;N4100;6;;4.82;;
DIALYSE_P;2020;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;NAUT;19;6;18.35;;
DIALYSE_P;2020;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;NCINF;36;22;51.69;;
DIALYSE_P;2020;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;M1110;;;0.12;0;0
DIALYSE_P;2020;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;N4100;;;0.96;;
DIALYSE_P;2020;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;NAUT;;;0.21;;
DIALYSE_P;2020;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;NCINF;;;1.2;;
DIALYSE_P;2020;060792736;AGAHTIR AUTODIALYSE NICE;060790540;M1110;;;0.25;0;0
DIALYSE_P;2020;060792736;AGAHTIR AUTODIALYSE NICE;060790540;N4100;;;0.85;;
DIALYSE_P;2020;060792736;AGAHTIR AUTODIALYSE NICE;060790540;NAUT;;;0.58;;
DIALYSE_P;2020;060792736;AGAHTIR AUTODIALYSE NICE;060790540;NCINF;;;5.16;;
DIALYSE_P;2020;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;M1110;;4;0.34;1;1
DIALYSE_P;2020;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;N4100;5;;0.35;;
DIALYSE_P;2020;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;NAUT;7;5;1.12;;
DIALYSE_P;2020;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;NCINF;;4;3.2;;
DIALYSE_P;2020;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;M1110;3;1;2.03;0;1
DIALYSE_P;2020;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;N2500;2;;0.54;;
DIALYSE_P;2020;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;N4100;;2;0.75;;
DIALYSE_P;2020;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;NAUT;8;5;6.6;;
DIALYSE_P;2020;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;NCINF;33;1;19.6;;
DIALYSE_P;2020;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;M1110;;;0.19;0;0
DIALYSE_P;2020;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;N4100;;;0.61;;
DIALYSE_P;2020;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;NAUT;;;0.27;;
DIALYSE_P;2020;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;NCINF;;;2.66;;
DIALYSE_P;2020;070000179;CH ARDECHE NORD;070780358;M1110;5;0;3.01;0;1
DIALYSE_P;2020;070000179;CH ARDECHE NORD;070780358;N2500;6;1;7.56;;
DIALYSE_P;2020;070000179;CH ARDECHE NORD;070780358;NAUT;4;6;7.11;;
DIALYSE_P;2020;070000179;CH ARDECHE NORD;070780358;NCINF;17;8;21.52;;
DIALYSE_P;2020;070004726;AGDUC CENTRE DE DIALYSE AUBENAS;380793802;M1110;;2;1.56;0;1
DIALYSE_P;2020;070004726;AGDUC CENTRE DE DIALYSE AUBENAS;380793802;NAUT;4;4;6.2;;
DIALYSE_P;2020;070004726;AGDUC CENTRE DE DIALYSE AUBENAS;380793802;NCINF;11;5;14.31;;
DIALYSE_P;2020;070786231;AURAL UNITE DIALYSE CH AUBENAS;690796552;M1110;;1;0.09;0;1
DIALYSE_P;2020;070786231;AURAL UNITE DIALYSE CH AUBENAS;690796552;NAUT;;2;0.05;;
DIALYSE_P;2020;070786231;AURAL UNITE DIALYSE CH AUBENAS;690796552;NCINF;;4;2.15;;
DIALYSE_P;2020;070786249;AURAL UNITE DIALYSE CH ANNONAY;690796552;M1110;;3;0.62;0;1
DIALYSE_P;2020;070786249;AURAL UNITE DIALYSE CH ANNONAY;690796552;NAUT;;1;0.5;;
DIALYSE_P;2020;070786249;AURAL UNITE DIALYSE CH ANNONAY;690796552;NCINF;1;9;4.45;;
DIALYSE_P;2020;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1110;3;;0.95;0;1
DIALYSE_P;2020;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2500;15;;15.9;;
DIALYSE_P;2020;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NAUT;;2;1.36;;
DIALYSE_P;2020;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NCINF;18;5;22.52;;
DIALYSE_P;2020;080005846;UNITE D AUTODIALYSE DE BAZEILLES;510000953;M1110;;;0.04;0;0
DIALYSE_P;2020;080005846;UNITE D AUTODIALYSE DE BAZEILLES;510000953;NCINF;1;1;1.62;;
DIALYSE_P;2020;080006034;UNITE D AUTO DIALYSE DE CHARLEVILLE;510000953;M1110;;;0.04;0;0
DIALYSE_P;2020;080006034;UNITE D AUTO DIALYSE DE CHARLEVILLE;510000953;NCINF;2;;1.5;;
DIALYSE_P;2020;080008568;UNITE DE DIALYSE MEDICALISEE;510000953;M1110;;4;0.32;0;0
DIALYSE_P;2020;080008568;UNITE DE DIALYSE MEDICALISEE;510000953;N2500;;1;1;;
DIALYSE_P;2020;080008568;UNITE DE DIALYSE MEDICALISEE;510000953;NCINF;13;1;10.41;;
DIALYSE_P;2020;090000175;CHIVAL SITE FOIX;090781774;M1110;2;;2.27;0;1
DIALYSE_P;2020;090000175;CHIVAL SITE FOIX;090781774;N2500;1;5;4.77;;
DIALYSE_P;2020;090000175;CHIVAL SITE FOIX;090781774;NCINF;8;1;11.06;;
DIALYSE_P;2020;090002833;AAIR UAD UDM PAMIERS;310000633;M1110;;;0.46;1;1
DIALYSE_P;2020;090002833;AAIR UAD UDM PAMIERS;310000633;N4100;;;0.18;;
DIALYSE_P;2020;090002833;AAIR UAD UDM PAMIERS;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;090002833;AAIR UAD UDM PAMIERS;310000633;NCINF;;9;5.83;;
DIALYSE_P;2020;090784125;AAIR UAD LAVELANET;310000633;M1110;;;0.04;1;1
DIALYSE_P;2020;090784125;AAIR UAD LAVELANET;310000633;N4100;;;0.18;;
DIALYSE_P;2020;090784125;AAIR UAD LAVELANET;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;090784125;AAIR UAD LAVELANET;310000633;NCINF;;2;1.35;;
DIALYSE_P;2020;090784679;AAIR UAD ST LIZIER;310000633;M1110;;;0.06;1;1
DIALYSE_P;2020;090784679;AAIR UAD ST LIZIER;310000633;N4100;;;0.18;;
DIALYSE_P;2020;090784679;AAIR UAD ST LIZIER;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;090784679;AAIR UAD ST LIZIER;310000633;NCINF;;3;1.62;;
DIALYSE_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1110;0;2;0.4;0;1
DIALYSE_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2500;11;1;11.21;;
DIALYSE_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NAUT;5;2;5.66;;
DIALYSE_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NCINF;15;3;16.64;;
DIALYSE_P;2020;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;M1110;;;0.01;0;0
DIALYSE_P;2020;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;NCINF;3;;3;;
DIALYSE_P;2020;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;M1110;;5;1.5;0;0
DIALYSE_P;2020;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;NCINF;18;2;16.06;;
DIALYSE_P;2020;110000023;CH CARCASSONNE;110780061;M1110;0;3;1.15;0;1
DIALYSE_P;2020;110000023;CH CARCASSONNE;110780061;N2500;12;;12;;
DIALYSE_P;2020;110000023;CH CARCASSONNE;110780061;NAUT;1;0;1.14;;
DIALYSE_P;2020;110000023;CH CARCASSONNE;110780061;NCINF;20;5;25.39;;
DIALYSE_P;2020;110004413;AIDER SANTE UAD NARBONNE;340000264;M1110;;5;0.33;0;1
DIALYSE_P;2020;110004413;AIDER SANTE UAD NARBONNE;340000264;N4100;;4;0.51;;
DIALYSE_P;2020;110004413;AIDER SANTE UAD NARBONNE;340000264;NAUT;;6;0.4;;
DIALYSE_P;2020;110004413;AIDER SANTE UAD NARBONNE;340000264;NCINF;;10;2.88;;
DIALYSE_P;2020;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;M1110;;4;0.46;0;1
DIALYSE_P;2020;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;N4100;;4;0.17;;
DIALYSE_P;2020;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;NAUT;;8;0.51;;
DIALYSE_P;2020;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;NCINF;;11;2.31;;
DIALYSE_P;2020;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;M1110;;6;1.11;;1
DIALYSE_P;2020;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;N4100;;4;0.9;;
DIALYSE_P;2020;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;NAUT;;7;1.38;;
DIALYSE_P;2020;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;NCINF;;17;9.9;;
DIALYSE_P;2020;110007259;UDM POLYCL LE LANGUEDOC;110000114;M1110;;3;0.6;0;1
DIALYSE_P;2020;110007259;UDM POLYCL LE LANGUEDOC;110000114;N4100;;2;0.1;;
DIALYSE_P;2020;110007259;UDM POLYCL LE LANGUEDOC;110000114;NAUT;;2;0.5;;
DIALYSE_P;2020;110007259;UDM POLYCL LE LANGUEDOC;110000114;NCINF;;19;4.48;;
DIALYSE_P;2020;110780228;POLYCL LE LANGUEDOC;110000114;M1110;;3;2.4;0;1
DIALYSE_P;2020;110780228;POLYCL LE LANGUEDOC;110000114;N2500;5;2;6.05;;
DIALYSE_P;2020;110780228;POLYCL LE LANGUEDOC;110000114;N4100;2;;1.5;;
DIALYSE_P;2020;110780228;POLYCL LE LANGUEDOC;110000114;NAUT;1;;1;;
DIALYSE_P;2020;110780228;POLYCL LE LANGUEDOC;110000114;NCINF;16;8;14.55;;
DIALYSE_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1110;4;0;4;0;1
DIALYSE_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2500;3;2;4.47;;
DIALYSE_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NAUT;1;2;1.65;;
DIALYSE_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NCINF;15;3;16.86;;
DIALYSE_P;2020;120001748;AIDER SANTE UAD UDM MILLAU;340000264;M1110;1;1;1.01;;
DIALYSE_P;2020;120001748;AIDER SANTE UAD UDM MILLAU;340000264;N4100;;6;0.59;;
DIALYSE_P;2020;120001748;AIDER SANTE UAD UDM MILLAU;340000264;NAUT;1;9;2.4;;
DIALYSE_P;2020;120001748;AIDER SANTE UAD UDM MILLAU;340000264;NCINF;;18;13.8;;
DIALYSE_P;2020;120005228;AAIR UAD RODEZ;310000633;M1110;;;0.09;1;1
DIALYSE_P;2020;120005228;AAIR UAD RODEZ;310000633;N4100;;;0.18;;
DIALYSE_P;2020;120005228;AAIR UAD RODEZ;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;120005228;AAIR UAD RODEZ;310000633;NCINF;;5;3.39;;
DIALYSE_P;2020;120007786;AAIR UAD UDM ST REMY;310000633;M1110;;;0.39;1;1
DIALYSE_P;2020;120007786;AAIR UAD UDM ST REMY;310000633;N4100;;;0.18;;
DIALYSE_P;2020;120007786;AAIR UAD UDM ST REMY;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;120007786;AAIR UAD UDM ST REMY;310000633;NCINF;;5;2.27;;
DIALYSE_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1110;0;2;0.6;1;0
DIALYSE_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2500;6;3;6.9;;
DIALYSE_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;4;;4;;
DIALYSE_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NCINF;14;3;14.44;;
DIALYSE_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M1110;;4;1.83;;
DIALYSE_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2500;;1;0.87;;
DIALYSE_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;NAUT;4;5;6.33;;
DIALYSE_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;NCINF;15;2;16.87;;
DIALYSE_P;2020;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;M1110;1;;1.4;0;1
DIALYSE_P;2020;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;N2500;;;0.08;;
DIALYSE_P;2020;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;N4100;;;0.51;;
DIALYSE_P;2020;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;NAUT;3;;3.73;;
DIALYSE_P;2020;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;NCINF;;3;2.43;;
DIALYSE_P;2020;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;M1110;1;;1.2;0;0
DIALYSE_P;2020;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;N2500;2;;2.63;;
DIALYSE_P;2020;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;N4100;;;0.15;;
DIALYSE_P;2020;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;NAUT;1;1;1.8;;
DIALYSE_P;2020;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;NCINF;6;;7.56;;
DIALYSE_P;2020;130034002;DIAVERUM PROVENCE SALON;130006562;M1110;7;1;7.5;0;0
DIALYSE_P;2020;130034002;DIAVERUM PROVENCE SALON;130006562;N4100;1;4;1.8;;
DIALYSE_P;2020;130034002;DIAVERUM PROVENCE SALON;130006562;NAUT;4;1;4.33;;
DIALYSE_P;2020;130034002;DIAVERUM PROVENCE SALON;130006562;NCINF;9;;9;;
DIALYSE_P;2020;130034044;DIAVERUM PROVENCE MARIGNANE;130006562;M1110;7;1;7.5;0;0
DIALYSE_P;2020;130034093;DIAVERUM PROVENCE MARSEILLE 3;130006562;M1110;;3;2.4;0;0
DIALYSE_P;2020;130034093;DIAVERUM PROVENCE MARSEILLE 3;130006562;NAUT;3;;2.5;;
DIALYSE_P;2020;130034093;DIAVERUM PROVENCE MARSEILLE 3;130006562;NCINF;7;;7;;
DIALYSE_P;2020;130034531;CENTRE DE DIALYSE DIAVERUM ARLES;130006562;M1110;3;;3;0;0
DIALYSE_P;2020;130034531;CENTRE DE DIALYSE DIAVERUM ARLES;130006562;N2500;7;;7;;
DIALYSE_P;2020;130034531;CENTRE DE DIALYSE DIAVERUM ARLES;130006562;N4100;4;3;5.47;;
DIALYSE_P;2020;130034531;CENTRE DE DIALYSE DIAVERUM ARLES;130006562;NAUT;6;1;6.5;;
DIALYSE_P;2020;130034531;CENTRE DE DIALYSE DIAVERUM ARLES;130006562;NCINF;24;6;27.18;;
DIALYSE_P;2020;130034556;ATUP AUTODIALYSE MARTIGUES;130016058;M1110;;1;0.1;0;0
DIALYSE_P;2020;130034556;ATUP AUTODIALYSE MARTIGUES;130016058;NCINF;1;1;1.12;;
DIALYSE_P;2020;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;M1110;2;1;1.68;0;1
DIALYSE_P;2020;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;N4100;;3;0.85;;
DIALYSE_P;2020;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;NAUT;4;3;3.88;;
DIALYSE_P;2020;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;NCINF;2;4;2.53;;
DIALYSE_P;2020;130035223;BOUCHARD AUTODIALYSE ACTIPOLE 12 MRS;130001415;M1110;;1;0.2;0;1
DIALYSE_P;2020;130035959;ADPC UDM MARSEILLE 05;130006810;M1110;1;;1.31;0;1
DIALYSE_P;2020;130035959;ADPC UDM MARSEILLE 05;130006810;N2500;;1;0.75;;
DIALYSE_P;2020;130035959;ADPC UDM MARSEILLE 05;130006810;N4100;;;0.51;;
DIALYSE_P;2020;130035959;ADPC UDM MARSEILLE 05;130006810;NAUT;1;2;3.56;;
DIALYSE_P;2020;130035959;ADPC UDM MARSEILLE 05;130006810;NCINF;;5;3.41;;
DIALYSE_P;2020;130036650;ATUP AUTODIALYSE VITROLLES;130016058;M1110;;1;0.1;0;0
DIALYSE_P;2020;130036650;ATUP AUTODIALYSE VITROLLES;130016058;NCINF;4;;2.12;;
DIALYSE_P;2020;130038003;CHP AIX;130029218;M1110;4;;4;0;1
DIALYSE_P;2020;130038003;CHP AIX;130029218;N2500;8;1;8.5;;
DIALYSE_P;2020;130038003;CHP AIX;130029218;N4100;;1;0.6;;
DIALYSE_P;2020;130038003;CHP AIX;130029218;NAUT;2;2;2.35;;
DIALYSE_P;2020;130038003;CHP AIX;130029218;NCINF;21;4;22.8;;
DIALYSE_P;2020;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;M1110;;1;0.2;0;0
DIALYSE_P;2020;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;NCINF;;5;3.12;;
