BOR;AN;FI;RS;FI_EJ;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2020;060794021;CH DE CANNES CENTRE DE MOYEN SEJOUR;060780988;54;19400;21;18;;;1;;2;;14;;;;;;4;21;11;0;2;0;0;0;0
USLD;2020;070000047;CH DE VILLENEUVE DE BERG;070780127;75;22821;67;29;;;3;2;;1;48;4;;;;2;7;;;;;;4;1;7
USLD;2020;070784517;LONG SÉJOUR CH DE PRIVAS;070002878;56;20148;27;23;;;5;1;;;18;;;2;;;1;;;;;;7;1;
USLD;2020;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;43;13013;25;32;;;2;;4;;9;;;;;;10;;;;1;;3;;
USLD;2020;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;20;6268;20;20;;;1;;;;16;;;;3;;;20;;;;;1;;
USLD;2020;080005960;USLD SITE CENTRE DE SANTE;080011174;65;19183;32;34;;;6;3;;;2;5;;;;;16;;;;1;;;;
USLD;2020;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;20;6135;12;11;0;0;0;0;1;0;8;2;0;0;0;0;0;;;;0;0;1;0;0
USLD;2020;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;30;10613;27;18;;;6;3;;;6;;;;;;12;;;;;;;;
USLD;2020;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;30;10250;21;16;;;;;;;;;;;;;;;;;;;;;
USLD;2020;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;40;9203;26;18;;;10;1;5;;6;;0;;0;;4;;;;;;0;0;0
USLD;2020;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;70;21149;34;40;;;20;1;;;12;;;;;;1;;;;;;1;2;
USLD;2020;110000049;CH JEAN PIERRE CASSABEL;110780087;30;10716;22;20;;;2;;;;6;;;;;;2;;;;;;;;
USLD;2020;110000247;CH LEZIGNAN CORBIERES;110780772;30;10971;17;17;;;;;2;;1;;;;;;14;;;11;;;1;;
USLD;2020;110006137;USLD LES RIVES D'ODE;110780061;30;9834;18;13;;;1;1;;;;5;;;;;11;;;;1;;7;;
USLD;2020;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;90;31893;39;49;;;5;;;;13;1;;;;;58;0;0;53;0;0;48;;
USLD;2020;110786746;SSR LIMOUX ARAGOU LES TILLEULS;110786324;30;10740;5;3;;;;;;;4;;;1;;;;;;12;;;1;;
USLD;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;30;11170;19;6;;;1;;;;14;;;;;;4;;;;;;3;;
USLD;2020;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;30;10551;12;10;;;1;;;;7;;;;4;;;;;;;;2;;
USLD;2020;120000153;CH MAURICE FENAILLE SEVERAC LE CHATEAU;120780291;40;14040;28;18;0;0;0;1;0;0;10;9;0;0;0;1;7;0;0;0;0;0;9;1;
USLD;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;40;13045;26;22;0;0;2;0;3;0;17;0;0;0;0;0;2;0;0;0;0;0;3;0;0
USLD;2020;120782263;USLD CH VILLEFRANCHE SITE RULHE;120780069;80;26837;85;67;;;22;1;23;;16;;;;23;;;;;;;;9;11;
USLD;2020;120783097;USLD CH MILLAU;120004528;50;17378;10;11;0;;1;;6;;2;;0;;0;;1;0;0;0;0;0;0;0;0
USLD;2020;120786959;USLD OLEMPS CH RODEZ;120780044;30;8352;40;36;0;0;5;1;4;0;14;6;0;0;0;0;9;0;0;0;0;0;3;;
USLD;2020;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;56;17668;38;38;;;16;8;;;8;;;;;;6;;;;;;1;;
USLD;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;30;9769;16;16;;;1;2;3;;8;;;;;;2;16;0;3;5;0;1;0;2
USLD;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;33;11604;15;19;0;0;0;0;1;0;10;1;0;0;2;2;16;0;0;5;8;0;0;0;0
USLD;2020;130001258;HOPITAUX PORTES DE CAMARGUE TARASCON;130028228;30;9238;17;12;0;0;0;2;0;0;7;1;0;0;0;0;7;0;0;0;0;0;5;0;0
USLD;2020;130032758;CLINIQUE DE LA POINTE ROUGE USLD;130001514;80;29280;96;41;;;;;;7;;10;;;;;30;;;;;;2;4;
USLD;2020;130782097;CENTRE DE SIBOURG;130000938;19;6892;10;4;;;;3;;;6;;;;;;1;;;;;;;;
USLD;2020;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;30;8669;16;16;;;2;3;;;7;4;;;;;29;;;;;;3;;
USLD;2020;130798358;USLD DUQUESNE SITE AIX;130041916;70;23759;22;35;;;2;6;;;;13;;;;;1;;;;;;;2;
USLD;2020;130808843;USLD MARCEL PAGNOL;920030152;30;528;6;9;2;;0;;0;;2;;0;;0;;1;0;0;0;5;0;0;5;0
USLD;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;150;47829;62;63;;;;;11;5;11;10;;;;;25;;;;;;8;1;
USLD;2020;130811102;LA MAISON;130007487;5;590;28;9;;;;;;;;;;;;;;;;;313;;;;
USLD;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;40;12015;15;21;;;2;1;3;;5;3;;;;;;;1;;19;;2;;
USLD;2020;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;30;10393;28;23;;;;;;;;;;;;;;;;;;;;;
USLD;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;30;10454;34;29;;;6;11;5;;5;2;;;;;5;;;;;;1;1;0
USLD;2020;140012196;UNITE SOINS LONGUE DUREE - CHU CAEN;140000100;100;32849;68;38;;;8;17;;;1;7;1;2;;2;29;;0;;12;;29;4;
USLD;2020;140013830;UNITE SOINS LONGUE DUREE - CH FALAISE;140000118;60;21960;38;39;;;10;;7;;12;;;;;;9;;;;;;3;1;
USLD;2020;140017401;UNITE SOINS LONGUE DUREE - CH BAYEUX;140000092;50;17344;17;23;;;2;2;;;5;;1;;;;7;;;4;10;0;;1;
USLD;2020;150000032;CH DE SAINT-FLOUR;150780088;37;12286;15;13;;;1;2;;;;5;3;;;;4;0;0;9;0;0;0;0;0
USLD;2020;150000040;CH HENRI MONDOR;150780096;48;16447;32;26;;;3;;;;18;;2;;;;2;;7;15;12;;1;3;
USLD;2020;150000164;CH DE MAURIAC;150780468;27;6961;19;18;;;3;;;;6;;;1;;;9;;;;;5;2;;
USLD;2020;150000180;CH DE MURAT;150780500;30;10382;23;22;;;2;;;;14;;;;;;7;;;;;;;;
USLD;2020;150002921;USLD UNITE PARKINSON D'YDES;150780468;12;3453;17;2;;;;;;;;1;;;;;16;;;;;;3;;
USLD;2020;160000188;CH DE LA ROCHEFOUCAULD;160000121;53;16604;52;25;;;;;;;;;;;;;;;;;;;;;
USLD;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;30;10339;34;29;;;5;1;17;;2;2;;;;;;;;;;;;;
USLD;2020;160000261;CHI DU PAYS DE COGNAC - SSR;160014411;37;12160;18;14;;;;;;;3;;;;;;5;;;;;;;;
USLD;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;80;28239;48;32;;;;;;;29;;;;;;14;;;;;;4;;1
USLD;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;30;10053;19;17;;;3;;;;9;2;;;;;5;;;;8;;;;
USLD;2020;160000360;CH DE CHATEAUNEUF;160014411;65;22368;20;25;;;;;14;2;2;2;;;;;9;;;;;;;;
USLD;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;50;15846;12;16;;;1;;;;10;;;;;;1;;;;2;;;;
USLD;2020;170784110;SSR CH LA ROCHELLE;170024194;92;33088;34;33;;;4;;2;;17;;1;;;;5;;14;4;2;;2;;
USLD;2020;170792220;CH SAINTONGE - SSR;170780175;45;15148;26;29;0;;25;1;3;;2;0;2;0;0;0;21;;;;;;;;
USLD;2020;170802789;USLD - CH ROYAN;170780191;50;18091;20;21;;;4;;;;9;;;;;;7;;;;;;;;
USLD;2020;180000176;CH GEORGE SAND BEAUREGARD BOURGES;180001158;40;13699;12;12;;;;;;;;2;6;;;;4;;;32;3;;1;;
USLD;2020;180000200;CH DE VIERZON;180000051;46;16325;30;18;;;;;;;;;;;;;;;;;;;;;
USLD;2020;180000333;CH SANCERRE;180000093;30;8069;26;19;;;;;0;;11;;;;;;;;;;;;6;;
USLD;2020;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;60;21385;31;25;;;3;;1;;22;;;;;;5;;;;4;;7;;
USLD;2020;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;41;12906;25;19;;;8;;5;;11;;;;;;1;;;;;;5;;
USLD;2020;180007825;USLD DU CH DE DUN SUR AURON;180001158;60;20942;5;10;;;;1;;;;;2;1;;;1;;;32;5;;1;;
USLD;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;22;7852;22;15;;;;;10;;9;;;;;;;;6;;;;2;;
USLD;2020;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;30;10362;24;16;;;5;4;;3;9;;;;;;3;;;6;;;3;;
USLD;2020;190000091;CENTRE HOSPITALIER D'USSEL;190000075;30;10736;11;8;;;1;;;;5;;;;5;;;;;;;;;;
USLD;2020;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;53;19389;29;23;;;2;1;8;;8;1;;;;;3;;;;;;;;
USLD;2020;190005140;USLD UZERCHE;190002485;30;11217;32;25;;;;19;;;;6;;1;0;;6;;;;;;12;1;3
USLD;2020;190005165;USLD CORNIL;190002519;71;22273;58;49;;;;;;;;;;;;;;;;;;;;;
USLD;2020;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;38;12769;58;23;;;1;;1;;13;;;;;1;2;;;;;;;;
USLD;2020;210987574;CH ARNAY LE DUC;210012175;30;10451;15;7;;;12;1;;;1;;;;1;;;;;;;;4;;
USLD;2020;210987616;CH SEURRE;210012175;30;8504;13;11;;;3;;;;;;;;;;10;;;;;;2;1;
USLD;2020;210987673;CH HCO SITE DE MONTBARD;210012142;30;6069;37;9;;;3;;;;7;;;;;;27;;;;;;;;
USLD;2020;210987939;USLD CH LA CHARTREUSE DIJON;210780607;42;15261;8;8;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0
USLD;2020;220000095;CTRE HOSPITALIER DINAN;220000046;60;21900;49;44;;;10;1;;;31;1;;1;;;5;19;;9;37;;4;1;
USLD;2020;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;30;9439;31;24;0;;6;3;3;3;9;;;;;;7;;;;;;6;;
USLD;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;30;10371;16;14;;;4;1;;;6;;;;;;4;;;;;;;;
USLD;2020;220000566;CHPP SITE LAMBALLE;220021968;30;10335;29;31;;1;13;1;;;4;1;;;;;9;;;;2;;5;1;
USLD;2020;220001259;CENTRE HOSPITALIER TREGUIER;220005045;60;18406;62;42;;;;1;6;10;25;;;;;;20;;;;;;15;;
USLD;2020;220006423;CTRE DE LONG SEJOUR CH PAIMPOL;220000152;30;9561;20;11;;;3;;5;;1;2;;1;;;8;;;;;;2;;
USLD;2020;220014138;CENTRE LONG SEJOUR ROSTRENEN;220017974;30;10247;20;10;;;;5;;;6;1;2;;;;6;;;;;;;;
USLD;2020;230000259;USLD - CH GUERET;230780041;50;16420;41;34;;;12;6;;;12;1;;1;;;9;0;2;0;54;0;;;
USLD;2020;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;30;8044;12;12;;;;;;;;;0;;0;;;;;;;0;;;
USLD;2020;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;30;8595;23;25;;;4;8;;;9;;;;;;2;;;;;;1;;
USLD;2020;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;30;9350;15;14;;;;;;;;;;;;;;;;;;;;;
USLD;2020;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;30;10855;6;3;;;;1;;;;;;;;;5;;;;;;1;;
USLD;2020;240000372;C.H DE BERGERAC;240000059;50;16894;29;27;0;;9;;3;;12;;0;;0;;1;0;0;0;4;0;1;0;0
USLD;2020;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;30;10916;19;11;;;2;1;;;12;3;;;;;1;;;4;;;5;;
USLD;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;60;21960;41;23;;;6;;;;10;5;;;;;17;;;;9;;4;;
USLD;2020;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;60;19834;23;14;;;4;;4;;;;;;;;;;;;;;2;;1
USLD;2020;240000687;CENTRE HOSPITALIER SARLAT;240000448;40;14640;7;3;0;0;0;0;0;0;4;0;0;0;0;0;3;0;0;0;2;0;1;0;0
USLD;2020;250000627;CH PAUL NAPPEZ MORTEAU;250000221;30;8522;21;29;0;;3;2;0;0;9;1;0;0;0;0;6;0;0;2;10;0;0;0;0
USLD;2020;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;20;7132;19;11;0;;5;;0;;5;;0;;0;;9;;;;;;8;;
USLD;2020;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;30;10101;15;23;;1;;;;5;;3;;;;;6;;;;;;6;1;
USLD;2020;250001237;USLD BELLEVAUX;250007598;60;20951;28;22;;;;3;;;;15;;;;;10;;;;;;2;;
USLD;2020;250001252;USLD JACQUES WEINMAN AVANNE;250007788;91;32211;39;55;;;2;;8;;25;;;;;;4;;;;;;0;0;0
USLD;2020;250004009;LE MITTAN ANNEXE DU HNFC;900000365;30;10501;11;16;0;0;1;0;0;0;10;0;0;0;0;0;0;0;4;0;0;0;0;0;0
USLD;2020;250007234;USLD PONTARLIER;250000452;30;10506;8;10;;;;;;5;;;;;;;3;;;;;;2;;
USLD;2020;260000013;CH DE VALENCE;260000021;74;25225;47;48;;;;1;;26;;10;;;;;9;;;;;;;1;2
USLD;2020;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;40;14640;15;15;0;0;1;0;0;0;12;0;0;0;0;0;7;;0;;;;4;;
USLD;2020;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;260006770;58;19456;35;38;;;;;;;11;14;;;;;10;;;;;;;;
USLD;2020;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;33;11070;3;4;;;;;;;;;3;;;;;;;;;;8;;
USLD;2020;270000367;CH GISORS;270000086;55;19328;48;35;0;;1;1;0;;22;6;;;;;15;;;;;;;;
USLD;2020;270000425;CH PONT-AUDEMER;270000102;37;13542;16;14;;;;;;;3;;;;;;13;;;;;31;;;
USLD;2020;270000441;CH VERNEUIL-SUR-AVRE;270000110;50;14999;45;33;0;0;1;2;0;0;16;8;0;0;0;0;13;0;0;0;0;0;10;0;0
USLD;2020;270000516;HL LE NEUBOURG;270000177;30;10562;19;16;;;;;;5;5;;;;;9;;0;;;;;;;1
USLD;2020;270026107;USLD CH EURE SEINE;270023724;30;9388;29;11;;;12;;;;5;;;;;;10;;;;;;11;1;
USLD;2020;280000050;CH BONNEVAL;280000142;50;17694;10;9;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;0;0;0;1;0;0
USLD;2020;280000084;CH DREUX;280000183;92;29969;27;35;;;2;;;;18;;;;;;7;;;;;;;;
USLD;2020;280000100;CH DE LA LOUPE;280000225;36;11796;25;22;;;12;;;;3;3;;;;;7;;;;;;;4;
USLD;2020;280000662;CH CHATEAUDUN;280500075;40;13933;30;21;;;2;;3;;21;;;;;;4;;;6;;;;3;
USLD;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;10;2801;8;7;;;;;2;;1;;1;;;;4;16;0;;3;0;2;1;
USLD;2020;290000066;CHIC SITE DE CONCARNEAU;290020700;34;12003;24;20;;;8;;;;1;8;;;;;7;0;0;0;0;0;0;0;0
USLD;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;34;8203;71;30;;;;;;;;;;;;;;;;;;;;;
USLD;2020;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;90;32249;25;17;;;;;2;;10;1;8;;;;4;116;0;58;8;0;7;1;
USLD;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;48;17143;13;16;0;0;1;0;0;0;11;0;0;0;1;0;;;;;;;0;0;0
USLD;2020;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;30;10127;21;20;;;3;;3;;15;;;;;;;;;;;;;;
USLD;2020;290014687;GHBS USLD BOIS JOLY;560005746;30;10759;9;10;;;;;;;;;;;;;;;;;;;;;
USLD;2020;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;118;42381;43;38;0;0;10;1;1;0;10;7;1;0;0;0;5;;;26;7;0;2;0;0
USLD;2020;290024462;RESIDENCE DE KERFILY - EPMS GOURMELEN;290000298;56;19271;5;8;;;;;;;;;4;;;;1;;;65;3;;2;;
USLD;2020;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;30;11082;31;22;;;5;;2;;3;5;;;;;16;1;;;;;4;;
USLD;2020;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;30;10488;20;14;;;5;1;2;;2;3;;2;;;5;;;2;;;4;;
USLD;2020;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;30;9759;15;9;;;;1;;;3;3;;;;;8;0;0;0;0;0;2;4;0
USLD;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;30;7778;6;9;;;;;;;5;;;;;;1;;;;;;1;;
USLD;2020;2A0023271;USLD D' AJACCIO;2A0000014;70;25550;37;28;0;;1;;0;;25;2;;;;;3;0;0;0;;0;0;0;0
USLD;2020;2B0000038;CH CORTE;2B0004246;10;2037;3;3;;;1;;;;;;;;;;3;;;;;;;;
USLD;2020;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;30;9760;24;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2020;2B0005359;CH CALVI;2B0005342;20;7075;16;14;;;10;1;;;;;;;;;4;;;;;;;;
USLD;2020;300000031;CH LOUIS PASTEUR;300780053;30;9455;15;17;0;0;6;0;0;0;0;2;0;0;0;0;6;0;0;0;1;0;3;0;0
USLD;2020;300000064;CH UZES;300780087;30;10543;23;13;;;8;4;;;3;;;;;;8;0;0;0;0;0;2;9;0
USLD;2020;300000072;CH LE VIGAN;300780095;30;11221;18;11;;;13;3;;;10;10;;;;;4;;;;;;7;;
USLD;2020;300012481;USLD LES CIGALES CH ALES;300780046;27;9782;10;10;;;;;;;;;;;;;;;;;;;;;
USLD;2020;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;63;22796;29;26;;;;;;;;;;;;;;;;;;;;;
USLD;2020;300782125;CENTRE DE SOINS PA SERRE CAVALIER;300780038;156;49571;107;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;60;18322;43;36;;;38;1;;1;;;;;;;3;;;;;;;2;
USLD;2020;310000336;CH REVEL;310780713;61;20591;39;23;;;;;;;;;;;;;;;;;;;;;
USLD;2020;310013628;CH MURET;310786256;53;18326;23;22;0;0;0;0;2;0;0;4;14;0;0;0;5;0;0;0;2;0;4;0;0
USLD;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;58;20052;23;19;;;;;3;2;14;4;;;;;;2;;;;;2;1;
USLD;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;60;20989;35;35;;;;;5;;23;3;;;;;4;0;0;12;6;0;1;0;0
USLD;2020;310786702;SSR DOMAINE DE LA CADENE;750043713;76;26371;32;40;;;;4;;;21;;;;;;7;;;;;;5;;
USLD;2020;310794094;USLD LES JARDINS DES SILOS;310780754;80;28055;35;9;;;;2;;;;1;8;3;;;5;;;22;;;;;
USLD;2020;320000086;CH AUCH EN GASCOGNE;320780117;70;23837;52;31;5;0;7;3;29;0;0;3;0;5;0;0;6;0;0;0;0;0;0;0;0
USLD;2020;320000102;CH DE CONDOM;320780133;35;11052;24;19;0;;8;4;0;;12;;;;;;24;0;0;0;0;0;2;1;0
USLD;2020;320000128;CH GIMONT;320780158;30;10601;23;21;;;;7;;;11;1;;2;;;;;;;;;;;
USLD;2020;320000144;CHI LOMBEZ SAMATAN;320780174;30;10651;15;11;0;0;0;3;0;0;9;0;0;0;0;0;3;0;0;2;0;0;0;4;0
USLD;2020;320000177;CH NOGARO;320780208;30;10447;21;20;;;9;5;;;4;;;;;;2;;;;12;;3;2;
USLD;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;20;6405;22;17;;;5;;;;;;;;17;;;;;;;;;;
USLD;2020;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;60;21070;36;29;;;1;2;;;15;5;;;;;13;;;;;;3;8;
USLD;2020;330005182;EHPAD - USLD CENTRE DE SOINS PODENSAC;330792862;50;17710;28;12;;;;12;;;;1;;;;;12;;;;2;;8;;
USLD;2020;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;120;40287;39;33;;;;;;;;;;;;;;;;;;;;;
USLD;2020;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;80;28341;32;27;;;;2;;22;;;;;;;;0;4;0;4;0;6;2;0
USLD;2020;340000033;CH BEZIERS;340780055;143;48228;154;44;;;;;;;;;;;;;;;;;;;;;
USLD;2020;340000215;CH LODEVE;340780519;28;9797;22;8;;;8;;;;7;;;;25;;;;;;;;;10;
USLD;2020;340000231;CH POLE DE SANTE DE LUNEL;340780535;49;15902;22;24;;;4;1;;;4;2;;;;;11;;;0;;;1;4;
USLD;2020;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;28;14737;8;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;340024512;SSR LES JARDINS DE SOPHIA;340001825;80;27708;36;24;0;1;0;0;0;19;0;2;0;0;0;0;14;0;0;0;0;0;8;0;0
USLD;2020;340780436;HOPITAL ST LOUP HBT AGDE;340011295;35;10656;36;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;340780444;CH BEDARIEUX;340009893;30;10543;24;16;;;6;;;;8;;;;;;9;0;0;;0;0;1;0;0
USLD;2020;340782481;CENTRE BELLEVUE CHU MONTPELLIER;340780477;112;34373;93;;;;4;3;18;1;27;7;;;;;23;;;1;;;18;;1
USLD;2020;340796051;USLD LES PERGOLINES HBT SETE;340011295;55;19045;61;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;350000154;C.H FOUGERES;350000030;49;16539;33;24;;;10;;8;;12;;;1;;;2;;;;;;6;51;
