BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
NEUROCHIR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M2060;6;3;7.6;0;1
NEUROCHIR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2200;36;4;44.84;;
NEUROCHIR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2500;25;2;32.69;;
NEUROCHIR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NAUT;8;;6.54;;
NEUROCHIR_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NCINS;2;;2;;
NEUROCHIR_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M2060;1;2;1.55;;
NEUROCHIR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M1160;3;1;2.6;0;0
NEUROCHIR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M2060;9;2;7.45;1;0
NEUROCHIR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2200;18;5;18.62;;
NEUROCHIR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2500;22;8;24.27;;
NEUROCHIR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N4000;15;3;12.62;;
NEUROCHIR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;NAUT;11;4;15.66;;
NEUROCHIR_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;NCINS;3;;2.95;;
NEUROCHIR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1120;;;;0;1
NEUROCHIR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1160;3;2;3.6;0;1
NEUROCHIR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M2060;5;4;7.37;0;1
NEUROCHIR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2500;13;2;12.63;;
NEUROCHIR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N4000;4;6;7;;
NEUROCHIR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;NAUT;7;1;7.52;;
NEUROCHIR_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;NCINS;13;6;16.95;;
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;M103X;0;10;1.47;;
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;M1160;2;2;2.92;0;0
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;M2060;0;7;2.27;0;1
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2200;9;16;19.78;;
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2400;0;4;1.16;;
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N2500;12;9;17.44;;
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;N4000;3;2;4;;
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;NAUT;6;5;8.88;;
NEUROCHIR_P;2020;250006954;CHRU JEAN MINJOZ;250000015;NCINS;3;3;5.23;;
NEUROCHIR_P;2020;260020078;SERVICE NEUROCHIRURGIE - CHU42;420784878;M2060;4;;2.59;0;1
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M103X;6;;5;;
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M1120;;1;0.2;0;1
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M1160;;;;0;1
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M2060;7;;5.5;0;1
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;MAUT;2;;0.5;;
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2200;16;8;21.88;;
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2500;17;9;23.32;;
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NAUT;5;0;5.31;;
NEUROCHIR_P;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NCINS;0;1;1.14;;
NEUROCHIR_P;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M1120;0;0;0.06;0;0
NEUROCHIR_P;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M2060;0;3;2.02;0;1
NEUROCHIR_P;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2200;14;3;13.52;;
NEUROCHIR_P;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2400;0;1;0.09;;
NEUROCHIR_P;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2500;11;4;12.78;;
NEUROCHIR_P;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NAUT;0;1;0.09;;
NEUROCHIR_P;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NCINS;0;2;1.05;;
NEUROCHIR_P;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;M103X;11;1;11.5;;
NEUROCHIR_P;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;M1160;3;26;14.5;0;1
NEUROCHIR_P;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;M2060;3;;3;0;1
NEUROCHIR_P;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;N2200;6;;6;;
NEUROCHIR_P;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;N2500;9;2;9.6;;
NEUROCHIR_P;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;NAUT;2;12;7.9;;
NEUROCHIR_P;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;NCINS;1;;1;;
NEUROCHIR_P;2020;300782117;CHU NIMES CAREMEAU;300780038;M1160;2;;1.6;0;0
NEUROCHIR_P;2020;300782117;CHU NIMES CAREMEAU;300780038;M2060;3;2;3.2;0;1
NEUROCHIR_P;2020;300782117;CHU NIMES CAREMEAU;300780038;N2200;9;1;8.28;;
NEUROCHIR_P;2020;300782117;CHU NIMES CAREMEAU;300780038;N2400;;1;0.1;;
NEUROCHIR_P;2020;300782117;CHU NIMES CAREMEAU;300780038;N2500;8;1;8.56;;
NEUROCHIR_P;2020;300782117;CHU NIMES CAREMEAU;300780038;NAUT;4;2;5.74;;
NEUROCHIR_P;2020;300782117;CHU NIMES CAREMEAU;300780038;NCINS;;;0.25;;
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;M103X;12;5;15.5;;
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;M1120;2;;2;0;1
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;M1160;;;;0;1
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;M2060;6;;6;0;1
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;N2200;10;2;10.7;;
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;N2500;8;;7.71;;
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;NAUT;1;;1;;
NEUROCHIR_P;2020;310780283;CL DE L'UNION;310000112;NCINS;1;;1;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;M103X;5;;5;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;M1120;5;;5;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;M1160;9;;9;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;M2060;6;;6;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;N2200;16;5;17.39;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;N2500;10;3;8.62;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;NAUT;4;3;6.58;;
NEUROCHIR_P;2020;310781000;CL DES CEDRES;310788880;NCINS;2;;0.86;;
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M103X;7;11;12.28;;
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M1120;;1;0.32;1;1
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M1160;2;7;3.32;;1
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M2060;1;8;2.62;1;1
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;MAUT;;1;0.53;;
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2200;62;29;77.98;;
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2400;4;4;4.4;;
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2500;73;16;78.76;;
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N4000;4;6;6.85;;
NEUROCHIR_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;NCINS;21;6;22.73;;
NEUROCHIR_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M103X;2;2;2.7;;
NEUROCHIR_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M2060;8;1;6.5;1;1
NEUROCHIR_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MAUT;2;;2.57;;
NEUROCHIR_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2200;99;16;115.07;;
NEUROCHIR_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2500;80;14;93.58;;
NEUROCHIR_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NAUT;27;1;27.47;;
NEUROCHIR_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NCINS;17;;16.77;;
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;M103X;7;;7;;
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;M1120;7;;7;0;1
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;M1160;3;;3;0;1
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;M2060;4;1;4.5;0;1
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;N2200;13;1;10.9;;
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;N2400;1;;1;;
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;N2500;9;;9.7;;
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;NAUT;7;2;7.8;;
NEUROCHIR_P;2020;340015502;CL DU MILLENAIRE;340000512;NCINS;3;;3;;
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M103X;;2;0.2;;
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1120;1;3;0.93;1;0
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1160;1;;1;0;1
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M2060;5;11;9.7;1;1
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;MAUT;3;1;2.7;;
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N2200;54;2;51.74;;
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N2400;1;;0.2;;
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N2500;55;1;51.02;;
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;NAUT;7;2;6.49;;
NEUROCHIR_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;NCINS;10;;10.05;;
NEUROCHIR_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M103X;5;1;1.67;;
NEUROCHIR_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1160;13;6;5.13;;
NEUROCHIR_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M2060;25;6;3.46;;
NEUROCHIR_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2200;38;13;44.26;;
NEUROCHIR_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2500;30;13;38.18;;
NEUROCHIR_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NAUT;8;1;9.59;;
NEUROCHIR_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NCINS;3;0;2.1;;
NEUROCHIR_P;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;M2060;1;;1;;
NEUROCHIR_P;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;N2200;3;;2.56;;
NEUROCHIR_P;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;N4000;;;0.12;;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;M1120;14;10;12.94;;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;M1160;4;1;3.21;0;1
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;M2060;10;2;7.73;1;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;N2200;39;17;51.36;;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;N2400;1;2;1.6;;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;N2500;32;14;47.65;;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;N4000;11;1;9.26;;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;NAUT;18;2;17.84;;
NEUROCHIR_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;NCINS;3;;3.13;;
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M103X;7;1;6.24;;
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M1120;2;1;1.56;0;0
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M1160;3;5;4.72;0;1
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M2060;9;;7.95;0;1
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2200;45;24;56.78;;
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2400;2;2;2.4;;
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2500;39;15;49.43;;
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N4000;14;1;13.96;;
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;NAUT;16;2;18.24;;
NEUROCHIR_P;2020;380000067;HOPITAL NORD - CHU38;380780080;NCINS;7;1;7.01;;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;M103X;4;1;0.79;;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;M1120;;1;0.2;0;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;M2060;8;;4.8;0;1
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;MAUT;1;;0.17;;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2200;42;13;39.18;;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2400;1;1;0.15;;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2500;23;7;24.71;;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;NAUT;22;5;15.21;;
NEUROCHIR_P;2020;420785354;HOPITAL NORD - CHU42;420784878;NCINS;3;;2.31;;
NEUROCHIR_P;2020;440017598;CHU DE NANTES SITE LAENNEC;440000289;M1160;4;3;3;1;1
NEUROCHIR_P;2020;440017598;CHU DE NANTES SITE LAENNEC;440000289;M2060;5;2;2.5;0;1
NEUROCHIR_P;2020;440017598;CHU DE NANTES SITE LAENNEC;440000289;MAUT;1;;0.05;;
NEUROCHIR_P;2020;440017598;CHU DE NANTES SITE LAENNEC;440000289;N2200;12;4;15.55;;
NEUROCHIR_P;2020;440017598;CHU DE NANTES SITE LAENNEC;440000289;N2500;11;6;14.37;;
NEUROCHIR_P;2020;440017598;CHU DE NANTES SITE LAENNEC;440000289;N4000;2;1;2.8;;
NEUROCHIR_P;2020;440017598;CHU DE NANTES SITE LAENNEC;440000289;NAUT;7;8;11.35;;
NEUROCHIR_P;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;M2060;0;8;3.2;0;1
NEUROCHIR_P;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;N2200;5;6;8.76;;
NEUROCHIR_P;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;N2500;3;4;7.05;;
NEUROCHIR_P;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;NAUT;1;0;0.98;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;M103X;0;3;1;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;M1120;0;1;0.1;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;M1160;;;;0;1
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;M2060;0;9;4.14;0;1
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;N2200;21;18;32.45;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;N2400;0;1;0.4;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;N2500;24;17;32.94;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;N4000;11;0;2.48;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;NAUT;5;1;5.77;;
NEUROCHIR_P;2020;490000049;CHR ANGERS SITE LARREY;490000031;NCINS;13;3;6.8;;
NEUROCHIR_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;M1120;;;;0;1
NEUROCHIR_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;M1160;;;;0;1
NEUROCHIR_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;M2060;10;;4.33;0;1
NEUROCHIR_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2200;25;4;27.49;;
NEUROCHIR_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2500;10;12;19.63;;
NEUROCHIR_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;NAUT;19;2;11.54;;
NEUROCHIR_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;NCINS;4;0;0.89;;
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;M103X;7;;4.85;;
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;M1120;;;;1;1
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;M1160;5;1;1.92;0;0
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;M2060;10;;6.08;0;0
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;MAUT;1;;0.2;;
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2200;43;17;55.32;;
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2500;39;11;39.79;;
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;NAUT;22;1;16.6;;
NEUROCHIR_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;NCINS;25;6;28.37;;
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M1120;;;;0;1
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M1160;;;;0;1
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M2060;4;;1.23;0;1
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;MAUT;4;1;0.21;;
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N2200;8;5;7.18;;
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N2500;10;9;10.25;;
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;NAUT;7;1;4.49;;
NEUROCHIR_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;NCINS;6;1;4.26;;
NEUROCHIR_P;2020;590000618;CH VALENCIENNES;590782215;M103X;5;;3.2;;
NEUROCHIR_P;2020;590000618;CH VALENCIENNES;590782215;M1120;9;;7.06;;
NEUROCHIR_P;2020;590000618;CH VALENCIENNES;590782215;M1160;;;;1;1
NEUROCHIR_P;2020;590000618;CH VALENCIENNES;590782215;M2060;7;;4.4;0;1
NEUROCHIR_P;2020;590000618;CH VALENCIENNES;590782215;N2200;23;6;22.05;;
NEUROCHIR_P;2020;590000618;CH VALENCIENNES;590782215;N2500;17;4;16.88;;
NEUROCHIR_P;2020;590000618;CH VALENCIENNES;590782215;NAUT;7;0;3.21;;
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1120;2;1;1.3;1;1
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1160;;;;1;1
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M2060;15;;6.67;1;1
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;MAUT;2;;1.3;;
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2200;38;26;54.96;;
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2400;5;0;6.02;;
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2500;53;22;63.87;;
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;NAUT;35;6;35.85;;
NEUROCHIR_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;NCINS;9;2;10.67;;
NEUROCHIR_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;M2060;6;;3.59;0;1
NEUROCHIR_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;MAUT;1;;1;;
NEUROCHIR_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2200;30;9;35.48;;
NEUROCHIR_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2500;17;9;20.36;;
NEUROCHIR_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;NAUT;8;5;9.41;;
NEUROCHIR_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;NCINS;1;;1;;
NEUROCHIR_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1160;0;0;0;0;1
NEUROCHIR_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M2060;3;5;3.65;0;1
NEUROCHIR_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2200;12;1;10.9;;
NEUROCHIR_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2500;15;0;12.34;;
