BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2020;310780382;CL AMBROISE PARE;310000179;0;0;0;588;0;101;3069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;310781000;CL DES CEDRES;310788880;1;1;1;4795;0;3778;7321;0;1;;;;3606;0;3;3548;0;420;0;0;0;0;;;0;0;50;0;0;48;0;0;1;;;;;;;;;;1;;;;;;6;;;0;3447;0;0;0;0;0;0;0;0;0;0;1;8;;;1;8;6;;;;1;2;;2;1;1;5.53;;1.17;0.2;1.76
CANCERO;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;1;0;0;643;0;541;1070;0;1;;;;568;0;31;513;0;67;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;310781505;CL D'OCCITANIE;310000492;1;0;1;4557;0;3966;5608;0;1;;;;3887;0;22;3798;0;466;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;4028;0;0;0;0;0;0;0;0;0;0;1;;;;1;;1;1;;;1;2;;;;;2.84;0.5;;;0.5
CANCERO;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;1;1;1;81337;0;77992;15346;0;1;;;;24376;0;1755;21887;0;3122;0;3;0;7;0;1;2972;51685;529;181;1;2881;33;67;10;11;37;5;13;4;3;7;1;5;12.28;13.76;39.75;5.88;13.57;60;50;34;10;3279;23289;1775;2609;29;0;0;4;16718;8492;101;0;21;4;8;0;22.78;3.4;107;29;1;0;53;12;10;7;7;4;104.96;33.89;5.44;4.81;48.59
CANCERO;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;1;0;0;2264;0;625;12159;0;1;;;;1461;0;391;548;0;562;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;4;0;0;0;0;0;0;;;;14;;1.36;2;;;;;5;2;;;;4.85;1.6;;;
CANCERO;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;1;0;1;7040;0;5167;14823;0;1;;;;5564;0;123;5075;0;855;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;5792;0;0;0;11;0;0;2;0;0;0;1;0;2;3;1.17;1.4;14;9;;;4;6;1;;;7;15.36;6.46;;;6
CANCERO;2020;310797527;GROUPE ONCORAD GARONNE PASTEUR;310797519;0;1;0;50524;;47190;0;;;;;;;;;;;;;;;6;0;1;3334;46957;;233;;2318;;86;5;7;29;7;8;1;;;;;5.5;7;29;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;320000086;CH AUCH EN GASCOGNE;320780117;1;0;1;2156;0;1984;1658;0;1;;;;2082;0;53;1969;0;276;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;0;0;81;2010;0;0;0;0;0;0;338;0;0;0;0;0;4;1;1.6;0.18;2;1;1;0;3;2;0;0;0;0;3.5;1;1;0;3
CANCERO;2020;320004328;HAD GERS CL PASTEUR;310000096;1;0;0;0;31;0;0;36;1;;;;0;31;0;0;36;0;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;320780067;POLYCL DE GASCOGNE;320000052;0;0;0;241;0;106;643;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;0;0;405;247;344;638;249;0;330780115;;;363;247;37;305;249;46;53;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;1;0;1;3762;1532;3139;3607;1566;1;;;;2898;1532;36;2796;1566;344;234;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;3609;0;0;0;3;0;0;0;0;0;0;;;;;;;3;;;;1;4;;0;1;0;4.73;;0.17;0.67;0.55
CANCERO;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;0;1;1320;0;1191;1002;0;0;330781196;;;1196;0;24;1136;0;145;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1160;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;0;0;111;39;35;529;40;0;330781196;;;1;39;1;0;40;1;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;1;1;24013;0;22477;13217;0;1;;;;8581;0;536;7686;0;962;0;7;0;2;0;0;628;13994;166;0;0;671;0;0;0;3;11;1;5;4;0;1;;;2.31;2.77;11.43;1;4.59;12;12;0;0;527;7648;0;0;0;0;0;0;3240;0;0;0;0;1;3;13;2.71;3.46;7;8;;;5;1;0;1;;1;7.59;7.83;0.12;;6
CANCERO;2020;330000662;INSTITUT BERGONIE;330781329;1;1;1;55843;0;51896;18096;0;1;;;;24725;0;1836;22397;0;3129;0;1;0;4;0;6;1691;26465;1021;540;250;1566;9;306;7;10;21;5;12;3;2;2;;;6.96;9.32;21.79;4.55;11.77;76;33;48;10;3218;24768;2464;4385;4;8;2;7;17225;9287;15;2;16;10;3;5;13.33;12.42;133;79;;4;102;18;3;11;2;18;120.41;62.24;6.17;4.39;101.25
CANCERO;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;1;0;0;0;235;0;0;246;1;330781253;;;0;235;0;0;246;0;38;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330060351;TIVOLI ONCOLOGIE;330059619;0;1;0;23043;;21867;0;;;;;;;;;;;;;;;2;0;2;1176;21770;719;97;28;1176;;67;4;4;12;1;5;;;;;;4;4;12;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;0;1;0;;;;;;;;;;;;;;;;;;;4;;0;;0;20;0;8;16;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;1;0;0;850;0;459;1396;0;0;330000662;;;19;0;0;19;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;0;0;0;1342;0;232;5046;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;1;1;11240;0;10348;5399;0;1;;;;9764;0;29;9655;0;1099;0;0;0;2;1;2;0;0;20;0;27;19;0;15;0;3;3;2;5;5;0;0;0;0;2.5;3;3;2;5;23;16;0;0;516;10053;0;0;0;0;0;0;6256;0;0;0;1;1;5;1;3.5;0.5;5;4;;;2;;;2;1;;5;4;1.3;0.5;2
CANCERO;2020;330780206;CLINIQUE D'ARCACHON;330000126;1;0;1;2125;0;1882;1003;0;0;330780263;;;990;0;26;1709;0;211;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;4;0;;377;93;0;0;2;0;0;0;2608;0;2;0;;;3;;1.5;;7;2;;;;1;1;1;1;1;7.54;2.8;0.31;0.5;0.2
CANCERO;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;1;0;1;3210;0;2632;5028;0;1;;;;1474;0;36;2432;0;290;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;527;0;0;0;0;0;0;0;0;0;0;;;2;;1;;5;;;;;;;;;;2.56;;;;
CANCERO;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;1;0;1;11750;0;9770;11041;0;1;;;;10487;0;853;9456;0;1258;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;37;10;;;1337;9573;0;0;1;4;0;0;7657;0;2;0;6;1;;;6;1;14;11;;1;1;1;;2;;;14.8;11;1.29;1;0.5
CANCERO;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;0;0;320;0;277;499;0;0;330780115;;;253;0;0;249;0;37;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;0;0;0;299;0;193;417;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330780511;CLINIQUE SAINTE-ANNE;330000316;1;0;1;2502;0;2280;1400;0;1;;;;2200;0;25;2142;0;255;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2251;0;0;0;1;0;0;0;0;0;0;2;;;;2;;2;;1;;;;;1;1;2;2.01;;0.9;0.3;0.44
CANCERO;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;1;0;0;1097;0;800;2173;0;0;330780115;;;759;0;0;747;0;102;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;0;0;379;0;205;1100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330781303;HIA ROBERT PICQUE;750821092;1;0;0;8;0;1;60;0;1;;;;1;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;0;1;10444;0;8926;10340;0;1;;;;9917;0;912;7787;0;1557;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;14;0;0;1044;5267;0;0;0;0;0;0;6894;0;0;0;4;;6;;6.46;;31;25;1;0;12;15;13;0;1;2;31.64;22.77;1;0.9;7.83
CANCERO;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;0;1;4717;0;1981;22866;0;1;;;;1929;0;347;1390;0;54;0;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;10;;;632;1646;0;0;619;1631;0;0;4774;0;4685;0;;6;;;;4.8;36;16;;;9;12;4;1;;2;29.66;15.24;0.3;;6.16
CANCERO;2020;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;0;1;434;0;310;477;0;0;330780115;;;316;0;16;273;0;57;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;270;0;0;0;0;0;0;0;0;0;0;;;4;;;;;;;;;1;;;;;0.33;;0.2;0.1;0.2
CANCERO;2020;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;0;1;1385;0;1024;1760;0;0;330780115;;;873;0;1;846;0;90;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;1519;;;;;;;;;;;;;;;;;2;;;;;;;;;;1.8;;;;
CANCERO;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;1;0;49343;0;44652;39295;0;1;;;;17496;0;1760;14678;0;2351;0;1;0;4;0;0;1725;26259;468;70;157;1912;42;100;9;6;21;3;19;1;;6;1;5;8;6;25.7;3.9;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340000033;CH BEZIERS;340780055;1;0;0;6363;0;5702;6929;0;1;;;;6086;0;213;5592;0;542;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340000207;ICM;340780493;1;1;1;71707;0;67526;21183;0;1;;;;23160;0;2058;20606;0;2866;0;1;0;7;0;6;2674;43121;424;339;237;2404;20;341;17;6;29;5;27;1;2;3;1;4;9.63;6.9;30.41;5.52;20.45;91;42;52;12;4066;23082;2331;2714;3;2;2;2;19568;12953;5;4;24;39;10;5;22.97;8.86;92;66;2;3;80;50;4;3;2;15;117.38;64.74;4.7;4.7;60.73
CANCERO;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;0;0;1148;1;974;1344;2;1;;;;911;1;2;891;2;91;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340009885;POLYCL CHAMPEAU;340009877;1;0;1;2857;0;2585;1378;0;1;;;;2100;0;19;2174;0;242;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1968;0;0;0;0;0;0;0;0;0;0;;;5;3;3;0.3;4;7;0;0;;10;11;2;1;;9.32;10.6;0.31;0.2;
CANCERO;2020;340015502;CL DU MILLENAIRE;340000512;0;0;0;574;0;58;5163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340015965;POLYCL ST PRIVAT;340000074;1;0;1;7093;0;5762;8900;0;1;;;;5538;0;284;5640;0;668;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;4918;0;0;0;8;0;0;0;0;0;0;;;5;1;2;0.5;3;;;;;1;1;1;1;1;3.5;0.5;0.5;0.5;0.5
CANCERO;2020;340016476;HAD BEZIERS HAD;340016468;1;0;0;0;18;0;0;43;0;340015965;340009885;;0;18;0;0;43;0;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340017847;HAD HOME SANTE 34;340018175;1;0;0;0;24;0;0;29;1;340780675;;;0;24;0;0;29;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340020445;CENTRE D'ONCOLOGIE MONTPELLIER;340021559;0;1;0;32134;;30463;;;;;;;;;;;;;;;;4;0;2;1671;30463;2293;;29;1671;;29;6;5;19;2;19;1;1;1;1;3;6.5;5.8;19.9;2.8;21.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340021211;HAD CH BEZIERS;340780055;1;0;0;0;37;0;0;41;0;340000033;;;0;37;0;0;41;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340780139;CL DU DR JEAN CAUSSE;340000090;0;0;0;224;0;172;142;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340780154;POLYCL PASTEUR;340000116;1;0;0;0;3;0;0;4;1;;;;;3;;;4;;3;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340780634;CL ST JEAN;340000272;1;0;1;1010;0;780;1494;0;1;;;;557;0;2;545;0;63;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;553;0;0;0;0;0;0;0;0;0;0;;;3;;0.5;;1;;;;;1;1;2;1;1;1.8;0.5;0.3;0.1;0.2
CANCERO;2020;340780642;CL BEAU SOLEIL;340785856;1;0;0;1745;0;1121;3588;0;0;340782036;;;1090;0;58;1009;0;147;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340780667;CL DU PARC;340000280;1;0;0;8386;0;7215;9078;0;1;;;;7335;0;376;6717;0;752;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340780675;CL CLEMENTVILLE;340000298;1;1;1;47036;0;44444;9476;0;1;;;;13538;0;117;13177;0;1377;0;0;0;4;0;2;1671;30463;2293;0;29;1671;0;29;6;5;19;2;19;1;1;1;1;3;6.5;5.8;19.9;2.8;21.3;51;15;;;1048;13226;0;0;0;0;0;0;13228;0;0;0;3;6;1;1;;;19;21;;1;2;2;5;2;;;20.64;17.81;1.06;1;2
CANCERO;2020;340780717;CL ST LOUIS;340023225;1;0;0;138;0;74;294;0;0;340000207;;;38;0;0;38;0;5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340780741;POLYCL STE THERESE;340000348;0;0;0;874;0;675;931;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340781608;CL DU MAS DE ROCHET;340015171;1;0;0;109;0;0;1895;0;0;340000207;;;67;0;49;8;0;37;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;0;1;14817;194;12944;19870;401;1;;;;13583;194;642;12286;401;1700;83;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;13;;;1117;5611;0;0;0;0;0;0;5012;0;0;0;;5;;10;;6.11;20;15;;;3;2;;;;;19.53;13.12;;;2
CANCERO;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;1;0;0;883;0;231;5846;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;0;0;719;0;70;3671;0;1;;;;12;0;0;0;0;10;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;1;0;1;6016;0;4171;8900;0;1;;;;5264;0;1007;3966;0;447;0;148;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;8;;;890;2690;0;0;0;0;0;0;1946;0;0;0;;;;5;;2.54;8;6;1;;;3;3;1;;2;9.03;6.39;0.94;;1.85
CANCERO;2020;340798511;ONCODOC;340798503;0;1;0;25920;;25920;;;;;;;;;;;;;;;;3;;;;25920;;;;1123;;;4;1;16;3;20;0;3;2;0;8;4;3.67;17.6;3;22.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350000121;CHP SAINT GREGOIRE;350000303;1;1;1;11281;0;9772;15397;0;1;;;;9535;0;86;9239;0;1057;0;0;0;2;;2;0;0;6;0;27;5;0;20;0;3;12;2;18;4;2;4;1;12;3.2;4.6;15.5;2.8;23.94;14;25;;;284;9846;0;0;0;2;0;0;5721;0;0;0;;3;3;1;2;3.8;22;16;;2;;6;6;2;1;2;27.03;19.2;1.54;2.75;1.08
CANCERO;2020;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;0;0;0;1203;0;680;2313;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;0;1;6892;0;6186;7516;0;1;;;;6448;0;220;5989;0;744;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;6727;0;0;0;0;0;0;0;0;0;0;0;;3;;1.28;;11;11;0;0;7;22;9;1;1;5;23.92;16.12;0.34;0.45;6.95
CANCERO;2020;350000154;C.H FOUGERES;350000030;1;0;0;231;0;174;690;0;1;;;;93;0;0;87;0;28;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350000162;CHIRC SITE REDON;350000048;1;0;0;269;0;242;194;0;0;350002812;;;185;0;0;185;0;31;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;1;0;0;940;0;820;900;0;0;350002812;;;901;0;73;809;0;100;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;1;0;0;3689;0;3360;1399;0;1;;;;3290;0;0;3289;0;311;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;0;1;13680;0;10759;32638;0;1;;;;10891;0;223;9948;0;1426;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;19;;;425;10291;0;0;1;20;0;0;3538;0;3;0;7;;3;0;2.57;;39;14;;;7;8;3;;;0;43.74;15.94;;;6.41
CANCERO;2020;350002192;POLYCLINIQUE ST LAURENT;220020739;1;0;1;1311;0;1005;2075;0;1;;;;949;0;15;911;0;138;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;0;0;0;916;0;0;0;0;0;0;0;0;0;0;;;;5;;3;1;;;;;1;;1;1;1;1.2;;0.1;0.1;0.1
CANCERO;2020;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;1;1;1;55021;0;53322;7428;0;1;;;;19271;0;750;18153;0;2256;0;0;0;5;0;6;2315;31868;310;144;333;2111;24;362;8;8;21;2;17;2;2;10;4;3;8.48;10.3;29.46;5.4;19.82;44;49;11;9;1578;19168;516;1050;1;0;1;1;7374;1038;106;1;17;1;14;0;22.05;1;58;30;;;53;25;9;5;4;17;67.25;30.26;1.48;1.79;61.63
CANCERO;2020;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;0;1;5863;0;5179;4993;0;1;;;;5024;0;203;4693;0;391;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;6335;0;0;0;0;0;0;0;0;0;0;3;4;;;3;4;4;1;;;;;;;;;3.57;1;;;
CANCERO;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;1;0;1;2460;0;1722;7261;0;1;;;;1624;0;268;1321;0;14;0;160;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;8;;;491;2296;0;0;478;2209;0;0;3583;0;3535;0;;9;;1;;3.48;30;8;0;0;11;14;7;0;0;1;40.33;14.14;0.04;0;10.74
CANCERO;2020;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;0;1;0;29595;;28435;;;;;;;;;;;;;;;;3;0;2;1160;28314;0;121;11;1160;0;50;0;3;12;2;18;4;2;4;1;12;3.2;4.6;15.5;2.8;22.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350042628;HAD 35;350042578;1;0;0;0;11;0;0;26;1;350002812;;;0;11;0;0;26;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;0;1;0;20236;;19398;0;;;;;;;;;;;;;;;2;0;0;838;19398;;0;;838;0;0;0;4;12;2;6;4;0;1;0;8;3;4;12.9;2;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;350044772;HAD SAINT MALO DINAN;350000626;1;0;0;0;16;0;0;23;1;;;;0;16;0;0;23;0;14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;1;0;1;248;0;244;48;0;0;180004145;;;248;0;0;244;0;17;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;343;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;3;1;;1;0.7;0.75;0.1;0;0.05
CANCERO;2020;360000129;CLINIQUE SAINT FRANCOIS;360000269;1;0;0;320;0;146;802;0;0;360000129;;;110;0;0;110;0;30;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;360000137;CH CHATEAUROUX;360000053;1;0;1;6628;4;6171;6006;4;1;;;;5295;4;99;5994;4;573;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;22;15;;;508;4769;0;0;0;0;0;0;6903;0;0;0;4;;3;;4.12;;12;9;;;11;5;3;;;5;17.25;12.96;0.37;;12.42
CANCERO;2020;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;0;0;0;148;0;49;330;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;1;0;1;3412;0;2661;5153;0;1;;;;2515;0;9;2415;0;332;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2607;0;0;0;0;0;0;0;0;0;0;2;3;;1;2;3.5;2;;;;1;;;1;1;0;2;;0.1;0.3;1
