BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2020;030785430;POLYCLINIQUE SAINT-ODILON;030785422;30;10950;1980;6;8602;62;18445;1717;37;5083;0;;0;0;0;92;29395;3697;43;13685;3;1;;;1064;27;4782;;0;;;30;4783;;;1064;0;0;0;0;0;0;0;0;0;;;;;0;0;0;;0;
MCO;2020;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;5;1825;91;7;996;;;0;0;0;;;0;0;0;5;1825;91;7;996;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2020;040000044;EPS DUCELIA DE CASTELLANE;040780140;4;1460;74;10;508;;;0;0;0;;;0;0;0;4;1460;74;10;508;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;130;46030;6840;874;38728;41;13671;2845;928;8498;19;6935;990;205;2855;190;66636;10675;2007;50081;11;149;;;5258;10;872;0;0;;;21;1021;;;5258;1;0;1;1;0;1;0;0;1;60;;20;45;19125;1243;13938;;4455;1913
MCO;2020;040000119;EPS LUMIERE DE RIEZ;040780231;4;1464;113;0;699;0;0;0;0;0;0;0;0;0;0;4;1464;113;0;699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2020;040000127;EPS VALLEE DE LA BLANCHE SEYNE ALPES;040780249;4;1460;57;0;609;;;0;0;0;;;0;0;0;4;1460;57;0;609;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;15;9575;1873;542;7611;;;0;0;0;;;0;0;0;15;9575;1873;542;7611;2;0;1;0;1;;0;;0;;;2;0;1;0;1;;;;;;;;;;;;;;4591;523;10392;;229;333
MCO;2020;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;103;37595;3989;622;33861;30;10950;1168;34;5064;17;6205;574;107;1723;150;54750;5731;763;40648;25;758;;;1734;16;1796;1;255;;;42;2809;;;1734;0;0;0;1;0;0;1;1;0;;;;;15291;612;12624;25;1401;2881
MCO;2020;040780470;CLINIQUE TOUTES AURES;040000192;;;0;0;0;47;17155;496;8;1761;;;0;0;0;47;17155;496;8;1761;;0;;;0;20;3871;;0;;;20;3871;;;0;;;;;;;;;;;;;;;;;;;
MCO;2020;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;29;10585;197;0;666;29;10585;1432;0;2701;;;0;0;0;58;21170;1629;0;3367;29;26;;;614;25;9150;;0;;;54;9176;;;614;;;;;;;;;;;;;;;;;;;
MCO;2020;050000223;CENTRE HOSPITALIER AIGUILLES QUEYRAS;050000108;4;1464;50;1;1303;;;0;0;0;;;0;0;0;4;1464;50;1;1303;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2020;050000231;CH DES ESCARTONS DE BRIANCON;050000116;44;16060;3027;706;12314;22;8030;1606;108;4836;9;3285;642;181;1575;75;27375;5275;995;18725;5;334;;;4567;5;1397;;0;;;10;1731;;;4567;1;1;1;1;0;1;1;1;1;;;;;15354;1194;12109;1;999;1981
MCO;2020;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;27;9882;1123;210;7442;;;0;0;0;;;0;0;0;27;9882;1123;210;7442;;0;;;0;;0;;0;;;;0;;;0;0;0;0;1;1;1;0;0;0;;;;;858;690;5462;;478;
MCO;2020;050000330;CHABRE COURT SEJOUR SSR;050007145;5;1135;37;0;1037;;;0;0;0;;;0;0;0;5;1135;37;0;1037;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;173;63196;9734;1091;52171;60;19771;3755;132;13154;18;6588;1749;83;5349;251;89555;15238;1306;70674;23;266;1;18;14244;14;2637;3;120;;;40;3023;1;18;14244;0;0;0;0;0;0;0;0;0;;;;;37535;2583;33689;1;1592;13081
MCO;2020;050007533;INSTITUT PAOLI CALMETTES RADIOTH GAP;130784127;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9521;;0;;0;;;;0;;;9521;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060000163;CH SAINT MAUR SAINT ETIENNE TINEE;060780327;4;1460;39;0;417;;;0;0;0;;;0;0;0;4;1460;39;0;417;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;5;1665;138;2;1707;;;0;0;0;;;0;0;0;5;1665;138;2;1707;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060000411;CH DU PAYS DE LA ROUDOULE PUGET;060780780;6;2196;94;2;1283;;;0;0;0;;;0;0;0;6;2196;94;2;1283;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
MCO;2020;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;167;60955;8517;1142;44184;59;21535;2291;43;10189;32;11680;2844;81;10851;258;94170;13652;1266;65224;7;583;;;3813;16;1907;2;423;;;25;2913;;;3813;1;1;1;1;1;1;1;1;1;;;;;45706;1502;35013;846;5547;13858
MCO;2020;060000486;CH SAINT ELOI DE SOSPEL;060780905;12;4392;246;7;3247;;;0;0;0;;;0;0;0;12;4392;246;7;3247;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060000494;CH SAINT LAZARE DE TENDE;060780921;5;907;50;0;918;;;0;0;0;;;0;0;0;5;907;50;0;918;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060000510;CH D'ANTIBES JUAN LES PINS;060780954;243;87371;11311;986;71386;53;19006;2872;126;14746;22;8052;1372;75;4639;318;114429;15555;1187;90771;24;808;0;0;3121;14;2346;3;372;;;41;3526;0;0;3121;1;1;1;1;1;1;1;1;1;130;50;42;65;56417;3312;32308;12;3306;7792
MCO;2020;060000528;CENTRE ANTOINE LACASSAGNE;060780962;92;30392;4597;63;29053;38;9408;1982;460;5056;;;0;0;0;130;39800;6579;523;34109;47;940;0;0;46041;15;1423;;0;;;62;2363;0;0;46041;1;1;0;1;0;0;1;0;0;;;;;50898;0;44475;0;0;9496
MCO;2020;060000544;CH DE CANNES SIMONE VEIL;060780988;249;88933;12891;1715;69959;67;24522;2532;53;14088;24;8784;2167;461;6590;340;122239;17590;2229;90637;29;1813;;;10873;16;2590;5;362;;;50;4765;;;10873;1;1;1;1;1;1;1;1;1;80;62;5;71;58204;1552;45297;721;3185;12715
MCO;2020;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;8;2664;139;3;1327;;;0;0;0;;;0;0;0;8;2664;139;3;1327;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060002102;CH LA PALMOSA DE MENTON;060791761;53;19398;2930;852;16450;42;9882;1285;167;6258;;;0;0;0;95;29280;4215;1019;22708;;0;;;29;9;2095;;0;;;9;2095;;;29;1;1;0;1;0;1;1;0;0;;;;;12679;904;13587;;964;1979
MCO;2020;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;0;;6;0;15;8;2928;69;9;188;;;0;0;0;8;2928;75;9;203;;0;;;0;5;2247;;0;;;5;2247;;;0;0;0;0;0;0;0;0;0;0;;;;;12449;0;10648;0;0;3388
MCO;2020;060010949;AGAHTIR UDM ANTIBES;060790540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9671;;0;;0;;;;0;;;9671;;;;;;;;;;;;;;;;;;;
MCO;2020;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;30;10950;627;0;5782;76;27740;2463;0;6415;;;0;0;0;106;38690;3090;0;12197;1;3;;;162;50;14527;;0;;;51;14530;;;162;;;;;;;;;;;;;;;;;;;
MCO;2020;060780442;CLINIQUE SAINT FRANCOIS;060000213;;;0;0;0;30;10950;1333;1;1507;;;0;0;0;30;10950;1333;1;1507;;0;;;0;10;4170;;0;;;10;4170;;;0;;;;;;;;;;;;;;;;;;;
MCO;2020;060780491;INSTITUT ARNAULT TZANCK;060790797;56;20440;2908;18;17525;72;26280;3570;114;13031;;;0;0;0;128;46720;6478;132;30556;10;5906;;;174;23;4819;;0;;;33;10725;;;174;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060780517;POLYCLINIQUE SAINT JEAN;060000239;67;24455;4321;0;20577;89;32485;18578;0;14444;34;12410;1307;0;4159;190;69350;24206;0;39180;10;1021;;;9859;57;15015;2;123;;;69;16159;;;9859;;;;;;;;;;;;;;;;;;;
MCO;2020;060780590;CLINIQUE DU PALAIS;060000270;;;0;0;0;54;19710;1846;1;5524;;;0;0;0;54;19710;1846;1;5524;;0;;;478;10;5100;;0;;;10;5100;;;478;;;;;;;;;;;;;;;;;;;
MCO;2020;060780715;CLINIQUE SAINT GEORGE;060000361;66;24156;8517;1592;31646;160;58560;6339;120;19976;30;10980;1529;12;5795;256;93696;16385;1724;57417;;0;;;8112;61;18873;;0;;;61;18873;;;8112;;;;;;;;;;;;;;;;;;;
MCO;2020;060780723;CLINIQUE DU PARC IMPERIAL;060004959;16;5840;1444;98;6183;71;25915;2355;196;6643;;;0;0;0;87;31755;3799;294;12826;;0;;;4196;31;8685;;0;;;31;8685;;;4196;;;;;;;;;;;;;;;;;;;
MCO;2020;060780756;POLYCLINIQUE SANTA MARIA;060000403;6;2190;288;0;1712;40;14600;1808;0;4009;52;18980;2291;37;8734;98;35770;4387;37;14455;;0;;;81;15;7082;;3;;;15;7085;;;81;;;;;;;;;;;;;;;;;;;
MCO;2020;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;78;28473;6626;1647;17418;24;8784;2275;349;5154;;;0;0;0;102;37257;8901;1996;22572;8;1029;;;800;14;1686;;0;;;22;2715;;;800;1;1;1;1;1;1;1;1;1;;;;;43104;;41219;1633;;12741
MCO;2020;060781200;CLINIQUE SAINT ANTOINE;060000635;36;13176;2022;11;15401;61;22326;987;6;3307;;;94;94;0;97;35502;3103;111;18708;;0;;;336;19;6814;;1;;;19;6815;;;336;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;351;135459;22431;5010;91852;220;77631;12526;380;54437;;;0;0;0;571;213090;34957;5390;146289;48;4418;0;0;29089;30;4046;;0;;;78;8464;0;0;29089;1;0;0;0;1;0;1;1;1;;;;;123449;1;91409;306;2;51432
MCO;2020;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;73;18474;2010;13;17590;0;0;0;0;0;0;0;0;0;0;73;18474;2010;13;17590;4;1958;;;89;;0;;0;;;4;1958;;;89;0;0;0;0;0;0;0;0;0;;;;;15195;0;16009;7708;0;3023
MCO;2020;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;293;105258;11256;3148;79666;71;23100;2135;154;10854;74;27084;5500;1227;18155;438;155442;18891;4529;108675;58;2862;0;0;15125;10;689;11;382;0;0;79;3933;0;0;15125;0;1;1;1;0;0;0;0;0;;;;;93152;8069;34383;135;21997;45911
MCO;2020;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;91;33215;2257;16;27060;;;0;0;0;;;0;0;0;91;33215;2257;16;27060;4;635;0;0;85;;0;;0;;;4;635;0;0;85;1;1;1;1;1;0;1;1;1;8;30;;8;2185;0;1439;0;0;12961
MCO;2020;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;36039;;0;;0;;;;0;;;36039;;;;;;;;;;;;;;;;;;;
MCO;2020;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;13224;;0;;0;;;;0;;;13224;;;;;;;;;;;;;;;;;;;
MCO;2020;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;44;16060;2015;45;12508;24;8760;2506;1125;3358;;;0;0;0;68;24820;4521;1170;15866;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;2253;;7020;;;
MCO;2020;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;139;50735;3876;159;25241;83;30295;3302;116;11788;;;0;0;0;222;81030;7178;275;37029;20;101;;;8833;35;11573;;0;;;55;11674;;;8833;;;;;;;;;;;;;;;;;;;
MCO;2020;070000013;CH DES VALS D'ARDECHE;070002878;72;26352;2351;424;18545;15;5490;1064;18;3554;0;0;48;48;0;87;31842;3463;490;22099;8;68;;;1212;8;1419;;0;;;16;1487;;;1212;1;0;1;1;1;0;1;1;1;;;;;10616;1417;24337;;1053;4307
MCO;2020;070000021;CH DE JOYEUSE;070007927;15;5475;84;0;1189;;;0;0;0;;;0;0;0;15;5475;84;0;1189;0;2;;;0;;0;;0;;;0;2;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;070000039;CH DE VALLON PONT D'ARC;070780119;16;5856;204;2;2482;;;0;0;0;;;0;0;0;16;5856;204;2;2482;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2020;070000047;CH DE VILLENEUVE DE BERG;070780127;12;4749;450;1;4697;0;0;0;0;0;0;0;0;0;0;12;4749;450;1;4697;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;070000062;CH DE BOURG SAINT ANDEOL;070005558;8;2920;158;1;2839;;;0;0;0;;;0;0;0;8;2920;158;1;2839;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2020;070000070;CH DU CHEYLARD;070780150;20;7300;461;28;4156;;;0;0;0;;;0;0;0;20;7300;461;28;4156;0;0;;;2;;0;;0;;;0;0;;;2;0;0;0;0;1;0;0;0;0;;;;;16;;1939;;;
MCO;2020;070000096;HOPITAL DE MOZE;070780184;8;2928;320;13;2897;;;0;0;0;;;0;0;0;8;2928;320;13;2897;6;176;;;42;;0;;0;;;6;176;;;42;1;0;0;1;1;0;0;0;0;;60;;;2281;684;296;;1394;63
MCO;2020;070000112;CH LEOPOLD OLLIER;070007927;15;5475;237;0;3744;0;;0;0;0;0;;0;0;0;15;5475;237;0;3744;0;3;;;0;;0;;0;;;0;3;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;070000146;CH DE LARGENTIERE;070004742;8;2928;76;0;1235;;;0;0;0;;;0;0;0;8;2928;76;0;1235;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2020;070000179;CH ARDECHE NORD;070780358;146;53290;9889;3205;42351;30;10950;1307;124;7385;22;8030;1180;266;3341;198;72270;12376;3595;53077;10;871;;;14261;16;2149;;0;;;26;3020;;;14261;1;0;1;1;1;1;1;1;1;;180;30;180;27832;3043;64461;0;1743;18931
MCO;2020;070000187;CH DE LAMASTRE;070780366;12;4392;375;11;3326;0;0;0;0;0;0;0;0;0;0;12;4392;375;11;3326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2020;070000195;CH DE TOURNON SUR RHONE;070780374;38;12450;864;4;8276;;;0;0;0;;;0;0;0;38;12450;864;4;8276;0;0;;;0;;0;;0;;;0;0;;;0;1;1;1;0;1;1;0;0;0;;;;;953;761;374;0;1302;0
MCO;2020;070000203;CH DE SAINT FELICIEN;070780382;11;4015;146;4;1961;;;0;0;0;;;0;0;0;11;4015;146;4;1961;;0;;;28;;0;;0;;;;0;;;28;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;070000484;CH BOIS VERT;070005566;8;2918;416;0;2095;;;0;0;0;;;0;0;0;8;2918;416;0;2095;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;070000609;CH D'AUBENAS;070005566;142;51830;7926;1586;40798;38;12410;2037;148;8749;16;5840;968;101;3078;196;70080;10931;1835;52625;10;431;;;3612;9;1658;1;303;;;20;2392;;;3612;1;1;0;1;1;1;1;1;1;;;;;;;;;;
MCO;2020;070780168;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;070000088;4;1460;63;0;407;55;20075;846;4;2393;;;0;0;0;59;21535;909;4;2800;;0;;;32;6;3884;;0;;;6;3884;;;32;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2020;070780424;CLINIQUE PASTEUR;070000245;20;7320;899;49;5161;129;47214;5691;605;23008;27;9882;999;38;3925;176;64416;7589;692;32094;1;81;0;;44;29;7365;0;0;;;30;7446;0;;44;;;;;;;;;;;;;;;;;;;
