BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2023;010002129;SSR LES ARBELLES;310025010;0.25;0.08;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;1;0.2;1;1.2;186;1;0;;0;;;;;;;;;0;;;0;;;1;1;0;;142;0;0;;1;;;;;;;;;;0.15;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;0.1;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;1;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;0.18;0.22;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010009702;USLD EMILE PELICAND;010780054;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;15;8;4883;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010010171;CLINIQUE DE CHATILLON;010011559;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;0.08;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010780195;CLINIQUE CONVERT;010000156;0.5;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.2;0;;;;0;;;;;0;;;;
PN;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;0.1;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;0.22;0.28;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;3;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010780294;NEPHROCARE CH BELLEY;690000278;0.02;0.11;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;0.5;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010780492;CRF ROMANS-FERRARI;360000707;0.2;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;0.18;0.22;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;010789576;USLD;010780096;0.05;;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000089;CH GUISE;020000022;0;0.4;1;1;0;0;0;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000097;CH LA FÈRE;020000048;0.8;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;0.33;0;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;1;01/07/2009;46;29;0;31;;;;1;1;2;;;;;0.12;;;0.04;0.04;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000162;CH SAINT-QUENTIN;020000063;5.8;1;1;0.5;111;0;1;1;0;;;;;;;;;0;;;0;;;1;1;1;01/01/2002;567;219;0;231;0;0;0;7;;3;0;0;10;3;0.6;0.6;0;11.42;2.11;0;;;;1;14;25;5110;0;;;;1;12;1219;1;1;0;;;;1;477;201;10;0.8;0;;;;
PN;2023;020000246;CH VERVINS;020000071;0.25;;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;1;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;1;01/01/2007;369;126;1;44;3;3;;1;1;;;;;;0.5;0.5;;0.24;0.24;1;15;148;5026;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000360;CLINIQUE COURLANCY SOISSONS;020014742;0.16;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000386;CLINIQUE DE LA ROSERAIE;020000600;0.16;0.04;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000394;CH LAON;020000253;1.8;0.5;1;2;188;0;0;0;1;;2973;466;1121;11123;746;451;;0;;;0;;;1;1;1;01/01/2005;362;301;0;17;;;;;;1;1;;2;2;0.16;0.16;;0.44;0.44;0;;;;0;;;;0;;;;1;19;1251;1;1.92;1;3.88;807;83;1;73;47;7;0.7;0;;;;
PN;2023;020000519;CH SOISSONS;020000261;1.8;1;1;1;384;0;1;0;0;;;;;;;;;0;;;0;;;1;1;1;01/01/2024;320;80;0;180;4;3;1;2;1;;;;;;0.5;0.4;0.1;1;0.5;0;;;;0;;;;0;;;;1;39;440;1;0.72;1;0.5;273;53;1;2460;448;15;2.5;0;;;;
PN;2023;020000535;CH CHAUNY;020000287;0.1;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2;1;0.1;237;46;1;255;236;7;0.49;0;;;;
PN;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;0.2;0;1;1.05;123;0;1;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;1.2;0.2;0;;;;;0;0;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020001061;CH CHÂTEAU-THIERRY;020004404;1;0.1;1;0.3;72;1;1;0;1;020000295;583;138;823;2327;116;76;1;0;;;0;;;1;1;1;01/01/2017;157;155;0;30;;;;;;2;;;2;1;0.4;;;1;0.5;0;;;;0;;;;0;;;;1;15;18;0;;1;2.3;492;323;1;2158;376;7;2.2;0;;;;
PN;2023;020001087;CH HIRSON;020004495;0.3;0.2;1;1.25;17;1;0;0;0;;;;;;;;;0;;;0;;;1;1;1;;114;63;0;58;;;;;;2;1;;6;1;0.5;0.2;;1.4;0.3;0;;;;0;;;;0;;;;0;;;0;;1;2.65;111;48;1;1513;262;15;1.1;0;;;;
PN;2023;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;0.25;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020004297;HAD AMSAM SOISSONS;020005179;0.1;0.03;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;0;0;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1250;882;4;0.4;0;;;;
PN;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;1.9;0.25;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.99;0;;;;0;;;;;0;;;;
PN;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020010898;HAD CRF CHAUNY;750721334;0.05;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;0.1;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;020016341;SSR RENAISSANCE SOISSONS;750814030;1;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;030000012;CH DE NERIS LES BAINS;030780100;0.3;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;030000061;CH DE MOULINS;030780092;3.71;0.7;1;1.29;241;1;0;0;1;690029194;1620;93;780;600;112;614;2;0;;;0;;;1;1;1;16/12/2005;544;279;1;60;0;0;;2;1;2;2;;0;0;0.6;0.6;;2;1;0;;;;1;15;9;5456;0;;;;1;34;3191;1;3.8;1;2.93;412;0;1;2172;783;30;2.93;1;23;0;0;0
PN;2023;030000079;CH DE MONTLUCON;030780100;3.16;1;1;1.1;200;0;0;1;1;;671;205;56;56;35;70;1;0;;;0;;;1;1;1;20/11/2023;450;252;0;60;3;3;;3;2;;;;;;0.5;0.5;;1.5;1;0;;;;0;;;;0;;;;1;12;1879;1;1.55;1;1.5;95;32;1;2602;431;14;2.8;0;;;;
PN;2023;030000087;CH JACQUES LACARIN VICHY;030780118;1.8;1.9;1;1.43;376;0;1;1;0;;;;;;;;;0;;;0;;;1;2;1;31/12/2023;895;650;1;60;0;0;0;3;0;4;3;1;4;1;0.71;0.61;0.1;5.8;0.8;1;10;89;3616;0;;;;0;;;;1;18;928;1;0.3;0;;;;1;4643;1643;44;1.9;0;;;;
PN;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;0.4;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;0.8;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;226;30;;0.1;0;;;;
PN;2023;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;;0.05;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.15;0;;;;0;;;;;0;;;;
PN;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;0.2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;6;5193;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;0;;;;
PN;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;0.6;0.13;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2023;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;;;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;1;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;0.04;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;3.25;0.3;1;3.1;290;0;0;;0;;;;;;;;;0;;;0;;;1;1;0;;305;221;1;42;;;;1;;1;;;1;1;0.4;;;0.9;0.4;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2023;040000119;EPS LUMIERE DE RIEZ;040780231;0;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;1.44;0.1;1;2.1;851;0;0;1;1;;295;4;206;206;44;104;1;0;;;0;;;1;1;1;05/07/2012;501;167;0;220;;;;1;1;1;1;0;3;;0.58;0.58;0;1.99;1;0;;;;0;;;;0;;;;0;;;1;1.05;1;2.96;402;114;1;1086;425;3;1.55;0;;;;
PN;2023;040780389;CLINIQUE JEAN GIONO;040000150;0.4;0.11;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040780405;CENTRE DES CARMES;040000168;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;1;26344;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040780470;CLINIQUE TOUTES AURES;040000192;0.5;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;0.21;0.07;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040780520;CLINIQUE LE VERDON;310025010;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;42;1490;0;;;;1;4;2;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;0.2;0.08;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000066;CENTRE MEDICAL LA SOURCE;050000082;0.01;0.3;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;0.2;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;1;01/01/2007;1460;60;1;20;6;;6;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.1;0;;;;0;;;;;0;;;;
PN;2023;050000132;CH BUECH DURANCE;050007145;0.7;0.7;1;2.3;139;0;0;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2;171;;1;791;209;;0.1;0;;;;
PN;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;1;0.2;1;1.65;655;1;0;0;0;;;;;;;;;0;;;0;;;1;1;0;;;;;;0;;;;;0;;;;;0;;;;;0;;;;0;;;;0;;;;1;;;0;;1;1.33;;;1;;;;;0;;;;
PN;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;0.5;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;217;75;;0;0;;;;
PN;2023;050000298;SSR LA GUISANE;050009067;0.55;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;2.16;0.63;1;2.38;324;1;;;1;;786;58;0;;44;142;1;0;;;0;;;1;1;1;01/01/2012;1500;741;1;29;;;;;;1;;1;8;4;0.5;;0.5;2.63;1.58;1;10;70;2807;1;12;5;4269;0;;;;1;21;1625;1;2.21;1;3.2;567;185;1;2437;482;30;2.21;0;;;;
PN;2023;050000454;LE FUTUR ANTERIEUR;050000645;0.13;0.04;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000488;CLINIQUE DU SOUFFLE LES ACACIAS;050000678;0.22;0.11;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000637;CLINIQUE MONTJOY;050001163;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050000991;CENTRE MEDICAL CHANTOURS;050000546;0.6;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;2952;526;15;6.08;0;;;;
PN;2023;050001064;CENTRE MEDICAL LA DURANCE;050000561;0.05;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;050002351;CENTRE RHONE AZUR GAP;130037815;0.2;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;060000296;LA MAISON DU MINEUR;060780640;0.06;0.06;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;0.08;0.04;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;2.6;1;1;2.45;379;1;1;1;1;;3123;390;1562;1562;3559;;3;0;;;0;;;1;1;1;;629;328;1;120;;;;1;1;1;1;;1;1;0.5;0.5;;1.75;1.75;0;;;;0;;;;0;;;;1;3;392;1;1;1;0.4;475;193;1;6094;497;10;5.2;1;111;;0.2;
PN;2023;060000494;CH SAINT LAZARE DE TENDE;060780921;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
