BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2023;020000535;CH CHAUNY;020000287;1;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;020000162;3;0.3
INFOMED;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;0;;2;
INFOMED;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;1.2;0.2
INFOMED;2023;020001061;CH CHÂTEAU-THIERRY;020004404;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;2;1.2
INFOMED;2023;020001087;CH HIRSON;020004495;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1.4;0.3
INFOMED;2023;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;;;;;;;;;;;1;;0;0;0;0;0;1;0;1;0;0;;0.2;0.1
INFOMED;2023;020004297;HAD AMSAM SOISSONS;020005179;;;;;1;;;;;;;;1;0;0;1;1;0;0;0;0;0;;;
INFOMED;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.5
INFOMED;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.01;0.07
INFOMED;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;;;;;1;;;;;;;;0;0;0;0;0;1;0;1;1;0;;0.2;0.05
INFOMED;2023;020016341;SSR RENAISSANCE SOISSONS;750814030;;;;;;;1;;;;;;0;0;0;1;1;1;1;0;1;;;0.58;0.1
INFOMED;2023;030000061;CH DE MOULINS;030780092;;1;;1;;;1;;;1;;;0;0;0;0;0;1;0;0;1;0;;7.14;1.9
INFOMED;2023;030000079;CH DE MONTLUCON;030780100;;1;;1;;;1;;;1;;;0;0;0;0;0;1;0;0;0;1;030780282;5.3;2
INFOMED;2023;030000087;CH JACQUES LACARIN VICHY;030780118;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;4.95;1.6
INFOMED;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;030000061;0.5;0.1
INFOMED;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;;;;;;;;;;;1;;0;0;0;0;0;0;;;0;1;030780100;1;0.2
INFOMED;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;030780092;1;0.1
INFOMED;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;1;030780092;1;0.1
INFOMED;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;;;1;;;;;;1;;;;0;0;1;1;1;1;1;0;1;0;;1.2;0.1
INFOMED;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;;1;;;1;;;1;;;;;1;0;1;1;;1;1;0;1;0;;5;1
INFOMED;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;0.03
INFOMED;2023;040000044;EPS DUCELIA DE CASTELLANE;040780140;;1;;;;;;1;;;;;0;1;1;1;1;0;;;0;;;;
INFOMED;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;;1;;;;;1;;;;;;;;;;;1;1;1;0;0;;3;0.6
INFOMED;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;;1;;;;;;;;1;;;0;0;0;0;0;0;0;0;;1;040780215;5.66;0.4
INFOMED;2023;040780389;CLINIQUE JEAN GIONO;040000150;;;;;;;1;;;;;;1;1;0;0;0;0;;1;0;0;;1;1
INFOMED;2023;040780405;CENTRE DES CARMES;040000168;;;;;;1;;;;;;;0;0;0;1;1;0;0;0;0;0;;1;0.2
INFOMED;2023;040780470;CLINIQUE TOUTES AURES;040000192;;1;;;;;;;;;;;0;0;0;1;1;;;;0;1;040780389;1;0.5
INFOMED;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;;;;;;;;1;;;;;1;0;1;1;1;0;;;0;0;;0.36;0.36
INFOMED;2023;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;;;;;;;;;1;;;;0;0;0;1;0;0;0;0;0;0;;0.6;0
INFOMED;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0.05;0.05
INFOMED;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;;;;;;;;1;;;;;0;0;0;1;1;0;;;0;0;;1;0.1
INFOMED;2023;050000066;CENTRE MEDICAL LA SOURCE;050000082;;;;;;;;1;;;;;1;1;1;1;1;0;0;0;0;0;;0.3;0.1
INFOMED;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;1;;;;;;;;;;;;1;1;1;1;1;0;;;1;0;;3;0.19
INFOMED;2023;050000132;CH BUECH DURANCE;050007145;;;1;;;;;;1;;;1;0;0;0;0;0;1;1;0;1;0;;1.07;0.2
INFOMED;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;;;1;;;;;;;;;1;0;0;0;0;0;0;0;1;0;1;050002948;0.75;
INFOMED;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;;;1;;;;1;;;;;;0;0;0;0;0;1;1;0;0;1;050002948;1;
INFOMED;2023;050000298;SSR LA GUISANE;050009067;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;0;;0.8;0.1
INFOMED;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;;1;;;1;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;8.41;0.98
INFOMED;2023;050000454;LE FUTUR ANTERIEUR;050000645;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.1;0.06
INFOMED;2023;050000488;CLINIQUE DU SOUFFLE LES ACACIAS;050000678;;;;;;;;1;;;;;1;1;1;1;1;0;;;;0;;;
INFOMED;2023;050000637;CLINIQUE MONTJOY;050001163;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.2
INFOMED;2023;050000991;CENTRE MEDICAL CHANTOURS;050000546;;;;;;;;;1;;;1;0;0;0;1;0;1;0;1;1;0;;1;0.35
INFOMED;2023;050001064;CENTRE MEDICAL LA DURANCE;050000561;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.2;0.2
INFOMED;2023;050002351;CENTRE RHONE AZUR GAP;130037815;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;0;;0.3;0.03
INFOMED;2023;050008630;HJ L'ESCALE BRIANCON;050000116;;1;;;1;;;1;;;1;;0;0;0;0;0;1;1;0;0;1;050002948;;
INFOMED;2023;060000163;CH SAINT MAUR SAINT ETIENNE TINEE;060780327;;;1;;;;1;;;;;;1;0;0;1;1;0;0;0;0;1;;0;0
INFOMED;2023;060000296;LA MAISON DU MINEUR;060780640;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.5;
INFOMED;2023;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;;1;;;;;;1;;;;;1;1;1;1;1;0;0;0;0;0;;;
INFOMED;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;;1;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;060780897;7.4;2
INFOMED;2023;060000486;CH SAINT ELOI DE SOSPEL;060780905;;;1;;;;;;1;;;;1;1;1;1;1;;;;;1;060785011;;
INFOMED;2023;060000494;CH SAINT LAZARE DE TENDE;060780921;;1;;;;;;;;;;;0;0;0;0;0;0;;;0;;;;
INFOMED;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;1;;;;;;1;;;1;;;0;0;0;0;0;1;0;0;1;0;;4.8;1
INFOMED;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2.95;0.78
INFOMED;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;;;1;;;1;;1;;;1;;0;0;0;1;1;1;0;0;1;0;;7.5;0.25
INFOMED;2023;060002102;CH LA PALMOSA DE MENTON;060791761;;;1;;;;;1;;;;;1;0;1;1;1;1;0;0;1;0;;1.39;0
INFOMED;2023;060005469;L'OLIVERAIE DES CAYRONS;920030269;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;1;920030269;0.3;0.1
INFOMED;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2023;060010949;AGAHTIR UDM ANTIBES;060790540;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;0.04;0.04
INFOMED;2023;060015328;LES AIRELLES;060015278;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.14;0.05
INFOMED;2023;060021094;CLINIQUE VILLA ROMAINE;060024619;;;;;;;;;1;;;;1;1;1;1;1;0;0;0;0;0;;0.2;0.3
INFOMED;2023;060021201;CENTRE DE CONVALESCENCE ATLANTIS;060000155;;;;;;;1;;;;;;0;0;1;1;1;0;;;0;0;;0.1;0.1
INFOMED;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;;;1;;;;;;;;;;0;0;1;1;1;1;0;1;0;0;;2;0.1
INFOMED;2023;060023694;HJ CERES;060023686;;;;;;;;1;;;;;0;0;1;1;1;1;0;0;1;0;;0.15;0.01
INFOMED;2023;060024551;CENTRE ANTOINE LACASSAGNE CYCLOTRON 2;060780962;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3;0.8
INFOMED;2023;060025681;CTRE NEPHRO CAGNES POLE SANTE ST JEAN;920033636;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;0.01;0.01
INFOMED;2023;060030079;VAL DES MIMOSAS;060030061;;;;;;;;;;1;;;0;0;1;1;1;0;0;0;0;0;;;0.01
INFOMED;2023;060780145;CLINIQUE SAINT DOMINIQUE;060000049;;;;;;;;1;;;;;0;0;0;1;1;1;1;1;0;0;;0.8;0.5
INFOMED;2023;060780186;LES LAURIERS ROSES CHAINES DE VIE 06;060006939;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;0.2;0.1
INFOMED;2023;060780277;CLINIQUE SAINTE BRIGITTE;920030269;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;1;920030269;0.3;0.1
INFOMED;2023;060780343;E3S SAINT JEAN;060000171;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;060780517;;0.06
INFOMED;2023;060780350;CLINIQUE LES HELLENIDES;310025010;;;;;;;;1;;;;;1;1;0;0;0;0;0;0;0;0;;0.1;0
INFOMED;2023;060780392;POLE ANTIBES SAINT JEAN;060000205;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;060780517;;0.06
INFOMED;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;;1;;;;;;;;;1;;1;1;1;1;1;0;0;0;0;0;;1;
INFOMED;2023;060780459;CLINIQUE ORSAC MONTFLEURI;010783009;;;;;;;;1;;;;;0;0;0;1;1;1;1;0;0;0;;0.2;0.1
INFOMED;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2.88;0.11
INFOMED;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;9;1
INFOMED;2023;060780525;CLINIQUE LE VAL D'ESTREILLES;060000247;;;;;;;;;;;;;1;1;1;1;1;1;1;1;0;0;;0.5;0.5
INFOMED;2023;060780541;CLINIQUE LA GRANGEA;060000262;;;;;;;;;;;;1;0;;1;1;1;0;0;0;0;0;;0.2;0.2
INFOMED;2023;060780558;CLINIQUE FSEF VENCE;750720575;;;;;;;1;;;;;;0;0;0;1;1;0;0;0;0;0;;0.5;0.05
INFOMED;2023;060780590;CLINIQUE DU PALAIS;060000270;;;1;;;;;;;;;;0;0;1;1;1;1;1;0;0;0;;1.1;0.15
INFOMED;2023;060780665;CLINIQUE LE MERIDIEN;060000312;;;;;;;;1;;;;;0;0;1;1;1;1;1;0;1;0;;0.92;0.1
INFOMED;2023;060780715;CLINIQUE SAINT GEORGE;060000361;;;1;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;;5;0.4
INFOMED;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;1;;;;;;;;;;;;0;0;1;1;1;1;0;1;0;0;;4;0.2
INFOMED;2023;060780749;CLINIQUE SAINT LUC;060000395;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;0;0;;0.2;0.3
INFOMED;2023;060780756;POLYCLINIQUE SANTA MARIA;060000403;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;4.5;0.2
INFOMED;2023;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;1;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;2.54;1
INFOMED;2023;060780996;CHS SAINTE MARIE NICE;630786754;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;0;;2.9;
INFOMED;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;;;1;;;;;;;;;;0;0;1;1;1;0;;;0;0;;1;0.2
INFOMED;2023;060781374;INSTITUT POLYCLINIQUE DE CANNES;060000718;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;1;0;;0.5;0.05
INFOMED;2023;060781929;CLINIQUE DE LA COSTIERE;060000858;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;0;0;;;0.24
INFOMED;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;;;1;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;10.47;
INFOMED;2023;060785243;HAD NICE & REGION;060001484;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;;;1;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;;;1;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;16.34;2.5
INFOMED;2023;060789674;CENTRE HELIO MARIN;130037815;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.5;0
INFOMED;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2023;060790862;C.A.L.M.E.;060001997;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.6;0.1
INFOMED;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;;;1;;;;;1;;;;;1;0;0;0;0;0;0;0;0;0;;1.84;0.83
INFOMED;2023;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.14;0.14
INFOMED;2023;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;0.01;0.01
INFOMED;2023;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;0.04;0.04
INFOMED;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.69;0.06
INFOMED;2023;060798881;MAISON DE CONVALESCENCE LA SERENA;060798873;;;;;;;1;;;;;;0;0;1;1;1;0;;;0;0;;0.2;0.2
INFOMED;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;1;0;;8.61;0.2
INFOMED;2023;060800182;UNITE DE DIETETIQUE SOMEDI;060002912;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;1;0;;1;0.05
INFOMED;2023;070000013;CH DE PRIVAS ARDECHE;070002878;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;070000179;2.55;0.2
INFOMED;2023;070000039;CH DE VALLON PONT D'ARC;070780119;1;;;;;;1;;;;;;1;0;1;1;1;0;0;0;0;1;070000609;;
INFOMED;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;;1;;;;;;1;;;;;1;0;1;1;1;0;;;0;0;070000609;0.1;
INFOMED;2023;070000062;CH DE BOURG SAINT ANDEOL;070005558;;;1;;;1;;;1;;;1;1;1;1;1;1;0;0;0;0;1;260000138;0.25;0.1
INFOMED;2023;070000070;CH DU CHEYLARD;070780150;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;0.4;0
INFOMED;2023;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;070000179;0.5;0.15
INFOMED;2023;070000179;CH ARDECHE NORD;070780358;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;3.1;1.23
INFOMED;2023;070000187;CH DE LAMASTRE;070780366;;;1;;;;;;1;;;;0;0;0;1;1;0;;;;1;690780077;0;0
INFOMED;2023;070000195;CH DE TOURNON SUR RHONE;070780374;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;1;1;260000013;0.6;0.11
INFOMED;2023;070000203;CH DE SAINT FELICIEN;070780382;;1;;;;;;1;;;;;0;0;0;0;0;0;;;0;1;070000179;0.2;0.05
INFOMED;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;;;1;;;1;;;1;;;1;0;0;0;0;0;0;0;0;1;0;;4.98;0.43
INFOMED;2023;070780226;SSR FILIERIS DES VANS;750050759;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;0;1;070005566;;
INFOMED;2023;070780234;CENTRE SSR LE CHATEAU;750721300;;;;;;;;1;;;;;0;0;0;1;1;1;0;1;0;0;;0.05;0.04
INFOMED;2023;070780242;MAISON DE CONVALESCENCE LA CONDAMINE;310025010;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.6;0.1
INFOMED;2023;070780317;CHS SAINTE-MARIE PRIVAS;630786754;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;0;;2.5;0.44
INFOMED;2023;070780390;CH DE SERRIERES;070000211;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;070780358;0.1;0.1
INFOMED;2023;070780424;CLINIQUE PASTEUR;070000245;1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;4.02;0.09
INFOMED;2023;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;750820680;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;1;070005566;;
INFOMED;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;3;0.8
INFOMED;2023;080000136;CLINIQUE DE LA POINTE;920030269;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;1;920030269;0.3;0.1
INFOMED;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;;1;;;1;;;1;;;1;;0;0;0;0;0;1;1;0;0;0;;2;0.47
INFOMED;2023;080000250;CRF POUR ADULTES;540019726;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;540009701;0.4;0.1
INFOMED;2023;080000268;SOINS DE SUITE SAINT JULIEN;540019726;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;540009701;0.3;0.1
INFOMED;2023;080000300;CENTRE HOSPITALIER DE NOUZONVILLE;080011174;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0;0.2
INFOMED;2023;080000318;CH BELAIR;080000086;;;;;;;;;;1;;;0;0;0;0;0;0;;;1;0;;0.5;0.7
INFOMED;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;9.5;1
INFOMED;2023;080002140;CRF POUR ENFANTS DE WARNECOURT;540019726;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;540009701;0.3;0.1
INFOMED;2023;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;1;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;;2;0.2
INFOMED;2023;080010523;CLINIQUE DU PARC;920030269;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;1;920030269;0.3;0.1
INFOMED;2023;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;;1
INFOMED;2023;090000019;CH SAINT LOUIS AX LES THERMES;090180019;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;1;090781774;0.25;0.05
INFOMED;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;;;1;;;1;;;1;;;;0;0;0;0;0;0;0;0;1;0;;6.19;0.9
INFOMED;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;;;1;;;;;1;;1;;;0;0;0;0;0;1;1;0;0;0;;4.75;0.6
INFOMED;2023;100000082;CLINIQUE DU PAYS DE SEINE;100001148;1;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.4
