BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST;DISU;DISHU
IMAGES_P;2023;020000162;CH SAINT-QUENTIN;020000063;NAUT;12.1;;;;;
IMAGES_P;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1160;0.09;;0;0;0;1
IMAGES_P;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;N4130;1;;0;0;;
IMAGES_P;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;NAUT;1;;;;;
IMAGES_P;2023;020000394;CH LAON;020000253;M1160;4.8;;0;1;1;1
IMAGES_P;2023;020000394;CH LAON;020000253;N4130;15.24;;1;0;;
IMAGES_P;2023;020000394;CH LAON;020000253;NAUT;9.4;;;;;
IMAGES_P;2023;020000519;CH SOISSONS;020000261;M1160;7.29;;;;;
IMAGES_P;2023;020000519;CH SOISSONS;020000261;N4130;13.92;;;;;
IMAGES_P;2023;020000519;CH SOISSONS;020000261;N4160;0.88;;;;;
IMAGES_P;2023;020000519;CH SOISSONS;020000261;NAUT;9.77;;;;;
IMAGES_P;2023;020000535;CH CHAUNY;020000287;M1160;;4;0;0;0;0
IMAGES_P;2023;020000535;CH CHAUNY;020000287;N4130;10.1;;;;;
IMAGES_P;2023;020000535;CH CHAUNY;020000287;N4160;1;;;;;
IMAGES_P;2023;020000535;CH CHAUNY;020000287;NAUT;8.39;;;;;
IMAGES_P;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M1160;0.2;;0;0;0;0
IMAGES_P;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;N4130;1;;0;0;;
IMAGES_P;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;MAUT;12.8;0;;;;
IMAGES_P;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;N4130;0.5;;0;0;;
IMAGES_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;M1160;2.92;6;0;1;1;1
IMAGES_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;N4130;12;;1;0;;
IMAGES_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;NAUT;13.19;;;;;
IMAGES_P;2023;020001087;CH HIRSON;020004495;M1160;2.51;;;;;
IMAGES_P;2023;020001087;CH HIRSON;020004495;N4130;5.86;;;1;;
IMAGES_P;2023;020001087;CH HIRSON;020004495;NAUT;2.42;;;;;
IMAGES_P;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;M1160;;;0;1;0;0
IMAGES_P;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;N4130;;;;1;;
IMAGES_P;2023;030000061;CH DE MOULINS;030780092;M1160;6.5;0;0;1;0;0
IMAGES_P;2023;030000061;CH DE MOULINS;030780092;N4130;20.69;;1;0;;
IMAGES_P;2023;030000061;CH DE MOULINS;030780092;N4160;1;;;;;
IMAGES_P;2023;030000061;CH DE MOULINS;030780092;NAUT;9.89;;;;;
IMAGES_P;2023;030000079;CH DE MONTLUCON;030780100;M1160;3.6;;;1;1;0
IMAGES_P;2023;030000079;CH DE MONTLUCON;030780100;M1210;1;5;;;;
IMAGES_P;2023;030000079;CH DE MONTLUCON;030780100;N4130;16.21;;;;;
IMAGES_P;2023;030000079;CH DE MONTLUCON;030780100;N4160;1;;;;;
IMAGES_P;2023;030000079;CH DE MONTLUCON;030780100;NAUT;14.49;;;;;
IMAGES_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M1160;6.36;0;0;1;0;0
IMAGES_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N4130;25.55;0;0;1;;
IMAGES_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;10.43;0;;;;
IMAGES_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M1160;;7;0;1;;
IMAGES_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M1160;1.86;0;;;;
IMAGES_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N4130;7.53;0;;;;
IMAGES_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N4160;0.3;0;;;;
IMAGES_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;NAUT;3.63;0;;;;
IMAGES_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;M1160;1.22;;;;;
IMAGES_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N4130;6.83;;;;;
IMAGES_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N4160;0.1;;;;;
IMAGES_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;NAUT;1.17;;;;;
IMAGES_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4130;8.35;;0;1;;
IMAGES_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4160;0.6;;;;;
IMAGES_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NAUT;4.56;;;;;
IMAGES_P;2023;040780470;CLINIQUE TOUTES AURES;040000192;M1160;;4;;0;0;0
IMAGES_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M1160;2.67;;;;;
IMAGES_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N4130;10.51;;;;;
IMAGES_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N4160;0.03;;;;;
IMAGES_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NAUT;3.42;;;;;
IMAGES_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N4130;3.12;;0;1;;
IMAGES_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;NAUT;4.13;;;;;
IMAGES_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1160;7.55;;;;;
IMAGES_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N4130;30.32;;;;;
IMAGES_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N4160;1.2;;;;;
IMAGES_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;15.75;;;;;
IMAGES_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M1160;5.18;;;;;
IMAGES_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;MAUT;1.63;0;;;;
IMAGES_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N4130;11.66;0;0;1;;
IMAGES_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N4160;1.06;0;;;;
IMAGES_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NAUT;7.64;0;;;;
IMAGES_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M1160;8.77;17;0;1;;
IMAGES_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N4130;32.35;;;1;;
IMAGES_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N4160;2;;;;;
IMAGES_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;NAUT;34.98;;;;;
IMAGES_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M1160;10.64;;0;0;0;0
IMAGES_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M1210;4.07;;;0;;
IMAGES_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;MAUT;3.55;;;;;
IMAGES_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N4130;30.02;;0;1;;
IMAGES_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N4160;1.42;;;;;
IMAGES_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;NAUT;21.54;;;;;
IMAGES_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M1160;6.25;;0;1;0;0
IMAGES_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N4130;27.56;;1;1;;
IMAGES_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N4160;0.87;;;;;
IMAGES_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;13.96;;;;;
IMAGES_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M1160;;;;;1;1
IMAGES_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M1210;2.4;;;;;
IMAGES_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N4130;12.84;;0;1;;
IMAGES_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N4160;0.5;;;;;
IMAGES_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;NAUT;5.2;;;;;
IMAGES_P;2023;060024551;CENTRE ANTOINE LACASSAGNE CYCLOTRON 2;060780962;M1160;0.45;;0;0;0;0
IMAGES_P;2023;060024551;CENTRE ANTOINE LACASSAGNE CYCLOTRON 2;060780962;N4130;0.92;;0;0;;
IMAGES_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;M1160;;1;0;0;0;0
IMAGES_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;N4130;1;;0;0;;
IMAGES_P;2023;060780459;CLINIQUE ORSAC MONTFLEURI;010783009;N4130;0.24;;0;0;;
IMAGES_P;2023;060780715;CLINIQUE SAINT GEORGE;060000361;M1160;;20;0;1;1;0
IMAGES_P;2023;060780715;CLINIQUE SAINT GEORGE;060000361;N4130;15.95;;0;1;;
IMAGES_P;2023;060780715;CLINIQUE SAINT GEORGE;060000361;NAUT;7.22;;;;;
IMAGES_P;2023;060780996;CHS SAINTE MARIE NICE;630786754;M1160;0.2;;0;0;0;0
IMAGES_P;2023;060780996;CHS SAINTE MARIE NICE;630786754;N4130;1.05;;0;0;;
IMAGES_P;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;M1160;;11;0;1;0;0
IMAGES_P;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;N4130;2.87;;0;1;;
IMAGES_P;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;NAUT;1;;;;;
IMAGES_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1160;14.93;;1;1;;
IMAGES_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;MAUT;2.72;;;;;
IMAGES_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N4130;76.39;;1;1;;
IMAGES_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;54.78;;;;;
IMAGES_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;M1160;0.2;;0;0;;
IMAGES_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;N4130;0.15;;;;;
IMAGES_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;NAUT;1.75;;;;;
IMAGES_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1160;8.46;;0;1;;
IMAGES_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1210;3.16;;0;0;;
IMAGES_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;MAUT;1.4;;;;;
IMAGES_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N4130;31.22;;;;;
IMAGES_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NAUT;41.45;;;;;
IMAGES_P;2023;060789674;CENTRE HELIO MARIN;130037815;N4130;0.67;;0;0;;
IMAGES_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;M1160;0.43;;0;0;0;0
IMAGES_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N4130;2.33;;1;1;;
IMAGES_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N4160;0.05;;;;;
IMAGES_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;NAUT;0.19;;;;;
IMAGES_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M1160;5.75;;0;1;1;1
IMAGES_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N4130;4;;0;0;;
IMAGES_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N4160;1;;;;;
IMAGES_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;NAUT;6.14;;;;;
IMAGES_P;2023;060800174;FONDATION LENVAL;060800174;MAUT;16.92;23;;;;
IMAGES_P;2023;060800174;FONDATION LENVAL;060800174;N4130;20.7;;;;;
IMAGES_P;2023;060800174;FONDATION LENVAL;060800174;NAUT;16.53;;;;;
IMAGES_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;M1160;2.91;;0;0;1;1
IMAGES_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;N4130;6.66;;0;1;;
IMAGES_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;N4160;0.38;;;;;
IMAGES_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;NAUT;14.81;;;;;
IMAGES_P;2023;070000070;CH DU CHEYLARD;070780150;M1160;0;0;0;0;0;1
IMAGES_P;2023;070000070;CH DU CHEYLARD;070780150;N4130;1;0;0;0;;
IMAGES_P;2023;070000179;CH ARDECHE NORD;070780358;M1160;3.94;0;0;1;0;0
IMAGES_P;2023;070000179;CH ARDECHE NORD;070780358;MAUT;0.01;0;;;;
IMAGES_P;2023;070000179;CH ARDECHE NORD;070780358;N4130;16.09;0;0;1;;
IMAGES_P;2023;070000179;CH ARDECHE NORD;070780358;N4160;1;0;;;;
IMAGES_P;2023;070000179;CH ARDECHE NORD;070780358;NAUT;10.68;0;;;;
IMAGES_P;2023;070000187;CH DE LAMASTRE;070780366;M1160;1.5;;0;0;0;0
IMAGES_P;2023;070000187;CH DE LAMASTRE;070780366;N4130;1.5;;0;0;;
IMAGES_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;M1160;;1;;0;0;0
IMAGES_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;N4160;0.27;;;;;
IMAGES_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;M1160;4.12;;1;;;
IMAGES_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N4130;20.05;;;;;
IMAGES_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N4160;0.25;;;;;
IMAGES_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;NAUT;11.04;;;;;
IMAGES_P;2023;070780424;CLINIQUE PASTEUR;070000245;M1160;;0;;1;0;0
IMAGES_P;2023;070780424;CLINIQUE PASTEUR;070000245;N4130;;;;1;;
IMAGES_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M1160;1.2;;0;1;0;0
IMAGES_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N4130;7.58;;0;1;;
IMAGES_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;NAUT;3.28;;;;;
IMAGES_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;M1160;5.32;;0;1;0;0
IMAGES_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N4130;9.77;;0;1;;
IMAGES_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;M1160;0.67;;0;0;0;0
IMAGES_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N4130;0.83;;0;0;;
IMAGES_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;NAUT;0.35;;;;;
IMAGES_P;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;M1160;1.06;;0;0;0;0
IMAGES_P;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;MAUT;0.01;;;;;
IMAGES_P;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;N4130;1.96;;0;0;;
IMAGES_P;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;NAUT;1.64;;;;;
IMAGES_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1160;5.9;4;0;1;1;0
IMAGES_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1210;1;;0;0;;
IMAGES_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N4130;30.43;;1;1;;
IMAGES_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NAUT;28.47;;;;;
IMAGES_P;2023;090000019;CH SAINT LOUIS AX LES THERMES;090180019;M1160;0;1;0;0;0;1
IMAGES_P;2023;090000019;CH SAINT LOUIS AX LES THERMES;090180019;N4130;0.22;0;0;0;;
IMAGES_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M1160;4.8;2;0;1;0;0
IMAGES_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N4130;26.08;;1;0;;
IMAGES_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N4160;0.7;;;;;
IMAGES_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NAUT;7.78;;;;;
IMAGES_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M1160;1.84;;0;0;0;0
IMAGES_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N4130;10.8;;0;0;;
IMAGES_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N4160;0.71;;;;;
IMAGES_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;NAUT;3.73;;;;;
IMAGES_P;2023;090001629;CHIVA SITE LAVELANET;090781774;M1160;0.17;;0;0;0;0
IMAGES_P;2023;090001629;CHIVA SITE LAVELANET;090781774;N4130;2.93;;0;0;;
IMAGES_P;2023;090001629;CHIVA SITE LAVELANET;090781774;N4160;0.1;;;;;
IMAGES_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1160;7.69;;0;1;0;1
IMAGES_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1210;1.33;;0;0;;
IMAGES_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N4130;40.2;;1;1;;
IMAGES_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N4160;1;;;;;
IMAGES_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NAUT;27.37;;;;;
IMAGES_P;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;M1160;;;0;1;0;0
IMAGES_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M1160;0.54;1;0;0;1;1
IMAGES_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N4130;7.09;0;0;1;;
IMAGES_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N4160;0.3;0;;;;
IMAGES_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;NAUT;4.33;1;;;;
IMAGES_P;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;M1160;;5;0;1;;
IMAGES_P;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;N4130;7.78;;;1;;
IMAGES_P;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;N4160;1;;;;;
IMAGES_P;2023;110000023;CH CARCASSONNE;110780061;M1160;4.41;2;0;1;1;0
IMAGES_P;2023;110000023;CH CARCASSONNE;110780061;M1210;3.81;1;0;0;;
IMAGES_P;2023;110000023;CH CARCASSONNE;110780061;N4130;37.46;;1;1;;
IMAGES_P;2023;110000023;CH CARCASSONNE;110780061;N4160;3.04;;;;;
IMAGES_P;2023;110000023;CH CARCASSONNE;110780061;NAUT;15.51;;;;;
IMAGES_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;M1160;0.56;7;0;0;0;0
IMAGES_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;MAUT;0.15;;;;;
IMAGES_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;N4130;7.19;;0;1;;
IMAGES_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;NAUT;4.69;;;;;
IMAGES_P;2023;110000056;CH NARBONNE;110780137;M1160;4;1;0;1;0;0
IMAGES_P;2023;110000056;CH NARBONNE;110780137;N4130;23.99;;0;1;;
IMAGES_P;2023;110000056;CH NARBONNE;110780137;N4160;0.86;;;;;
IMAGES_P;2023;110000056;CH NARBONNE;110780137;NAUT;11.84;;;;;
IMAGES_P;2023;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;N4130;0.3;;0;0;;
IMAGES_P;2023;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;NAUT;0.05;;;;;
IMAGES_P;2023;110780483;POLYCL MONTREAL CARCASSONNE;110000155;MAUT;;4;;;;
IMAGES_P;2023;110780483;POLYCL MONTREAL CARCASSONNE;110000155;NAUT;0.6;;;;;
IMAGES_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1160;2.87;4;0;1;0;0
IMAGES_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1210;0.33;3;0;0;;
IMAGES_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N4130;29.82;;1;0;;
IMAGES_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N4160;0.5;;;;;
IMAGES_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NAUT;4.3;;;;;
IMAGES_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M1160;0.6;2;0;1;0;0
IMAGES_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N4130;12.56;;;1;;
IMAGES_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N4160;0.57;;;;;
IMAGES_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;NAUT;2.08;;;;;
IMAGES_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M1160;0.25;2;0;0;0;0
IMAGES_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N4130;9.56;;0;1;;
IMAGES_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N4160;0.89;;;;;
IMAGES_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;NAUT;4.69;;;;;
IMAGES_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;N4130;0.4;;;;;
IMAGES_P;2023;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;N4130;0.88;;0;0;;
IMAGES_P;2023;120004569;CH MILLAU;120004528;M1160;3.1;;;;;
IMAGES_P;2023;120004569;CH MILLAU;120004528;N4130;12.53;;;;;
IMAGES_P;2023;120004569;CH MILLAU;120004528;N4160;0.5;;;;;
IMAGES_P;2023;120004569;CH MILLAU;120004528;NAUT;5;;;;;
IMAGES_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M1160;;2;0;1;0;0
IMAGES_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N4130;4.03;;0;1;;
IMAGES_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N4160;0.3;;;;;
IMAGES_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;NAUT;3.44;;;;;
IMAGES_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1160;16.93;;0;1;;
IMAGES_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1210;5;;0;0;;
IMAGES_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;MAUT;2.3;;;;;
IMAGES_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N4130;41.4;;1;1;;
IMAGES_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N4160;1.87;;;;;
IMAGES_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;20.31;;;;;
IMAGES_P;2023;130000433;CHS MONTPERRIN;130781131;N4130;0.46;;0;0;;
IMAGES_P;2023;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;M1160;0.1;1;0;0;0;0
IMAGES_P;2023;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;N4130;2;;0;0;;
IMAGES_P;2023;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;NAUT;0.5;;;;;
IMAGES_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M1160;4.13;13;0;1;1;1
IMAGES_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N4130;17.49;;0;1;;
IMAGES_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N4160;0.9;;;;;
IMAGES_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;NAUT;8.12;;;;;
IMAGES_P;2023;130001225;HOPITAL DU PAYS SALONAIS;130782634;M1160;2.89;;1;1;0;1
