BOR;AN;FI;RS;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;dtETP_STAG;EFF_LIB
Q21;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2000;3.16;;;;;
Q21;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2100;1.34;;;;;
Q21;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2400;1.2;;;;;
Q21;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;2500;0.62;;;;;
Q21;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;9999;3.16;;;;;
Q21;2023;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;2000;2.76;;;;;
Q21;2023;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;2100;1.2;;;;;
Q21;2023;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;2400;1.56;;;;;
Q21;2023;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;9999;2.76;;;;;
Q21;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;2000;1.95;;0.8;;;
Q21;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;2100;0.4;;;;;
Q21;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;2400;1.55;;0.8;;;
Q21;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;9999;1.95;;0.8;;;
Q21;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;2000;4.35;;;;;
Q21;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;2400;4.35;;;;;
Q21;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;9999;4.35;;;;;
Q21;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;2000;9.4;;1.3;;;
Q21;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;2100;0.74;;0.5;;;
Q21;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;2400;8.66;;0.8;;;
Q21;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;9999;9.4;;1.3;;;
Q21;2023;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;1000;3.11;0.6;;0.12;;
Q21;2023;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;2000;39.08;7;;5.02;;
Q21;2023;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;2200;39.08;7;;5.02;;
Q21;2023;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;9999;42.19;7.6;;5.14;;
Q21;2023;010002129;SSR LES ARBELLES;310025010;2000;6.45;;;;;
Q21;2023;010002129;SSR LES ARBELLES;310025010;2400;6.45;;;;;
Q21;2023;010002129;SSR LES ARBELLES;310025010;9999;6.45;;;;;
Q21;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;1000;1.87;0;;0;0;
Q21;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2000;48.02;0;;0.5;1.17;
Q21;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2100;46.88;0;;0.5;1.17;
Q21;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;2400;1.14;0;;0;0;
Q21;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;9999;49.89;0;;0.5;1.17;
Q21;2023;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;1000;0.5;;;;;
Q21;2023;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;2000;1.49;;;;;
Q21;2023;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;2300;1.49;;;;;
Q21;2023;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;9999;1.99;;;;;
Q21;2023;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;2000;0.27;;;;;
Q21;2023;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;2100;0.27;;;;;
Q21;2023;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;690796552;9999;0.27;;;;;
Q21;2023;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;2000;0.25;;;;;13
Q21;2023;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;2100;0.25;;;;;13
Q21;2023;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;9999;0.25;;;;;13
Q21;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;2000;6.09;;;;;
Q21;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;2400;6.09;;;;;
Q21;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;9999;6.09;;;;;
Q21;2023;010009702;USLD EMILE PELICAND;010780054;2000;1.35;;;;;
Q21;2023;010009702;USLD EMILE PELICAND;010780054;2100;1.35;;;;;
Q21;2023;010009702;USLD EMILE PELICAND;010780054;9999;1.35;;;;;
Q21;2023;010010171;CLINIQUE DE CHATILLON;010011559;2000;1;;;;;5
Q21;2023;010010171;CLINIQUE DE CHATILLON;010011559;2200;1;;;;;5
Q21;2023;010010171;CLINIQUE DE CHATILLON;010011559;9999;1;;;;;5
Q21;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;2000;5.09;;;;;
Q21;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;2400;5.09;;;;;
Q21;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;9999;5.09;;;;;
Q21;2023;010780195;CLINIQUE CONVERT;010000156;2000;4.76;0;2.8;0;0;95
Q21;2023;010780195;CLINIQUE CONVERT;010000156;2100;4.76;0;2.8;0;0;95
Q21;2023;010780195;CLINIQUE CONVERT;010000156;9999;4.76;0;2.8;0;0;95
Q21;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;1000;1.87;;;;;
Q21;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;2000;4.28;;;;;48
Q21;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;2100;2.78;;;;;48
Q21;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;2300;1.5;;;;;
Q21;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;9999;6.15;;;;;48
Q21;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;2000;9.04;;;;;
Q21;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;2400;9.04;;;;;
Q21;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;9999;9.04;;;;;
Q21;2023;010780294;NEPHROCARE CH BELLEY;690000278;2000;0.33;;;;;1
Q21;2023;010780294;NEPHROCARE CH BELLEY;690000278;2100;0.33;;;;;1
Q21;2023;010780294;NEPHROCARE CH BELLEY;690000278;9999;0.33;;;;;1
Q21;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;1000;0.5;;;;;
Q21;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;2000;4.34;;;;;
Q21;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;2200;0.35;;;;;
Q21;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;2400;3.99;;;;;
Q21;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;9999;4.84;;;;;
Q21;2023;010780492;CRF ROMANS-FERRARI;360000707;2000;7.21;;;;;
Q21;2023;010780492;CRF ROMANS-FERRARI;360000707;2400;7.21;;;;;
Q21;2023;010780492;CRF ROMANS-FERRARI;360000707;9999;7.21;;;;;
Q21;2023;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;2000;1.55;;;;;
Q21;2023;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;2100;1.55;;;;;
Q21;2023;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;9999;1.55;;;;;
Q21;2023;010789576;USLD;010780096;2000;1;;;;;
Q21;2023;010789576;USLD;010780096;2500;1;;;;;
Q21;2023;010789576;USLD;010780096;9999;1;;;;;
Q21;2023;010789717;USLD CH D'OYONNAX;010008407;2000;1.02;0;;0;0;
Q21;2023;010789717;USLD CH D'OYONNAX;010008407;2500;1.02;0;;0;0;
Q21;2023;010789717;USLD CH D'OYONNAX;010008407;9999;1.02;0;;0;0;
Q21;2023;020000089;CH GUISE;020000022;1000;0.2;;;;;
Q21;2023;020000089;CH GUISE;020000022;2000;5.5;;;2;;
Q21;2023;020000089;CH GUISE;020000022;2100;3.1;;;2;;
Q21;2023;020000089;CH GUISE;020000022;2300;0.4;;;;;
Q21;2023;020000089;CH GUISE;020000022;2400;1.4;;;;;
Q21;2023;020000089;CH GUISE;020000022;2500;0.6;;;;;
Q21;2023;020000089;CH GUISE;020000022;9999;5.7;;;2;;
Q21;2023;020000097;CH LA FÈRE;020000048;1000;0.4;;;;;
Q21;2023;020000097;CH LA FÈRE;020000048;2000;6.58;;;;;
Q21;2023;020000097;CH LA FÈRE;020000048;2100;5.08;;;;;
Q21;2023;020000097;CH LA FÈRE;020000048;2400;1.5;;;;;
Q21;2023;020000097;CH LA FÈRE;020000048;9999;6.98;;;;;
Q21;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;1000;0.45;;;;;3
Q21;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;2000;1.68;;;;;2
Q21;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;2100;0.84;;;;;1
Q21;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;2400;0.84;;;;;1
Q21;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;9999;2.13;;;;;5
Q21;2023;020000162;CH SAINT-QUENTIN;020000063;1000;2.5;;;;;
Q21;2023;020000162;CH SAINT-QUENTIN;020000063;2000;186.25;;14.15;121.75;29.75;
Q21;2023;020000162;CH SAINT-QUENTIN;020000063;2100;181.6;;14.15;121.75;29.75;
Q21;2023;020000162;CH SAINT-QUENTIN;020000063;2400;4.05;;;;;
Q21;2023;020000162;CH SAINT-QUENTIN;020000063;2500;0.6;;;;;
Q21;2023;020000162;CH SAINT-QUENTIN;020000063;9999;188.75;;14.15;121.75;29.75;
Q21;2023;020000246;CH VERVINS;020000071;2000;2.1;;;;;
Q21;2023;020000246;CH VERVINS;020000071;2100;1.8;;;;;
Q21;2023;020000246;CH VERVINS;020000071;2400;0.3;;;;;
Q21;2023;020000246;CH VERVINS;020000071;9999;2.1;;;;;
Q21;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;1000;2.36;;;;;
Q21;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;2000;17.72;;;;;
Q21;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;2400;17.72;;;;;
Q21;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;9999;20.08;;;;;
Q21;2023;020000360;CLINIQUE COURLANCY SOISSONS;020014742;2000;1;;;;;32
Q21;2023;020000360;CLINIQUE COURLANCY SOISSONS;020014742;2100;1;;;;;32
Q21;2023;020000360;CLINIQUE COURLANCY SOISSONS;020014742;9999;1;;;;;32
Q21;2023;020000386;CLINIQUE DE LA ROSERAIE;020000600;2000;0.43;;;;;6
Q21;2023;020000386;CLINIQUE DE LA ROSERAIE;020000600;2200;0.43;;;;;6
Q21;2023;020000386;CLINIQUE DE LA ROSERAIE;020000600;9999;0.43;;;;;6
Q21;2023;020000394;CH LAON;020000253;1000;1;;;;;
Q21;2023;020000394;CH LAON;020000253;2000;106.63;;;40;17;
Q21;2023;020000394;CH LAON;020000253;2100;106.23;;;40;17;
Q21;2023;020000394;CH LAON;020000253;2400;0.4;;;;;
Q21;2023;020000394;CH LAON;020000253;9999;107.63;;;40;17;
Q21;2023;020000519;CH SOISSONS;020000261;1000;3.06;;;;;
Q21;2023;020000519;CH SOISSONS;020000261;2000;138.15;4.5;;39.68;;
Q21;2023;020000519;CH SOISSONS;020000261;2100;133.91;4.5;;38.35;;
Q21;2023;020000519;CH SOISSONS;020000261;2400;4.24;;;1.33;;
Q21;2023;020000519;CH SOISSONS;020000261;9999;141.21;4.5;;39.68;;
Q21;2023;020000535;CH CHAUNY;020000287;1000;0.18;;;;;
Q21;2023;020000535;CH CHAUNY;020000287;2000;45.82;;1.32;16.15;3.74;5
Q21;2023;020000535;CH CHAUNY;020000287;2100;42.08;;1.32;15.65;3.74;5
Q21;2023;020000535;CH CHAUNY;020000287;2400;2.6;;;0.5;;
Q21;2023;020000535;CH CHAUNY;020000287;2500;1.14;;;;;
Q21;2023;020000535;CH CHAUNY;020000287;9999;46;;1.32;16.15;3.74;5
Q21;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;1000;0.2;;;;;
Q21;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;2000;41.9;;;0;0;
Q21;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;2100;5.9;;;;;
Q21;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;2200;36;;;0;0;
Q21;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;9999;42.1;;;0;0;
Q21;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;2000;9.4;;;4;;
Q21;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;2400;9.4;;;4;;
Q21;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;9999;9.4;;;4;;
Q21;2023;020001061;CH CHÂTEAU-THIERRY;020004404;1000;1.4;;;;;
Q21;2023;020001061;CH CHÂTEAU-THIERRY;020004404;2000;85.71;;1.63;20.19;7.25;18
Q21;2023;020001061;CH CHÂTEAU-THIERRY;020004404;2100;85.71;;1.63;20.19;7.25;18
Q21;2023;020001061;CH CHÂTEAU-THIERRY;020004404;9999;87.11;;1.63;20.19;7.25;18
Q21;2023;020001087;CH HIRSON;020004495;2000;24.51;;;;;
Q21;2023;020001087;CH HIRSON;020004495;2100;22.31;;;;;
Q21;2023;020001087;CH HIRSON;020004495;2200;0.8;;;;;
Q21;2023;020001087;CH HIRSON;020004495;2400;1.4;;;;;
Q21;2023;020001087;CH HIRSON;020004495;9999;24.51;;;;;
Q21;2023;020003877;SSR CH LAON;020000253;2000;1.74;;;1.28;0.83;
Q21;2023;020003877;SSR CH LAON;020000253;2400;1.74;;;1.28;0.83;
Q21;2023;020003877;SSR CH LAON;020000253;9999;1.74;;;1.28;0.83;
Q21;2023;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;2000;0.59;;;;;13
Q21;2023;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;2200;0.59;;;;;13
Q21;2023;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;9999;0.59;;;;;13
Q21;2023;020004297;HAD AMSAM SOISSONS;020005179;2000;0.61;;;;;
Q21;2023;020004297;HAD AMSAM SOISSONS;020005179;2300;0.61;;;;;
Q21;2023;020004297;HAD AMSAM SOISSONS;020005179;9999;0.61;;;;;
Q21;2023;020004677;USLD CH SOISSONS;020000261;2000;0.78;0.78;;0.16;;
Q21;2023;020004677;USLD CH SOISSONS;020000261;2500;0.78;0.78;;0.16;;
Q21;2023;020004677;USLD CH SOISSONS;020000261;9999;0.78;0.78;;0.16;;
Q21;2023;020005476;USLD CH LAON;020000253;2000;0.57;;;0.27;0.22;
Q21;2023;020005476;USLD CH LAON;020000253;2500;0.57;;;0.27;0.22;
Q21;2023;020005476;USLD CH LAON;020000253;9999;0.57;;;0.27;0.22;
Q21;2023;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;2000;5.8;;;0.42;0;
Q21;2023;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;2200;5.8;;;0.42;0;
Q21;2023;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;9999;5.8;;;0.42;0;
Q21;2023;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;2000;0.08;;0.06;;;
Q21;2023;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;2500;0.08;;0.06;;;
Q21;2023;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;9999;0.08;;0.06;;;
Q21;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;2000;3.33;;;;;52
Q21;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;2100;3.33;;;;;52
Q21;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;9999;3.33;;;;;52
Q21;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;2000;0.84;;;;;0
Q21;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;2400;0.84;;;;;0
Q21;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;9999;0.84;;;;;0
Q21;2023;020010898;HAD CRF CHAUNY;750721334;2000;0.3;;;0;;52
Q21;2023;020010898;HAD CRF CHAUNY;750721334;2300;0.3;;;0;;52
Q21;2023;020010898;HAD CRF CHAUNY;750721334;9999;0.3;;;0;;52
Q21;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;2000;0.2;;0.2;;;40
Q21;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;2300;0.2;;0.2;;;40
Q21;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;9999;0.2;;0.2;;;40
Q21;2023;030000012;CH DE NERIS LES BAINS;030780100;2000;2.71;;;;;
Q21;2023;030000012;CH DE NERIS LES BAINS;030780100;2400;2.71;;;;;
Q21;2023;030000012;CH DE NERIS LES BAINS;030780100;9999;2.71;;;;;
Q21;2023;030000061;CH DE MOULINS;030780092;1000;26.03;;1.53;8.55;3.08;3
Q21;2023;030000061;CH DE MOULINS;030780092;2000;114;;5.13;51.5;20.93;3
Q21;2023;030000061;CH DE MOULINS;030780092;2100;99.57;;4.63;45.43;15.55;3
Q21;2023;030000061;CH DE MOULINS;030780092;2200;10.14;;0.5;5.29;4.76;
Q21;2023;030000061;CH DE MOULINS;030780092;2300;1.32;;;;;
Q21;2023;030000061;CH DE MOULINS;030780092;2400;1.97;;;0.16;;
Q21;2023;030000061;CH DE MOULINS;030780092;2500;1;;;0.62;0.62;
Q21;2023;030000061;CH DE MOULINS;030780092;9999;140.03;;6.66;60.05;24.01;6
Q21;2023;030000079;CH DE MONTLUCON;030780100;1000;2.37;;;;;
Q21;2023;030000079;CH DE MONTLUCON;030780100;2000;95.05;;;66.68;22.29;8
Q21;2023;030000079;CH DE MONTLUCON;030780100;2100;90.3;;;64.25;21.03;8
Q21;2023;030000079;CH DE MONTLUCON;030780100;2300;0.5;;;;;
Q21;2023;030000079;CH DE MONTLUCON;030780100;2400;3.25;;;2.43;1.26;
Q21;2023;030000079;CH DE MONTLUCON;030780100;2500;1;;;;;
Q21;2023;030000079;CH DE MONTLUCON;030780100;9999;97.42;;;66.68;22.29;8
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;1000;1.6;0;0;0;0;0
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;2000;157.92;0;6.03;74.32;20.49;7
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;2100;137.58;0;5.98;70.74;19.59;7
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;2200;12.8;0;0.05;1.34;0.16;0
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;2300;0.8;0;0;0;0;0
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;2400;5.35;0;0;2.24;0.74;0
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;2500;1.39;0;0;0;0;0
Q21;2023;030000087;CH JACQUES LACARIN VICHY;030780118;9999;159.52;0;6.03;74.32;20.49;7
Q21;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;1000;1;;;;;
Q21;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;2000;1.21;;;;;
Q21;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;2100;0.19;;;;;
Q21;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;2400;1.02;;;;;
Q21;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;9999;2.21;;;;;
Q21;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;1000;0.2;;0.2;;;
Q21;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;2000;8.6;;0.5;0.34;;
Q21;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;2200;7.9;;0.5;0.34;;
Q21;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;2500;0.7;;;;;
Q21;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;9999;8.8;;0.7;0.34;;
Q21;2023;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;2000;;;;;;3
Q21;2023;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;2100;;;;;;3
Q21;2023;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;9999;;;;;;3
Q21;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;1000;1.1;;;;;
Q21;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;2000;3.7;;;4.08;4.08;
Q21;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;2400;3.7;;;4.08;4.08;
Q21;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;9999;4.8;;;4.08;4.08;
Q21;2023;030003669;AURA SANTE MONTLUCON;630000990;2000;1.02;;;;;
Q21;2023;030003669;AURA SANTE MONTLUCON;630000990;2100;1.02;;;;;
Q21;2023;030003669;AURA SANTE MONTLUCON;630000990;9999;1.02;;;;;
Q21;2023;030003719;AURA SANTE MOULINS;630000990;2000;1.06;;;;;
Q21;2023;030003719;AURA SANTE MOULINS;630000990;2100;1.06;;;;;
Q21;2023;030003719;AURA SANTE MOULINS;630000990;9999;1.06;;;;;
Q21;2023;030003768;AURA SANTE VICHY;630000990;2000;2.09;;;;;
Q21;2023;030003768;AURA SANTE VICHY;630000990;2100;2.09;;;;;
Q21;2023;030003768;AURA SANTE VICHY;630000990;9999;2.09;;;;;
Q21;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;2000;1.28;;;1.65;;9
Q21;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;2100;0.02;;;1.65;;2
Q21;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;2400;1.26;;;;;7
Q21;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;9999;1.28;;;1.65;;9
Q21;2023;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;2000;;;;;;2
Q21;2023;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;2100;;;;;;2
Q21;2023;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;9999;;;;;;2
Q21;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;2000;5.13;;;;;44
Q21;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;2100;3.04;;;;;44
Q21;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;2400;2.09;;;;;
Q21;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;9999;5.13;;;;;44
Q21;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;2000;3.3;;;1;;55
Q21;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;2100;2.1;;;1;;55
Q21;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;2400;1.2;;;;;
Q21;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;9999;3.3;;;1;;55
Q21;2023;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;2000;7.52;;;4.33;4;
Q21;2023;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;2100;0.04;;;;;
Q21;2023;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;2200;7.48;;;4.33;4;
Q21;2023;030781637;SERVICE DE PSYCHIATRIE CHATELARD;030780100;9999;7.52;;;4.33;4;
Q21;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;2000;1.03;;;;;40
Q21;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;2100;1.03;;;;;40
Q21;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;9999;1.03;;;;;40
Q21;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;2000;0.35;;;;;8
Q21;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;2100;0.18;;;;;8
Q21;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;2400;0.17;;;;;
Q21;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;9999;0.35;;;;;8
