BOR;AN;FI;RS;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFLIB_PM;EFFLIB_GER;ETPSAL_PM;ETPSAL_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFLIB_INF;EFFLIB_AID;EFFLIB_ERG;EFFLIB_PMT;EFFLIB_APNM;ETPSAL_INF;ETPSAL_AID;ETPSAL_ERG;ETPSAL_PMT;ETPSAL_APNM
MCOGER;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;1;197;51;223;3.18;1;29;3;581;510;10437;;;3.49;2.25;0;0;1;1;;;;;;13.2;18.74;0;0;1.7
MCOGER;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;1;289;679;591;2.92;1;18;0;470;0;7054;;;2.27;1.6;0;0;1;1;;;;;;10.76;12.24;;;0.45
MCOGER;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;1;346;278;411;2.93;1;5;;166;0;1534;;;1.01;;;;;;;;;;;0.78;2.69;0;0;1.31
MCOGER;2023;090001629;CHIVA SITE LAVELANET;090781774;0;;;;;1;23;0;425;0;7251;;;3.82;1;0;0;1;1;;;;;;9.39;14.97;;;1.99
MCOGER;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;1;190;;175;1.95;1;30;;786;0;10825;;;3.77;3.77;0;0;0;0;;;;;;10.09;18.94;0.4;0;3.3
MCOGER;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;0;;;;;1;23;;715;0;7809;;;;;;;;;;;;;;;;;;
MCOGER;2023;110000023;CH CARCASSONNE;110780061;1;2539;75;896;3.87;1;28;2;1117;392;10265;;;5.92;5;0;0;1;1;;;;;;13.47;17.86;;;2.48
MCOGER;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;0;;;;;1;10;;272;0;2727;;;1;1;0;0;1;1;;;;;;4.7;12.4;0;0;4.25
MCOGER;2023;110000056;CH NARBONNE;110780137;1;378;1;365;2.3;1;25;0;916;0;8778;;;1.52;;0;0;1;1;;;;;;11.75;18.23;;;1.2
MCOGER;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;1;1340;1870;1163;3.6;1;30;1;1060;139;11136;;;4.26;1.67;;;;;;;;;;18.71;19.06;0.37;;3.98
MCOGER;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;1;117;121;206;1.98;1;20;1;560;4;6052;;;1.83;0.85;0;0;1;0;;;;;;10.57;12.81;0.33;;1.16
MCOGER;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;0;;;;;1;10;0;11;0;92;;;1.26;;0;;1;;;;;;;6.83;9.95;;;1.7
MCOGER;2023;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;1;242;129;303;1.7;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;120004569;CH MILLAU;120004528;1;129;167;244;1.32;1;15;0;405;0;3955;;;0.68;0.68;;;;;;;;;;5.31;5;0;0;0
MCOGER;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;0;;;;;1;23;;630;0;6096;;;1.93;;0;0;1;0;;;;;;10.45;14.83;;;0.94
MCOGER;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;1;1129;320;943;5.67;1;32;;970;0;11445;;;3.77;;0;0;0;0;;;;;;18.63;16.28;0;0;7.06
MCOGER;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;1;310;467;257;2.37;1;25;;880;0;8853;;;3.6;0.8;0;0;1;1;;;;;;13.82;17.07;;0.5;3.38
MCOGER;2023;130001225;HOPITAL DU PAYS SALONAIS;130782634;1;1338;0;749;3.7;1;20;;1088;0;9254;;;2.32;1.16;0;0;0;0;;;;;;6.45;9.11;;;3.04
MCOGER;2023;130002827;CH JOSEPH IMBERT D'ARLES;130789274;1;442;;381;3.88;1;28;;965;0;12678;;;0.2;;;;;;;;;;;13.62;14.52;;;1.41
MCOGER;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;1;643;56;561;3.68;1;16;0;679;0;5769;;;1.49;1.49;;;;;;;;;;9.31;9.15;;;4.65
MCOGER;2023;130043664;HOPITAL EUROPEEN;130002157;1;939;;750;3.65;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;130780521;APHM HOPITAL NORD;130786049;1;284;0;255;0.5;1;25;2;817;223;7115;;;13.75;1;0;0;0;0;;;;;;10.99;13.37;;;3.78
MCOGER;2023;130781255;HOSPITALITE SAINT THOMAS DE VILLENEUVE;220020739;0;;;;;1;30;8;591;363;7775;;;3;2;0;0;1;1;;;;;;9.6;9.6;0;0;8.5
MCOGER;2023;130783293;APHM HOPITAL LA TIMONE;130786049;1;2073;255;1818;4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;0;;;;;1;25;8;405;650;7059;;;;;;;;;;;;;;19.52;16.58;;;9.07
MCOGER;2023;130785652;HOPITAL SAINT JOSEPH;130014228;1;2691;431;2467;4.92;1;;3;0;578;0;;;3.94;;0;0;0;0;;;;;;7.79;;0.5;;3.12
MCOGER;2023;130786742;HIA LAVERAN;750821092;1;585;0;48;2;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;0;;;;;1;43;5;736;896;11333;;;3.7;1.3;1;1;1;1;;;;;;24.8;22.08;;;13.42
MCOGER;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1;475;65;502;6.25;1;25;1;954;212;9757;;;4.7;4.7;0;0;0;0;;;;;;11.98;19.29;0;0;4.95
MCOGER;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;1;430;9;428;10.06;1;45;1;244;590;3517;;;5.3;4.93;;0;;0;;;;;;4.21;8.21;;;3.51
MCOGER;2023;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1;123;496;421;2;1;12;0;265;0;4017;;;1.5;0.8;;;;;;;;;;9.82;11.35;;;3.33
MCOGER;2023;140000373;CENTRE HOSPITALIER DE VIRE;140000159;1;0;116;116;1;1;20;;668;0;7004;;;2.45;1.38;0;0;0;0;;;;;;9.45;11.92;;;4.35
MCOGER;2023;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;0;;;;;1;0;10;0;1662;0;;;28.46;2.13;0;0;1;0;;;;;;54.27;39.31;;;86.42
MCOGER;2023;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;1;0;42;40;1.1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;150000032;CH DE SAINT-FLOUR;150780088;0;;;;;1;16;0;376;0;4644;;;1;1;0;0;1;1;0;0;0;0;0;3.83;8.96;0;0;4.58
MCOGER;2023;150000040;CH HENRI MONDOR;150780096;1;103;33;391;0.2;1;18;;165;0;2733;;;1.9;;0;0;1;1;;;;;;4.65;4.52;0;0;1.32
MCOGER;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;1;722;0;637;2.7;1;30;5;1018;474;10751;;;3.39;2.62;0;0;1;1;;;;;;17.69;20.5;0.34;;7.53
MCOGER;2023;160000303;CH HOPITAUX SUD-CHARENTE;160006037;1;132;185;291;3.42;1;21;;646;0;6530;;;3.14;1.5;;;;;;;;;;9.1;11.1;0.1;0.3;5.2
MCOGER;2023;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;1;543;81;440;3;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;160015368;HOPITAUX DU GRAND COGNAC;160014411;1;486;268;314;1;1;21;;518;0;7157;;;2.23;0;0;0;0;0;;;;;;7.47;14.86;;;1.81
MCOGER;2023;170000038;CENTRE HOSPITALIER JONZAC;170780050;1;92;624;428;2.55;1;30;1;822;873;10309;;;5.95;3.9;0;0;1;0;;;;;;15.37;17.63;;;2.08
MCOGER;2023;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;0;;;;;1;11;1;46;0;920;13;0;1.33;0;0;0;0;0;0;0;0;0;0;3.9;5.9;0;0;0.8
MCOGER;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1;1790;4;1068;5.02;1;54;;989;0;11502;;;8.1;8.1;0;0;1;1;;;;;;26.05;33.08;;;7.51
MCOGER;2023;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;0;;;;;1;15;0;340;0;5112;;;0.93;0.93;0;0;1;1;;;;;;5.89;8.96;0.16;;5.96
MCOGER;2023;170000103;CH DE SAINTONGE - SAINTES;170780175;1;577;78;803;3.2;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;1;230;293;523;1.5;1;20;;773;0;7063;0;0;3.24;2.24;0;0;1;1;;;;;;9.61;11.34;;;3
MCOGER;2023;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;1;1249;64;640;3.55;1;41;5;1135;966;15141;;;3;1;0;0;1;1;;;;;;19.43;20.62;0.8;0;4.5
MCOGER;2023;180000010;CH BOURGES - JACQUES COEUR;180000028;1;726;95;739;2.25;1;30;0;588;0;10005;;;4.64;4.64;0;0;1;1;;;;;;11.47;15.42;;;1.57
MCOGER;2023;180000200;CH DE VIERZON;180000051;1;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;180000283;CH SAINT AMAND-MONTROND;180000069;0;;;;;1;46;;1195;43;16392;;;4;4;0;0;1;1;;;;;;14.74;22.91;0.06;0;13.12
MCOGER;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;1;2627;280;1992;14.66;1;43;0;1390;0;15590;;;7.3;5.7;0;0;1;1;;;;;;26.61;26;1.88;0;23.62
MCOGER;2023;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;1;;;;4.22;1;23;0;366;0;5847;;;1.43;1.43;0;0;1;1;;;;;;8.43;10.75;;;2.32
MCOGER;2023;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1;63;6;65;1.18;1;5;;123;0;1831;;;1;;;;;;;;;;;0.25;1.17;;;1.58
MCOGER;2023;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;1;501;2468;1329;3.35;1;60;10;1637;1359;22072;;;12.3;12.3;0;0;0;0;;;;;;39.03;39.13;0.5;0;32.99
MCOGER;2023;210987657;HOSPICES CIVILS DE BEAUNE;210012175;1;936;258;701;2.8;1;20;;547;0;7014;;;3.58;;0;;1;;;;;;;10.54;9.57;;;3.72
MCOGER;2023;210987673;CH HCO SITE DE MONTBARD;210012142;1;92;415;775;1.8;1;5;2;125;300;1441;;;0.7;;0;0;0;0;;;;;;6.92;9.88;0.2;;4.07
MCOGER;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;1;2001;0;1379;3.5;1;40;;1250;147;14609;;;7.81;5.61;0;0;1;1;;;;;;25.98;25.93;0.13;;8.45
MCOGER;2023;220000095;CTRE HOSPITALIER DINAN;220000046;1;936;451;985;3.3;1;6;5;282;154;4166;;;1.27;1.27;0;0;0;0;;;;;;9.6;10.51;;0.5;10.52
MCOGER;2023;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;1;373;0;;2.6;1;25;8;761;92;8701;;;2.14;0;0;;0;;;;;;;9.5;14.77;;;2.34
MCOGER;2023;220000368;CENTRE HOSPITALIER LANNION;220000103;1;402;;387;3.07;1;28;;756;0;8993;;;3.1;;0;;1;;;;;;;11.51;14.53;0.5;;5.33
MCOGER;2023;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;1;440;;409;1.6;1;30;;820;0;9896;;;2.9;;;;;;;;;;;12.93;17.29;;;2.92
MCOGER;2023;220001259;CENTRE HOSPITALIER TREGUIER;220005045;1;0;198;182;0.6;1;30;5;439;293;7197;;;2.65;;;;;;;;;;;9.91;10.52;0.43;;5.83
MCOGER;2023;230000820;CENTRE HOSPITALIER GUERET;230780041;1;404;1;391;5.03;1;15;0;430;0;5637;;;1.84;;0;0;1;1;;;;;;6.87;8.45;;;0.62
MCOGER;2023;230004657;SITE CROIX BLANCHE;230780058;0;;;;;1;24;0;553;0;6123;0;0;1;0;0;0;0;0;0;0;0;0;0;10.04;14.57;0;0;0
MCOGER;2023;240000372;C.H DE BERGERAC;240000059;1;487;216;536;2.85;1;20;0;585;0;6298;1;1;2.08;1.72;0;0;1;1;;;;;;14.84;14.29;0;0;6.18
MCOGER;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;1;994;32;937;2.81;1;45;0;1026;0;12622;0;0;6.68;3.12;0;0;1;1;0;0;0;0;0;13.18;26.82;0;0;3.93
MCOGER;2023;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;0;;;;;1;25;4;215;3;3799;;;0.8;;0;;1;;;;;;;5;13;;;3
MCOGER;2023;240000687;CENTRE HOSPITALIER SARLAT;240000448;1;1;31;32;2.45;1;15;0;346;0;2819;;;0.31;;;;;;;;;;;;;;;
MCOGER;2023;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;1;402;169;684;5.16;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;1;3596;254;1306;9.89;1;40;4;694;570;10896;0;0;4.32;1.67;0;0;0;0;0;0;0;0;0;15.37;22.19;0.58;0;13.92
MCOGER;2023;260000013;CH DE VALENCE;260000021;1;397;154;;5.1;1;30;2;984;351;11113;;;2.6;2;0;0;1;1;;;;;;10.23;17.76;0.8;;6.26
MCOGER;2023;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;1;649;220;869;4.88;1;12;1;447;86;4444;0;0;3.2;1.2;0;;0;;0;0;0;0;0;4.63;4.66;0.1;0;1.55
MCOGER;2023;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;1;0;0;0;1.86;1;20;0;533;0;8217;0;0;4.8;4.8;0;0;1;1;0;0;0;0;0;15.73;12.67;0;0;2.77
MCOGER;2023;270000045;CH BERNAY;270000060;1;0;122;144;2;1;11;0;259;0;3412;;;0.97;0.8;0;0;1;1;;;;;;4.72;5.8;;;0.24
MCOGER;2023;270000359;CH EVREUX CH EURE-SEINE;270023724;1;890;0;671;3.08;1;25;0;316;0;3557;;;3.6;2.8;0;0;1;1;;;;;;5.43;6.74;;;2.47
MCOGER;2023;270000367;CH GISORS;270000086;1;0;218;176;2.5;1;10;;422;0;3555;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;1.65;0;0.49;0;0.3
MCOGER;2023;270000391;CH LOUVIERS CHI ELBEUF;760024042;0;;;;;1;15;;551;0;5597;;;3;3;0;0;1;1;;;;;;19.55;21.95;;;11.22
MCOGER;2023;270000425;CH PONT-AUDEMER;270000102;0;;;;;1;10;0;194;0;2944;;;8.37;;;;;;;;;;;20.29;23.2;;;11.69
MCOGER;2023;270000458;CH VERNON CH EURE-SEINE;270023724;1;452;0;312;1.7;1;22;;716;0;7730;;;5.34;3.11;0;0;1;0;;;;;;10.28;16.45;;;2.59
MCOGER;2023;280000084;CH DREUX;280000183;1;1299;4;992;2.5;1;46;;1824;0;15523;;;11.87;6.87;0;;1;;;;;;;21.44;29.81;0;0;8.94
MCOGER;2023;280000662;CH CHATEAUDUN;280500075;0;;;;;1;30;0;657;0;9789;;;2.65;;;;;;;;;;;8.9;11.75;;;3.74
MCOGER;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;590;54;534;4.36;1;49;2;945;182;17108;0;0;4.62;4.28;0;0;1;1;0;0;0;0;0;18.1;24.6;0;0;11.88
MCOGER;2023;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;1;113;0;113;1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;290000025;CHIC QUIMPER;290020700;1;974;122;912;4.04;1;24;6;459;689;8229;;;5;5;0;0;0;0;;;;;;10.87;15.64;;;5.9
MCOGER;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;890;545;1053;5.87;1;25;0;758;0;8960;;;2.9;0.75;0;0;0;0;;;;;;14.2;15.36;;;9.66
MCOGER;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;0;;;;;1;30;;52;0;540;;;0.5;0.5;0;0;0;0;;;;;;1.8;1.5;;;0.51
MCOGER;2023;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;1;388;39;373;1.5;1;24;8;630;246;8325;;;2.43;1.8;0;0;0;0;;;;;;14.08;14.22;0.5;;3.5
MCOGER;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;1;311;14;300;1.7;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;341;67;403;1.4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1;313;361;572;1.61;1;38;5;873;783;13345;;;4.59;2.75;0;0;1;1;;;;;;21.48;25.63;;;9.42
MCOGER;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;1;898;201;885;3.7;1;26;0;698;247;9922;;;2.45;1.55;0;0;0;0;;;;;;10.36;15.35;;;2.96
MCOGER;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;1;1003;0;1003;2.2;1;20;;876;0;9417;;;1.1;;0;0;1;1;;;;;;12.64;19.14;;;5.8
MCOGER;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1;1321;0;1289;3.45;1;30;2;721;232;10433;;;6.81;0.75;0;0;1;1;;;;;;22.23;21.86;0;0;10.79
MCOGER;2023;300000023;CH ALES CEVENNES;300780046;1;350;;350;2.48;1;24;0;786;0;7020;;;2.5;2.5;;;;;0;0;0;0;0;9.3;13.96;0.52;0;5.52
MCOGER;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;172;0;175;2.69;1;33;2;632;9;8129;0;0;1.7;1.7;0;0;0;0;;;;;;3.4;2.41;0.5;0;2.6
MCOGER;2023;300782117;CHU NIMES CAREMEAU;300780038;1;1970;832;2248;9.49;1;70;5;1542;1327;23506;;;18.89;4.88;0;0;1;1;;;;;;26.23;29.08;1.18;;16.07
MCOGER;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;289;2;287;1.7;1;19;0;626;0;6958;;;3.44;3.27;;;;;;;;;;8.63;14;;;5.29
MCOGER;2023;310013628;CH MURET;310786256;1;58;79;130;1.31;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;310021571;CL DES MINIMES TOULOUSE;310021563;1;0;465;355;1.5;1;14;0;816;0;3901;;;1.8;0.8;0;0;1;1;;;;;1;6.23;8.99;0.25;;6.5
MCOGER;2023;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;0;;;;;1;18;;1648;0;6405;;;2.13;0.72;1;1;1;1;;;;;;;;;;
MCOGER;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;1;61;0;59;0.08;1;31;0;663;0;6348;;;2.5;1;;;1;1;;;;;;13.71;11.7;;;1.2
MCOGER;2023;310780259;CL PASTEUR TOULOUSE;310000096;1;850;;842;1.5;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;1;513;7;392;1.9;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;1;308;0;308;3.5;1;12;3;320;45;3596;;;1.73;1.73;0;0;0;0;;;;;;8.35;13.42;;;4.71
MCOGER;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;1;;101;100;0.2;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;2094;1408;2953;10.8;1;78;9;2957;2606;23337;;;11.24;6.07;;;;;;;;;;55.05;61.51;;;11.22
MCOGER;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;0;;;;;1;20;;1565;0;7671;;;2.63;;0;0;1;1;;;;;;13.97;13.46;;;3.9
MCOGER;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;0;;;;;1;0;8;0;2521;0;;;4.64;2.9;;;;;;;;;;3.81;3;0;0;5.72
MCOGER;2023;310786389;CL DES PYRENEES COLOMIERS;310001433;0;;;;;1;5;;186;42;1464;;;0.93;0.03;0;0;1;0;;;;;;2.88;3.1;0.3;;0.58
MCOGER;2023;320000086;CH AUCH EN GASCOGNE;320780117;1;263;13;273;1.6;1;20;0;550;0;7052;0;0;4.8;4;0;0;1;1;0;0;0;0;0;8.58;14.9;0;0;0
MCOGER;2023;320000102;CH CONDOM;320780133;1;;;;0.2;1;20;;696;0;6368;;;1.59;0.52;;;;;;;;;;11.52;18.13;;;4.95
MCOGER;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;0;;;;;1;46;0;604;0;8523;;;5.43;5;0;;1;;;;;;;23.39;28.84;0.5;;2.69
