BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;COMEHPAD
USLD_P;2023;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;N2210;4.1;;
USLD_P;2023;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;N2460;0.33;;
USLD_P;2023;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;N2510;11.76;;
USLD_P;2023;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;020002085;NAUT;10.92;;
USLD_P;2023;030000061;CH DE MOULINS;030780092;M1320;1;;1
USLD_P;2023;030000061;CH DE MOULINS;030780092;MEDCH;1;;1
USLD_P;2023;030000061;CH DE MOULINS;030780092;N2210;10.55;;1
USLD_P;2023;030000061;CH DE MOULINS;030780092;N2460;0.17;;1
USLD_P;2023;030000061;CH DE MOULINS;030780092;N2510;27.4;;1
USLD_P;2023;030000061;CH DE MOULINS;030780092;NAUT;37.48;;1
USLD_P;2023;030000079;CH DE MONTLUCON;030780100;M1320;1;;1
USLD_P;2023;030000079;CH DE MONTLUCON;030780100;MEDCH;1;;1
USLD_P;2023;030000079;CH DE MONTLUCON;030780100;N2210;7.07;;
USLD_P;2023;030000079;CH DE MONTLUCON;030780100;N2410;;3;1
USLD_P;2023;030000079;CH DE MONTLUCON;030780100;N2510;31.1;;
USLD_P;2023;030000079;CH DE MONTLUCON;030780100;N3120;;;1
USLD_P;2023;030000079;CH DE MONTLUCON;030780100;NAUT;10.28;;
USLD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M1320;1.34;0;0
USLD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;MEDCH;1.34;0;0
USLD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2210;25.23;0;0
USLD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2460;0.8;0;0
USLD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2510;37.16;0;0
USLD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;29.86;0;0
USLD_P;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;M1320;0.6;0;0
USLD_P;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;MEDCH;0.7;0;0
USLD_P;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;N2210;6.76;0;0
USLD_P;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;N2510;15.15;0;0
USLD_P;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;N3120;0.12;0;0
USLD_P;2023;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;NAUT;21.92;0;0
USLD_P;2023;040780405;CENTRE DES CARMES;040000168;M1320;1;;1
USLD_P;2023;040780405;CENTRE DES CARMES;040000168;MEDCH;1.44;;1
USLD_P;2023;040780405;CENTRE DES CARMES;040000168;N2210;7;;1
USLD_P;2023;040780405;CENTRE DES CARMES;040000168;N2410;0.4;;1
USLD_P;2023;040780405;CENTRE DES CARMES;040000168;N2460;0.5;;1
USLD_P;2023;040780405;CENTRE DES CARMES;040000168;N2510;13;;1
USLD_P;2023;040780405;CENTRE DES CARMES;040000168;NAUT;6.8;;1
USLD_P;2023;040788440;CHI MANOSQUE USLD SITE SAINT ANDRE;040780215;MEDCH;0.6;;
USLD_P;2023;040788440;CHI MANOSQUE USLD SITE SAINT ANDRE;040780215;N2210;3;;
USLD_P;2023;040788440;CHI MANOSQUE USLD SITE SAINT ANDRE;040780215;N2410;0.5;;
USLD_P;2023;040788440;CHI MANOSQUE USLD SITE SAINT ANDRE;040780215;N2510;16.55;;
USLD_P;2023;040788440;CHI MANOSQUE USLD SITE SAINT ANDRE;040780215;NAUT;7.5;;
USLD_P;2023;050000132;CH BUECH DURANCE;050007145;M1320;0.64;;
USLD_P;2023;050000132;CH BUECH DURANCE;050007145;MEDCH;0.64;;
USLD_P;2023;050000132;CH BUECH DURANCE;050007145;N2210;6.67;;
USLD_P;2023;050000132;CH BUECH DURANCE;050007145;N2460;0.05;;
USLD_P;2023;050000132;CH BUECH DURANCE;050007145;NAUT;8.28;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M1320;0.6;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;MEDCH;1.01;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2210;6.31;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2410;0.61;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2460;0.5;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2510;11.27;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N3120;0.3;;
USLD_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NAUT;8.73;;
USLD_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;M1320;0.8;;1
USLD_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;MEDCH;0.8;;1
USLD_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N2210;4.62;;0
USLD_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N2410;0.53;;0
USLD_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;N2510;14.08;;0
USLD_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;NAUT;8.75;;0
USLD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1320;0.73;;
USLD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;MEDCH;0.73;;
USLD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2210;11.46;;
USLD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2410;0.1;;
USLD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2510;18.48;;
USLD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;13.24;;
USLD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M1320;0.14;0;0
USLD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;MEDCH;0.14;0;0
USLD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2210;5.18;0;0
USLD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2410;0.5;0;0
USLD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2510;15.48;0;0
USLD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NAUT;7.85;0;0
USLD_P;2023;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;M1320;0.3;0;0
USLD_P;2023;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;MEDCH;0.6;0;0
USLD_P;2023;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;N2210;7;0;0
USLD_P;2023;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;N2410;1;0;0
USLD_P;2023;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;N2460;0.34;0;0
USLD_P;2023;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;N2510;19;0;0
USLD_P;2023;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;NAUT;17.6;0;0
USLD_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2210;7.57;;0
USLD_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2410;1;;0
USLD_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2510;13.3;;0
USLD_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;NAUT;0.2;;0
USLD_P;2023;060019213;USLD DOLCE FARNIENTE;060005188;M1320;0.5;;0
USLD_P;2023;060019213;USLD DOLCE FARNIENTE;060005188;MEDCH;0.75;;1
USLD_P;2023;060019213;USLD DOLCE FARNIENTE;060005188;N2210;9;;0
USLD_P;2023;060019213;USLD DOLCE FARNIENTE;060005188;N2410;0;1;0
USLD_P;2023;060019213;USLD DOLCE FARNIENTE;060005188;N2510;13;;0
USLD_P;2023;060019213;USLD DOLCE FARNIENTE;060005188;NAUT;0.4;;0
USLD_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;M1320;0.17;;0
USLD_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;MEDCH;0.77;;1
USLD_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;N2210;8.27;;
USLD_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;N2410;1.09;;
USLD_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;N2510;19.15;;
USLD_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;N3120;1.17;;
USLD_P;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;NAUT;9.42;;
USLD_P;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;M1320;0.2;;1
USLD_P;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;MEDCH;0.2;;1
USLD_P;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;N2210;4.72;;
USLD_P;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;N2510;9.06;;
USLD_P;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;NAUT;9.76;;
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;M1320;0.8;;0
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;MEDCH;1.39;;0
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N2210;8.94;;0
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N2410;0.81;;0
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N2460;0.89;;0
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N2510;30.19;;0
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;N3120;0.57;;0
USLD_P;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;NAUT;13.94;;0
USLD_P;2023;060794021;SSR ISOLA BELLA CH CANNES;060780988;M1320;0.21;;
USLD_P;2023;060794021;SSR ISOLA BELLA CH CANNES;060780988;MEDCH;0.21;;
USLD_P;2023;060794021;SSR ISOLA BELLA CH CANNES;060780988;N2210;7.9;;1
USLD_P;2023;060794021;SSR ISOLA BELLA CH CANNES;060780988;N2410;0.32;;1
USLD_P;2023;060794021;SSR ISOLA BELLA CH CANNES;060780988;N2510;24.54;;1
USLD_P;2023;060794021;SSR ISOLA BELLA CH CANNES;060780988;N3120;0.23;;1
USLD_P;2023;060794021;SSR ISOLA BELLA CH CANNES;060780988;NAUT;14.19;;0
USLD_P;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;MEDCH;0.44;1;0
USLD_P;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;N2210;12.51;;0
USLD_P;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;N2460;0.65;;1
USLD_P;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;N2510;42.88;;0
USLD_P;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;N3120;1.25;;0
USLD_P;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;NAUT;19.53;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;M1320;0.54;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;MEDCH;0.54;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;N2210;8.5;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;N2410;0.39;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;N2460;0.05;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;N2510;20.83;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;N3120;;;1
USLD_P;2023;070784517;LONG SEJOUR CH DE PRIVAS;070002878;NAUT;7.01;;1
USLD_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M1320;0.16;;1
USLD_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;MEDCH;0.46;;1
USLD_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2210;10.71;;0
USLD_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2410;0.3;;
USLD_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2460;0.99;;0
USLD_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2510;12.04;;0
USLD_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;NAUT;15.27;;0
USLD_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;MEDCH;0.18;;0
USLD_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N2210;5.37;;
USLD_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N2510;9.65;;
USLD_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;NAUT;0.32;;
USLD_P;2023;080005960;USLD SITE CENTRE DE SANTE;080011174;M1320;1.38;;1
USLD_P;2023;080005960;USLD SITE CENTRE DE SANTE;080011174;MEDCH;1.38;;1
USLD_P;2023;080005960;USLD SITE CENTRE DE SANTE;080011174;N2210;9.15;;0
USLD_P;2023;080005960;USLD SITE CENTRE DE SANTE;080011174;N2410;0.25;;0
USLD_P;2023;080005960;USLD SITE CENTRE DE SANTE;080011174;N2510;30.61;;0
USLD_P;2023;080005960;USLD SITE CENTRE DE SANTE;080011174;NAUT;22.74;;0
USLD_P;2023;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;M1320;0.56;;0
USLD_P;2023;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;MEDCH;0.56;;0
USLD_P;2023;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;N2210;7.19;;1
USLD_P;2023;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;N2510;6.6;;1
USLD_P;2023;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;N3120;0.09;;1
USLD_P;2023;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;NAUT;3.31;;1
USLD_P;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;M1320;;;1
USLD_P;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;MEDCH;0.12;;1
USLD_P;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;N2210;5.07;;0
USLD_P;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;N2410;1;;0
USLD_P;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;N2510;11.86;;0
USLD_P;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;NAUT;6.25;;0
USLD_P;2023;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;M1320;0.3;;0
USLD_P;2023;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;MEDCH;0.3;;0
USLD_P;2023;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;N2210;7.75;;0
USLD_P;2023;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;N2510;8.28;;0
USLD_P;2023;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;NAUT;4.98;;0
USLD_P;2023;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;MEDCH;0.6;0;1
USLD_P;2023;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;N2210;9.17;;1
USLD_P;2023;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;N2460;0.1;;1
USLD_P;2023;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;N2510;8.15;;1
USLD_P;2023;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;NAUT;8.55;;1
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;M1320;0.4;;0
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;MEDCH;1.2;;0
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;N2210;13.77;;0
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;N2410;0.7;;0
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;N2460;0.5;;0
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;N2510;35.56;;0
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;N3120;0.6;;0
USLD_P;2023;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;100000017;NAUT;14.34;;0
USLD_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;M1320;0.2;;
USLD_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;MEDCH;0.26;;
USLD_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;N2210;5.79;;
USLD_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;N2410;0.6;;
USLD_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;N2460;0.15;;
USLD_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;N2510;14.16;;
USLD_P;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;NAUT;5.25;;
USLD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;MEDCH;0.2;;1
USLD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N2210;5.95;;1
USLD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N2410;0.25;;1
USLD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N2460;0.43;;1
USLD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N2510;12.66;;1
USLD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N3120;0.08;;1
USLD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;NAUT;9.59;;1
USLD_P;2023;110006137;USLD LES RIVES D'ODE CH CARCASSONNE;110780061;MEDCH;0.37;;1
USLD_P;2023;110006137;USLD LES RIVES D'ODE CH CARCASSONNE;110780061;N2210;5.6;;1
USLD_P;2023;110006137;USLD LES RIVES D'ODE CH CARCASSONNE;110780061;N2460;0.5;;0
USLD_P;2023;110006137;USLD LES RIVES D'ODE CH CARCASSONNE;110780061;N2510;14.31;;1
USLD_P;2023;110006137;USLD LES RIVES D'ODE CH CARCASSONNE;110780061;NAUT;6.97;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;M1320;;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;MEDCH;2.83;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;N2210;17.13;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;N2410;0.77;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;N2460;;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;N2510;43.52;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;N3120;;;1
USLD_P;2023;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;NAUT;17.55;;1
USLD_P;2023;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;M1320;0.03;;0
USLD_P;2023;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;MEDCH;0.53;;0
USLD_P;2023;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;N2210;6.54;;0
USLD_P;2023;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;N2510;14.91;;0
USLD_P;2023;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;NAUT;10.22;;0
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M1320;;;1
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;MEDCH;0.51;;1
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2210;7.91;;1
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2410;0.25;;1
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2460;0.25;;1
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2510;14.15;;1
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N3120;0.2;;1
USLD_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;NAUT;2.84;;1
USLD_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;MEDCH;0.2;;
USLD_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;N2210;4;;
USLD_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;N2410;0.25;;
USLD_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;N2460;0.5;;
USLD_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;N2510;9;;
USLD_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;N3120;0.2;;
USLD_P;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;NAUT;7.6;;
