BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALHYB;SAL24HYB;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2023;020000535;CH CHAUNY;020000287;1;3;;1;;;;;;1;;;;5;;;1;;;6;;;396;956;1352;832;;322;87;409;212;;1;0;1;1;;5;53;58;0;;605;870;1475;626;;0;2;2;0;
BLOCS;2023;020001061;CH CHÂTEAU-THIERRY;020004404;1;4;;1;;;;;;1;;;;6;;;1;;;6;;;1101;3061;4162;3605;2068;353;47;400;202;0;45;0;45;0;0;0;0;0;0;0;1438;1687;3125;1524;682;3;23;26;2;0
BLOCS;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;1;6;;0;;0;;0;;2;;1;;9;;;1;;;12;;;2681;5614;8295;7048;;0;0;0;0;;28;0;28;1;;103;204;307;99;;1306;5524;6830;4116;352;4;112;116;76;
BLOCS;2023;030000061;CH DE MOULINS;030780092;1;2;;1;1;1;;;;1;;;;5;1;;1;;;12;;;2308;1219;3527;2609;1297;682;88;770;335;0;244;0;244;12;0;138;191;329;134;1;1642;739;2381;1571;767;20;132;152;0;467
BLOCS;2023;030000079;CH DE MONTLUCON;030780100;1;3;0;1;0;1;0;0;0;2;0;0;0;7;0;0;1;1;0;8;2;0;2678;1150;3828;2959;;647;114;761;316;;1000;58;1058;2;;17;224;241;5;;1396;1105;2501;1282;;7;12;19;1;
BLOCS;2023;030000087;CH JACQUES LACARIN VICHY;030780118;3;6;0;1;1;2;0;0;0;3;0;0;0;12;1;0;3;0;0;14;0;0;4190;2303;6493;5551;;678;63;741;286;;1084;355;1439;0;;249;735;984;221;;2095;5427;7522;5213;;7;72;79;2;
BLOCS;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;1;5;;;;1;;;;1;;;;7;;;1;;;12;;;2110;6577;8687;7706;;0;9;9;9;;0;0;0;0;;1;11;12;0;;1021;2778;3799;2718;;3;349;352;3;
BLOCS;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;1;10;1;;;1;1;;;4;1;;;15;3;;1;1;;16;5;;2748;6401;9149;7516;;0;1;1;1;;35;0;35;1;;121;63;184;108;;1688;3349;5037;4073;;5;347;352;64;
BLOCS;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;1;8;;;;;;;;1;;;;9;;;1;;;15;;;2177;2720;4897;4330;;0;0;0;0;;0;0;0;0;;140;97;237;115;;960;3911;4871;3654;;3;7;10;4;
BLOCS;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;1;5;5;1;1;;;;;;;;;6;6;;1;1;;9;9;;1768;829;2597;1959;;375;38;413;194;;34;0;34;0;;1;0;1;0;;626;931;1557;798;;3;9;12;3;
BLOCS;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;0;;;;;;;;;;;;;;;;;;;;;;40;32;72;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;11;4;15;2;;3;0;3;0;
BLOCS;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;1;4;4;1;1;;;;;1;1;;;6;6;;1;1;;7;7;;1209;1063;2272;1991;482;209;49;258;130;;0;0;0;0;;0;0;0;0;;507;2173;2680;1492;192;5;0;5;0;23
BLOCS;2023;040780470;CLINIQUE TOUTES AURES;040000192;1;3;;;;;;;;1;;;;4;;;1;;;6;;;456;4086;4542;3802;;0;0;0;0;;0;0;0;0;;1;49;50;6;;216;2089;2305;1494;;1;97;98;1;
BLOCS;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;1;6;0;;;;;;;2;;2;;10;0;;1;;;17;;;2381;9200;11581;10296;;0;0;0;0;;0;0;0;0;;11;253;264;8;;448;5132;5580;3696;;1;76;77;15;
BLOCS;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;1;2;;1;;;;;;;;;;3;;;1;;;8;;;1894;1644;3538;2706;;228;37;265;138;;0;0;0;0;;0;0;0;0;;488;1201;1689;1094;;4;12;16;0;
BLOCS;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;0;0;;;;;;;;;;;;0;;0;;;;;;;2;1;3;3;;0;0;0;0;;0;0;0;0;;0;0;0;0;;10;1;11;0;;0;0;0;0;
BLOCS;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;1;7;1;1;1;;;;;1;1;;;9;3;;1;1;;12;12;;4239;2088;6327;5092;;603;159;762;421;;41;0;41;1;;0;1;1;0;;1772;1928;3700;2469;;4;29;33;3;
BLOCS;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;1;6;1;1;1;1;;1;;1;;;;10;2;1;1;1;1;9;9;9;3366;2779;6145;4397;719;1455;142;1597;487;;58;0;58;1;;20;0;20;8;;1444;1757;3201;2027;;6;144;150;1;
BLOCS;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;4;5;0;1;1;2;1;0;0;1;0;1;0;10;2;0;1;0;0;12;0;0;3973;2337;6310;5033;64;714;141;855;359;0;1693;31;1724;178;0;96;59;155;88;0;1715;2653;4368;1932;117;4;9;13;0;0
BLOCS;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;1;5;;;;1;;;;1;;1;;8;;;1;;;6;;;3908;2498;6406;3506;;1;0;1;1;;0;0;0;0;;51;0;51;4;;397;667;1064;665;;29;3;32;6;
BLOCS;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;4;8;1;1;0;2;0;;;2;0;;;13;1;;2;;;16;;;3734;5351;9085;4358;5077;989;177;1166;430;32;1428;32;1460;140;2;145;135;280;139;;2495;2350;4845;2819;2301;23;180;203;4;1538
BLOCS;2023;060002102;CH LA PALMOSA DE MENTON;060791761;1;3;1;0;0;0;0;0;0;1;0;1;0;5;1;0;1;0;0;6;0;0;882;957;1839;1654;433;0;23;23;23;;0;0;0;0;;0;9;9;0;;445;1920;2365;1502;55;1;46;47;1;
BLOCS;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;1;2;0;;;;;;;;;;;2;0;;1;;;2;;;968;1106;2074;1677;;0;0;0;0;;0;0;0;0;;0;0;0;0;;99;270;369;76;;1;6;7;0;
BLOCS;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;1;10;2;0;0;0;0;0;0;2;0;0;0;12;2;0;4;1;0;21;2;0;3795;17942;21737;19342;;1;25;26;26;;0;0;0;0;;16;121;137;8;;225;5662;5887;3213;;4;249;253;8;
BLOCS;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;1;6;;;;;;;;;;;;6;;;1;;;9;;;1672;7000;8672;7823;;0;0;0;0;;0;0;0;0;;0;0;0;0;;29;175;204;98;;1;29;30;0;
BLOCS;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;4;9;1;;;2;1;;;3;1;;;14;3;;4;1;;23;7;;4399;5651;10050;6886;;0;0;0;0;;5;3;8;7;;2195;247;2442;2239;;3993;9627;13620;8115;;160;91;251;86;
BLOCS;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;4;13;1;1;1;1;0;0;0;3;0;1;0;19;2;;4;0;1;32;1;8;7829;17342;25171;22079;;199;93;292;290;;0;0;0;0;;369;96;465;391;;1605;12034;13639;8524;;5;227;232;47;
BLOCS;2023;060780590;CLINIQUE DU PALAIS;060000270;1;5;0;0;0;0;0;0;0;2;0;0;0;7;0;0;1;0;0;11;0;0;1603;3139;4742;4213;;0;24;24;24;;0;0;0;0;;12;92;104;0;;1145;5102;6247;4093;;1;34;35;10;
BLOCS;2023;060780715;CLINIQUE SAINT GEORGE;060000361;6;24;2;;;5;1;1;;2;1;;;32;4;7;6;1;3;48;12;18;11103;24048;35151;30532;;4;47;51;51;;2877;146;3023;2690;;434;347;781;708;;2664;10994;13658;8318;;27;361;388;238;
BLOCS;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;3;7;7;;;2;2;;;2;2;;;11;11;;2;;;18;;;2800;8931;11731;10723;;0;0;0;0;;63;1;64;37;;25;54;79;18;;1400;9679;11079;5897;;6;81;87;85;
BLOCS;2023;060780756;POLYCLINIQUE SANTA MARIA;060000403;1;6;;2;;0;;;;1;;;;9;;;2;;;13;;;4301;5466;9767;6697;;940;185;1125;1088;;0;0;0;0;;0;19;19;0;;275;5943;6218;3962;;3;104;107;2;
BLOCS;2023;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;1;5;;;;;;;;;;;;5;;;1;;;8;;;2268;2430;4698;3807;;0;0;0;0;;0;0;0;0;;2;0;2;2;;386;314;700;182;;7;3;10;1;
BLOCS;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;3;6;2;;;;;;;2;;1;;9;2;1;2;;1;12;;3;2817;5927;8744;8255;;0;8;8;8;;0;0;0;0;;3;1;4;2;;772;6171;6943;3618;;0;45;45;16;
BLOCS;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;2;25;2;0;0;5;;;;1;;1;;32;2;;3;1;;39;6;;14811;8189;23000;17842;5455;2;0;2;2;0;1313;119;1432;233;12;682;608;1290;847;11;2044;806;2850;1421;1382;43;31;74;13;2372
BLOCS;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;0;0;0;;;;;;;;;;;0;0;;;;;;;;18;0;18;3;;0;0;0;0;;3;0;3;0;;3;0;3;1;;44;0;44;13;;0;0;0;0;
BLOCS;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;1;7;0;1;1;2;;;;4;;;;14;1;;2;;;18;;;3912;2296;6208;3755;;2885;705;3590;1533;;4;1;5;0;;377;157;534;52;;2351;5227;7578;4030;;110;125;235;19;
BLOCS;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;0;0;;0;;0;;0;;1;0;1;0;2;0;;1;;;4;;;109;1;110;5;;0;0;0;0;;0;0;0;0;;0;0;0;0;;254;49;303;53;;2;0;2;0;
BLOCS;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;2;2;1;;;3;1;1;0;0;0;2;0;8;2;;2;1;;10;1;0;676;13;689;522;;0;0;0;0;;2589;137;2726;2253;;60;2;62;60;;93;1;94;40;;1;0;1;0;
BLOCS;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;2;11;3;;;2;;;;3;;1;;17;3;;2;1;;35;5;;5082;9903;14985;11451;;0;0;0;0;;45;0;45;0;;31;259;290;35;;2893;10662;13555;8394;;51;862;913;102;
BLOCS;2023;070000013;CH DE PRIVAS ARDECHE;070002878;1;3;3;0;0;3;3;3;3;1;1;0;0;10;10;;1;1;;5;5;;1064;1747;2811;3183;;0;;0;6;;0;0;0;0;;1;0;1;1;;95;492;587;555;;;71;71;71;
BLOCS;2023;070000179;CH ARDECHE NORD;070780358;1;4;;;;;;;;1;;;;5;;;1;;;9;;;1585;2324;3909;2939;;441;34;475;176;;93;1;94;0;;8;327;335;2;;734;1836;2570;1562;;0;2;2;0;
BLOCS;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;1;3;1;1;;;;;;1;;;;5;1;;1;;;6;;;2143;1446;3589;2873;;439;97;536;230;;65;4;69;0;;0;0;0;0;;608;511;1119;608;;1;12;13;2;
BLOCS;2023;070780168;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;070000088;1;4;0;0;0;0;0;0;0;1;0;0;0;5;0;0;1;0;0;8;0;0;1130;3228;4358;3720;;1;6;7;6;;0;1;1;1;;466;283;749;470;;229;3326;3555;2238;;0;13;13;0;
BLOCS;2023;070780424;CLINIQUE PASTEUR;070000245;1;12;;0;;1;;1;;1;;1;;16;;;1;;;20;;;4612;11670;16282;14408;;4;28;32;32;;80;3;83;3;;833;547;1380;934;;992;1442;2434;2103;;20;129;149;27;
BLOCS;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;1;0;0;1;1;0;0;0;0;0;0;0;;1;1;2;1;0;0;9;0;0;164;399;563;241;2494;78;9;87;40;0;0;0;0;0;0;0;0;0;0;0;281;342;623;298;505;0;13;13;0;40
BLOCS;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;1;3;;0;;0;;0;;1;;0;;4;;;1;;;6;;;1692;1426;3118;2087;485;0;8;8;8;0;0;0;0;0;0;1;10;11;0;0;381;1936;2317;1267;362;6;16;22;0;0
BLOCS;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;2;6;2;2;1;1;;;;2;;;;11;3;1;1;;1;11;;6;4732;3244;7976;6453;5938;1137;125;1262;485;15;261;2;263;1;0;108;2;110;67;0;2577;2138;4715;2640;2718;14;33;47;3;246
BLOCS;2023;080010465;GCS TERRIT ARDEN NORD SITE CH SEDAN;080010242;1;;;;;;;;;;;;;;;1;;;1;;;2;0;123;123;105;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;383;383;231;;0;0;0;0;
BLOCS;2023;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;1;4;;;;1;;;;1;;1;;7;;;1;;;8;;;1875;6437;8312;7970;;0;0;0;0;;0;0;0;0;;29;0;29;28;;223;4179;4402;2898;;0;26;26;6;
BLOCS;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;1;6;;1;;;;;;2;;;;9;;0;1;;0;12;;0;2725;2992;5717;3954;;622;140;762;391;;1;0;1;1;;6;357;363;5;;1084;2918;4002;2340;;12;20;32;0;
BLOCS;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;1;3;;;;;;;;;;;;3;;;1;;;4;;;968;1474;2442;1926;;75;12;87;34;;0;0;0;0;;0;0;0;0;;187;826;1013;613;;1;1;2;0;
BLOCS;2023;100000082;CLINIQUE DU PAYS DE SEINE;100001148;1;4;4;;;;;;;1;;;;5;4;;1;1;;9;9;;697;2180;2877;2215;296;2;2;4;3;;0;0;0;0;;0;0;0;0;;350;1660;2010;1164;;0;4;4;0;
BLOCS;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;1;7;1;2;1;1;1;0;0;2;0;;;12;3;;1;1;;10;6;;4233;1970;6203;4480;2475;1787;249;2036;879;39;1171;25;1196;39;0;277;22;299;277;2;1891;937;2828;1558;2280;18;56;74;1;482
BLOCS;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;1;10;;;;;;;;1;;;;11;;3;1;;1;17;;16;5198;8640;13838;12502;;0;0;0;0;;76;2;78;0;;276;363;639;286;;1262;3684;4946;3460;;9;68;77;56;
BLOCS;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;1;0;;2;2;0;0;0;0;1;1;0;0;3;3;;2;2;;3;3;;27;18;45;22;;247;53;300;127;;1;0;1;0;;0;0;0;0;;83;223;306;108;;0;0;0;0;
BLOCS;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;1;5;;;;1;;;;1;;1;;8;;;1;;;7;;;1339;4821;6160;5314;;1;25;26;26;;0;0;0;0;;0;50;50;0;;662;5172;5834;3927;;10;104;114;1;
BLOCS;2023;110000023;CH CARCASSONNE;110780061;2;6;;1;1;;;1;;3;;;;11;1;;1;;;16;;;3855;1969;5824;5038;2714;1072;187;1259;498;9;1339;21;1360;39;0;301;90;391;300;0;1798;2745;4543;2620;669;9;31;40;6;316
BLOCS;2023;110000056;CH NARBONNE;110780137;2;6;;1;;0;;0;;2;;0;;9;;;1;;;12;;;3132;1985;5117;4690;;624;117;741;336;;70;2;72;3;;4;60;64;1;;1228;3517;4745;2702;;1;27;28;0;
BLOCS;2023;110000247;CH LEZIGNAN CORBIERES;110780772;1;0;;;;;;;;1;;;;1;;;1;;;4;;;1;3;4;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;77;558;635;349;;0;0;0;0;
BLOCS;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;1;7;;;;;;;;2;;;;9;;0;1;;;17;;;3708;8069;11777;10085;;8;11;19;19;;41;0;41;12;;655;362;1017;656;;1440;6448;7888;4853;;52;1011;1063;22;
BLOCS;2023;110780483;POLYCL MONTREAL CARCASSONNE;110000155;1;7;;;;;;;;1;;1;;9;;;1;;;10;;;3117;7948;11065;9266;;1;11;12;5;;2;0;2;0;;36;184;220;35;;1072;5493;6565;4179;;24;50;74;48;
BLOCS;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;1;8;1;1;1;2;1;;;3;1;;;14;4;;2;1;;19;15;;3367;4033;7400;5483;3602;904;120;1024;403;20;1435;16;1451;7;1;141;1186;1327;123;12;1834;3159;4993;3347;1977;7;30;37;24;410
BLOCS;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;1;5;1;1;1;0;;;;1;;0;;7;2;0;1;1;;11;11;;1596;3206;4802;4172;;231;41;272;119;;1;0;1;0;;0;0;0;0;;661;2859;3520;2385;;0;1;1;0;
BLOCS;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;1;3;;;;;;;;1;;;;4;;;1;;;4;;;5;36;41;8;;0;0;0;0;;0;0;0;0;;0;0;0;0;;19;174;193;132;;0;3;3;0;
BLOCS;2023;120004569;CH MILLAU;120004528;1;4;1;1;1;;;;;1;1;;;6;3;;1;1;;10;10;;1258;2031;3289;2754;;200;22;222;105;;30;0;30;0;;0;0;0;0;;677;2638;3315;2142;;0;1;1;0;
BLOCS;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;1;1;1;1;1;;;;;;;1;1;3;3;2;1;;1;3;;2;134;733;867;751;;107;4;111;36;;0;0;0;0;;0;0;0;0;;89;514;603;370;;0;1;1;1;
BLOCS;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;3;12;;1;1;2;;;;2;;2;;19;1;;3;;;22;;;5882;5132;11014;7896;5720;1240;412;1652;855;1;2320;449;2769;72;24;174;33;207;147;1;3090;2515;5605;3181;2757;12;225;237;7;1325
BLOCS;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;2;4;0;1;1;;;;;1;;;;6;1;;1;0;;5;0;;1800;1662;3462;2520;;750;120;870;385;;0;0;0;0;;4;1;5;3;;1005;1181;2186;1323;;2;2;4;0;
BLOCS;2023;130001225;HOPITAL DU PAYS SALONAIS;130782634;1;3;1;2;1;;;;;2;1;1;;8;3;;1;1;;9;2;;1854;1103;2957;2511;;859;154;1013;412;;33;0;33;1;;0;3;3;0;;975;2441;3416;1741;;1;5;6;2;
BLOCS;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;2;9;;;;;;;;3;;;;12;;;2;;;21;;;6652;4249;10901;6909;;0;0;0;0;;4;1;5;1;;167;1;168;99;;4668;5426;10094;7203;;238;5;243;93;
BLOCS;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;1;3;;1;;0;;0;;0;;1;;5;;;1;;;6;;;1212;748;1960;1739;;578;101;679;301;;0;0;0;0;;0;0;0;0;;295;207;502;420;;0;4;4;1;
BLOCS;2023;130002827;CH JOSEPH IMBERT D'ARLES;130789274;2;4;;1;1;1;;;;1;;1;;8;1;;1;;;6;;;1798;3417;5215;2960;;495;47;542;188;;105;0;105;0;;0;0;0;0;;1442;1825;3267;1882;;2;6;8;0;
BLOCS;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;2;5;1;1;1;;;;;;;;;6;2;;2;1;;10;4;;2978;2024;5002;3956;93;468;297;765;752;;130;0;130;0;;6;295;301;4;;1386;2904;4290;2606;29;0;30;30;0;
BLOCS;2023;130008253;CLINIQUE DE VITROLLES;130001084;1;7;;1;1;0;;0;;0;;0;;8;1;;1;;;12;;;1232;3196;4428;3640;282;542;81;623;275;;0;0;0;0;0;5;3;8;8;0;7;190;197;194;0;10;270;280;1;0
BLOCS;2023;130041767;EUROMED CARDIO;130041262;1;0;;;;2;;;;;;;;2;;;1;;;2;;;23;1;24;13;0;0;0;0;0;0;1334;27;1361;1211;0;67;1;68;66;0;45;0;45;22;0;0;0;0;0;0
BLOCS;2023;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;1;1;0;0;0;2;2;0;0;0;0;4;0;7;2;;1;;;5;;;126;39;165;12;;0;0;0;0;;1204;21;1225;989;;10;0;10;9;;19;0;19;11;;0;0;0;0;
BLOCS;2023;130043664;HOPITAL EUROPEEN;130002157;1;22;;;;2;;;;6;;;;30;;;2;;;44;;;9375;15290;24665;20188;2117;6;2;8;8;0;61;3;64;23;0;681;355;1036;788;1;4982;18388;23370;13368;2941;124;618;742;85;347
BLOCS;2023;130044753;CLINIQUE MONTICELLI VELODROME;130810336;3;10;;;;;;;;;;;;10;;;2;;;18;;;1646;18879;20525;19726;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;151;151;15;;12;161;173;0;
BLOCS;2023;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;1;4;0;0;0;0;0;0;0;1;0;0;0;5;0;;1;0;0;8;0;0;1750;2798;4548;3403;;0;0;0;0;;0;0;0;0;;16;0;16;16;;297;3552;3849;2193;;0;3;3;0;
BLOCS;2023;130780521;APHM HOPITAL NORD;130786049;3;29;13;3;1;1;1;;;9;4;1;;43;19;;7;;;52;;;11102;7601;18703;15368;;2052;564;2616;1137;;1847;123;1970;62;;794;234;1028;547;;5289;5595;10884;6262;;156;73;229;50;
BLOCS;2023;130781370;CLINIQUE JEANNE D'ARC;130000532;1;0;;0;;0;;0;;0;;0;;0;;;;;;;;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;203;0;203;116;;0;0;0;0;
BLOCS;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;4;13;13;0;0;3;3;;;2;1;1;0;19;17;6;3;2;1;36;5;18;4345;4968;9313;8252;;2;11;13;13;;1081;9;1090;892;;440;268;708;464;;1374;6298;7672;4435;;1;79;80;3;
BLOCS;2023;130781867;CLINIQUE DE LA CIOTAT;130000813;2;6;1;;;;;;;2;;;;8;1;;2;;;16;;;1211;6416;7627;5447;;0;0;0;0;;0;0;0;0;;3;97;100;0;;417;2904;3321;2117;;0;6;6;3;
BLOCS;2023;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;1;8;;;;1;;;;1;;;;10;;;2;;;17;;;8;151;159;117;;0;0;0;0;;0;0;0;0;;7;2;9;9;;61;268;329;157;;0;1;1;1;
BLOCS;2023;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;1;6;1;0;0;1;1;0;0;2;1;0;0;9;3;0;1;0;0;14;0;0;1302;2711;4013;3260;;0;0;0;0;;839;187;1026;973;;404;113;517;407;;1052;4704;5756;3858;;0;0;0;0;
BLOCS;2023;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;1;5;;0;;1;;0;;2;;;;8;;;1;;;12;;;1308;5765;7073;6135;;0;0;0;0;;1;1;2;0;;98;5;103;99;;614;5958;6572;3495;;0;83;83;65;
BLOCS;2023;130782675;CLINIQUE VIGNOLI;130001233;1;6;0;0;0;1;0;0;0;1;0;1;0;9;0;;1;;;11;;;687;4904;5591;4650;;0;0;0;0;;0;0;0;0;;194;6;200;192;;448;4662;5110;2942;;5;149;154;2;
BLOCS;2023;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;2;17;;3;1;2;;0;;2;;1;;25;1;;4;;;28;5;;9053;2826;11879;9132;;1928;1027;2955;1696;;13;1;14;4;;113;3;116;21;;5024;3603;8627;3190;;83;113;196;10;
