BOR;AN;FI;RS;FI_EJ;PERSO;EFFLIB;ETPSAL;GAR;AST
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;M100H;5;;0;0
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;M1030;5;;0;1
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;M200H;23;;0;1
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;N2200;;14.9;0;1
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;N2310;;;;1
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;N2320;;3.1;0;
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;N2510;;4.3;0;
BLOCS_P;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;N4160;;1;0;1
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M100H;15;0;0;1
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M1030;5;0;0;1
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M200H;17;0;0;1
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N2200;;18.05;;
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N2320;;4.18;;
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N2510;;6.79;;
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;N4160;;1.1;;
BLOCS_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;NAUT;;6.07;;
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;M100H;19;;0;0
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;M1030;4;;0;1
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;M200H;16;;0;1
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N2200;;3.8;0;1
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N2320;;12;0;1
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N2510;;4;0;1
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;N4160;;1;0;0
BLOCS_P;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;NAUT;;1.1;0;0
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M100H;0;0.3;;
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M200H;0;2;;1
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2200;0;11.23;;
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2310;0;9.99;;
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2320;0;4.11;;
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2510;0;0.62;;
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N4160;0;1;;
BLOCS_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;NAUT;0;5.9;;
BLOCS_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N2200;;0.13;;
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M100H;;0.2;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M1030;;4.64;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M200H;;2.4;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2200;;8.78;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2310;;8;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2320;;4.16;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2510;;12.33;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4130;;;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N4160;;;0;1
BLOCS_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NAUT;;5.3;0;1
BLOCS_P;2023;040780470;CLINIQUE TOUTES AURES;040000192;M1030;3;;0;0
BLOCS_P;2023;040780470;CLINIQUE TOUTES AURES;040000192;M200H;26;;0;0
BLOCS_P;2023;040780470;CLINIQUE TOUTES AURES;040000192;N2200;;8;0;1
BLOCS_P;2023;040780470;CLINIQUE TOUTES AURES;040000192;N2310;2;;0;
BLOCS_P;2023;040780470;CLINIQUE TOUTES AURES;040000192;N2510;;1;0;
BLOCS_P;2023;040780470;CLINIQUE TOUTES AURES;040000192;N4160;;1;0;
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;M100H;2;;0;1
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;M1030;8;;1;1
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;M200H;31;;0;1
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2200;;10;;
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2310;4;1;;
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2320;;9;;
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N2510;;1;;
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;N4160;;3;;
BLOCS_P;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;NAUT;;7;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M100H;;2.12;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M1030;;2.81;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M200H;;4.07;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2200;;8.25;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2310;;8.27;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2320;;7.11;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2510;;4.87;;
BLOCS_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NAUT;;4.02;;
BLOCS_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1030;;8.66;;
BLOCS_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2200;;13.83;;
BLOCS_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2310;;18.64;;
BLOCS_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2320;;12.68;;
BLOCS_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2510;;12.58;;
BLOCS_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;;6.67;;
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M100H;0;0.38;;
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M1030;0;8.11;;
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M200H;0;3.37;;
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2200;0;15.4;0;0
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2310;0;15.2;1;0
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2320;0;10.61;1;0
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2510;0;13.28;0;0
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N4160;0;0.46;0;0
BLOCS_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NAUT;0;27.92;0;0
BLOCS_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M1030;;10.19;1;0
BLOCS_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M200H;;24.57;;1
BLOCS_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2200;;18.68;0;1
BLOCS_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2310;;14.68;0;1
BLOCS_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2320;;10.7;0;1
BLOCS_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2510;;7.34;0;0
BLOCS_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;NAUT;;13.16;0;0
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M100H;;0.4;0;0
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M1030;;6.16;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;M200H;;2.87;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2200;;11.31;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2310;;10.14;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2320;;4.98;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N2510;;8.98;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N4130;;;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;N4160;;0.5;0;1
BLOCS_P;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;NAUT;;4.43;0;0
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M100H;;2.15;0;1
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M1030;;12.68;1;0
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M200H;;14.03;0;1
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2200;;29.46;;1
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2310;;16.36;;1
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2320;;9.64;;1
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2510;;13.43;;0
BLOCS_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;;16.74;;0
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M100H;;1.1;0;0
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M1030;;5.08;0;1
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M200H;;7.65;0;1
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2200;;6.48;0;1
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2310;;6.06;0;1
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2320;;4.62;0;1
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2510;;6.29;0;1
BLOCS_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;NAUT;;0.2;0;0
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;M100H;;0.5;0;0
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;M1030;;1.88;0;0
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;M200H;;3.27;0;1
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2200;;4.64;;
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2310;;3.56;;
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2320;;3;;
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;N2510;;3.61;;
BLOCS_P;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;NAUT;;0.2;;
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M100H;6;2.3;0;0
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M1030;9;0;0;1
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M200H;57;0;0;1
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;N2200;;35.58;0;1
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;N2310;6;;0;1
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;N2320;;0.57;0;1
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;N2510;;3.54;0;0
BLOCS_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;NAUT;;18.95;0;0
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;M100H;5;;0;1
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;M1030;4;;0;1
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;M200H;32;;0;1
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;N2200;;11;0;1
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;N2310;2;;0;
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;N2320;;;0;1
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;N2510;;1;0;
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;N4130;;1;0;
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;N4160;;1;0;
BLOCS_P;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;NAUT;;7;0;
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;M100H;18;0.14;0;1
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;M1030;13;0;1;1
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;M200H;27;0;0;1
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;N2200;0;25.07;0;1
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;N2320;0;1;0;1
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;N2510;0;5.97;0;0
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;N4160;0;1.9;0;1
BLOCS_P;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;NAUT;0;7.83;0;0
BLOCS_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;M1030;10;0;0;1
BLOCS_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;M200H;71;0;0;1
BLOCS_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2200;;46.63;0;1
BLOCS_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2510;;10.78;0;0
BLOCS_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;N4160;;3.07;0;0
BLOCS_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;NAUT;;1;0;0
BLOCS_P;2023;060780590;CLINIQUE DU PALAIS;060000270;M100H;1;;0;1
BLOCS_P;2023;060780590;CLINIQUE DU PALAIS;060000270;M1030;6;;0;1
BLOCS_P;2023;060780590;CLINIQUE DU PALAIS;060000270;M200H;22;;0;1
BLOCS_P;2023;060780590;CLINIQUE DU PALAIS;060000270;N2200;0;10.15;0;1
