BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_ETPSAL;SMUR_EFFLIB;SMUR_COMSU;SAMU_ETPSAL;SAMU_EFFLIB
SMURSAMU_P;2023;020016366;SMUR CH SAINT-QUENTIN GUISE;020000063;NARM;;;1;;
SMURSAMU_P;2023;020016366;SMUR CH SAINT-QUENTIN GUISE;020000063;NSEC;;;1;;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;M9999;4.47;;1;5.38;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;MREG;4.47;;1;5.38;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;N2120;0.15;;0;0.61;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;N2223;5.29;;1;0.81;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;N2500;;;;1.8;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;N5140;7.8;;0;0;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;N9999;13.24;;1;26.22;
SMURSAMU_P;2023;030000061;CH DE MOULINS;030780092;NARM;;;;22.99;
SMURSAMU_P;2023;030000079;CH DE MONTLUCON;030780100;M9999;6.99;;1;;
SMURSAMU_P;2023;030000079;CH DE MONTLUCON;030780100;N2120;0.67;;1;;
SMURSAMU_P;2023;030000079;CH DE MONTLUCON;030780100;N2223;8.33;;1;;
SMURSAMU_P;2023;030000079;CH DE MONTLUCON;030780100;N5140;7;;1;;
SMURSAMU_P;2023;030000079;CH DE MONTLUCON;030780100;N9999;17;;1;;
SMURSAMU_P;2023;030000079;CH DE MONTLUCON;030780100;NSEC;1;;1;;
SMURSAMU_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M9999;17.33;0;1;0;0
SMURSAMU_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2120;1;0;1;0;0
SMURSAMU_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2223;12;0;0;0;0
SMURSAMU_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2500;11.46;0;;0;0
SMURSAMU_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N5140;0.37;0;0;0;0
SMURSAMU_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N9999;24.83;0;0;0;0
SMURSAMU_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M9999;0.63;0;;0;0
SMURSAMU_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;MREG;0.63;0;;0;0
SMURSAMU_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2223;0.3;0;;0;0
SMURSAMU_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N9999;0.3;0;;0;0
SMURSAMU_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;M9999;2.57;;;;
SMURSAMU_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N2223;3.69;;;;
SMURSAMU_P;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;N9999;3.69;;;;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M9999;3.12;;1;3.39;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;MREG;;;;3.39;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2120;0.04;;1;;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2223;1.93;;1;;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N5140;8.63;;0;;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N9999;12.6;;1;13.52;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NARM;;;0;13.27;
SMURSAMU_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NSEC;;;1;0.25;
SMURSAMU_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;M9999;6.92;;;;
SMURSAMU_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N2223;4.93;;;;
SMURSAMU_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;N9999;5.29;;;;
SMURSAMU_P;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;NARM;0.36;;;;
SMURSAMU_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M9999;8.33;;;3.32;
SMURSAMU_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2120;0.01;;;0.59;
SMURSAMU_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2223;9.42;;;;
SMURSAMU_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2500;;;;0.35;
SMURSAMU_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N9999;9.52;;;17.69;
SMURSAMU_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NARM;0.05;;;16.08;
SMURSAMU_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M9999;1.7;0;1;0;0
SMURSAMU_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2223;5.79;0;;0;0
SMURSAMU_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N9999;5.79;0;;0;0
SMURSAMU_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M9999;8.6;;1;;
SMURSAMU_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2120;0.05;;;;
SMURSAMU_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2223;4.5;;;;
SMURSAMU_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N5140;6;;;;
SMURSAMU_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N9999;10.6;;;;
SMURSAMU_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M9999;2.7;;1;;
SMURSAMU_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2120;0.2;;1;;
SMURSAMU_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2223;5.21;;1;;
SMURSAMU_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N5140;4.5;;0;;
SMURSAMU_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N9999;9.91;;;;
SMURSAMU_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M9999;1.2;;0;;
SMURSAMU_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2120;0.21;;0;;
SMURSAMU_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2223;5.05;;0;;
SMURSAMU_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N9999;5.26;;0;;
SMURSAMU_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M9999;17.8;;1;9.21;
SMURSAMU_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2120;1.1;;;;
SMURSAMU_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2223;16.78;;;;
SMURSAMU_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;2.89;;;;
SMURSAMU_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N5140;1.5;;;;
SMURSAMU_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N9999;91.59;;;;
SMURSAMU_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NARM;42.27;;;;
SMURSAMU_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1140;0.9;;0;;
SMURSAMU_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M9999;0.9;;0;;
SMURSAMU_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2223;2.8;;;;
SMURSAMU_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N9999;2.8;;;;
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;M9999;4.51;;0;4.78;19
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;MREG;4.51;;0;4.78;19
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;N2120;0.25;;0;0.48;
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;N2223;5.35;;1;0.63;
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;N2500;2.75;;;;
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;N9999;8.35;;;21.9;
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;NARM;;;1;18.87;
SMURSAMU_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;NSEC;;;0;1.37;
SMURSAMU_P;2023;070000179;CH ARDECHE NORD;070780358;M9999;3.3;;1;;
SMURSAMU_P;2023;070000179;CH ARDECHE NORD;070780358;N2120;0.1;;1;;
SMURSAMU_P;2023;070000179;CH ARDECHE NORD;070780358;N2223;5;;1;;
SMURSAMU_P;2023;070000179;CH ARDECHE NORD;070780358;N2500;0.02;;;;
SMURSAMU_P;2023;070000179;CH ARDECHE NORD;070780358;N5140;2.85;;1;;
SMURSAMU_P;2023;070000179;CH ARDECHE NORD;070780358;N9999;8.21;;1;;
SMURSAMU_P;2023;070000179;CH ARDECHE NORD;070780358;NSEC;;;1;;
SMURSAMU_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;M9999;2.48;;;;
SMURSAMU_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N9999;11.94;;;;
SMURSAMU_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M9999;2.72;;1;;
SMURSAMU_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2120;0.5;;1;;
SMURSAMU_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2223;6.44;;1;;
SMURSAMU_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N5140;8;;1;;
SMURSAMU_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N9999;14.94;;1;;
SMURSAMU_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;M9999;8.89;;;;
SMURSAMU_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N2120;0.27;;;;
SMURSAMU_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N2223;4.42;;;;
SMURSAMU_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N5140;2.8;;;;
SMURSAMU_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;N9999;7.92;;;;
SMURSAMU_P;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;NARM;0.42;;;;
SMURSAMU_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;M9999;;;;3.17;
SMURSAMU_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N2120;;;;0.03;
SMURSAMU_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N2223;;;;3.08;
SMURSAMU_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N5140;;;;4.2;
SMURSAMU_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;N9999;;;;7.56;
SMURSAMU_P;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;NARM;;;;0.25;
SMURSAMU_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M9999;4.81;;1;3.05;
SMURSAMU_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;MREG;;;1;3.05;
SMURSAMU_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2223;10.95;;1;;
SMURSAMU_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N5140;11.8;;0;;
SMURSAMU_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N9999;22.75;;;13.45;
SMURSAMU_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NARM;0;;0;12.69;
SMURSAMU_P;2023;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;M9999;2.17;;1;;
SMURSAMU_P;2023;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;N2223;6;;0;;
SMURSAMU_P;2023;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;N2500;1.94;;;;
SMURSAMU_P;2023;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;080011174;N9999;7.98;;0;;
SMURSAMU_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M9999;5.82;;1;5.24;0
SMURSAMU_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2120;0.17;;1;;
SMURSAMU_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2223;6.51;;1;;
SMURSAMU_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2500;7.49;;;0.32;
SMURSAMU_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N9999;14.17;;;13.65;
SMURSAMU_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NARM;;;0;10.97;
SMURSAMU_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NSEC;;;0;2.36;
SMURSAMU_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M9999;3.64;;1;;
SMURSAMU_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2120;0.4;;;;
SMURSAMU_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N5140;4.9;;;;
SMURSAMU_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N9999;5.3;;;;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M9999;4.48;;1;2.24;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;MREG;0;;1;2.24;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2223;15.42;;0;0.02;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2500;0;;;0.42;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N5140;14.39;;0;0;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N9999;30.01;;0;21.49;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NARM;0;;0;16.12;
SMURSAMU_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NSEC;0.2;;0;2;
SMURSAMU_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M9999;3;;1;;
SMURSAMU_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2120;0.5;;1;;
SMURSAMU_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2223;5.55;;1;;
SMURSAMU_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2500;0.02;;;;
SMURSAMU_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N5140;2.06;;1;;
SMURSAMU_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N9999;9.57;;1;;
SMURSAMU_P;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;NSEC;0.78;;1;;
SMURSAMU_P;2023;100010206;ANTENNE SMUR DE BAR SUR AUBE;100000017;M9999;2.24;;1;;
SMURSAMU_P;2023;100010206;ANTENNE SMUR DE BAR SUR AUBE;100000017;N2223;4.17;;0;;
SMURSAMU_P;2023;100010206;ANTENNE SMUR DE BAR SUR AUBE;100000017;N9999;4.17;;0;;
SMURSAMU_P;2023;110000023;CH CARCASSONNE;110780061;M9999;10.8;;;5.93;
SMURSAMU_P;2023;110000023;CH CARCASSONNE;110780061;N2120;0.35;;;0.7;
SMURSAMU_P;2023;110000023;CH CARCASSONNE;110780061;N2223;12.8;;;;
SMURSAMU_P;2023;110000023;CH CARCASSONNE;110780061;N5140;15.34;;;;
SMURSAMU_P;2023;110000023;CH CARCASSONNE;110780061;N9999;28.99;;;25.3;
SMURSAMU_P;2023;110000023;CH CARCASSONNE;110780061;NARM;;;;23.8;
SMURSAMU_P;2023;110000023;CH CARCASSONNE;110780061;NSEC;0.5;;;0.8;
SMURSAMU_P;2023;110000056;CH NARBONNE;110780137;M9999;6.88;;1;;
SMURSAMU_P;2023;110000056;CH NARBONNE;110780137;N2120;0.2;;1;;
SMURSAMU_P;2023;110000056;CH NARBONNE;110780137;N2223;15.98;;1;;
SMURSAMU_P;2023;110000056;CH NARBONNE;110780137;N2500;1.92;;;;
SMURSAMU_P;2023;110000056;CH NARBONNE;110780137;N9999;18.1;;1;;
SMURSAMU_P;2023;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;M9999;2.7;;1;;
SMURSAMU_P;2023;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N2120;0.3;;1;;
SMURSAMU_P;2023;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N2223;3;;0;;
SMURSAMU_P;2023;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N5140;3;;0;;
SMURSAMU_P;2023;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;N9999;6.3;;0;;
SMURSAMU_P;2023;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;M9999;5.4;;1;;
SMURSAMU_P;2023;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;N2120;0.15;;1;;
SMURSAMU_P;2023;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;N2223;6;;1;;
SMURSAMU_P;2023;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;N9999;6.25;;;;
SMURSAMU_P;2023;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;NSEC;0.1;;1;;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M9999;2;;;2;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2120;0.49;;1;0.3;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2223;10.18;;1;;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2500;7.77;;;0.57;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N5140;3.64;;0;;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N9999;22.75;;1;14.95;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NARM;;;0;13.08;
SMURSAMU_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NSEC;;;0;1;
SMURSAMU_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M9999;1.23;;1;;
SMURSAMU_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N2120;;;1;;
SMURSAMU_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N2223;5.23;;1;;
SMURSAMU_P;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N9999;5.23;;;;
SMURSAMU_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M9999;5;;;;
SMURSAMU_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2223;1.65;;1;;
SMURSAMU_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2500;1.65;;;;
SMURSAMU_P;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N9999;3.3;;;;
SMURSAMU_P;2023;120004569;CH MILLAU;120004528;M9999;5.08;;;;
SMURSAMU_P;2023;120004569;CH MILLAU;120004528;N2120;0.46;;;;
SMURSAMU_P;2023;120004569;CH MILLAU;120004528;N2223;6.16;;;;
SMURSAMU_P;2023;120004569;CH MILLAU;120004528;N9999;6.62;;;;
SMURSAMU_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M9999;2.96;;1;;
SMURSAMU_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2120;0.25;;1;;
SMURSAMU_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2223;5.32;;1;;
SMURSAMU_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N9999;5.57;;1;;
SMURSAMU_P;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;NSEC;;;1;;
SMURSAMU_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M9999;1.35;;1;;
SMURSAMU_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2223;5.93;;1;;
SMURSAMU_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2500;1.9;;;;
