BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST
CHIRCAR_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1040;7.8;;1;1
CHIRCAR_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;MAUT;0.2;;0;0
CHIRCAR_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2200;33.15;;;
CHIRCAR_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2510;28.99;;;
CHIRCAR_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N4130;2.87;;;
CHIRCAR_P;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;20.63;;;
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M103X;8.3;;0;1
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M1040;6.65;;0;1
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M104H;4.71;;0;1
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M2140;2.53;;0;1
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2200;19.63;;;
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2310;2.52;;;
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2510;0.16;;;
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N4130;4;;;
CHIRCAR_P;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;NAUT;1.25;;;
CHIRCAR_P;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M103X;;11;0;1
CHIRCAR_P;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M1040;;5;0;1
CHIRCAR_P;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M1160;;7;0;1
CHIRCAR_P;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N2200;7.38;;;
CHIRCAR_P;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N2510;8.35;;;
CHIRCAR_P;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N4130;;8;;
CHIRCAR_P;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;NAUT;7;;;
CHIRCAR_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1040;0.77;;0;0
CHIRCAR_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;MAUT;0.2;;;
CHIRCAR_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2200;0.44;;;
CHIRCAR_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N4130;0.48;;;
CHIRCAR_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NAUT;0.56;;;
CHIRCAR_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1040;1.08;;0;1
CHIRCAR_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2200;2.37;;;
CHIRCAR_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N4130;0.99;;;
CHIRCAR_P;2023;110000023;CH CARCASSONNE;110780061;M1040;2;1;1;1
CHIRCAR_P;2023;110000023;CH CARCASSONNE;110780061;N2200;4.78;;;
CHIRCAR_P;2023;110000023;CH CARCASSONNE;110780061;N2510;2.6;;;
CHIRCAR_P;2023;110000023;CH CARCASSONNE;110780061;N4130;2.55;;;
CHIRCAR_P;2023;110000023;CH CARCASSONNE;110780061;NAUT;2.03;;;
CHIRCAR_P;2023;110000056;CH NARBONNE;110780137;M1040;0.2;;0;1
CHIRCAR_P;2023;110000056;CH NARBONNE;110780137;N2200;0.2;;;
CHIRCAR_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1040;2;2;0;1
CHIRCAR_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2200;6;;;
CHIRCAR_P;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N4130;2.9;;;
CHIRCAR_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1040;3.7;;0;1
CHIRCAR_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2200;9.82;;;
CHIRCAR_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2510;2.21;;;
CHIRCAR_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N4130;1.77;;;
CHIRCAR_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;1.74;;;
CHIRCAR_P;2023;130041767;EUROMED CARDIO;130041262;M1040;;7;1;1
CHIRCAR_P;2023;130041767;EUROMED CARDIO;130041262;N2200;4;;;
CHIRCAR_P;2023;130041767;EUROMED CARDIO;130041262;N4130;3.13;;;
CHIRCAR_P;2023;130041767;EUROMED CARDIO;130041262;NAUT;1;;;
CHIRCAR_P;2023;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;M103X;5;5;0;1
CHIRCAR_P;2023;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;M1040;11;11;1;0
CHIRCAR_P;2023;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N2200;5;;;
CHIRCAR_P;2023;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N4130;4;;;
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;M1040;5.24;;1;1
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;M104H;0.16;;0;1
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;M2140;0.55;;0;1
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;MAUT;2.49;;0;0
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;N2200;46.47;;;
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;N2310;1.08;;;
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;N2510;35.45;;;
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;N4130;5.42;;;
CHIRCAR_P;2023;130780521;APHM HOPITAL NORD;130786049;NAUT;16.45;;;
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M103X;;17;1;1
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1040;;18;1;0
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1160;;19;0;1
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2200;51;;;
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2320;2;;;
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2510;1.76;;;
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N4130;8.68;;;
CHIRCAR_P;2023;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;NAUT;7.54;;;
CHIRCAR_P;2023;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M103X;;10;1;1
CHIRCAR_P;2023;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M1040;;11;1;1
CHIRCAR_P;2023;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N2200;4.59;;;
CHIRCAR_P;2023;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N2510;3.55;;;
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;M1040;6.2;;1;0
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;M104H;2.7;;0;0
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;M2140;0.6;;0;1
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;MAUT;5.08;;0;0
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;N2200;46.48;;;
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;N2510;30.45;;;
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;N4130;6.37;;;
CHIRCAR_P;2023;130783293;APHM HOPITAL LA TIMONE;130786049;NAUT;8.25;;;
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M103X;;5;0;1
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1040;;10;0;1
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M104H;;4;0;1
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1160;;6;0;1
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M2140;0.2;3;0;1
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2200;15.95;;;
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2510;10.25;;;
CHIRCAR_P;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NAUT;8.17;;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;M103X;;8;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;M1040;1.93;20;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;M104H;;4;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;M2140;;4;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;MAUT;1;;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;N2200;22.25;;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;N2510;8.57;;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;N4130;5.05;;;
CHIRCAR_P;2023;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;15.62;;;
CHIRCAR_P;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1040;1.83;;0;1
CHIRCAR_P;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1140;2.24;;0;1
CHIRCAR_P;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;MAUT;0.6;;0;
CHIRCAR_P;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N2200;9.27;;;
CHIRCAR_P;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N2510;0.45;;;
CHIRCAR_P;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;NAUT;19.39;;;
CHIRCAR_P;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;M1040;15.42;;1;1
CHIRCAR_P;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;M104H;0.3;;;
CHIRCAR_P;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;M2140;4.87;;1;0
CHIRCAR_P;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;MAUT;0.98;;;
CHIRCAR_P;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;N2200;44.88;;;
CHIRCAR_P;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;N2510;36.29;;;
CHIRCAR_P;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;NAUT;9.71;;;
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M103X;;20;1;1
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M1040;;10;1;1
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M2140;;3;0;1
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;MAUT;;1;0;1
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2200;21.98;;;
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2310;0;10;;
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2320;7.67;;;
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2510;17.97;;;
CHIRCAR_P;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;NAUT;2.88;;;
CHIRCAR_P;2023;150000040;CH HENRI MONDOR;150780096;M1040;1.57;;0;1
CHIRCAR_P;2023;150000040;CH HENRI MONDOR;150780096;N2200;8.21;;;
CHIRCAR_P;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M1040;2.02;;1;1
CHIRCAR_P;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2200;3.99;;;
CHIRCAR_P;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2510;1.8;;;
CHIRCAR_P;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N4130;3;;;
CHIRCAR_P;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;NAUT;0.5;;;
CHIRCAR_P;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M1040;9.9;;0;1
CHIRCAR_P;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2200;19.63;;;
CHIRCAR_P;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2510;16.61;;;
CHIRCAR_P;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;1.87;;;
CHIRCAR_P;2023;170000103;CH DE SAINTONGE - SAINTES;170780175;M1040;2.47;2;0;1
CHIRCAR_P;2023;170000103;CH DE SAINTONGE - SAINTES;170780175;N2200;13.88;;;
CHIRCAR_P;2023;170000103;CH DE SAINTONGE - SAINTES;170780175;N2510;1.67;;;
CHIRCAR_P;2023;170000103;CH DE SAINTONGE - SAINTES;170780175;N4130;0.86;;;
CHIRCAR_P;2023;170000103;CH DE SAINTONGE - SAINTES;170780175;NAUT;1.58;;;
CHIRCAR_P;2023;180000010;CH BOURGES - JACQUES COEUR;180000028;M1040;2;;1;1
CHIRCAR_P;2023;180000010;CH BOURGES - JACQUES COEUR;180000028;N2200;6.42;;;
CHIRCAR_P;2023;180000010;CH BOURGES - JACQUES COEUR;180000028;N2510;0.09;;;
CHIRCAR_P;2023;180000010;CH BOURGES - JACQUES COEUR;180000028;N4130;1.85;;;
CHIRCAR_P;2023;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;0.66;;;
CHIRCAR_P;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M1040;6.4;;0;1
CHIRCAR_P;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M104H;6.4;;0;1
CHIRCAR_P;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2200;6.08;;;
CHIRCAR_P;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2510;0.8;;;
CHIRCAR_P;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;NAUT;0.3;;;
CHIRCAR_P;2023;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M1040;0.2;;1;0
CHIRCAR_P;2023;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M103X;;18;0;1
CHIRCAR_P;2023;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M1040;;9;1;1
CHIRCAR_P;2023;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2200;5.3;;;
CHIRCAR_P;2023;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2510;1;;;
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M103X;1.85;;1;0
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1040;9.28;9;1;1
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M104H;1.5;;1;1
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M2140;4.5;;0;1
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2200;10.84;;;
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2320;4.25;;;
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2510;6.23;;;
CHIRCAR_P;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;NAUT;1.6;;;
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M103X;18.44;;1;0
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1040;13.9;;1;1
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1140;12.62;;0;1
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1160;6.8;;0;1
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M2140;4;;0;1
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2200;11.2;;;
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2510;6.22;;;
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N4130;1.15;;;
CHIRCAR_P;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;NAUT;8.29;;;
CHIRCAR_P;2023;230000820;CENTRE HOSPITALIER GUERET;230780041;MAUT;3.06;;;
CHIRCAR_P;2023;230000820;CENTRE HOSPITALIER GUERET;230780041;N2200;11.88;;;
CHIRCAR_P;2023;230000820;CENTRE HOSPITALIER GUERET;230780041;N2510;8.55;;;
CHIRCAR_P;2023;230000820;CENTRE HOSPITALIER GUERET;230780041;NAUT;7.96;;;
CHIRCAR_P;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M103X;0;0;1;0
CHIRCAR_P;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M1040;3.35;0;1;1
CHIRCAR_P;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M1140;0;0;1;0
CHIRCAR_P;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2200;12.84;0;;
CHIRCAR_P;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2510;5.13;0;;
CHIRCAR_P;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;NAUT;1.42;0;;
CHIRCAR_P;2023;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;M1040;;15;;
CHIRCAR_P;2023;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;N2200;3.45;;;
CHIRCAR_P;2023;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;N2310;;1;;
CHIRCAR_P;2023;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;N2510;1.8;;;
CHIRCAR_P;2023;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;NAUT;1;;;
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;M103X;3.12;1;1;0
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;M1040;3.33;9;1;0
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;M2140;3.91;4;1;1
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;N2200;27.45;;;
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;N2310;3.2;;;
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;N2320;3.29;;;
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;N2510;29.58;;;
CHIRCAR_P;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;NAUT;2.43;;;
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;M103X;0.1;;;
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;M1040;3.24;;0;1
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;N2200;14.11;;;
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;N2310;0.1;;;
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;N2320;0.03;;;
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;N2510;6.69;;;
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;N4130;1.65;;;
CHIRCAR_P;2023;260000013;CH DE VALENCE;260000021;NAUT;2.42;;;
CHIRCAR_P;2023;270000862;CLINIQUE BERGOUIGNAN;270000953;M103X;;11;0;0
CHIRCAR_P;2023;270000862;CLINIQUE BERGOUIGNAN;270000953;M1040;4.47;1;1;
CHIRCAR_P;2023;270000862;CLINIQUE BERGOUIGNAN;270000953;M1160;;2;0;0
CHIRCAR_P;2023;270000862;CLINIQUE BERGOUIGNAN;270000953;M2140;;6;0;1
CHIRCAR_P;2023;270000862;CLINIQUE BERGOUIGNAN;270000953;N2200;14.41;;;
CHIRCAR_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M1040;4.1;;;
CHIRCAR_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2200;6.68;;;
CHIRCAR_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2510;3.37;;;
CHIRCAR_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N4130;2;;;
CHIRCAR_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;NAUT;1;;;
CHIRCAR_P;2023;290000025;CHIC QUIMPER;290020700;M1040;3;;0;1
CHIRCAR_P;2023;290000025;CHIC QUIMPER;290020700;N2200;3.64;;;
CHIRCAR_P;2023;290000025;CHIC QUIMPER;290020700;N2510;1.19;;;
CHIRCAR_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M103X;;;1;0
CHIRCAR_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M1040;;;1;0
CHIRCAR_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M2140;3.5;;0;1
CHIRCAR_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2200;17.78;;;
