BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO
MCO;2023;010780195;CLINIQUE CONVERT;010000156;29;10200;5044;2275;14124;69;25200;5199;1601;11228;;;0;0;0;98;35400;10243;3876;25352;;0;;;3619;32;10807;;0;;;32;10807;;;3619
MCO;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;26;9490;5598;2046;13993;30;10635;2734;462;6217;15;5475;585;10;2262;71;25600;8917;2518;22472;2;531;;;273;48;6690;0;0;;;50;7221;;;273
MCO;2023;020000089;CH GUISE;020000022;28;10220;931;183;8458;0;0;0;0;0;0;0;0;0;0;28;10220;931;183;8458;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;109
MCO;2023;020000097;CH LA FÈRE;020000048;38;13870;670;9;9789;;;0;0;0;;;0;0;0;38;13870;670;9;9789;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;15;5475;428;2;4479;;;0;0;0;;;0;0;0;15;5475;428;2;4479;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;020000162;CH SAINT-QUENTIN;020000063;276;100687;17708;1407;93142;71;25994;4466;249;17348;28;10220;2420;135;8578;375;136901;24594;1791;119068;21;4353;2;352;49248;25;6325;1;881;0;0;47;11559;2;352;49248
MCO;2023;020000246;CH VERVINS;020000071;27;9855;415;12;6223;;;0;0;0;;;0;0;0;27;9855;415;12;6223;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;020000360;CLINIQUE COURLANCY SOISSONS;020014742;;;0;0;0;30;10110;943;5;2053;;;0;0;0;30;10110;943;5;2053;;637;;;2;18;4037;;0;;;18;4674;;;2
MCO;2023;020000394;CH LAON;020000253;131;47436;9492;3528;38883;34;12410;2467;183;9464;18;6570;1174;111;4174;183;66416;13133;3822;52521;14;2316;;;9268;11;1850;;328;;;25;4494;;;9268
MCO;2023;020000519;CH SOISSONS;020000261;197;69584;11080;1123;64063;38;13350;1895;57;9782;21;7665;1511;63;5732;256;90599;14486;1243;79577;8;1411;;;21952;14;1946;1;605;;;23;3962;;;21952
MCO;2023;020000535;CH CHAUNY;020000287;132;48180;5300;1247;24210;5;1825;237;9;862;18;6570;887;245;2094;155;56575;6424;1501;27166;3;349;1;254;1739;21;1276;1;185;;;25;1810;1;254;1739
MCO;2023;020001061;CH CHÂTEAU-THIERRY;020004404;145;52925;7749;1446;43049;15;5475;1031;1;3940;15;5475;775;3;3004;175;63875;9555;1450;49993;4;317;2;;1041;10;3911;;462;;;14;4690;2;;1041
MCO;2023;020001087;CH HIRSON;020004495;60;21900;3548;2034;11076;;;0;0;0;;;0;0;0;60;21900;3548;2034;11076;4;186;;;0;;0;;0;;;4;186;;;0
MCO;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;35;12775;2626;483;10640;68;24820;2671;15;6409;0;0;0;0;0;103;37595;5297;498;17049;4;594;;;3276;40;9652;;0;;;44;10246;;;3276
MCO;2023;030000061;CH DE MOULINS;030780092;191;69715;10861;2989;61677;57;20805;2876;47;14997;25;9125;1286;4;5158;273;99645;15023;3040;81832;21;955;;;11798;9;2199;2;264;;;32;3418;;;11798
MCO;2023;030000079;CH DE MONTLUCON;030780100;236;86140;11622;1331;78414;33;12045;1651;57;8592;33;12045;1612;179;5411;302;110230;14885;1567;92417;2;2064;;;12930;4;802;3;641;;;9;3507;;;12930
MCO;2023;030000087;CH JACQUES LACARIN VICHY;030780118;218;79872;12674;2371;73030;67;24455;3596;169;18891;20;7300;1640;170;4889;305;111627;17910;2710;96810;17;3483;0;0;15695;24;5893;0;0;0;0;41;9376;0;0;15695
MCO;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;8;2920;119;1;1391;;;0;0;0;;;0;0;0;8;2920;119;1;1391;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;10;3650;113;0;3404;;;0;0;0;;;0;0;0;10;3650;113;0;3404;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;14;5110;1581;645;4109;35;13505;2241;257;4850;;;0;0;0;49;18615;3822;902;8959;4;2;;;2417;35;7936;;0;;;39;7938;;;2417
MCO;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;59;20779;1810;22;17467;55;19215;2785;63;8509;;;0;0;0;114;39994;4595;85;25976;3;766;;;7225;25;8100;;0;;;28;8866;;;7225
MCO;2023;030785430;POLYCLINIQUE SAINT-ODILON;030009088;30;10950;2424;5;6835;61;17845;1730;6;5230;;;0;0;0;91;28795;4154;11;12065;0;0;;;1188;27;6230;;0;;;27;6230;;;1188
MCO;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;5;1825;61;4;632;;;0;0;0;;;0;0;0;5;1825;61;4;632;;0;;;2;;0;;0;;;;0;;;2
MCO;2023;040000044;EPS DUCELIA DE CASTELLANE;040780140;4;1460;70;4;535;;;0;0;0;;;0;0;0;4;1460;70;4;535;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;139;46764;6338;727;41219;30;10736;1658;72;7692;19;6935;875;188;2634;188;64435;8871;987;51545;12;462;0;0;5600;10;1598;0;0;0;0;22;2060;0;0;5600
MCO;2023;040000119;EPS LUMIERE DE RIEZ;040780231;4;1460;156;0;1072;;;0;0;0;;;0;0;0;4;1460;156;0;1072;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;040000127;EPS VALLEE DE LA BLANCHE SEYNE ALPES;040780249;4;1460;91;3;1001;;;0;0;0;;;0;0;0;4;1460;91;3;1001;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;14;5475;2309;765;6447;;;0;0;0;;;0;0;0;14;5475;2309;765;6447;;0;;;1;;0;;0;;;;0;;;1
MCO;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;84;36689;3810;574;27902;24;8642;1191;26;5747;15;5475;473;7;1828;123;50806;5474;607;35477;25;2327;;;2085;16;2627;1;342;;;42;5296;;;2085
MCO;2023;040780470;CLINIQUE TOUTES AURES;040000192;;;0;0;0;20;7300;511;0;1413;;;0;0;0;20;7300;511;0;1413;;0;;;1;22;5731;;0;;;22;5731;;;1
MCO;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;29;10585;386;0;775;29;10585;1867;0;3376;;;0;0;0;58;21170;2253;0;4151;25;555;;;726;29;11470;;0;;;54;12025;;;726
MCO;2023;050000223;CENTRE HOSPITALIER AIGUILLES QUEYRAS;050000108;4;1460;47;2;1484;;;0;0;0;;;0;0;0;4;1460;47;2;1484;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;30;10950;3832;1467;11893;22;8030;1946;86;5806;9;3285;637;157;1704;61;22265;6415;1710;19403;11;494;;;5372;5;2320;;0;;;16;2814;;;5372
MCO;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;21;7665;1450;658;6347;;;0;0;0;;;0;0;0;21;7665;1450;658;6347;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;165;60875;10390;1242;54604;54;19744;3789;55;13939;18;6570;1638;50;5296;237;87189;15817;1347;73839;6;561;1;24;14392;20;3603;3;88;;;29;4252;1;24;14392
MCO;2023;050007533;INSTITUT PAOLI CALMETTES RADIOTH GAP;130784127;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;10598;;0;;0;;;;0;;;10598
MCO;2023;060000163;CH SAINT MAUR SAINT ETIENNE TINEE;060780327;4;1700;32;0;411;;;0;0;0;;;0;0;0;4;1700;32;0;411;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;5;1825;149;1;1765;;;0;0;0;;;0;0;0;5;1825;149;1;1765;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;060000411;CH DU PAYS DE LA ROUDOULE PUGET;060780780;6;2190;104;2;1497;;;0;0;0;;;0;0;0;6;2190;104;2;1497;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;172;62780;9418;1135;53707;56;20440;2418;57;10913;32;11680;2592;36;10910;260;94900;14428;1228;75530;13;1290;;;4933;14;3235;2;615;;;29;5140;;;4933
MCO;2023;060000486;CH SAINT ELOI DE SOSPEL;060780905;12;4380;264;3;3347;;;0;0;0;;;0;0;0;12;4380;264;3;3347;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;060000494;CH SAINT LAZARE DE TENDE;060780921;5;1825;31;1;661;;;0;0;0;;;0;0;0;5;1825;31;1;661;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;270;93794;12587;934;82883;58;21170;3372;99;16587;20;6902;1390;59;5082;348;121866;17349;1092;104552;24;1944;0;0;4906;14;3919;3;300;0;0;41;6163;0;0;4906
MCO;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;84;29107;3639;98;27330;33;11296;2522;787;4839;;;0;0;0;117;40403;6161;885;32169;45;1749;0;0;52655;17;1652;;0;;;62;3401;0;0;52655
MCO;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;253;90848;15705;2428;80661;65;24171;2877;32;18076;24;8653;1949;316;6351;342;123672;20531;2776;105088;31;3036;;;13941;15;3839;5;517;;;51;7392;;;13941
MCO;2023;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;8;2920;156;3;1635;0;0;0;0;0;0;0;0;0;0;8;2920;156;3;1635;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0
MCO;2023;060002102;CH LA PALMOSA DE MENTON;060791761;51;18615;4045;1949;19191;27;9660;1048;24;6136;0;;0;0;0;78;28275;5093;1973;25327;10;0;0;0;26;9;2576;0;0;0;0;19;2576;0;0;26
MCO;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;0;0;15;3;25;8;2920;1061;62;1596;0;0;0;0;0;8;2920;1076;65;1621;0;0;0;0;121;5;1319;0;0;0;0;5;1319;0;0;121
MCO;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;30;10950;764;1;5758;76;26828;2394;0;5394;0;0;0;0;0;106;37778;3158;1;11152;0;6;;;132;45;17838;0;0;;;45;17844;;;132
MCO;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;;;0;0;0;30;9870;1774;338;1619;;;0;0;0;30;9870;1774;338;1619;;0;;;8;10;4728;;0;;;10;4728;;;8
MCO;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;80;29200;4508;571;19438;52;18980;3635;59;11913;;;0;0;0;132;48180;8143;630;31351;10;6741;;;335;23;6246;;0;;;33;12987;;;335
MCO;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;67;24522;3029;12;20149;89;32574;25014;20582;16611;34;12444;1304;33;4023;190;69540;29347;20627;40783;10;3682;0;0;12227;57;292;2;82;0;;69;4056;0;0;12227
MCO;2023;060780590;CLINIQUE DU PALAIS;060000270;0;0;0;0;0;54;19710;1860;0;4997;0;0;0;0;0;54;19710;1860;0;4997;;0;;;399;10;6194;;0;;;10;6194;;;399
MCO;2023;060780715;CLINIQUE SAINT GEORGE;060000361;86;31390;6388;37;30901;118;36500;7041;56;21658;;;0;0;0;204;67890;13429;93;52559;0;55;;;8450;92;28172;;0;;;92;28227;;;8450
MCO;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;16;5840;2744;1563;6316;71;25915;2816;216;7295;;;0;0;0;87;31755;5560;1779;13611;;0;;;3154;31;12547;;0;;;31;12547;;;3154
MCO;2023;060780756;POLYCLINIQUE SANTA MARIA;060000403;6;2190;288;0;1663;40;14600;1491;0;2503;57;20805;3170;67;13108;103;37595;4949;67;17274;;0;;;200;15;7199;0;57;;;15;7256;;;200
MCO;2023;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;73;25677;7472;1730;22063;23;8395;2312;336;5107;;;0;0;0;96;34072;9784;2066;27170;10;1894;;;602;14;2713;;0;;;24;4607;;;602
MCO;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;36;13140;1288;10;10445;61;22326;1845;7;7132;0;;5;5;0;97;35466;3138;22;17577;;0;;;402;19;8268;;0;;;19;8268;;;402
MCO;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;354;123423;23825;5307;95437;197;72353;10755;212;54991;0;0;0;0;0;551;195776;34580;5519;150428;53;6051;0;0;30802;30;6063;0;0;0;0;83;12114;0;0;30802
MCO;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;50;18250;1746;9;17811;0;0;0;0;0;0;0;0;0;0;50;18250;1746;9;17811;4;3957;0;0;102;0;0;0;0;0;0;4;3957;0;0;102
MCO;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;275;99852;8290;66;83232;46;16790;2068;114;10187;74;27010;6277;1397;20951;395;143652;16635;1577;114370;58;8954;0;0;22386;4;840;11;878;0;0;73;10672;0;0;22386
MCO;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;84;30576;1849;11;23661;;;0;0;0;;;0;0;0;84;30576;1849;11;23661;4;801;;;40;;0;;0;;;4;801;;;40
MCO;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;46;16060;2534;81;12957;24;8760;3665;2488;4297;;;0;0;0;70;24820;6199;2569;17254;;0;;;43;;0;;0;;;;0;;;43
MCO;2023;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;124;45260;2946;123;18643;98;35770;3684;33;12197;;;0;0;0;222;81030;6630;156;30840;20;832;;;10471;35;15616;;0;;;55;16448;;;10471
MCO;2023;070000013;CH DE PRIVAS ARDECHE;070002878;55;21494;4007;958;20854;13;4861;1230;45;4534;;;0;0;0;68;26355;5237;1003;25388;13;129;;;1580;10;2075;;59;;;23;2263;;;1580
MCO;2023;070000021;CH DE JOYEUSE;070007927;15;5475;540;0;7366;;;0;0;0;;;0;0;0;15;5475;540;0;7366;0;1;;;0;;0;;0;;;0;1;;;0
MCO;2023;070000039;CH DE VALLON PONT D'ARC;070780119;16;5840;221;3;1809;;;0;0;0;;;0;0;0;16;5840;221;3;1809;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;070000047;CH DE VILLENEUVE DE BERG;070780127;12;4380;395;2;4676;0;0;0;0;0;0;0;0;0;0;12;4380;395;2;4676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2023;070000062;CH DE BOURG SAINT ANDEOL;070005558;8;2920;178;3;2983;;;0;0;0;;;0;0;0;8;2920;178;3;2983;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;070000070;CH DU CHEYLARD;070780150;20;7300;463;18;3785;0;0;0;0;0;0;0;0;0;0;20;7300;463;18;3785;2;33;0;0;235;0;0;0;0;0;0;2;33;0;0;235
MCO;2023;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;8;2920;345;4;2836;;;0;0;0;;;0;0;0;8;2920;345;4;2836;6;0;;;10;;0;;0;;;6;0;;;10
MCO;2023;070000112;CH LEOPOLD OLLIER;070007927;15;5475;289;0;4242;;;0;0;0;;;0;0;0;15;5475;289;0;4242;0;3;;;2;;0;;0;;;0;3;;;2
MCO;2023;070000179;CH ARDECHE NORD;070780358;145;52925;11299;3394;47670;20;7300;1141;33;7746;22;8030;1181;292;3507;187;68255;13621;3719;58923;10;685;;;13534;16;3352;;0;;;26;4037;;;13534
MCO;2023;070000187;CH DE LAMASTRE;070780366;12;4392;360;10;3522;;;0;0;0;;;0;0;0;12;4392;360;10;3522;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;070000195;CH DE TOURNON SUR RHONE;070780374;38;13870;1094;8;9507;0;0;0;0;0;0;0;0;0;0;38;13870;1094;8;9507;0;0;;;0;0;0;0;0;;;0;0;;;0
MCO;2023;070000203;CH DE SAINT FELICIEN;070780382;11;4015;114;0;1853;;;0;0;0;;;0;0;0;11;4015;114;0;1853;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;070000484;CH ARDECHE MERIDIONALE -VALS LES BAINS;070005566;10;3650;356;1;1955;;;0;0;0;;;0;0;0;10;3650;356;1;1955;5;201;;;10;;0;;0;;;5;201;;;10
MCO;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;100;36500;7390;1795;31410;38;13870;2230;185;9103;16;5840;831;97;2699;154;56210;10451;2077;43212;10;346;;;4148;9;1738;1;276;;;20;2360;;;4148
MCO;2023;070780168;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;070000088;4;1452;69;0;478;24;8712;1339;4;3790;0;0;0;0;0;28;10164;1408;4;4268;;0;;;58;20;5551;;0;;;20;5551;;;58
MCO;2023;070780424;CLINIQUE PASTEUR;070000245;20;7300;672;36;2737;98;35770;4695;395;16822;0;5;4;0;10;118;43075;5371;431;19569;0;1;;;42;38;11266;;0;;;38;11267;;;42
MCO;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;83;34906;5268;1537;26789;1;365;44;44;0;0;1350;172;12;577;84;36621;5484;1593;27366;3;766;;;174;5;421;2;94;;;10;1281;;;174
MCO;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;34;12410;2529;718;11203;23;8395;1216;149;5713;0;;0;0;0;57;20805;3745;867;16916;1;18;;;2;12;2586;;0;;;13;2604;;;2
MCO;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;24;8760;1044;347;6644;;;0;0;0;;;0;0;0;24;8760;1044;347;6644;0;0;;;0;;0;;0;;;0;0;;;0
MCO;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;15;5480;344;1;3381;;;0;0;0;;;0;0;0;15;5480;344;1;3381;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;080000300;CENTRE HOSPITALIER DE NOUZONVILLE;080011174;8;2920;82;1;978;;;0;0;0;;;0;0;0;8;2920;82;1;978;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;296;105819;15407;3270;89199;79;28310;4292;149;22536;41;14490;2506;121;9226;416;148619;22205;3540;120961;33;4061;;;21359;19;2446;2;1109;;;54;7616;;;21359
MCO;2023;080010465;GCS TERRIT ARDEN NORD SITE CH SEDAN;080010242;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1;7;638;;0;;;7;638;;;1
MCO;2023;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;16;5840;649;10;3942;33;12045;1345;9;5050;;;0;0;0;49;17885;1994;19;8992;10;3135;;;345;34;6088;;0;;;44;9223;;;345
MCO;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;158;56158;11743;3671;49795;38;13870;1972;70;10678;25;9125;1566;97;5913;221;79153;15281;3838;66386;20;2698;;;13050;15;2895;2;847;;;37;6440;;;13050
MCO;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;46;16790;1984;435;13243;15;5475;874;67;4034;4;1460;242;110;476;65;23725;3100;612;17753;2;184;;;628;8;1972;;0;;;10;2156;;;628
MCO;2023;090001629;CHIVA SITE LAVELANET;090781774;23;7979;423;5;7251;;;0;0;0;;;0;0;0;23;7979;423;5;7251;;0;;;2;;0;;0;;;;0;;;2
MCO;2023;100000082;CLINIQUE DU PAYS DE SEINE;100001148;;;0;0;0;23;8395;807;31;2369;;;0;0;0;23;8395;807;31;2369;;0;;;20;27;3403;;0;;;27;3403;;;20
MCO;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;335;122275;13947;1072;101108;65;23725;3783;28;21800;44;16060;3018;22;11893;444;162060;20748;1122;134801;41;5254;;;33920;15;2591;0;881;;;56;8726;;;33920
MCO;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;20;4552;372;2;6324;;;0;0;0;;;0;0;0;20;4552;372;2;6324;;0;;;1;;0;;0;;;;0;;;1
MCO;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;18;6570;522;3;2509;100;36500;4103;26;11150;;;0;0;0;118;43070;4625;29;13659;11;359;;;366;11;10954;;0;;;22;11313;;;366
MCO;2023;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;10;3650;280;3;3210;;;0;0;0;;;0;0;0;10;3650;280;3;3210;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;65;23725;2735;171;20735;0;;0;0;0;15;5475;562;79;1800;80;29200;3297;250;22535;2;245;;;151;;0;0;117;;;2;362;;;151
MCO;2023;100009364;MCO COMTE HENRI - CH DE TROYES;100000017;12;4380;297;12;4327;;;0;0;0;;;0;0;0;12;4380;297;12;4327;0;0;;;0;;0;;0;;;0;0;;;0
MCO;2023;100009380;UNITE D'ALCOOLOGIE JEAN SCHIFFER;100000017;10;3650;166;5;1948;;;0;0;0;;;0;0;0;10;3650;166;5;1948;6;603;;;0;;0;;0;;;6;603;;;0
MCO;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;8;2920;433;2;2768;69;25185;1454;4;2982;;;0;0;0;77;28105;1887;6;5750;;13;;;2362;25;8416;;3;;;25;8432;;;2362
MCO;2023;110000023;CH CARCASSONNE;110780061;248;86092;15949;1915;76518;59;21122;3002;65;16559;30;10950;2670;481;8545;337;118164;21621;2461;101622;21;3727;;;35822;5;1519;3;584;;;29;5830;;;35822
MCO;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;25;7971;1689;583;7971;0;0;0;0;0;0;0;0;0;0;25;7971;1689;583;7971;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;110000056;CH NARBONNE;110780137;200;70566;11429;1734;61184;49;17885;2652;122;12393;24;8538;1832;488;5023;273;96989;15913;2344;78600;14;4099;0;0;1909;14;4362;0;0;0;0;28;8461;0;0;1909
MCO;2023;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;30;10950;505;4;9025;;;0;0;0;;;0;0;0;30;10950;505;4;9025;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;110000247;CH LEZIGNAN CORBIERES;110780772;37;13505;815;3;9532;;;0;0;0;;;0;0;0;37;13505;815;3;9532;2;432;;;56;;0;;0;;;2;432;;;56
MCO;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;66;22818;4927;1511;19534;51;17340;3489;95;12442;0;0;0;0;0;117;40158;8416;1606;31976;11;3049;0;0;23596;34;12863;0;0;;;45;15912;0;0;23596
MCO;2023;110780236;CH LIMOUX QUILLAN SITE DE QUILLAN;110780707;12;4380;240;1;4009;;;0;0;0;;;0;0;0;12;4380;240;1;4009;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;110780483;POLYCL MONTREAL CARCASSONNE;110000155;38;13870;6201;4327;10048;25;9125;2372;102;6909;;;0;0;0;63;22995;8573;4429;16957;10;4317;0;;1651;38;10312;;0;;;48;14629;0;;1651
MCO;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;234;85410;11846;965;74254;54;19710;3615;214;13405;29;10585;1946;376;6413;317;115705;17407;1555;94072;29;7632;2;161;36130;22;4074;1;612;0;0;52;12318;2;161;36130
MCO;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;60;21114;3829;1394;17864;24;8178;1322;54;6552;12;4745;637;179;1825;96;34037;5788;1627;26241;5;127;;;2222;26;4997;;0;;;31;5124;;;2222
MCO;2023;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;20;7300;1362;267;6997;;;0;0;0;;;0;0;0;20;7300;1362;267;6997;0;0;;;183;4;184;;0;;;4;184;;;183
MCO;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;6;2190;99;1;1856;0;0;0;0;0;0;0;0;0;0;6;2190;99;1;1856;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0
