BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACT;ACTINT
IMAGES;2023;020000162;CH SAINT-QUENTIN;020000063;MAMM;1;1;;;;2045;2045;
IMAGES;2023;020000162;CH SAINT-QUENTIN;020000063;RADIO;5;5;14996;;;25630;40626;1
IMAGES;2023;020000162;CH SAINT-QUENTIN;020000063;SCAN;2;2;10257;;168;9907;20332;1
IMAGES;2023;020000162;CH SAINT-QUENTIN;020000063;VASC;2;2;2777;;;;2777;1
IMAGES;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;RADIO;2;2;2437;;;;2437;0
IMAGES;2023;020000360;CLINIQUE COURLANCY SOISSONS;020014742;RADIO;3;;;;;;;
IMAGES;2023;020000394;CH LAON;020000253;RADIO;4;4;5056;;;16635;21691;0
IMAGES;2023;020000394;CH LAON;020000253;SCAN;1;1;5375;;;7065;12440;0
IMAGES;2023;020000519;CH SOISSONS;020000261;IRM;2;2;653;0;0;10900;11553;0
IMAGES;2023;020000519;CH SOISSONS;020000261;MAMM;1;1;;;;921;921;
IMAGES;2023;020000519;CH SOISSONS;020000261;RADIO;3;3;6974;;;19847;26821;
IMAGES;2023;020000519;CH SOISSONS;020000261;SCAN;3;3;3148;;;18515;21663;1
IMAGES;2023;020000519;CH SOISSONS;020000261;dtIRM2;1;1;323;0;0;5258;5581;0
IMAGES;2023;020000535;CH CHAUNY;020000287;RADIO;2;2;3908;;;7283;11191;0
IMAGES;2023;020000535;CH CHAUNY;020000287;SCAN;1;1;2952;;;6241;9193;0
IMAGES;2023;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;RADIO;1;1;999;;;;999;1
IMAGES;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;RADIO;1;1;705;;;40;745;0
IMAGES;2023;020001061;CH CHÂTEAU-THIERRY;020004404;IRM;2;2;256;;;2170;2426;0
IMAGES;2023;020001061;CH CHÂTEAU-THIERRY;020004404;RADIO;2;2;7645;;;12218;19863;1
IMAGES;2023;020001061;CH CHÂTEAU-THIERRY;020004404;SCAN;1;1;5462;;;3649;9111;1
IMAGES;2023;020001087;CH HIRSON;020004495;RADIO;2;2;215;;;9016;9231;
IMAGES;2023;020001087;CH HIRSON;020004495;SCAN;1;1;;;;6368;6368;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;CAM;2;0;;;;;;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;IRM;2;0;;;;;;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;MAMM;1;0;;;;;;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;RADIO;5;0;;;;;;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;SCAN;1;0;;;;;;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;TOMO;1;0;;;;;;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;dtIRM1;1;0;;;;;;
IMAGES;2023;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;dtIRM2;1;0;;;;;;
IMAGES;2023;030000061;CH DE MOULINS;030780092;IRM;2;2;658;21;0;5121;5800;0
IMAGES;2023;030000061;CH DE MOULINS;030780092;LITHO;1;1;152;;;467;619;1
IMAGES;2023;030000061;CH DE MOULINS;030780092;MAMM;1;1;;;;1089;1089;
IMAGES;2023;030000061;CH DE MOULINS;030780092;RADIO;5;5;7100;589;0;30547;38236;0
IMAGES;2023;030000061;CH DE MOULINS;030780092;SCAN;2;2;3567;65;0;13429;17061;1
IMAGES;2023;030000061;CH DE MOULINS;030780092;dtIRM2;1;1;369;21;0;1856;2246;0
IMAGES;2023;030000079;CH DE MONTLUCON;030780100;CAM;1;1;489;13;;8765;9267;0
IMAGES;2023;030000079;CH DE MONTLUCON;030780100;IRM;1;1;550;12;;4040;4602;0
IMAGES;2023;030000079;CH DE MONTLUCON;030780100;RADIO;3;3;8885;190;;20904;29979;0
IMAGES;2023;030000079;CH DE MONTLUCON;030780100;SCAN;2;2;6475;125;;7369;13969;1
IMAGES;2023;030000079;CH DE MONTLUCON;030780100;VASC;1;1;972;0;0;0;972;1
IMAGES;2023;030000087;CH JACQUES LACARIN VICHY;030780118;IRM;2;2;718;;3950;4603;9271;0
IMAGES;2023;030000087;CH JACQUES LACARIN VICHY;030780118;LITHO;1;1;75;;;;75;0
IMAGES;2023;030000087;CH JACQUES LACARIN VICHY;030780118;MAMM;1;1;;;;2177;2177;
IMAGES;2023;030000087;CH JACQUES LACARIN VICHY;030780118;RADIO;3;3;6480;;;25939;32419;1
IMAGES;2023;030000087;CH JACQUES LACARIN VICHY;030780118;SCAN;2;2;4002;;;17360;21362;1
IMAGES;2023;030000087;CH JACQUES LACARIN VICHY;030780118;VASC;2;2;2876;;;;2876;1
IMAGES;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;LITHO;1;;;;;;;
IMAGES;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;RADIO;3;0;;;;;;
IMAGES;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;SCAN;1;0;;;;;;
IMAGES;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;LITHO;1;1;352;;;;352;
IMAGES;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;IRM;2;2;577;;;488;1065;1
IMAGES;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;LITHO;1;1;0;;;;0;1
IMAGES;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;RADIO;2;2;4070;;;16619;20689;1
IMAGES;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;SCAN;2;2;5486;;;4871;10357;1
IMAGES;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;RADIO;1;1;439;;;10457;10896;1
IMAGES;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SCAN;1;1;556;;;6130;6686;1
IMAGES;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;IRM;1;1;400;;;739;1139;0
IMAGES;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;LITHO;;;;;;;;1
IMAGES;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;RADIO;2;2;5174;;;6140;11314;1
IMAGES;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;SCAN;1;1;4419;;;1606;6025;
IMAGES;2023;040780470;CLINIQUE TOUTES AURES;040000192;LITHO;1;1;100;;;;100;
IMAGES;2023;040780470;CLINIQUE TOUTES AURES;040000192;RADIO;2;;;;;;;
IMAGES;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;RADIO;1;1;195;;;;195;0
IMAGES;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;IRM;1;1;300;;;1272;1572;
IMAGES;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;RADIO;3;3;981;;;11222;12203;
IMAGES;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;SCAN;1;1;2986;;;2136;5122;
IMAGES;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;RADIO;2;2;971;;;7723;8694;
IMAGES;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;CAM;1;;;;;;;
IMAGES;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;IRM;2;1;599;;;4249;4848;0
IMAGES;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;LITHO;1;1;56;;;;56;
IMAGES;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;MAMM;1;1;;;;443;443;
IMAGES;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;RADIO;4;4;4956;;;22098;27054;
IMAGES;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SCAN;1;1;2881;;;12284;15165;1
IMAGES;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;TOMO;1;;;;;;;
IMAGES;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;IRM;1;1;500;;;2865;3365;0
IMAGES;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;LITHO;1;1;123;;;;123;0
IMAGES;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;MAMM;1;1;;;;4655;4655;
IMAGES;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;RADIO;4;4;7464;;;22179;29643;0
IMAGES;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;SCAN;2;1;4462;;;8477;12939;0
IMAGES;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;dtIRM1;1;;;;;;;0
IMAGES;2023;060000486;CH SAINT ELOI DE SOSPEL;060780905;RADIO;1;0;;;;;;0
IMAGES;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;IRM;2;2;922;;;6174;7096;
IMAGES;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;MAMM;1;1;;;;6330;6330;
IMAGES;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;RADIO;3;3;7502;;;28165;35667;1
IMAGES;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;SCAN;2;2;4709;;;14479;19188;1
IMAGES;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;VASC;1;1;2470;;;0;2470;1
IMAGES;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;dtIRM1;1;1;311;;;3896;4207;
IMAGES;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;dtIRM2;1;1;611;;;2278;2889;
IMAGES;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;CAM;3;3;1376;;;5623;6999;
IMAGES;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;IRM;1;1;407;;;4128;4535;1
IMAGES;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;MAMM;2;2;;;;13502;13502;
IMAGES;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;RADIO;1;1;3387;;;791;4178;1
IMAGES;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;SCAN;1;1;1445;;;8256;9701;1
IMAGES;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;TOMO;2;2;251;;;6651;6902;
IMAGES;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;IRM;2;2;1775;;;5333;7108;0
IMAGES;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;RADIO;4;4;11631;65;;18382;30078;0
IMAGES;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;SCAN;3;3;12136;42;;7728;19906;1
IMAGES;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;VASC;2;2;1579;;;;1579;1
IMAGES;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;dtIRM2;1;1;961;;;3731;4692;
IMAGES;2023;060002102;CH LA PALMOSA DE MENTON;060791761;IRM;1;1;127;0;0;4558;4685;0
IMAGES;2023;060002102;CH LA PALMOSA DE MENTON;060791761;MAMM;1;1;;;;488;488;
IMAGES;2023;060002102;CH LA PALMOSA DE MENTON;060791761;RADIO;2;2;1164;0;0;13016;14180;0
IMAGES;2023;060002102;CH LA PALMOSA DE MENTON;060791761;SCAN;1;1;615;0;0;6307;6922;0
IMAGES;2023;060024551;CENTRE ANTOINE LACASSAGNE CYCLOTRON 2;060780962;IRM;1;1;0;21;;723;744;
IMAGES;2023;060780442;CLINIQUE SAINT FRANCOIS;060000213;RADIO;2;2;909;;;1632;2541;0
IMAGES;2023;060780459;CLINIQUE ORSAC MONTFLEURI;010783009;RADIO;1;1;309;;;;309;1
IMAGES;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;CAM;3;;;;;;;
IMAGES;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;IRM;2;;;;;;;
IMAGES;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;RADIO;1;;;;;;;
IMAGES;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;SCAN;2;;;;;;;
IMAGES;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;VASC;2;;;;;;;
IMAGES;2023;060780715;CLINIQUE SAINT GEORGE;060000361;IRM;3;3;286;;;24938;25224;0
IMAGES;2023;060780715;CLINIQUE SAINT GEORGE;060000361;LITHO;1;1;207;;;;207;0
IMAGES;2023;060780715;CLINIQUE SAINT GEORGE;060000361;RADIO;2;2;21660;;;8530;30190;1
IMAGES;2023;060780715;CLINIQUE SAINT GEORGE;060000361;SCAN;2;2;4611;;;23987;28598;1
IMAGES;2023;060780715;CLINIQUE SAINT GEORGE;060000361;VASC;5;5;1044;;;806;1850;1
IMAGES;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;IRM;1;;;;;;;
IMAGES;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;LITHO;1;;;;;;;
IMAGES;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;RADIO;2;;;;;;;
IMAGES;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;SCAN;1;;;;;;;
IMAGES;2023;060780723;CLINIQUE DU PARC IMPERIAL;060004959;VASC;1;;;;;;;
IMAGES;2023;060780996;CHS SAINTE MARIE NICE;630786754;RADIO;1;1;864;;;;864;
IMAGES;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;RADIO;5;5;1560;;;3085;4645;0
IMAGES;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;SCAN;1;1;550;;;9595;10145;0
IMAGES;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;IRM;3;3;8249;161;0;13671;22081;0
IMAGES;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;RADIO;6;6;37204;199;4;51801;89208;0
IMAGES;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;SCAN;3;3;25397;842;4;21971;48214;1
IMAGES;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;VASC;2;2;2617;163;0;1479;4259;1
IMAGES;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;dtIRM2;1;1;570;34;0;5676;6280;0
IMAGES;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;RADIO;1;1;1137;1;0;732;1870;0
IMAGES;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;CAM;1;1;119;152;0;4517;4788;0
IMAGES;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;IRM;1;1;1032;33;0;8957;10022;0
IMAGES;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;RADIO;2;2;6040;7;0;1312;7359;0
IMAGES;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;SCAN;2;2;5691;54;0;7833;13578;1
IMAGES;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;TOMO;1;1;137;58;0;3891;4086;0
IMAGES;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;VASC;1;1;2050;6;0;271;2327;1
IMAGES;2023;060789674;CENTRE HELIO MARIN;130037815;RADIO;1;1;99;;;;99;0
IMAGES;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;RADIO;1;1;70;1;0;177;248;0
IMAGES;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;RADIO;2;2;5502;;6;125;5633;
IMAGES;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;CAM;1;;;;;;;0
IMAGES;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;IRM;2;;;;;;;0
IMAGES;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;SCAN;2;;;;;;;0
IMAGES;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;VASC;3;3;8128;17;468;1111;9724;1
IMAGES;2023;060800174;FONDATION LENVAL;060800174;IRM;1;1;27;690;;9346;10063;1
IMAGES;2023;060800174;FONDATION LENVAL;060800174;SCAN;1;1;1;1150;;9816;10967;1
IMAGES;2023;070000013;CH DE PRIVAS ARDECHE;070002878;MAMM;1;1;;;;586;586;
IMAGES;2023;070000013;CH DE PRIVAS ARDECHE;070002878;RADIO;2;2;2874;;;7447;10321;
IMAGES;2023;070000013;CH DE PRIVAS ARDECHE;070002878;SCAN;1;1;3627;;;16218;19845;
IMAGES;2023;070000070;CH DU CHEYLARD;070780150;RADIO;1;1;297;99;0;3771;4167;
IMAGES;2023;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;RADIO;1;;;;;;;
IMAGES;2023;070000179;CH ARDECHE NORD;070780358;IRM;1;1;801;;;5979;6780;0
IMAGES;2023;070000179;CH ARDECHE NORD;070780358;MAMM;1;1;;;;2468;2468;
IMAGES;2023;070000179;CH ARDECHE NORD;070780358;RADIO;3;3;10446;;;26228;36674;1
IMAGES;2023;070000179;CH ARDECHE NORD;070780358;SCAN;1;1;7044;;;6765;13809;1
IMAGES;2023;070000187;CH DE LAMASTRE;070780366;RADIO;1;1;244;60;0;1831;2135;0
IMAGES;2023;070000195;CH DE TOURNON SUR RHONE;070780374;IRM;1;0;;;;;;
IMAGES;2023;070000195;CH DE TOURNON SUR RHONE;070780374;RADIO;1;1;355;38;;125;518;0
IMAGES;2023;070000195;CH DE TOURNON SUR RHONE;070780374;dtIRM1;1;0;;;;;;
IMAGES;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;IRM;1;1;214;;1096;3419;4729;
IMAGES;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;MAMM;1;1;;;;1129;1129;
IMAGES;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;RADIO;2;2;2925;;;26701;29626;
IMAGES;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;SCAN;1;1;1649;;1386;9227;12262;
IMAGES;2023;070780424;CLINIQUE PASTEUR;070000245;IRM;2;;;;;;;
IMAGES;2023;070780424;CLINIQUE PASTEUR;070000245;MAMM;1;;;;;;;
IMAGES;2023;070780424;CLINIQUE PASTEUR;070000245;RADIO;4;;;;;;;
IMAGES;2023;070780424;CLINIQUE PASTEUR;070000245;SCAN;1;;;;;;;
IMAGES;2023;070780424;CLINIQUE PASTEUR;070000245;VASC;1;;;;;;;
IMAGES;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;RADIO;2;2;4262;34;;10730;15026;0
IMAGES;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;SCAN;1;1;3009;22;;3815;6846;0
IMAGES;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;IRM;1;1;13;0;0;939;952;
IMAGES;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;MAMM;1;1;;;;329;329;
IMAGES;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;RADIO;3;3;1195;0;0;10742;11937;0
IMAGES;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;SCAN;1;1;1113;0;0;8214;9327;0
IMAGES;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;RADIO;3;3;299;0;0;5719;6018;0
IMAGES;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;MAMM;1;1;;;;1024;1024;
IMAGES;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;RADIO;2;2;87;25;;2383;2495;0
IMAGES;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;SCAN;1;1;43;2;;1039;1084;0
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;CAM;2;2;145;;;4029;4174;0
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;IRM;2;2;1176;1;;5744;6921;0
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;LITHO;1;1;21;;;;21;1
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;MAMM;1;1;;;;1175;1175;
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;RADIO;6;6;16533;7;;31085;47625;0
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;SCAN;2;2;8403;1;;7631;16035;1
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;VASC;2;2;708;;;2085;2793;1
IMAGES;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;dtIRM2;1;1;223;;;1803;2026;0
IMAGES;2023;090000019;CH SAINT LOUIS AX LES THERMES;090180019;RADIO;1;1;1223;0;0;0;1223;0
IMAGES;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;IRM;1;1;620;3;0;7190;7813;0
IMAGES;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;MAMM;1;1;;;;749;749;
IMAGES;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;RADIO;3;3;10305;26;0;26971;37302;1
IMAGES;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;SCAN;1;1;10386;22;0;12502;22910;1
IMAGES;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;MAMM;1;1;;;;1789;1789;
IMAGES;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;RADIO;4;4;1543;;;14585;16128;0
IMAGES;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;SCAN;1;1;1054;;;6837;7891;0
IMAGES;2023;090001629;CHIVA SITE LAVELANET;090781774;RADIO;1;1;350;;;2912;3262;0
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;CAM;2;2;225;7;;822;1054;0
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;IRM;2;2;1709;29;;6924;8662;0
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;MAMM;2;2;;;;3413;3413;
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;RADIO;3;3;12141;580;;37197;49918;1
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;SCAN;2;2;6526;309;;22009;28844;1
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;TOMO;1;1;243;0;;454;697;0
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;VASC;1;1;1480;0;;13;1493;1
IMAGES;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;dtIRM2;1;1;1315;26;;5132;6473;0
IMAGES;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;IRM;3;;;;;;;
IMAGES;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;LITHO;1;;;;;;;
IMAGES;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;RADIO;3;;;;;;;
IMAGES;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;SCAN;1;;;;;;;
IMAGES;2023;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;dtIRM1;1;;;;;;;
IMAGES;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;IRM;1;1;213;23;0;2805;3041;0
IMAGES;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;RADIO;2;2;867;141;192;11028;12228;1
IMAGES;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;SCAN;1;1;1202;222;20;7022;8466;0
IMAGES;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;IRM;1;1;40;;65;17103;17208;
IMAGES;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;LITHO;1;1;0;;;;0;
IMAGES;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;RADIO;5;5;417;;65;22577;23059;
IMAGES;2023;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;SCAN;1;1;534;;42;23636;24212;
IMAGES;2023;110000023;CH CARCASSONNE;110780061;CAM;2;2;316;12;;2437;2765;0
IMAGES;2023;110000023;CH CARCASSONNE;110780061;IRM;2;2;2110;19;;5415;7544;0
IMAGES;2023;110000023;CH CARCASSONNE;110780061;MAMM;1;1;;;;839;839;
IMAGES;2023;110000023;CH CARCASSONNE;110780061;RADIO;4;4;11773;16;;17739;29528;0
IMAGES;2023;110000023;CH CARCASSONNE;110780061;SCAN;2;2;12568;174;;9497;22239;0
IMAGES;2023;110000023;CH CARCASSONNE;110780061;TOMO;1;1;334;8;;1806;2148;0
IMAGES;2023;110000023;CH CARCASSONNE;110780061;VASC;2;2;2073;;;0;2073;1
IMAGES;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;MAMM;1;1;;;;2240;2240;
IMAGES;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;RADIO;2;2;1093;;;16906;17999;
IMAGES;2023;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;SCAN;1;1;1735;0;0;8151;9886;
IMAGES;2023;110000056;CH NARBONNE;110780137;IRM;1;1;1531;;;7459;8990;0
IMAGES;2023;110000056;CH NARBONNE;110780137;MAMM;1;1;;;;1511;1511;
