BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST;GARDED;ASTDED
PERINAT_P;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N2200;1.08;0;;;;
PERINAT_P;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N2340;0.06;0;;;;
PERINAT_P;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N2530;12.73;0;;;;
PERINAT_P;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N2700;0.2;0;;;;
PERINAT_P;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N2800;13.27;0;;;;
PERINAT_P;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;N280H;13.27;0;;;;
PERINAT_P;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;NAUT;3;0;;;;
PERINAT_P;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;M1030;0;5;0;1;0;1
PERINAT_P;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;M1140;0.51;1;0;1;;
PERINAT_P;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;M2050;0.21;4;0;1;;
PERINAT_P;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N2530;11.86;;;;;
PERINAT_P;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N2800;11.98;;;;;
PERINAT_P;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;N280H;11.98;;;;;
PERINAT_P;2023;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;NAUT;0.86;;;;;
PERINAT_P;2023;020000089;CH GUISE;020000022;M1140;0.2;0;0;0;;
PERINAT_P;2023;020000089;CH GUISE;020000022;M2050;0.1;0;0;0;;
PERINAT_P;2023;020000089;CH GUISE;020000022;N2800;0.4;0;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;M1030;1;0;1;0;0;0
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;M1140;7.6;0;1;0;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;M2050;7.5;0;1;1;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;MIVG;0.2;0;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;N2200;18.29;;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;N2340;16.22;;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;N2530;13.8;;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;N2700;1.96;;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;N2800;2;;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;N280H;2;;;;;
PERINAT_P;2023;020000162;CH SAINT-QUENTIN;020000063;NAUT;21.36;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;M1140;2.07;;1;0;;
PERINAT_P;2023;020000394;CH LAON;020000253;M2050;6.73;;1;0;;
PERINAT_P;2023;020000394;CH LAON;020000253;MAUT;0.26;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;MIVG;6.99;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;N2200;12.45;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;N2340;1.13;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;N2530;9;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;N2700;0.6;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;N2800;19;;;;;
PERINAT_P;2023;020000394;CH LAON;020000253;NAUT;12.42;;;;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;M1030;;;1;0;0;0
PERINAT_P;2023;020000519;CH SOISSONS;020000261;M1140;7.78;;1;0;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;M2050;;;0;1;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;N2200;9.26;;;;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;N2340;7.85;;;;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;N2530;5.14;;;;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;N2700;0.6;;;;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;N2800;18.38;;;;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;N280H;18.38;;;;;
PERINAT_P;2023;020000519;CH SOISSONS;020000261;NAUT;17.7;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;M1030;6.08;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;M1140;1.83;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;M2050;5.18;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;MAUT;0.02;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;MIVG;0.01;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;N2200;2.17;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;N2340;0.78;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;N2530;8;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;N2800;11.24;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;N280H;11.24;;;;;
PERINAT_P;2023;020000535;CH CHAUNY;020000287;NAUT;10.47;;;;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;M1030;0.75;;1;0;0;0
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;M1140;5.17;;1;0;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;M2050;4.01;;1;0;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;MIVG;0.2;;;;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;N2200;7.65;;;;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;N2340;7.81;;;;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;N2530;17.34;;;;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;N2700;0.25;;;;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;N2800;16.95;;;;;
PERINAT_P;2023;020001061;CH CHÂTEAU-THIERRY;020004404;NAUT;5.62;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;M1030;;;1;1;0;0
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;M1140;1.56;;0;1;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;M2050;4.36;;1;0;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;MAUT;0.29;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;MIVG;0.05;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;N2200;4.43;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;N2340;4.8;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;N2530;15.97;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;N2800;23.55;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;N280H;12.55;;;;;
PERINAT_P;2023;030000061;CH DE MOULINS;030780092;NAUT;26.54;;;;;
PERINAT_P;2023;030000079;CH DE MONTLUCON;030780100;M1140;2.37;;;1;;
PERINAT_P;2023;030000079;CH DE MONTLUCON;030780100;M2050;5.57;;;1;;
PERINAT_P;2023;030000079;CH DE MONTLUCON;030780100;N2200;1;;;;;
PERINAT_P;2023;030000079;CH DE MONTLUCON;030780100;N2340;5.16;;;;;
PERINAT_P;2023;030000079;CH DE MONTLUCON;030780100;N2530;14.35;;;;;
PERINAT_P;2023;030000079;CH DE MONTLUCON;030780100;N2700;1.67;;;;;
PERINAT_P;2023;030000079;CH DE MONTLUCON;030780100;N2800;21.43;;;;;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M1030;7.22;0;1;0;0;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M1140;6.65;0;0;1;;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M2050;7.79;0;0;1;;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;MIVG;0.2;0;;;;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2530;13.41;0;;;;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2700;1;0;;;;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2800;25.79;0;;;;
PERINAT_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;9.28;0;;;;
PERINAT_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;M1030;;5;0;1;0;0
PERINAT_P;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;MIVG;;1;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M1140;0.79;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;M2050;2.98;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2200;1.04;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2340;3.77;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2530;11.39;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2700;0.5;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N2800;18.17;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;N280H;18.17;0;;;;
PERINAT_P;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;NAUT;6.15;0;;;;
PERINAT_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;M2050;4.57;;0;1;;
PERINAT_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;MAUT;0.11;;;;;
PERINAT_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;MIVG;0.17;;;;;
PERINAT_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2700;0.3;;;;;
PERINAT_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N2800;5.37;;;;;
PERINAT_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;N280H;5.37;;;;;
PERINAT_P;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;NAUT;8.67;;;;;
PERINAT_P;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;NAUT;0.05;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M1140;1.68;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M2050;4.48;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;MIVG;0.3;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2200;0.84;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2340;5.58;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2530;22.5;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2800;21.31;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N280H;21.31;;;;;
PERINAT_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;14.41;;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M1140;1.5;0;1;0;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M2050;7.05;0;1;0;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;MAUT;0.77;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;MIVG;0.1;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2200;0.09;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2340;12.74;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2530;19.99;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2700;1.1;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2800;15.96;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N280H;15.96;0;;;;
PERINAT_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NAUT;5.12;0;;;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M1030;10.19;;1;0;0;0
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M1140;5.88;2;0;1;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;M2050;6.17;1;1;0;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;MIVG;2;;;;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2200;0.52;;;;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2340;4.17;;;;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2530;16.64;;;;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2700;0.3;;;;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2800;19.37;;;;;
PERINAT_P;2023;060000510;CH D'ANTIBES JUAN LES PINS;060780954;NAUT;13.63;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M1030;0.62;;1;0;0;0
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M1140;1.86;;1;0;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M2050;6.86;2;1;0;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;MIVG;0.18;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2200;1.54;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2340;3;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2530;28.18;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2700;0.34;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2800;26.2;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N280H;13.59;;;;;
PERINAT_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;14.72;;;;;
PERINAT_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M1140;0.3;;0;0;;
PERINAT_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;M2050;1.86;;0;0;;
PERINAT_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2700;0.09;;;;;
PERINAT_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;N2800;0.95;;;;;
PERINAT_P;2023;060002102;CH LA PALMOSA DE MENTON;060791761;NAUT;0.45;;;;;
PERINAT_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M1030;0;1;0;0;;
PERINAT_P;2023;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;M2050;0;1;0;0;;
PERINAT_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;M1030;;;0;1;;0
PERINAT_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;M1140;;;0;1;;
PERINAT_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;M2050;;;0;1;;
PERINAT_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2530;14.69;;;;;
PERINAT_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2700;2.03;;;;;
PERINAT_P;2023;060780517;POLYCLINIQUE SAINT JEAN;060000239;N2800;13.29;;;;;
PERINAT_P;2023;060780590;CLINIQUE DU PALAIS;060000270;M2050;;1;0;0;;
PERINAT_P;2023;060780715;CLINIQUE SAINT GEORGE;060000361;M2050;;7;0;0;;
PERINAT_P;2023;060780715;CLINIQUE SAINT GEORGE;060000361;N2340;1.12;;;;;
PERINAT_P;2023;060780756;POLYCLINIQUE SANTA MARIA;060000403;M1030;;5;;;;
PERINAT_P;2023;060780756;POLYCLINIQUE SANTA MARIA;060000403;M1140;;11;;;;
PERINAT_P;2023;060780756;POLYCLINIQUE SANTA MARIA;060000403;M2050;;24;;;;
PERINAT_P;2023;060781200;CLINIQUE SAINT ANTOINE KANTYS CENTRE;060000635;M2050;;1;0;0;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1030;5.63;;1;0;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1140;9.06;;1;0;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M2050;6.63;;1;0;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;MAUT;1.15;;;;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;MIVG;0.2;;;;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2200;26.3;;;;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2340;35.39;;;;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2530;50.89;;;;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2700;2.7;;;;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2800;62.14;;;;;
PERINAT_P;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NAUT;60.26;;;;;
PERINAT_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;M1140;0.45;;0;0;;
PERINAT_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;M2050;0.2;;0;0;;
PERINAT_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;N2800;2.91;;;;;
PERINAT_P;2023;070000013;CH DE PRIVAS ARDECHE;070002878;NAUT;1.3;;;;;
PERINAT_P;2023;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;N2800;1.96;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;M1140;2;;0;0;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;M2050;3.14;;0;1;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;MAUT;0.5;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;N2200;2.65;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;N2340;2.3;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;N2530;11.58;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;N2700;0.3;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;N2800;7.16;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;N280H;7.16;;;;;
PERINAT_P;2023;070000179;CH ARDECHE NORD;070780358;NAUT;7.71;;;;;
PERINAT_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;M1140;0.1;0;0;;;
PERINAT_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;M2050;0.2;0;0;;;
PERINAT_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;N2530;6.56;0;;;;
PERINAT_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;N2700;0.1;0;;;;
PERINAT_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;N2800;4.8;0;;;;
PERINAT_P;2023;070000195;CH DE TOURNON SUR RHONE;070780374;NAUT;1.53;0;;;;
PERINAT_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;M2050;4.1;;;;;
PERINAT_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N2700;0.22;;;;;
PERINAT_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N2800;14.97;;;;;
PERINAT_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;NAUT;17.39;;;;;
PERINAT_P;2023;070780424;CLINIQUE PASTEUR;070000245;M1140;0.08;0;0;0;;
PERINAT_P;2023;070780424;CLINIQUE PASTEUR;070000245;N2200;0.08;0;;;;
PERINAT_P;2023;070780424;CLINIQUE PASTEUR;070000245;N2530;1.26;0;;;;
PERINAT_P;2023;070780424;CLINIQUE PASTEUR;070000245;N2700;0.08;0;;;;
PERINAT_P;2023;070780424;CLINIQUE PASTEUR;070000245;N2800;0.89;0;;;;
PERINAT_P;2023;070780424;CLINIQUE PASTEUR;070000245;NAUT;0.17;0;;;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M1030;0.05;;1;0;0;0
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M1140;0.15;;0;1;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;M2050;1.1;;0;1;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;MAUT;0.63;;;;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2200;1;;;;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2340;1.21;;;;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2530;2.71;;;;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N2800;9.9;;;;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;N280H;1.75;;;;;
PERINAT_P;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;NAUT;6.05;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1030;;;1;0;1;0
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1140;1;;1;0;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M2050;5.96;;1;0;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;MAUT;9.89;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;MIVG;0.36;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2200;11.5;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2340;10.59;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2530;12.95;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2800;16.78;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N280H;11.2;;;;;
PERINAT_P;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NAUT;9.27;;;;;
PERINAT_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M1140;3.51;;1;1;;
PERINAT_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M2050;9;;1;1;;
PERINAT_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2200;2.46;;;;;
PERINAT_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2340;2.47;;;;;
PERINAT_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2530;0.64;;;;;
PERINAT_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2800;24.48;;;;;
PERINAT_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NAUT;24.13;;;;;
PERINAT_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M1140;0.21;;0;0;;
PERINAT_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M2050;1.92;;0;1;;
PERINAT_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2530;5.16;;;;;
PERINAT_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2800;8.03;;;;;
PERINAT_P;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;NAUT;2.45;;;;;
PERINAT_P;2023;090001629;CHIVA SITE LAVELANET;090781774;M1140;0.2;;0;0;;
PERINAT_P;2023;090001629;CHIVA SITE LAVELANET;090781774;M2050;0.1;;0;0;;
PERINAT_P;2023;090001629;CHIVA SITE LAVELANET;090781774;N2800;0.5;;;;;
PERINAT_P;2023;090001629;CHIVA SITE LAVELANET;090781774;NAUT;0.7;;;;;
PERINAT_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1030;1;;1;0;1;0
PERINAT_P;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1140;8.77;;1;1;;
