BOR;AN;FI;RS;FI_EJ;TELEMED_A1;TELEMED_A20;TELEMED_A21;TELEMED_A22;TELEMED_B1;TELEMED_B20;TELEMED_B21;TELEMED_B22;TELEMED_A2;TELEMED_A23;TELEMED_B2;TELEMED_B23;TELEMED_A3;TELEMED_A24;TELEMED_A25;TELEMED_B3;TELEMED_B24;TELEMED_B25;TELEMED_A4;TELEMED_B4;TELEMED_A17;TELEMED_A18;TELEMED_A19;TELEMED_A39;TELEMED_A26;TELEMED_A27;TELEMED_A28;TELEMED_A29;TELEMED_A30;TELEMED_A31;TELEMED_A32;TELEMED_A33;TELEMED_A34;TELEMED_A35;TELEMED_A36;TELEMED_A37;TELEMED_A38
TELEMED;2023;020001061;CH CHÂTEAU-THIERRY;020004404;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;4;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2023;020001772;UNITE DE DIALYSE DE CHAUNY;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;020001913;UNITE DE DIALYSE DE LAON;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;020006441;UNITE DIALYSE DE COURMELLES;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;020012860;UNITE DE DIALYSE DE SAINT-QUENTIN;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;020016242;UNITE DE DIALYSE DE GUISE;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;020017075;UNITE DE DIALYSE DE CHATEAU-THIERRY;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;020017455;SANTELYS DIALYSE À DOMICILE CH LAON;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;020018545;UNITÉ D'AUTODIALYSE DE VERVINS;590799995;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;030000061;CH DE MOULINS;030780092;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;1;1;14;1;0;0;1;0;0;1;0;1;1;1;1;0;1
TELEMED;2023;030000079;CH DE MONTLUCON;030780100;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;1;5;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;030000087;CH JACQUES LACARIN VICHY;030780118;1;1;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;12;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;030003768;AURA SANTE VICHY;630000990;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2023;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;040000119;EPS LUMIERE DE RIEZ;040780231;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;1;0;1;1;1;1
TELEMED;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;040003113;HEMOD DES ALPES AUTODIALYSE SISTERON;920033503;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;1;0;1
TELEMED;2023;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;1;0;1
TELEMED;2023;040787541;HEMOD DES ALPES AUTODIALYSE DE DIGNE;920033503;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;1;0;1
TELEMED;2023;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2023;050000223;CENTRE HOSPITALIER AIGUILLES QUEYRAS;050000108;0;0;1;;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
TELEMED;2023;050000231;CH DES ESCARTONS DE BRIANCON;050000116;1;1;0;1;1;0;1;1;1;0;1;1;1;1;0;0;;0;0;0;1;1;4;0;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;1;0;1;0;1;0;1;0;0;0;1;1;0;;;0;;;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0
TELEMED;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;1;0;1;0;1;0;0;0;1;0;1;1;1;1;1;0;;;1;0;1;1;15;0;0;0;0;0;1;1;1;1;0;0;1;0;1
TELEMED;2023;050000991;CENTRE MEDICAL CHANTOURS;050000546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;050001064;CENTRE MEDICAL LA DURANCE;050000561;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0
TELEMED;2023;060000411;CH DU PAYS DE LA ROUDOULE PUGET;060780780;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;1;1;0;0;1;0;1;0;1;0;0;0
TELEMED;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;31;1;0;0;0;0;0;1;1;0;1;0;1;0;1
TELEMED;2023;060000528;CENTRE ANTOINE LACASSAGNE;060780962;1;0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;1;1;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;1;18;0;0;0;0;0;0;1;0;0;0;0;0;0;1
TELEMED;2023;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;;0;0;0;0;1;2;0;0;1;0;0;0;1;1;0;0;1;0;0;0
TELEMED;2023;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;060021342;CTRE COBALTH TRAIT HTE ENERG SITE CLIN;060003621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;060025285;UAD VALLEE DE LA VESUBIE;750060402;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;;0;0;0;0;1;0;1;1;0;0;0;0;0;0
TELEMED;2023;060780491;INSTITUT ARNAULT TZANCK;060790797;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;1
TELEMED;2023;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;0;;;;0;;;;1;1;0;0;0;;;0;;;0;0;1;0;;1;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;060780996;CHS SAINTE MARIE NICE;630786754;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;1;1;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;1;1;1;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;;1;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;060790177;CHU NICE CTRE DE CONVALESCENCE TENDE;060785011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2023;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;0;;;;0;;;;0;;0;;0;;;0;;;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2023;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;1
TELEMED;2023;060800174;FONDATION LENVAL;060800174;0;;;;0;;;;1;1;1;0;0;;;0;;;0;0;1;0;;1;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;070000013;CH DE PRIVAS ARDECHE;070002878;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;070000021;CH DE JOYEUSE;070007927;0;0;0;0;0;;;;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2023;070000070;CH DU CHEYLARD;070780150;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;070000096;HOPITAL PRIVE DE SAINT AGREVE;070780184;0;;;;1;0;1;0;0;;0;;0;;;0;;;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;070000112;CH LEOPOLD OLLIER;070007927;0;0;0;0;0;;;;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2023;070000187;CH DE LAMASTRE;070780366;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2023;070000195;CH DE TOURNON SUR RHONE;070780374;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0
TELEMED;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;;1;0;1;0;0;0;1;0;0;1;0;0;0;1
TELEMED;2023;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;1;0;1;0;0;0;0;0;0;0;0;0;1
TELEMED;2023;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;080000284;CENTRE HOSPITALIER DE FUMAY;080011174;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;;0;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2023;080011182;UAD ET UDM ARPDD;510000953;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2023;090000019;CH SAINT LOUIS AX LES THERMES;090180019;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;22;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;100000090;CENTRE HOSPITALIER DE TROYES;100000017;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;1;1;43;1;0;0;0;1;0;1;1;0;0;0;0;0;0
TELEMED;2023;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;1;1;1;0;1;0;0;0;0;1;0;0
TELEMED;2023;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;1;1;1;1;0;;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2023;110000023;CH CARCASSONNE;110780061;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1;41;0;0;1;1;0;0;1;0;0;0;0;1;0;1
TELEMED;2023;110003118;CL DU SUD CARCASSONNE;110007341;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;110004942;LES QUATRE FONTAINES KORIAN NARBONNE;310021324;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;300;0;0;1;1;1;0;1;1;1;0;0;1;0;0
TELEMED;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;110780202;CL KORIAN LA VERNEDE;310021316;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2023;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;1;0;0;0;0;1;0;0
TELEMED;2023;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;0;;;;1;0;1;0;0;;1;1;0;;;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2023;120001748;AIDER SANTE UAD UDM DD MILLAU;340000264;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2023;120004569;CH MILLAU;120004528;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;120780135;CTRE SSR LA CLAUZE ST JEAN DELNOUS;120000104;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0
TELEMED;2023;120780283;CHS STE MARIE RODEZ;630786754;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;50;0;0;0;0;1;0;1;0;0;0;0;1;0;0
TELEMED;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;1;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;1;;0;0;1;0;0;1;1;0;0;0;0;0;0;0
TELEMED;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;0;0;0;0;0;;;;1;0;0;;0;;;0;;;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130001225;HOPITAL DU PAYS SALONAIS;130782634;1;1;0;0;0;0;0;0;1;0;0;;0;0;0;0;;;0;0;1;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;1;0;1;1;0;;;;1;0;0;;1;0;1;0;;;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;130002827;CH JOSEPH IMBERT D'ARLES;130789274;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;1;1;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130034002;DIAVERUM PROVENCE SALON;130006562;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;130034044;DIAVERUM PROVENCE MARIGNANE SITE CLIN;130006562;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;130043664;HOPITAL EUROPEEN;130002157;1;1;0;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;1
TELEMED;2023;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;0;;;;0;;;;1;0;0;;0;;;0;;;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130780521;APHM HOPITAL NORD;130786049;1;1;1;1;0;0;;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;1;1;1;0;0;1;0;0
TELEMED;2023;130782493;SSR CLINIQUE SAINT LAURENT;330050899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130783293;APHM HOPITAL LA TIMONE;130786049;1;1;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130783665;CLINIQUE DE BONNEVEINE;130043722;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;5;1;0;1;1;1;1;1;0;1;0;1;1;1;0
TELEMED;2023;130784051;HOPITAL PRIVE CLAIRVAL;130037823;1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2023;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;1;1;1;1;0;;;;0;0;0;;1;1;0;0;;;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;130785462;CLINIQUE LA CHENAIE;130002207;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;1;0;0;0;0;0
TELEMED;2023;130785652;HOPITAL SAINT JOSEPH;130014228;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2023;130786015;CLINIQUE VALFLEUR;130002322;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;1;1;1;0;0;1;1;0;1
TELEMED;2023;130786742;HIA LAVERAN;750821092;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TELEMED;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2023;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;1;1;0;1;1;0;1
TELEMED;2023;130808843;USLD MARCEL PAGNOL;920030152;0;;;;1;1;1;0;0;;0;;0;;;1;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;1;0;0;1;0;0
TELEMED;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1;1;1;0;1;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;10;0;0;0;0;1;1;1;0;0;0;0;1;1;0
TELEMED;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;19;1;0;1;0;0;0;1;1;1;0;1;1;1;0
