BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;JOUHP;EMSSR
SSR;2023;010000107;CH DE PONT DE VAUX;010780138;SSR_A;;17;6273;;193;6921;0;
SSR;2023;010000107;CH DE PONT DE VAUX;010780138;SSR_A50;1;17;;;;6921;0;
SSR;2023;010000107;CH DE PONT DE VAUX;010780138;SSR_TOT;;17;6273;;193;6921;0;0
SSR;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;SSR_A;;18;6570;;159;5474;0;
SSR;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;SSR_A50;1;18;;;;5474;0;
SSR;2023;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;SSR_TOT;;18;6570;;159;5474;0;
SSR;2023;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;SSR_A;;29;7250;;265;7205;0;
SSR;2023;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;SSR_A50;1;29;;;;7205;0;
SSR;2023;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;SSR_TOT;;29;7250;;265;7205;0;
SSR;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;SSR_A;;25;9000;;370;8027;0;
SSR;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;SSR_A50;1;;;;;0;0;
SSR;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;SSR_A58;1;25;;;;8027;0;
SSR;2023;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;SSR_TOT;;25;9000;;370;8027;0;1
SSR;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;SSR_A;;65;23400;;885;17596;0;
SSR;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;SSR_A51;1;65;;;;17596;0;
SSR;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;SSR_E;;4;1500;;55;749;0;
SSR;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;SSR_E50;1;;;;;0;0;
SSR;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;SSR_E51;1;4;;;;749;0;
SSR;2023;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;010007987;SSR_TOT;;69;24900;;940;18345;0;0
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A;;101;36865;;796;30376;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A50;1;4;;;;1041;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A51;1;20;;;;5832;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A54;1;10;;;;6449;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A55;1;10;;;;3074;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A58;1;;;;;0;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_A59;1;57;;;;13980;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_E51;1;;;;;0;0;
SSR;2023;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;010007987;SSR_TOT;;101;36865;;796;30376;0;1
SSR;2023;010002129;SSR LES ARBELLES;310025010;SSR_A;;100;36500;15;891;34269;4285;
SSR;2023;010002129;SSR LES ARBELLES;310025010;SSR_A50;1;47;;;;8935;;
SSR;2023;010002129;SSR LES ARBELLES;310025010;SSR_A51;1;20;;10;;19120;2233;
SSR;2023;010002129;SSR LES ARBELLES;310025010;SSR_A52;1;33;;5;;6214;2052;
SSR;2023;010002129;SSR LES ARBELLES;310025010;SSR_TOT;;100;36500;15;891;34269;4285;0
SSR;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;SSR_A;;28;10220;;322;8591;0;
SSR;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;SSR_A50;1;28;;;;8591;0;
SSR;2023;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;SSR_TOT;;28;10220;;322;8591;0;
SSR;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A;;56;20440;25;307;17164;3791;
SSR;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A50;1;7;;;;0;0;
SSR;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A51;1;27;;17;;7060;1031;
SSR;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_A52;1;22;;8;;10104;2760;
SSR;2023;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;SSR_TOT;;56;20440;25;307;17164;3791;1
SSR;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_A;;91;33215;5;770;30487;562;
SSR;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_A50;1;10;;;;0;0;
SSR;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_A54;1;81;;5;;30487;562;
SSR;2023;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;SSR_TOT;;91;33215;5;770;30487;562;0
SSR;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A;;100;36500;;363;27716;0;
SSR;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A50;1;5;;;;229;0;
SSR;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A51;1;20;;;;12252;0;
SSR;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_A52;1;75;;;;15235;0;
SSR;2023;010780278;CENTRE DE REEDUCATION MANGINI;010783009;SSR_TOT;;100;36500;;363;27716;0;
SSR;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E;;70;25550;3;587;15937;629;
SSR;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E50;1;45;;1;;13773;483;
SSR;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E55;1;15;;1;;1528;120;
SSR;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_E58;1;10;;1;;636;26;
SSR;2023;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;SSR_TOT;;70;25550;3;587;15937;629;0
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_A;;;;20;;0;3502;
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_A57;1;;;20;;;3502;
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_E;;67;24455;20;1418;7857;6962;
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_E50;1;;;;;0;0;
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_E51;1;6;;2;;1456;340;
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_E52;1;29;;6;;3297;1455;
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_E57;1;32;;12;;3104;5167;
SSR;2023;010780492;CRF ROMANS-FERRARI;360000707;SSR_TOT;;67;24455;40;1418;7857;10464;0
SSR;2023;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;SSR_A;;30;10950;;234;8025;0;
SSR;2023;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;SSR_A50;1;30;;;;8025;0;
SSR;2023;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;SSR_TOT;;30;10950;;234;8025;0;0
SSR;2023;020000089;CH GUISE;020000022;SSR_A;;42;15330;;465;13249;0;
SSR;2023;020000089;CH GUISE;020000022;SSR_A50;1;22;;;;6144;0;
SSR;2023;020000089;CH GUISE;020000022;SSR_A59;1;20;;;;7105;0;
SSR;2023;020000089;CH GUISE;020000022;SSR_TOT;;42;15330;;465;13249;0;0
SSR;2023;020000097;CH LA FÈRE;020000048;SSR_A;;31;11315;;301;7572;0;
SSR;2023;020000097;CH LA FÈRE;020000048;SSR_A59;1;31;;;;7572;0;
SSR;2023;020000097;CH LA FÈRE;020000048;SSR_TOT;;31;11315;;301;7572;0;0
SSR;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;SSR_A;;15;5475;;254;3543;0;
SSR;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;SSR_A50;1;15;;;;3543;0;
SSR;2023;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;SSR_TOT;;15;5475;;254;3543;0;
SSR;2023;020000162;CH SAINT-QUENTIN;020000063;SSR_A;;56;20440;0;564;16099;0;
SSR;2023;020000162;CH SAINT-QUENTIN;020000063;SSR_A50;1;7;;0;;1048;0;
SSR;2023;020000162;CH SAINT-QUENTIN;020000063;SSR_A51;1;8;;0;;3143;0;
SSR;2023;020000162;CH SAINT-QUENTIN;020000063;SSR_A52;1;11;;0;;1831;0;
SSR;2023;020000162;CH SAINT-QUENTIN;020000063;SSR_A59;1;30;;0;;10077;0;
SSR;2023;020000162;CH SAINT-QUENTIN;020000063;SSR_TOT;;56;20440;0;564;16099;0;0
SSR;2023;020000246;CH VERVINS;020000071;SSR_A;;27;9855;;242;6010;0;
SSR;2023;020000246;CH VERVINS;020000071;SSR_A50;1;27;;;;6010;0;
SSR;2023;020000246;CH VERVINS;020000071;SSR_TOT;;27;9855;;242;6010;0;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A;;241;86806;16;2026;78030;11515;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A50;1;8;;;;3398;0;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A51;1;90;;6;;30532;5815;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A52;1;35;;5;;7901;1998;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A53;1;2;;;;587;0;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A54;1;20;;;;5353;0;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A55;1;18;;1;;7366;1158;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_A59;1;68;;4;;22893;2544;
SSR;2023;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;SSR_TOT;;241;86806;16;2026;78030;11515;1
SSR;2023;020000394;CH LAON;020000253;SSR_A;;;;16;0;0;2255;
SSR;2023;020000394;CH LAON;020000253;SSR_A53;1;;;16;;0;2255;
SSR;2023;020000394;CH LAON;020000253;SSR_TOT;;;;16;0;0;2255;0
SSR;2023;020000519;CH SOISSONS;020000261;SSR_A;;60;20970;;694;18769;0;
SSR;2023;020000519;CH SOISSONS;020000261;SSR_A50;1;60;;;;18769;0;
SSR;2023;020000519;CH SOISSONS;020000261;SSR_TOT;;60;20970;;694;18769;0;0
SSR;2023;020000535;CH CHAUNY;020000287;SSR_A;;32;11680;;363;9064;0;
SSR;2023;020000535;CH CHAUNY;020000287;SSR_A50;1;7;;;;944;0;
SSR;2023;020000535;CH CHAUNY;020000287;SSR_A59;1;25;;;;8120;0;
SSR;2023;020000535;CH CHAUNY;020000287;SSR_TOT;;32;11680;;363;9064;0;0
SSR;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A;;184;62207;16;2237;43231;5379;
SSR;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A50;1;20;;16;;26262;5379;
SSR;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A51;1;77;;;;0;0;
SSR;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A52;1;80;;;;15431;0;
SSR;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_A55;1;7;;;;1538;0;
SSR;2023;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;SSR_TOT;;184;62207;16;2237;43231;5379;1
SSR;2023;020001087;CH HIRSON;020004495;SSR_A;;30;10950;;224;5815;0;
SSR;2023;020001087;CH HIRSON;020004495;SSR_A50;1;30;;;;5815;0;
SSR;2023;020001087;CH HIRSON;020004495;SSR_TOT;;30;10950;;224;5815;0;0
SSR;2023;020003877;SSR CH LAON;020000253;SSR_A;;40;13157;;492;9913;0;
SSR;2023;020003877;SSR CH LAON;020000253;SSR_A50;1;40;;;;9913;0;
SSR;2023;020003877;SSR CH LAON;020000253;SSR_A59;1;;;;;0;0;
SSR;2023;020003877;SSR CH LAON;020000253;SSR_TOT;;40;13157;;492;9913;0;0
SSR;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;SSR_A;;14;5110;;113;5041;0;
SSR;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;SSR_A58;1;14;;;;5041;0;
SSR;2023;020010310;SSR AURORE BUCY-LE-LONG;750719361;SSR_TOT;;14;5110;;113;5041;0;
SSR;2023;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A;;;;8;0;0;4538;
SSR;2023;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A51;1;;;6;;0;3560;
SSR;2023;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A52;1;;;1;;0;783;
SSR;2023;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_A54;1;;;1;;0;195;
SSR;2023;020016341;SSR RENAISSANCE SOISSONS;750814030;SSR_TOT;;;;8;0;0;4538;0
SSR;2023;030000012;CH DE NERIS LES BAINS;030780100;SSR_A;;59;17628;15;391;14279;2908;
SSR;2023;030000012;CH DE NERIS LES BAINS;030780100;SSR_A50;1;;;;;0;0;
SSR;2023;030000012;CH DE NERIS LES BAINS;030780100;SSR_A51;1;46;;5;;11130;1197;
SSR;2023;030000012;CH DE NERIS LES BAINS;030780100;SSR_A52;1;13;;5;;3149;1156;
SSR;2023;030000012;CH DE NERIS LES BAINS;030780100;SSR_A53;1;;;5;;0;555;
SSR;2023;030000012;CH DE NERIS LES BAINS;030780100;SSR_TOT;;59;17628;15;391;14279;2908;0
SSR;2023;030000061;CH DE MOULINS;030780092;SSR_A;;40;14600;2;419;13649;276;
SSR;2023;030000061;CH DE MOULINS;030780092;SSR_A50;1;18;;1;;4994;260;
SSR;2023;030000061;CH DE MOULINS;030780092;SSR_A59;1;22;;1;;8655;16;
SSR;2023;030000061;CH DE MOULINS;030780092;SSR_TOT;;40;14600;2;419;13649;276;0
SSR;2023;030000079;CH DE MONTLUCON;030780100;SSR_A;;30;7300;;290;6493;0;
SSR;2023;030000079;CH DE MONTLUCON;030780100;SSR_A50;1;;;;;0;0;
SSR;2023;030000079;CH DE MONTLUCON;030780100;SSR_A59;1;30;;;;6493;0;
SSR;2023;030000079;CH DE MONTLUCON;030780100;SSR_TOT;;30;7300;;290;6493;0;0
SSR;2023;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_A;;52;18980;5;470;18432;435;
SSR;2023;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_A50;1;24;;5;;8548;435;
SSR;2023;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_A59;1;28;;;;9884;0;
SSR;2023;030000087;CH JACQUES LACARIN VICHY;030780118;SSR_TOT;;52;18980;5;470;18432;435;0
SSR;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;SSR_A;;40;14600;2;462;13939;50;
SSR;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;SSR_A50;1;40;;2;;13939;50;
SSR;2023;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;SSR_TOT;;40;14600;2;462;13939;50;
SSR;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_A;;89;32485;0;928;27190;0;
SSR;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_A50;1;61;;0;;20243;0;
SSR;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_A58;1;28;;;;6947;0;
SSR;2023;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;SSR_TOT;;89;32485;0;928;27190;0;0
SSR;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;SSR_A;;36;13140;5;415;9751;565;
SSR;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;SSR_A50;1;36;;5;;9751;565;
SSR;2023;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;SSR_TOT;;36;13140;5;415;9751;565;0
SSR;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_A;;35;12500;20;330;9338;6533;
SSR;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_A50;1;30;;20;;8070;6533;
SSR;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_A59;1;5;;;;1268;0;
SSR;2023;030780548;POLYCLINIQUE LA PERGOLA;030000194;SSR_TOT;;35;12500;20;330;9338;6533;0
SSR;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;SSR_A;;38;13688;;406;11336;0;
SSR;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;SSR_A50;1;38;;;;11336;0;
SSR;2023;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;SSR_TOT;;38;13688;;406;11336;0;
SSR;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;SSR_A;;10;3650;0;94;2837;0;
SSR;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;SSR_A50;1;10;;0;;2837;0;
SSR;2023;040000036;EPS PIERRE GROUES DE BARCELONNETTE;040780132;SSR_TOT;;10;3650;0;94;2837;0;0
SSR;2023;040000044;EPS DUCELIA DE CASTELLANE;040780140;SSR_A;;5;1825;;72;2172;0;
SSR;2023;040000044;EPS DUCELIA DE CASTELLANE;040780140;SSR_A50;1;5;;;;2172;0;
SSR;2023;040000044;EPS DUCELIA DE CASTELLANE;040780140;SSR_TOT;;5;1825;;72;2172;0;
SSR;2023;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;SSR_A;;46;16790;7;373;13381;1646;
SSR;2023;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;SSR_A50;1;;;;;0;0;
SSR;2023;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;SSR_A51;1;46;;7;;13381;1646;
SSR;2023;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;SSR_TOT;;46;16790;7;373;13381;1646;0
SSR;2023;040000119;EPS LUMIERE DE RIEZ;040780231;SSR_A;;15;5475;;281;5266;0;
SSR;2023;040000119;EPS LUMIERE DE RIEZ;040780231;SSR_A50;1;15;;;;5266;0;
SSR;2023;040000119;EPS LUMIERE DE RIEZ;040780231;SSR_TOT;;15;5475;;281;5266;0;0
SSR;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_A;;12;4530;10;165;4342;1226;
SSR;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_A50;1;12;;;;4342;0;
SSR;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_A53;1;;;10;;;1226;
SSR;2023;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;SSR_TOT;;12;4530;10;165;4342;1226;
SSR;2023;040780389;CLINIQUE JEAN GIONO;040000150;SSR_A;;81;29565;;614;28861;0;
SSR;2023;040780389;CLINIQUE JEAN GIONO;040000150;SSR_A50;1;1;;;;114;0;
SSR;2023;040780389;CLINIQUE JEAN GIONO;040000150;SSR_A59;1;80;;;;28747;0;
SSR;2023;040780389;CLINIQUE JEAN GIONO;040000150;SSR_TOT;;81;29565;;614;28861;0;0
SSR;2023;040780405;CENTRE DES CARMES;040000168;SSR_A;;70;25550;5;582;25044;1402;
SSR;2023;040780405;CENTRE DES CARMES;040000168;SSR_A50;1;35;;;;7472;0;
SSR;2023;040780405;CENTRE DES CARMES;040000168;SSR_A51;1;35;;5;;17572;1402;
SSR;2023;040780405;CENTRE DES CARMES;040000168;SSR_E;;;1255;5;0;0;0;
SSR;2023;040780405;CENTRE DES CARMES;040000168;SSR_E50;1;;;;;0;0;
SSR;2023;040780405;CENTRE DES CARMES;040000168;SSR_E51;1;;;5;;0;0;
SSR;2023;040780405;CENTRE DES CARMES;040000168;SSR_TOT;;70;26805;10;582;25044;1402;0
SSR;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A;;80;29200;10;787;27351;4177;
SSR;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A50;1;;;;;0;0;
SSR;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A51;1;40;;10;;15278;4177;
SSR;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_A52;1;40;;;;12073;0;
SSR;2023;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;SSR_TOT;;80;29200;10;787;27351;4177;0
SSR;2023;040780520;CLINIQUE LE VERDON;310025010;SSR_A;;40;14965;;333;14656;0;
SSR;2023;040780520;CLINIQUE LE VERDON;310025010;SSR_A50;1;40;;;;14656;0;
SSR;2023;040780520;CLINIQUE LE VERDON;310025010;SSR_TOT;;40;14965;;333;14656;0;0
SSR;2023;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_A;;66;24090;;396;16867;0;
SSR;2023;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_A50;1;20;;;;5788;0;
SSR;2023;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_A59;1;46;;;;11079;0;
SSR;2023;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;SSR_TOT;;66;24090;;396;16867;0;0
SSR;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A;;90;32850;25;772;28236;6416;
SSR;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A50;1;26;;10;;6031;1286;
SSR;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A51;1;42;;13;;15027;4452;
SSR;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A52;1;;;;;0;0;
SSR;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_A54;1;22;;2;;7178;678;
SSR;2023;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;SSR_TOT;;90;32850;25;772;28236;6416;0
SSR;2023;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;SSR_A;;62;22630;;552;17834;0;
SSR;2023;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;SSR_A50;1;62;;;;17834;0;
SSR;2023;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;SSR_TOT;;62;22630;;552;17834;0;0
SSR;2023;050000066;CENTRE MEDICAL LA SOURCE;050000082;SSR_A;;60;21900;;612;17334;0;
SSR;2023;050000066;CENTRE MEDICAL LA SOURCE;050000082;SSR_A50;1;60;;;;17334;0;
SSR;2023;050000066;CENTRE MEDICAL LA SOURCE;050000082;SSR_TOT;;60;21900;;612;17334;0;
SSR;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A;;20;7300;;253;6370;0;
SSR;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A50;1;6;;;;4105;0;
SSR;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A59;1;14;;;;2265;0;
SSR;2023;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_TOT;;20;7300;;253;6370;0;
SSR;2023;050000298;SSR LA GUISANE;050009067;SSR_E;;53;16900;;293;11440;0;
SSR;2023;050000298;SSR LA GUISANE;050009067;SSR_E50;1;;;;;0;0;
SSR;2023;050000298;SSR LA GUISANE;050009067;SSR_E54;1;53;;;;11440;0;
SSR;2023;050000298;SSR LA GUISANE;050009067;SSR_TOT;;53;16900;;293;11440;0;0
SSR;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_A;;30;10950;;284;9239;0;
SSR;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_A59;1;30;;;;9239;0;
SSR;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_TOT;;30;10950;;284;9239;0;
SSR;2023;050000488;CLINIQUE DU SOUFFLE LES ACACIAS;050000678;SSR_A;;72;26280;5;591;23124;405;
SSR;2023;050000488;CLINIQUE DU SOUFFLE LES ACACIAS;050000678;SSR_A54;1;72;;5;;23124;405;
SSR;2023;050000488;CLINIQUE DU SOUFFLE LES ACACIAS;050000678;SSR_TOT;;72;26280;5;591;23124;405;0
SSR;2023;050000637;CLINIQUE MONTJOY;050001163;SSR_A;;66;24090;;398;20817;0;
SSR;2023;050000637;CLINIQUE MONTJOY;050001163;SSR_A50;1;66;;;;20817;0;
SSR;2023;050000637;CLINIQUE MONTJOY;050001163;SSR_TOT;;66;24090;;398;20817;0;0
SSR;2023;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_A;;131;47815;10;1256;40188;579;
SSR;2023;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_A50;1;33;;;;10467;0;
