BOR;AN;FI;RS;FI_EJ;PERSO;ETPS;NBLIB
HAD_P;2023;020004297;HAD AMSAM SOISSONS;020005179;N2210;4.7;
HAD_P;2023;020004297;HAD AMSAM SOISSONS;020005179;N2510;12.67;
HAD_P;2023;020004297;HAD AMSAM SOISSONS;020005179;N2710;0.7;
HAD_P;2023;020004297;HAD AMSAM SOISSONS;020005179;N3120;0.23;
HAD_P;2023;020004297;HAD AMSAM SOISSONS;020005179;N9999;21.35;
HAD_P;2023;020004297;HAD AMSAM SOISSONS;020005179;Ncoor;3.05;
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;M9999;0.3;17
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;MAUT;;17
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;Mcoor;0.3;
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;N2210;0;30
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;N2460;0;1
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;N2510;3.47;
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;N2710;0.15;0
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;N3120;0.24;
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;N9999;9.32;31
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;NAUT;4.54;0
HAD_P;2023;020010898;HAD CRF CHAUNY;750721334;Ncoor;0.92;
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;M3050;;40
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;M9999;0.27;40
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;Mcoor;0.27;
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N2120;0.41;
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N2210;4.8;160
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N2410;;46
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N2460;;2
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N2510;24.93;
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N2710;0.5;
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N3120;0.4;
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;N9999;48.5;209
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;NAUT;11.78;1
HAD_P;2023;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;Ncoor;5.68;
HAD_P;2023;030000061;CH DE MOULINS;030780092;M9999;0.93;0
HAD_P;2023;030000061;CH DE MOULINS;030780092;Mcoor;0.93;
HAD_P;2023;030000061;CH DE MOULINS;030780092;N2120;0.8;
HAD_P;2023;030000061;CH DE MOULINS;030780092;N2210;6.63;125
HAD_P;2023;030000061;CH DE MOULINS;030780092;N2510;3;
HAD_P;2023;030000061;CH DE MOULINS;030780092;N9999;11.23;125
HAD_P;2023;030000061;CH DE MOULINS;030780092;NAUT;0.8;
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;M9999;0.5;
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;Mcoor;0.5;
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;N2120;0.4;
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;N2210;;157
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;N2410;0;2
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;N3120;0.3;
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;N9999;8.35;159
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;NAUT;2;
HAD_P;2023;030000079;CH DE MONTLUCON;030780100;Ncoor;5.65;
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;M9999;1;0
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;Mcoor;1;
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2120;1.13;
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2210;5.77;0
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N2510;3;
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N3120;1;
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;N9999;12.7;0
HAD_P;2023;030000087;CH JACQUES LACARIN VICHY;030780118;NAUT;1.8;0
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;M9999;1.38;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;MAUT;1.38;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2120;1.06;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2210;7.39;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2510;5.03;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N2710;0.49;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N3120;1;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;N9999;15.77;
HAD_P;2023;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;NAUT;0.8;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;M9999;0.1;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;Mcoor;0.1;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2120;0.5;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2210;6.42;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2510;5.48;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N2710;0.25;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;N9999;13.58;
HAD_P;2023;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;NAUT;0.93;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;M9999;0.6;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;Mcoor;0.6;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2120;0.13;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2210;9.39;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2510;6.15;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N2710;0.1;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N3120;0.1;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;N9999;16.85;
HAD_P;2023;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;0.98;
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;M9999;1.03;
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;Mcoor;1.03;
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;N2120;0.33;
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;N2210;10.18;29
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;N2410;;28
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;N2510;5.04;
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;N2710;0.5;
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;N3120;0.19;
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;N9999;17.19;110
HAD_P;2023;060006558;HAD ARNAULT TZANCK;060798865;NAUT;0.95;53
HAD_P;2023;060785243;HAD NICE & REGION;060001484;M3050;0.96;272
HAD_P;2023;060785243;HAD NICE & REGION;060001484;M9999;3.59;272
HAD_P;2023;060785243;HAD NICE & REGION;060001484;Mcoor;2.63;
HAD_P;2023;060785243;HAD NICE & REGION;060001484;N2120;0.73;
HAD_P;2023;060785243;HAD NICE & REGION;060001484;N2210;23.04;1313
HAD_P;2023;060785243;HAD NICE & REGION;060001484;N2410;;434
HAD_P;2023;060785243;HAD NICE & REGION;060001484;N2510;19.71;
HAD_P;2023;060785243;HAD NICE & REGION;060001484;N2710;0.51;160
HAD_P;2023;060785243;HAD NICE & REGION;060001484;N3120;5.06;
HAD_P;2023;060785243;HAD NICE & REGION;060001484;N9999;98.4;1907
HAD_P;2023;060785243;HAD NICE & REGION;060001484;NAUT;38.84;
HAD_P;2023;060785243;HAD NICE & REGION;060001484;Ncoor;10.51;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;M9999;2.17;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;MAUT;1.17;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;Mcoor;1;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N2120;1.43;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N2210;6.8;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N2460;1;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N2510;3.59;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N3120;0.93;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;N9999;16.94;
HAD_P;2023;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;NAUT;3.19;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;M3050;0.92;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;M9999;1.12;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;Mcoor;0.2;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;N2120;0.5;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;N2510;5;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;N2710;0.2;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;N3120;0.2;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;N9999;17.85;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;NAUT;4.15;
HAD_P;2023;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;Ncoor;7.8;
HAD_P;2023;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;M3050;0.6;
HAD_P;2023;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;M9999;0.6;
HAD_P;2023;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;N2120;1;
HAD_P;2023;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;N2510;5.6;
HAD_P;2023;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;N2710;0.5;
HAD_P;2023;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;N9999;7.1;
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;M9999;2.93;25
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;MAUT;;25
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;Mcoor;2.93;
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2120;0.53;
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2210;7.83;150
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2410;;24
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2510;6.15;
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N2710;0.5;
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N3120;0.7;
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;N9999;19.37;174
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;NAUT;2;
HAD_P;2023;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;Ncoor;1.66;
HAD_P;2023;100007699;HAD GHAM;100006279;M3050;0.1;
HAD_P;2023;100007699;HAD GHAM;100006279;M9999;0.9;
HAD_P;2023;100007699;HAD GHAM;100006279;MAUT;0.4;
HAD_P;2023;100007699;HAD GHAM;100006279;Mcoor;0.4;
HAD_P;2023;100007699;HAD GHAM;100006279;N2120;1.1;
HAD_P;2023;100007699;HAD GHAM;100006279;N2210;10.29;
HAD_P;2023;100007699;HAD GHAM;100006279;N2510;25.63;
HAD_P;2023;100007699;HAD GHAM;100006279;N3120;0.18;
HAD_P;2023;100007699;HAD GHAM;100006279;N9999;41.63;
HAD_P;2023;100007699;HAD GHAM;100006279;NAUT;2.43;
HAD_P;2023;100007699;HAD GHAM;100006279;Ncoor;2;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;M9999;1;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;Mcoor;1;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;N2120;1;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;N2210;7.2;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;N2510;8.75;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;N2710;0.5;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;N3120;0.6;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;N9999;28.45;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;NAUT;6.6;
HAD_P;2023;100010578;GCS PATCS HAD;100010347;Ncoor;3.8;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;M9999;0.1;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;Mcoor;0.1;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N2210;8.58;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N2510;0.08;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N2710;0.07;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N3120;0.1;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;N9999;10.34;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;NAUT;0.51;
HAD_P;2023;110000247;CH LEZIGNAN CORBIERES;110780772;Ncoor;1;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;M9999;1.9;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;Mcoor;1.9;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;N2120;1;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;N2210;9.6;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;N2510;9.5;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;N2710;0.2;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;N3120;0.2;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;N9999;26.5;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;NAUT;2;
HAD_P;2023;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;Ncoor;4;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;M3050;0;118
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;M9999;1.55;118
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;Mcoor;1.55;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N2120;0.74;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N2210;7.03;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N2410;0.26;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N2460;0.92;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N2510;9.32;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N2710;0.49;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N3120;0.93;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;N9999;25.15;
HAD_P;2023;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;Ncoor;5.46;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;M3050;0.3;1
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;M9999;1.64;1
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;MAUT;0.14;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;Mcoor;1.2;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;N2120;1;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;N2710;0.8;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;N3120;0.8;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;N9999;12.8;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;NAUT;4.2;
HAD_P;2023;120783618;HAD UDSMA RODEZ;120784616;Ncoor;6;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M3050;0.4;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M9999;1.83;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;Mcoor;1.43;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2120;1;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2210;4.21;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2510;1.75;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2710;0.5;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N3120;0.73;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N9999;10.07;
HAD_P;2023;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;1.88;
HAD_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M9999;1;
HAD_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;Mcoor;1;
HAD_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2210;3.42;
HAD_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2510;1;
HAD_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N9999;6.82;
HAD_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;NAUT;1.8;
HAD_P;2023;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;Ncoor;0.6;
HAD_P;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;M3050;1;
HAD_P;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;M9999;1;
HAD_P;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;N2210;3.63;
HAD_P;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;N9999;9.63;
HAD_P;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;NAUT;3.58;
HAD_P;2023;130001647;INSTITUT PAOLI CALMETTES;130784127;Ncoor;2.42;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M9999;0.7;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;Mcoor;0.7;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2120;0.22;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2210;1.5;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2510;5.22;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N9999;7.95;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;NAUT;0.51;
HAD_P;2023;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;Ncoor;0.5;
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;M3050;1;
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;M9999;2;
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;Mcoor;1;
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;N2210;;161
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;N2410;;28
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;N2510;2;
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;N2710;0.11;
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;N3120;0.5;
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;N9999;7.11;192
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;NAUT;0.5;3
HAD_P;2023;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;Ncoor;4;
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;M3050;;122
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;M9999;2.6;163
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;MAUT;;41
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;Mcoor;2.6;
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;N2120;1;
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;N2210;;489
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;N2410;;94
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;N2510;7.3;
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;N2710;;4
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;N3120;1;
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;N9999;30.4;587
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;NAUT;8.4;
HAD_P;2023;130021819;HAD CLARA SCHUMANN;130021769;Ncoor;12.7;
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;M3050;;73
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;M9999;0.62;73
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;Mcoor;0.62;
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2210;4.71;80
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2410;;25
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2510;4.07;
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2710;;7
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N3120;0.82;
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N9999;16.46;113
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;NAUT;5.64;1
HAD_P;2023;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;Ncoor;1.22;
HAD_P;2023;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;M3050;1;0
HAD_P;2023;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;M9999;2;0
HAD_P;2023;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;Mcoor;1;
HAD_P;2023;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2120;1;
HAD_P;2023;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N9999;4;0
HAD_P;2023;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;NAUT;1;0
